
Track Intensity Mean Ch=2 Img=1
 ==================== 
Track Intensity Mean,Unit,Category,Channel,Image,ID,
14.4795,,Track,2,Image 1,1000000426,
0.0108108,,Track,2,Image 1,1000005575,
14.4338,,Track,2,Image 1,1000008102,
155.955,,Track,2,Image 1,1000011182,
11.4802,,Track,2,Image 1,1000014633,
0.00465116,,Track,2,Image 1,1000014915,
36.0198,,Track,2,Image 1,1000018381,
13.9938,,Track,2,Image 1,1000019405,
24.5323,,Track,2,Image 1,1000022248,
4.72414,,Track,2,Image 1,1000023039,
180.791,,Track,2,Image 1,1000023639,
0,,Track,2,Image 1,1000024512,
10.0282,,Track,2,Image 1,1000025762,
15.0755,,Track,2,Image 1,1000025863,
58.5,,Track,2,Image 1,1000025898,
14.2586,,Track,2,Image 1,1000026374,
14.354,,Track,2,Image 1,1000026660,
12.4419,,Track,2,Image 1,1000026789,
0.0425532,,Track,2,Image 1,1000026990,
0.462963,,Track,2,Image 1,1000027048,
4.17361,,Track,2,Image 1,1000027245,
10.1441,,Track,2,Image 1,1000027656,
11.5769,,Track,2,Image 1,1000028849,
11.918,,Track,2,Image 1,1000028860,
13.9307,,Track,2,Image 1,1000029962,
25.4085,,Track,2,Image 1,1000034728,
6.06977,,Track,2,Image 1,1000058544,
0.968153,,Track,2,Image 1,1000069455,
0.0493274,,Track,2,Image 1,1000071729,
7.45638,,Track,2,Image 1,1000074239,
0.204969,,Track,2,Image 1,1000080712,
154.839,,Track,2,Image 1,1000082174,
0.0117647,,Track,2,Image 1,1000094504,
0.305732,,Track,2,Image 1,1000111173,
17.1923,,Track,2,Image 1,1000117221,
0,,Track,2,Image 1,1000130081,
0.0366972,,Track,2,Image 1,1000135496,
4.05952,,Track,2,Image 1,1000136105,
0.0327869,,Track,2,Image 1,1000138478,
0.153014,,Track,2,Image 1,1000145899,
0.11399,,Track,2,Image 1,1000158060,
179.941,,Track,2,Image 1,1000165097,
6.78571,,Track,2,Image 1,1000178867,
8.14697,,Track,2,Image 1,1000196023,
0.85,,Track,2,Image 1,1000196749,
13.2871,,Track,2,Image 1,1000199932,
0.243542,,Track,2,Image 1,1000218062,
12.686,,Track,2,Image 1,1000221333,
29.9605,,Track,2,Image 1,1000224234,
27.9286,,Track,2,Image 1,1000224241,
15.6864,,Track,2,Image 1,1000224431,
0.106061,,Track,2,Image 1,1000226383,
0.609626,,Track,2,Image 1,1000232501,
22.7262,,Track,2,Image 1,1000244446,
0.00787402,,Track,2,Image 1,1000253547,
8.87879,,Track,2,Image 1,1000257305,
14.0274,,Track,2,Image 1,1000260417,
6.54815,,Track,2,Image 1,1000260594,
50.144,,Track,2,Image 1,1000275823,
0,,Track,2,Image 1,1000278844,
14.3712,,Track,2,Image 1,1000282540,
