
Distance To Nearest Neighbour
 ==================== 
Distance To Nearest Neighbour,Unit,Category,Time,TrackID,ID,
35.1154,µm,Spot,16,1000421574,450197,
67.3583,µm,Spot,16,1000423376,452082,
5.24273,µm,Spot,16,1000218062,452867,
5.24273,µm,Spot,16,1000278844,453216,
31.7852,µm,Spot,16,1000019405,453768,
47.8137,µm,Spot,16,1000224431,453886,
32.0476,µm,Spot,16,1000338312,454011,
42.3883,µm,Spot,16,1000454057,454057,
17.4803,µm,Spot,16,1000165097,454506,
26.4733,µm,Spot,16,1000454567,454567,
36.5681,µm,Spot,16,1000312915,455118,
42.1199,µm,Spot,16,1000196023,456448,
4.10874,µm,Spot,16,1000282540,456729,
4.10874,µm,Spot,16,1000282868,457035,
17.5251,µm,Spot,16,1000080712,457216,
29.8888,µm,Spot,16,1000373068,457521,
33.5621,µm,Spot,16,1000111173,457800,
17.4803,µm,Spot,16,1000371442,458059,
3.59536,µm,Spot,16,1000429687,458412,
3.59536,µm,Spot,16,1000027048,458707,
31.7852,µm,Spot,16,1000401657,459408,
33.9275,µm,Spot,16,1000026374,459858,
3.26056,µm,Spot,16,1000199932,460237,
3.26056,µm,Spot,16,1000257305,460246,
42.1199,µm,Spot,16,1000402605,460413,
36.0559,µm,Spot,16,1000024512,460724,
36.0559,µm,Spot,16,1000260417,461707,
23.1788,µm,Spot,16,1000405139,463011,
41.418,µm,Spot,16,1000260594,463726,
12.5237,µm,Spot,16,1000145899,464422,
8.8833,µm,Spot,16,1000232501,464429,
8.8833,µm,Spot,16,1000290426,464434,
35.982,µm,Spot,17,1000290900,464973,
78.4034,µm,Spot,17,1000320447,465600,
44.0398,µm,Spot,17,1000178867,466461,
89.7868,µm,Spot,17,1000409035,466808,
35.982,µm,Spot,17,1000439186,467942,
20.2547,µm,Spot,17,1000354440,469989,
20.2547,µm,Spot,17,1000354480,470011,
2.50868,µm,Spot,17,1000327258,471824,
2.50868,µm,Spot,17,1000385100,471829,
57.8783,µm,Spot,17,1000008102,472219,
77.5374,µm,Spot,17,1000423376,478062,
31.6922,µm,Spot,17,1000449132,478114,
34.5475,µm,Spot,17,1000275823,479258,
34.5475,µm,Spot,17,1000421574,479273,
44.1978,µm,Spot,17,1000454057,480386,
30.427,µm,Spot,17,1000019405,482884,
31.6922,µm,Spot,17,1000338312,483143,
26.2405,µm,Spot,17,1000454567,483371,
17.5652,µm,Spot,17,1000165097,483628,
38.7509,µm,Spot,17,1000196023,485548,
5.66161,µm,Spot,17,1000282540,485818,
5.66161,µm,Spot,17,1000282868,486152,
23.0675,µm,Spot,17,1000080712,486345,
33.046,µm,Spot,17,1000312915,486851,
35.3038,µm,Spot,17,1000111173,486915,
17.5652,µm,Spot,17,1000371442,487193,
26.2405,µm,Spot,17,1000429687,487511,
30.427,µm,Spot,17,1000401657,488500,
25.5806,µm,Spot,17,1000488632,488632,
29.4147,µm,Spot,17,1000373068,488750,
33.5477,µm,Spot,17,1000026374,489213,
35.2349,µm,Spot,17,1000489329,489329,
25.5806,µm,Spot,17,1000402605,489469,
33.046,µm,Spot,17,1000024512,489781,
23.0675,µm,Spot,17,1000405139,492033,
36.7182,µm,Spot,17,1000260417,492217,
40.7062,µm,Spot,17,1000260594,492735,
47.0127,µm,Spot,17,1000493396,493396,
12.7623,µm,Spot,17,1000145899,493459,
12.7623,µm,Spot,17,1000290426,493470,
80.4663,µm,Spot,18,1000320447,494672,
44.359,µm,Spot,18,1000178867,495547,
87.9468,µm,Spot,18,1000409035,495994,
82.9551,µm,Spot,18,1000439186,496987,
22.2347,µm,Spot,18,1000354480,499110,
22.2347,µm,Spot,18,1000354440,499330,
44.359,µm,Spot,18,1000385100,501090,
56.5761,µm,Spot,18,1000008102,501305,
32.527,µm,Spot,18,1000449132,507120,
34.9639,µm,Spot,18,1000275823,508221,
34.9639,µm,Spot,18,1000421574,508233,
43.2047,µm,Spot,18,1000454057,509349,
77.1266,µm,Spot,18,1000423376,510045,
31.2214,µm,Spot,18,1000019405,511875,
32.527,µm,Spot,18,1000338312,512123,
28.0799,µm,Spot,18,1000454567,512367,
16.3726,µm,Spot,18,1000165097,512640,
34.8329,µm,Spot,18,1000312915,513233,
40.6908,µm,Spot,18,1000196023,514524,
3.31447,µm,Spot,18,1000282540,514803,
3.31447,µm,Spot,18,1000282868,515097,
4.121,µm,Spot,18,1000515291,515291,
4.121,µm,Spot,18,1000080712,515594,
36.2564,µm,Spot,18,1000111173,515878,
16.3726,µm,Spot,18,1000371442,516171,
28.0799,µm,Spot,18,1000429687,516515,
31.2214,µm,Spot,18,1000401657,517431,
28.4772,µm,Spot,18,1000373068,517694,
27.0769,µm,Spot,18,1000488632,517856,
34.8967,µm,Spot,18,1000026374,517902,
35.3463,µm,Spot,18,1000489329,518274,
27.0769,µm,Spot,18,1000402605,518452,
34.8329,µm,Spot,18,1000024512,518741,
35.4334,µm,Spot,18,1000260417,519707,
21.3476,µm,Spot,18,1000405139,520995,
47.4343,µm,Spot,18,1000493396,522340,
11.8464,µm,Spot,18,1000145899,522408,
7.57095,µm,Spot,18,1000522409,522409,
1.97167,µm,Spot,18,1000522415,522415,
1.97167,µm,Spot,18,1000290426,522416,
74.7979,µm,Spot,19,1000320447,524110,
42.9359,µm,Spot,19,1000178867,524549,
87.3407,µm,Spot,19,1000409035,524961,
82.6923,µm,Spot,19,1000439186,525896,
20.1398,µm,Spot,19,1000354480,527932,
20.1398,µm,Spot,19,1000354440,528164,
42.9359,µm,Spot,19,1000385100,529704,
57.1902,µm,Spot,19,1000008102,530128,
47.8572,µm,Spot,19,1000534158,534158,
64.6443,µm,Spot,19,1000535289,535289,
31.3732,µm,Spot,19,1000449132,535950,
74.7979,µm,Spot,19,1000423376,536045,
34.3283,µm,Spot,19,1000275823,537172,
34.3283,µm,Spot,19,1000421574,537184,
43.2517,µm,Spot,19,1000454057,538249,
32.501,µm,Spot,19,1000019405,540819,
31.3732,µm,Spot,19,1000338312,541055,
27.7743,µm,Spot,19,1000454567,541268,
16.7102,µm,Spot,19,1000165097,541507,
37.1081,µm,Spot,19,1000312915,542127,
39.8401,µm,Spot,19,1000196023,543354,
2.94773,µm,Spot,19,1000282540,543636,
2.94773,µm,Spot,19,1000282868,543952,
23.245,µm,Spot,19,1000515291,544173,
35.3899,µm,Spot,19,1000111173,544731,
16.7102,µm,Spot,19,1000371442,544983,
27.7743,µm,Spot,19,1000429687,545670,
32.501,µm,Spot,19,1000401657,546302,
24.5965,µm,Spot,19,1000488632,546713,
23.3077,µm,Spot,19,1000489329,547128,
24.5965,µm,Spot,19,1000402605,547295,
34.7833,µm,Spot,19,1000024512,547622,
34.7833,µm,Spot,19,1000260417,548615,
23.3077,µm,Spot,19,1000549440,549440,
23.245,µm,Spot,19,1000405139,549873,
47.2009,µm,Spot,19,1000493396,551265,
12.0969,µm,Spot,19,1000145899,551336,
6.76211,µm,Spot,19,1000522409,551340,
2.47419,µm,Spot,19,1000522415,551345,
2.47419,µm,Spot,19,1000290426,551346,
43.6367,µm,Spot,20,1000178867,553148,
85.7612,µm,Spot,20,1000409035,554021,
82.1884,µm,Spot,20,1000439186,555015,
19.3788,µm,Spot,20,1000354480,557029,
19.3788,µm,Spot,20,1000354440,557262,
43.6367,µm,Spot,20,1000385100,558714,
58.4557,µm,Spot,20,1000008102,559137,
47.6472,µm,Spot,20,1000534158,563260,
64.3378,µm,Spot,20,1000535289,564371,
32.4879,µm,Spot,20,1000449132,565073,
78.914,µm,Spot,20,1000423376,565180,
29.9937,µm,Spot,20,1000566277,566277,
35.8386,µm,Spot,20,1000275823,566322,
35.5868,µm,Spot,20,1000421574,566338,
42.5072,µm,Spot,20,1000454057,567395,
3.71241,µm,Spot,20,1000569584,569584,
3.71241,µm,Spot,20,1000019405,569923,
32.4879,µm,Spot,20,1000338312,570183,
27.5941,µm,Spot,20,1000454567,570435,
18.1936,µm,Spot,20,1000165097,570692,
3.03473,µm,Spot,20,1000572485,572485,
38.659,µm,Spot,20,1000196023,572536,
2.59972,µm,Spot,20,1000282868,572825,
2.59972,µm,Spot,20,1000282540,572830,
23.2821,µm,Spot,20,1000515291,573317,
25.9301,µm,Spot,20,1000312915,573796,
34.9466,µm,Spot,20,1000111173,573855,
23.641,µm,Spot,20,1000574056,574056,
18.1936,µm,Spot,20,1000371442,574109,
27.5941,µm,Spot,20,1000429687,574473,
25.7323,µm,Spot,20,1000488632,575470,
25.9646,µm,Spot,20,1000576160,576160,
25.7618,µm,Spot,20,1000489329,576167,
25.7323,µm,Spot,20,1000402605,576328,
23.641,µm,Spot,20,1000024512,576691,
27.9421,µm,Spot,20,1000260417,577679,
25.7618,µm,Spot,20,1000549440,578488,
23.2821,µm,Spot,20,1000405139,578956,
47.5431,µm,Spot,20,1000493396,580340,
12.0326,µm,Spot,20,1000145899,580402,
7.19955,µm,Spot,20,1000522409,580406,
2.36978,µm,Spot,20,1000522415,580409,
2.36978,µm,Spot,20,1000290426,580410,
87.8967,µm,Spot,21,1000409035,583023,
80.6072,µm,Spot,21,1000439186,584010,
19.8077,µm,Spot,21,1000354480,586056,
19.8077,µm,Spot,21,1000354440,586264,
51.5776,µm,Spot,21,1000385100,587735,
55.2508,µm,Spot,21,1000008102,588156,
46.9549,µm,Spot,21,1000534158,592272,
63.0816,µm,Spot,21,1000535289,593406,
51.5776,µm,Spot,21,1000449132,594128,
77.6332,µm,Spot,21,1000423376,594240,
30.9951,µm,Spot,21,1000566277,595322,
35.4346,µm,Spot,21,1000275823,595383,
35.4346,µm,Spot,21,1000421574,595403,
40.6963,µm,Spot,21,1000454057,596457,
30.9951,µm,Spot,21,1000569584,599061,
27.4548,µm,Spot,21,1000454567,599596,
15.863,µm,Spot,21,1000165097,599850,
3.45691,µm,Spot,21,1000572485,601631,
37.8274,µm,Spot,21,1000196023,601682,
3.45691,µm,Spot,21,1000282868,601944,
23.8695,µm,Spot,21,1000515291,602451,
22.3012,µm,Spot,21,1000574056,603262,
27.8378,µm,Spot,21,1000312915,603305,
15.863,µm,Spot,21,1000371442,603320,
35.1193,µm,Spot,21,1000111173,603368,
27.4548,µm,Spot,21,1000429687,603656,
37.8274,µm,Spot,21,1000488632,604666,
25.5486,µm,Spot,21,1000576160,605342,
23.6093,µm,Spot,21,1000489329,605348,
20.4023,µm,Spot,21,1000024512,605830,
20.4023,µm,Spot,21,1000606742,606742,
27.3668,µm,Spot,21,1000260417,606776,
23.6093,µm,Spot,21,1000549440,607568,
23.8695,µm,Spot,21,1000405139,608013,
47.9011,µm,Spot,21,1000493396,609400,
12.1474,µm,Spot,21,1000145899,609483,
7.02767,µm,Spot,21,1000522409,609488,
2.62422,µm,Spot,21,1000522415,609495,
2.62422,µm,Spot,21,1000290426,609496,
87.735,µm,Spot,22,1000409035,612139,
113.302,µm,Spot,22,1000439186,613175,
19.776,µm,Spot,22,1000354480,615249,
19.776,µm,Spot,22,1000354440,615509,
51.7367,µm,Spot,22,1000385100,617015,
57.1935,µm,Spot,22,1000008102,617445,
48.2315,µm,Spot,22,1000534158,621845,
14.869,µm,Spot,22,1000535289,622692,
15.1462,µm,Spot,22,1000623228,623228,
15.1462,µm,Spot,22,1000449132,623365,
30.1071,µm,Spot,22,1000566277,624563,
45.1386,µm,Spot,22,1000275823,624617,
39.0147,µm,Spot,22,1000454057,625744,
14.869,µm,Spot,22,1000626063,626063,
25.0427,µm,Spot,22,1000569584,627914,
25.0427,µm,Spot,22,1000628237,628237,
28.0229,µm,Spot,22,1000454567,628771,
3.89312,µm,Spot,22,1000572485,630844,
37.3816,µm,Spot,22,1000196023,630885,
3.89312,µm,Spot,22,1000282868,631150,
23.4769,µm,Spot,22,1000515291,631656,
30.6169,µm,Spot,22,1000312915,632214,
34.8024,µm,Spot,22,1000111173,632280,
22.1346,µm,Spot,22,1000574056,632479,
32.5752,µm,Spot,22,1000371442,632543,
28.0229,µm,Spot,22,1000429687,633227,
37.3816,µm,Spot,22,1000488632,633901,
21.2223,µm,Spot,22,1000489329,634293,
25.5316,µm,Spot,22,1000576160,634591,
21.3661,µm,Spot,22,1000024512,635060,
21.3661,µm,Spot,22,1000606742,636000,
27.0835,µm,Spot,22,1000260417,636035,
21.2223,µm,Spot,22,1000549440,636793,
23.4769,µm,Spot,22,1000405139,637253,
46.1077,µm,Spot,22,1000493396,638573,
11.9783,µm,Spot,22,1000145899,638651,
8.66735,µm,Spot,22,1000522409,638654,
8.66735,µm,Spot,22,1000522415,638660,
86.3206,µm,Spot,23,1000409035,641282,
113.018,µm,Spot,23,1000439186,642272,
20.9422,µm,Spot,23,1000354480,644361,
53.2436,µm,Spot,23,1000385100,646067,
57.2967,µm,Spot,23,1000008102,646479,
20.9422,µm,Spot,23,1000354440,646958,
47.0434,µm,Spot,23,1000534158,650543,
13.6369,µm,Spot,23,1000535289,651640,
14.3148,µm,Spot,23,1000623228,652012,
14.3148,µm,Spot,23,1000449132,652319,
29.3336,µm,Spot,23,1000566277,653458,
46.4929,µm,Spot,23,1000275823,653522,
13.6369,µm,Spot,23,1000626063,655074,
24.9329,µm,Spot,23,1000569584,656781,
24.9329,µm,Spot,23,1000628237,657086,
35.2691,µm,Spot,23,1000454057,657479,
28.0924,µm,Spot,23,1000454567,657660,
15.0518,µm,Spot,23,1000657926,657926,
3.56869,µm,Spot,23,1000572485,659696,
37.0457,µm,Spot,23,1000196023,659747,
3.56869,µm,Spot,23,1000282868,660014,
26.8037,µm,Spot,23,1000515291,660518,
32.3378,µm,Spot,23,1000312915,661086,
35.4807,µm,Spot,23,1000111173,661143,
15.0518,µm,Spot,23,1000371442,661424,
19.5467,µm,Spot,23,1000574056,661701,
28.0924,µm,Spot,23,1000429687,662144,
37.0457,µm,Spot,23,1000488632,662824,
26.8037,µm,Spot,23,1000576160,663461,
21.994,µm,Spot,23,1000489329,663476,
17.9606,µm,Spot,23,1000024512,663940,
17.9606,µm,Spot,23,1000606742,664549,
26.1409,µm,Spot,23,1000260417,664891,
21.994,µm,Spot,23,1000549440,665648,
46.7422,µm,Spot,23,1000493396,667426,
11.6191,µm,Spot,23,1000145899,667512,
7.16789,µm,Spot,23,1000522409,667517,
2.00881,µm,Spot,23,1000667525,667525,
2.00881,µm,Spot,23,1000522415,667526,
86.8156,µm,Spot,24,1000409035,670196,
114.85,µm,Spot,24,1000439186,671197,
51.2632,µm,Spot,24,1000354480,673521,
62.8185,µm,Spot,24,1000675627,675627,
46.724,µm,Spot,24,1000534158,679589,
10.9764,µm,Spot,24,1000535289,680885,
14.7745,µm,Spot,24,1000623228,681151,
14.7745,µm,Spot,24,1000449132,681492,
30.1747,µm,Spot,24,1000566277,682589,
46.9026,µm,Spot,24,1000275823,682652,
10.9764,µm,Spot,24,1000626063,684192,
46.0756,µm,Spot,24,1000684239,684239,
25.9113,µm,Spot,24,1000569584,685920,
25.9113,µm,Spot,24,1000628237,686205,
24.0729,µm,Spot,24,1000686553,686553,
36.5167,µm,Spot,24,1000454057,686599,
27.4041,µm,Spot,24,1000454567,686788,
15.4394,µm,Spot,24,1000657926,687093,
3.95391,µm,Spot,24,1000572485,688906,
36.713,µm,Spot,24,1000196023,688961,
3.95391,µm,Spot,24,1000282868,689221,
3.88608,µm,Spot,24,1000689377,689377,
3.88608,µm,Spot,24,1000515291,689712,
35.2038,µm,Spot,24,1000111173,690305,
25.4203,µm,Spot,24,1000574056,690517,
33.5065,µm,Spot,24,1000312915,690568,
15.4394,µm,Spot,24,1000371442,690575,
3.78081,µm,Spot,24,1000690930,690930,
3.78081,µm,Spot,24,1000429687,691300,
36.713,µm,Spot,24,1000488632,691939,
3.78728,µm,Spot,24,1000692325,692325,
3.78728,µm,Spot,24,1000576160,692328,
30.1467,µm,Spot,24,1000606742,693714,
25.4203,µm,Spot,24,1000260417,694040,
41.8868,µm,Spot,24,1000549440,694887,
21.1437,µm,Spot,24,1000695046,695046,
50.143,µm,Spot,24,1000493396,696758,
12.5692,µm,Spot,24,1000145899,696850,
7.17318,µm,Spot,24,1000522409,696858,
2.02435,µm,Spot,24,1000667525,696866,
2.02435,µm,Spot,24,1000522415,696867,
86.7258,µm,Spot,25,1000409035,699571,
113.863,µm,Spot,25,1000439186,700618,
20.2238,µm,Spot,25,1000354480,702902,
57.0106,µm,Spot,25,1000704730,704730,
59.1049,µm,Spot,25,1000675627,705118,
20.2238,µm,Spot,25,1000705525,705525,
43.9417,µm,Spot,25,1000534158,708991,
13.1076,µm,Spot,25,1000535289,710309,
13.4871,µm,Spot,25,1000623228,710527,
13.4871,µm,Spot,25,1000449132,710701,
46.863,µm,Spot,25,1000275823,711797,
1.16128,µm,Spot,25,1000566277,712056,
1.16128,µm,Spot,25,1000712057,712057,
38.1569,µm,Spot,25,1000454057,713228,
46.1699,µm,Spot,25,1000684239,713680,
13.1076,µm,Spot,25,1000626063,713723,
24.8504,µm,Spot,25,1000628237,715316,
24.8504,µm,Spot,25,1000569584,715360,
26.085,µm,Spot,25,1000686553,716044,
27.1752,µm,Spot,25,1000454567,716279,
16.1336,µm,Spot,25,1000657926,716543,
2.8384,µm,Spot,25,1000572485,718299,
38.0442,µm,Spot,25,1000196023,718330,
2.8384,µm,Spot,25,1000282868,718597,
23.8227,µm,Spot,25,1000689377,718806,
36.2348,µm,Spot,25,1000111173,719693,
34.563,µm,Spot,25,1000312915,719956,
16.1336,µm,Spot,25,1000371442,719965,
28.4137,µm,Spot,25,1000574056,720253,
27.1752,µm,Spot,25,1000690930,720360,
38.0442,µm,Spot,25,1000488632,721319,
3.86169,µm,Spot,25,1000692325,721698,
3.86169,µm,Spot,25,1000576160,721705,
28.4137,µm,Spot,25,1000606742,723091,
42.0028,µm,Spot,25,1000549440,724236,
23.8227,µm,Spot,25,1000695046,724379,
48.1687,µm,Spot,25,1000493396,726025,
12.5208,µm,Spot,25,1000145899,726114,
7.25726,µm,Spot,25,1000522409,726124,
1.68507,µm,Spot,25,1000667525,726132,
1.68507,µm,Spot,25,1000522415,726133,
3.56238,µm,Spot,26,1000728131,728131,
85.954,µm,Spot,26,1000409035,728846,
3.56238,µm,Spot,26,1000439186,729879,
18.2554,µm,Spot,26,1000354480,732141,
55.9724,µm,Spot,26,1000704730,733975,
60.6044,µm,Spot,26,1000675627,734406,
18.2554,µm,Spot,26,1000705525,734487,
44.2366,µm,Spot,26,1000534158,738198,
13.7428,µm,Spot,26,1000535289,739497,
14.6959,µm,Spot,26,1000623228,739739,
14.6959,µm,Spot,26,1000449132,739883,
46.3446,µm,Spot,26,1000275823,741029,
29.3378,µm,Spot,26,1000712057,741263,
23.6304,µm,Spot,26,1000686553,742428,
36.0351,µm,Spot,26,1000454057,742486,
45.8318,µm,Spot,26,1000684239,742950,
13.7428,µm,Spot,26,1000626063,743009,
24.9862,µm,Spot,26,1000628237,744595,
24.9862,µm,Spot,26,1000569584,744635,
57.9246,µm,Spot,26,1000196023,745168,
17.7135,µm,Spot,26,1000657926,745496,
46.3446,µm,Spot,26,1000572485,747541,
23.1974,µm,Spot,26,1000689377,748032,
58.7536,µm,Spot,26,1000312915,748886,
35.4361,µm,Spot,26,1000111173,748941,
17.7135,µm,Spot,26,1000371442,749226,
31.7054,µm,Spot,26,1000690930,749271,
3.9874,µm,Spot,26,1000692325,750665,
3.9874,µm,Spot,26,1000576160,750916,
60.6044,µm,Spot,26,1000549440,751425,
36.0351,µm,Spot,26,1000606742,752298,
23.1974,µm,Spot,26,1000695046,753607,
62.8772,µm,Spot,26,1000755087,755087,
8.93664,µm,Spot,26,1000145899,755292,
8.93664,µm,Spot,26,1000667525,755310,
114.498,µm,Spot,27,1000728131,757265,
80.7794,µm,Spot,27,1000409035,758018,
19.4752,µm,Spot,27,1000354480,761320,
58.7967,µm,Spot,27,1000704730,762986,
19.4752,µm,Spot,27,1000705525,764022,
40.0164,µm,Spot,27,1000764459,764459,
60.5522,µm,Spot,27,1000675627,766298,
43.6814,µm,Spot,27,1000534158,767422,
12.6318,µm,Spot,27,1000535289,768706,
14.901,µm,Spot,27,1000623228,768950,
14.901,µm,Spot,27,1000449132,769101,
45.6326,µm,Spot,27,1000275823,770268,
29.867,µm,Spot,27,1000712057,770520,
12.6318,µm,Spot,27,1000626063,772215,
46.1411,µm,Spot,27,1000684239,772320,
22.4399,µm,Spot,27,1000628237,773970,
22.4399,µm,Spot,27,1000569584,774001,
45.6326,µm,Spot,27,1000572485,774517,
57.0694,µm,Spot,27,1000196023,774555,
25.1561,µm,Spot,27,1000686553,774715,
34.4239,µm,Spot,27,1000454057,774762,
17.2792,µm,Spot,27,1000657926,774902,
22.7346,µm,Spot,27,1000689377,777434,
58.5975,µm,Spot,27,1000312915,778330,
34.3358,µm,Spot,27,1000111173,778393,
17.2792,µm,Spot,27,1000371442,778678,
31.861,µm,Spot,27,1000690930,779048,
5.23559,µm,Spot,27,1000692325,780160,
5.23559,µm,Spot,27,1000576160,780428,
60.5522,µm,Spot,27,1000549440,780939,
34.4239,µm,Spot,27,1000606742,781867,
23.544,µm,Spot,27,1000695046,783200,
62.7212,µm,Spot,27,1000755087,784716,
8.50237,µm,Spot,27,1000145899,784935,
8.50237,µm,Spot,27,1000667525,784947,
113.938,µm,Spot,28,1000728131,786937,
80.0003,µm,Spot,28,1000409035,787673,
58.982,µm,Spot,28,1000704730,792562,
36.7608,µm,Spot,28,1000705525,793513,
40.5044,µm,Spot,28,1000764459,794264,
67.23,µm,Spot,28,1000675627,795874,
44.4948,µm,Spot,28,1000534158,796987,
12.231,µm,Spot,28,1000535289,798231,
13.1903,µm,Spot,28,1000623228,798456,
13.1903,µm,Spot,28,1000449132,798595,
44.9045,µm,Spot,28,1000275823,799686,
29.8342,µm,Spot,28,1000712057,799935,
23.8437,µm,Spot,28,1000686553,801173,
12.231,µm,Spot,28,1000626063,801661,
46.3778,µm,Spot,28,1000684239,801777,
29.8342,µm,Spot,28,1000569584,803336,
44.9045,µm,Spot,28,1000572485,803868,
35.4836,µm,Spot,28,1000454057,804111,
17.0868,µm,Spot,28,1000657926,804251,
22.4966,µm,Spot,28,1000689377,806735,
53.8641,µm,Spot,28,1000312915,807636,
33.6303,µm,Spot,28,1000111173,807700,
17.0868,µm,Spot,28,1000371442,807999,
31.6922,µm,Spot,28,1000690930,808048,
5.30212,µm,Spot,28,1000692325,809490,
5.30212,µm,Spot,28,1000576160,809730,
67.23,µm,Spot,28,1000809896,809896,
22.4966,µm,Spot,28,1000695046,810363,
32.2265,µm,Spot,28,1000606742,811124,
32.2265,µm,Spot,28,1000811156,811156,
9.79088,µm,Spot,28,1000813964,813964,
9.79088,µm,Spot,28,1000755087,814046,
9.05185,µm,Spot,28,1000145899,814273,
9.05185,µm,Spot,28,1000667525,814290,
113.895,µm,Spot,29,1000728131,816217,
82.0805,µm,Spot,29,1000409035,816809,
57.3975,µm,Spot,29,1000704730,821860,
37.0004,µm,Spot,29,1000705525,822474,
35.4011,µm,Spot,29,1000764459,823485,
57.6978,µm,Spot,29,1000675627,825346,
35.4011,µm,Spot,29,1000825954,825954,
43.0694,µm,Spot,29,1000534158,826228,
13.935,µm,Spot,29,1000535289,827582,
33.2008,µm,Spot,29,1000449132,827943,
45.3116,µm,Spot,29,1000275823,829070,
29.7376,µm,Spot,29,1000712057,829328,
47.1016,µm,Spot,29,1000684239,831055,
13.935,µm,Spot,29,1000626063,831102,
29.7376,µm,Spot,29,1000569584,832777,
45.3116,µm,Spot,29,1000572485,833299,
33.2008,µm,Spot,29,1000686553,833488,
34.6011,µm,Spot,29,1000454057,833536,
17.1812,µm,Spot,29,1000657926,833663,
26.9381,µm,Spot,29,1000835089,835089,
23.1676,µm,Spot,29,1000689377,836172,
54.6632,µm,Spot,29,1000312915,837068,
34.2068,µm,Spot,29,1000111173,837125,
17.1812,µm,Spot,29,1000371442,837392,
30.951,µm,Spot,29,1000690930,837786,
4.53539,µm,Spot,29,1000692325,838894,
4.53539,µm,Spot,29,1000576160,838904,
41.5538,µm,Spot,29,1000809896,839352,
41.5538,µm,Spot,29,1000839692,839692,
32.6309,µm,Spot,29,1000606742,840636,
32.6309,µm,Spot,29,1000811156,840673,
24.8787,µm,Spot,29,1000695046,841997,
9.29644,µm,Spot,29,1000813964,843446,
9.29644,µm,Spot,29,1000755087,843505,
13.1151,µm,Spot,29,1000145899,843724,
13.1151,µm,Spot,29,1000667525,843748,
113.596,µm,Spot,30,1000728131,845322,
83.4345,µm,Spot,30,1000409035,846408,
58.8237,µm,Spot,30,1000704730,851617,
35.2325,µm,Spot,30,1000705525,852393,
51.2151,µm,Spot,30,1000675627,854919,
33.2735,µm,Spot,30,1000764459,855591,
51.5332,µm,Spot,30,1000855659,855659,
25.6676,µm,Spot,30,1000534158,855826,
33.2735,µm,Spot,30,1000825954,855868,
64.6552,µm,Spot,30,1000856861,856861,
31.8158,µm,Spot,30,1000449132,857515,
2.6257,µm,Spot,30,1000858553,858553,
44.1151,µm,Spot,30,1000275823,858591,
2.6257,µm,Spot,30,1000712057,858851,
31.8158,µm,Spot,30,1000686553,860033,
25.6676,µm,Spot,30,1000860086,860086,
28.3671,µm,Spot,30,1000860289,860289,
69.0121,µm,Spot,30,1000626063,860534,
31.2531,µm,Spot,30,1000569584,862216,
44.1151,µm,Spot,30,1000572485,862737,
33.6455,µm,Spot,30,1000454057,862976,
16.3499,µm,Spot,30,1000657926,863126,
5.62889,µm,Spot,30,1000864199,864199,
46.6538,µm,Spot,30,1000835089,864629,
46.6538,µm,Spot,30,1000689377,865675,
41.7841,µm,Spot,30,1000865808,865808,
31.2531,µm,Spot,30,1000866048,866048,
54.0196,µm,Spot,30,1000312915,866524,
16.3499,µm,Spot,30,1000371442,866533,
28.3671,µm,Spot,30,1000690930,866930,
5.62889,µm,Spot,30,1000111173,866942,
41.5226,µm,Spot,30,1000809896,868817,
41.5226,µm,Spot,30,1000839692,869162,
33.0033,µm,Spot,30,1000606742,869708,
33.0033,µm,Spot,30,1000811156,870065,
9.9485,µm,Spot,30,1000755087,872604,
9.9485,µm,Spot,30,1000813964,872837,
63.2656,µm,Spot,30,1000145899,873130,
113.05,µm,Spot,31,1000728131,875153,
81.2494,µm,Spot,31,1000409035,875820,
57.7266,µm,Spot,31,1000704730,880917,
36.0056,µm,Spot,31,1000705525,881608,
51.7608,µm,Spot,31,1000855659,882692,
50.7622,µm,Spot,31,1000675627,884454,
25.5746,µm,Spot,31,1000534158,885050,
35.6263,µm,Spot,31,1000825954,885084,
35.6263,µm,Spot,31,1000764459,885134,
63.3027,µm,Spot,31,1000856861,886497,
33.3867,µm,Spot,31,1000449132,886862,
45.2396,µm,Spot,31,1000275823,887818,
33.1882,µm,Spot,31,1000887899,887899,
29.1537,µm,Spot,31,1000858553,888066,
33.3867,µm,Spot,31,1000686553,889593,
25.5746,µm,Spot,31,1000860086,889634,
29.3958,µm,Spot,31,1000860289,889833,
56.1119,µm,Spot,31,1000626063,890150,
56.1119,µm,Spot,31,1000890207,890207,
29.1537,µm,Spot,31,1000569584,891884,
45.2396,µm,Spot,31,1000572485,892382,
32.1373,µm,Spot,31,1000454057,892612,
16.0731,µm,Spot,31,1000657926,892748,
34.9349,µm,Spot,31,1000864199,893774,
33.1882,µm,Spot,31,1000835089,894248,
22.0401,µm,Spot,31,1000689377,895263,
42.6022,µm,Spot,31,1000865808,895387,
31.8723,µm,Spot,31,1000866048,895653,
16.0731,µm,Spot,31,1000371442,896145,
29.3958,µm,Spot,31,1000690930,896883,
40.9173,µm,Spot,31,1000809896,898385,
40.9173,µm,Spot,31,1000839692,898726,
22.0401,µm,Spot,31,1000898844,898844,
32.1373,µm,Spot,31,1000606742,899316,
32.6767,µm,Spot,31,1000811156,899701,
8.61051,µm,Spot,31,1000813964,902181,
8.61051,µm,Spot,31,1000755087,902210,
