
Track Intensity Sum Ch=2 Img=1
 ==================== 
Track Intensity Sum,Unit,Category,Channel,Image,ID,
1057,,Track,2,Image 1,1000000426,
2,,Track,2,Image 1,1000005575,
3926,,Track,2,Image 1,1000008102,
13880,,Track,2,Image 1,1000011182,
2032,,Track,2,Image 1,1000014633,
1,,Track,2,Image 1,1000014915,
3638,,Track,2,Image 1,1000018381,
4534,,Track,2,Image 1,1000019405,
1521,,Track,2,Image 1,1000022248,
411,,Track,2,Image 1,1000023039,
15548,,Track,2,Image 1,1000023639,
0,,Track,2,Image 1,1000024512,
712,,Track,2,Image 1,1000025762,
2397,,Track,2,Image 1,1000025863,
3393,,Track,2,Image 1,1000025898,
2481,,Track,2,Image 1,1000026374,
1622,,Track,2,Image 1,1000026660,
1070,,Track,2,Image 1,1000026789,
4,,Track,2,Image 1,1000026990,
125,,Track,2,Image 1,1000027048,
601,,Track,2,Image 1,1000027245,
1126,,Track,2,Image 1,1000027656,
903,,Track,2,Image 1,1000028849,
1454,,Track,2,Image 1,1000028860,
1407,,Track,2,Image 1,1000029962,
4167,,Track,2,Image 1,1000034728,
522,,Track,2,Image 1,1000058544,
152,,Track,2,Image 1,1000069455,
11,,Track,2,Image 1,1000071729,
1111,,Track,2,Image 1,1000074239,
33,,Track,2,Image 1,1000080712,
14400,,Track,2,Image 1,1000082174,
2,,Track,2,Image 1,1000094504,
288,,Track,2,Image 1,1000111173,
894,,Track,2,Image 1,1000117221,
0,,Track,2,Image 1,1000130081,
4,,Track,2,Image 1,1000135496,
341,,Track,2,Image 1,1000136105,
2,,Track,2,Image 1,1000138478,
99,,Track,2,Image 1,1000145899,
22,,Track,2,Image 1,1000158060,
33829,,Track,2,Image 1,1000165097,
1425,,Track,2,Image 1,1000178867,
2550,,Track,2,Image 1,1000196023,
85,,Track,2,Image 1,1000196749,
1342,,Track,2,Image 1,1000199932,
66,,Track,2,Image 1,1000218062,
1091,,Track,2,Image 1,1000221333,
2277,,Track,2,Image 1,1000224234,
3519,,Track,2,Image 1,1000224241,
1851,,Track,2,Image 1,1000224431,
7,,Track,2,Image 1,1000226383,
114,,Track,2,Image 1,1000232501,
1909,,Track,2,Image 1,1000244446,
1,,Track,2,Image 1,1000253547,
879,,Track,2,Image 1,1000257305,
3072,,Track,2,Image 1,1000260417,
884,,Track,2,Image 1,1000260594,
12536,,Track,2,Image 1,1000275823,
0,,Track,2,Image 1,1000278844,
1897,,Track,2,Image 1,1000282540,
1831,,Track,2,Image 1,1000282868,
50,,Track,2,Image 1,1000290426,
1827,,Track,2,Image 1,1000290900,
0,,Track,2,Image 1,1000312915,
22,,Track,2,Image 1,1000320447,
6055,,Track,2,Image 1,1000327258,
1671,,Track,2,Image 1,1000338312,
0,,Track,2,Image 1,1000354440,
3,,Track,2,Image 1,1000354480,
60,,Track,2,Image 1,1000371442,
5,,Track,2,Image 1,1000373068,
16329,,Track,2,Image 1,1000385100,
3689,,Track,2,Image 1,1000401657,
1049,,Track,2,Image 1,1000402605,
1039,,Track,2,Image 1,1000405139,
4,,Track,2,Image 1,1000409035,
743,,Track,2,Image 1,1000421574,
891,,Track,2,Image 1,1000423376,
51,,Track,2,Image 1,1000429687,
2977,,Track,2,Image 1,1000439186,
2539,,Track,2,Image 1,1000449132,
428,,Track,2,Image 1,1000454057,
638,,Track,2,Image 1,1000454567,
520,,Track,2,Image 1,1000488632,
10499,,Track,2,Image 1,1000489329,
1781,,Track,2,Image 1,1000493396,
83,,Track,2,Image 1,1000515291,
397,,Track,2,Image 1,1000522409,
51,,Track,2,Image 1,1000522415,
3857,,Track,2,Image 1,1000534158,
8,,Track,2,Image 1,1000535289,
1422,,Track,2,Image 1,1000549440,
614,,Track,2,Image 1,1000566277,
6409,,Track,2,Image 1,1000569584,
3651,,Track,2,Image 1,1000572485,
0,,Track,2,Image 1,1000574056,
1311,,Track,2,Image 1,1000576160,
83040,,Track,2,Image 1,1000606742,
746,,Track,2,Image 1,1000623228,
21,,Track,2,Image 1,1000626063,
1820,,Track,2,Image 1,1000628237,
19850,,Track,2,Image 1,1000657926,
47,,Track,2,Image 1,1000667525,
59,,Track,2,Image 1,1000675627,
0,,Track,2,Image 1,1000684239,
6158,,Track,2,Image 1,1000686553,
7,,Track,2,Image 1,1000689377,
5,,Track,2,Image 1,1000690930,
1361,,Track,2,Image 1,1000692325,
894,,Track,2,Image 1,1000695046,
2150,,Track,2,Image 1,1000704730,
