
Intensity Min Ch=5 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,TrackID,ID,
40,,Spot,5,Image 1,1,1000000426,426,
0,,Spot,5,Image 1,1,1000005575,5575,
0,,Spot,5,Image 1,1,1000008102,8102,
255,,Spot,5,Image 1,1,1000011182,11182,
27,,Spot,5,Image 1,1,1000014633,14633,
103,,Spot,5,Image 1,1,1000014915,14915,
63,,Spot,5,Image 1,1,1000018381,18381,
0,,Spot,5,Image 1,1,1000019405,19405,
22,,Spot,5,Image 1,1,1000022248,22248,
32,,Spot,5,Image 1,1,1000023039,23039,
0,,Spot,5,Image 1,1,1000023639,23639,
2,,Spot,5,Image 1,1,1000024512,24512,
13,,Spot,5,Image 1,1,1000025762,25762,
34,,Spot,5,Image 1,1,1000025863,25863,
42,,Spot,5,Image 1,1,1000025898,25898,
81,,Spot,5,Image 1,1,1000026374,26374,
215,,Spot,5,Image 1,1,1000026660,26660,
4,,Spot,5,Image 1,1,1000026789,26789,
41,,Spot,5,Image 1,1,1000026990,26990,
0,,Spot,5,Image 1,1,1000027048,27048,
51,,Spot,5,Image 1,1,1000027245,27245,
0,,Spot,5,Image 1,1,1000027656,27656,
9,,Spot,5,Image 1,1,1000028849,28849,
20,,Spot,5,Image 1,1,1000028860,28860,
22,,Spot,5,Image 1,1,1000029962,29962,
23,,Spot,5,Image 1,2,1000000426,31408,
0,,Spot,5,Image 1,2,1000034728,34728,
0,,Spot,5,Image 1,2,1000005575,36136,
0,,Spot,5,Image 1,2,1000008102,38443,
4,,Spot,5,Image 1,2,1000011182,41290,
16,,Spot,5,Image 1,2,1000014633,44511,
136,,Spot,5,Image 1,2,1000014915,44743,
0,,Spot,5,Image 1,2,1000018381,48029,
0,,Spot,5,Image 1,2,1000019405,48982,
0,,Spot,5,Image 1,2,1000023639,50349,
40,,Spot,5,Image 1,2,1000022248,51941,
0,,Spot,5,Image 1,2,1000023039,52388,
0,,Spot,5,Image 1,2,1000024512,53806,
251,,Spot,5,Image 1,2,1000026990,53878,
0,,Spot,5,Image 1,2,1000025863,54980,
22,,Spot,5,Image 1,2,1000025898,55022,
251,,Spot,5,Image 1,2,1000025762,55178,
0,,Spot,5,Image 1,2,1000026374,55483,
26,,Spot,5,Image 1,2,1000026660,55751,
48,,Spot,5,Image 1,2,1000026789,55877,
0,,Spot,5,Image 1,2,1000027048,56142,
60,,Spot,5,Image 1,2,1000027245,56330,
21,,Spot,5,Image 1,2,1000027656,56728,
118,,Spot,5,Image 1,2,1000028849,57830,
44,,Spot,5,Image 1,2,1000028860,57836,
4,,Spot,5,Image 1,2,1000058544,58544,
89,,Spot,5,Image 1,2,1000029962,58891,
17,,Spot,5,Image 1,3,1000000426,60244,
0,,Spot,5,Image 1,3,1000034728,63643,
0,,Spot,5,Image 1,3,1000005575,65097,
10,,Spot,5,Image 1,3,1000008102,67443,
0,,Spot,5,Image 1,3,1000069455,69455,
0,,Spot,5,Image 1,3,1000011182,70317,
0,,Spot,5,Image 1,3,1000071729,71729,
0,,Spot,5,Image 1,3,1000014633,73446,
0,,Spot,5,Image 1,3,1000014915,73705,
0,,Spot,5,Image 1,3,1000074239,74239,
0,,Spot,5,Image 1,3,1000018381,76943,
0,,Spot,5,Image 1,3,1000019405,77924,
0,,Spot,5,Image 1,3,1000023639,79247,
0,,Spot,5,Image 1,3,1000080712,80712,
50,,Spot,5,Image 1,3,1000022248,80953,
55,,Spot,5,Image 1,3,1000023039,81387,
0,,Spot,5,Image 1,3,1000082174,82174,
1,,Spot,5,Image 1,3,1000025863,84084,
3,,Spot,5,Image 1,3,1000025898,84121,
88,,Spot,5,Image 1,3,1000025762,84276,
89,,Spot,5,Image 1,3,1000026374,84574,
0,,Spot,5,Image 1,3,1000026660,84846,
119,,Spot,5,Image 1,3,1000024512,85119,
7,,Spot,5,Image 1,3,1000026990,85188,
25,,Spot,5,Image 1,3,1000027048,85231,
90,,Spot,5,Image 1,3,1000027245,85436,
0,,Spot,5,Image 1,3,1000027656,85840,
90,,Spot,5,Image 1,3,1000028860,87067,
70,,Spot,5,Image 1,3,1000028849,87068,
141,,Spot,5,Image 1,3,1000026789,87113,
30,,Spot,5,Image 1,3,1000058544,87764,
10,,Spot,5,Image 1,3,1000029962,88111,
22,,Spot,5,Image 1,4,1000000426,89999,
0,,Spot,5,Image 1,4,1000034728,92817,
87,,Spot,5,Image 1,4,1000005575,94472,
6,,Spot,5,Image 1,4,1000094504,94504,
41,,Spot,5,Image 1,4,1000008102,96642,
0,,Spot,5,Image 1,4,1000011182,99638,
0,,Spot,5,Image 1,4,1000071729,100780,
176,,Spot,5,Image 1,4,1000069455,101402,
50,,Spot,5,Image 1,4,1000014633,102466,
0,,Spot,5,Image 1,4,1000014915,102705,
0,,Spot,5,Image 1,4,1000074239,103194,
42,,Spot,5,Image 1,4,1000018381,105925,
0,,Spot,5,Image 1,4,1000019405,106901,
7,,Spot,5,Image 1,4,1000023639,107889,
0,,Spot,5,Image 1,4,1000080712,109580,
64,,Spot,5,Image 1,4,1000022248,109796,
45,,Spot,5,Image 1,4,1000023039,110552,
1,,Spot,5,Image 1,4,1000082174,111030,
181,,Spot,5,Image 1,4,1000111173,111173,
16,,Spot,5,Image 1,4,1000026990,111660,
0,,Spot,5,Image 1,4,1000025863,112778,
79,,Spot,5,Image 1,4,1000025898,112805,
0,,Spot,5,Image 1,4,1000025762,112950,
40,,Spot,5,Image 1,4,1000026374,113239,
44,,Spot,5,Image 1,4,1000026660,113520,
0,,Spot,5,Image 1,4,1000024512,113757,
0,,Spot,5,Image 1,4,1000027048,113865,
18,,Spot,5,Image 1,4,1000027245,114053,
63,,Spot,5,Image 1,4,1000027656,114406,
1,,Spot,5,Image 1,4,1000028849,115497,
67,,Spot,5,Image 1,4,1000026789,115539,
0,,Spot,5,Image 1,4,1000028860,115808,
49,,Spot,5,Image 1,4,1000058544,116209,
30,,Spot,5,Image 1,4,1000029962,116546,
5,,Spot,5,Image 1,4,1000117221,117221,
47,,Spot,5,Image 1,5,1000000426,118445,
0,,Spot,5,Image 1,5,1000034728,121251,
0,,Spot,5,Image 1,5,1000005575,122895,
0,,Spot,5,Image 1,5,1000094504,122921,
0,,Spot,5,Image 1,5,1000008102,125190,
0,,Spot,5,Image 1,5,1000069455,126997,
0,,Spot,5,Image 1,5,1000011182,128077,
0,,Spot,5,Image 1,5,1000071729,129533,
0,,Spot,5,Image 1,5,1000130081,130081,
0,,Spot,5,Image 1,5,1000014633,130906,
0,,Spot,5,Image 1,5,1000014915,131163,
15,,Spot,5,Image 1,5,1000074239,131962,
67,,Spot,5,Image 1,5,1000018381,134403,
0,,Spot,5,Image 1,5,1000019405,135344,
0,,Spot,5,Image 1,5,1000135496,135496,
0,,Spot,5,Image 1,5,1000136105,136105,
0,,Spot,5,Image 1,5,1000023639,136650,
53,,Spot,5,Image 1,5,1000080712,138121,
50,,Spot,5,Image 1,5,1000022248,138370,
0,,Spot,5,Image 1,5,1000138478,138478,
42,,Spot,5,Image 1,5,1000023039,139141,
0,,Spot,5,Image 1,5,1000111173,139444,
12,,Spot,5,Image 1,5,1000082174,139613,
0,,Spot,5,Image 1,5,1000026990,140299,
9,,Spot,5,Image 1,5,1000025863,141518,
26,,Spot,5,Image 1,5,1000025898,141554,
0,,Spot,5,Image 1,5,1000025762,141715,
67,,Spot,5,Image 1,5,1000026374,142006,
1,,Spot,5,Image 1,5,1000026660,142309,
18,,Spot,5,Image 1,5,1000026789,142442,
120,,Spot,5,Image 1,5,1000024512,142605,
0,,Spot,5,Image 1,5,1000027048,142723,
87,,Spot,5,Image 1,5,1000027245,142911,
22,,Spot,5,Image 1,5,1000027656,143300,
35,,Spot,5,Image 1,5,1000028849,144692,
53,,Spot,5,Image 1,5,1000028860,144697,
83,,Spot,5,Image 1,5,1000058544,145135,
4,,Spot,5,Image 1,5,1000029962,145462,
39,,Spot,5,Image 1,5,1000145899,145899,
