
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,TrackID,ID,
22.9899,µm,Spot,Image 1,8,1000008102,211542,
140.839,µm,Spot,Image 1,8,1000158060,215684,
174.858,µm,Spot,Image 1,8,1000071729,215911,
148.535,µm,Spot,Image 1,8,1000069455,216187,
155.742,µm,Spot,Image 1,8,1000130081,216414,
107.291,µm,Spot,Image 1,8,1000014633,217248,
109.746,µm,Spot,Image 1,8,1000014915,217741,
167.672,µm,Spot,Image 1,8,1000218062,218062,
77.8826,µm,Spot,Image 1,8,1000074239,218280,
70.9578,µm,Spot,Image 1,8,1000018381,220701,
77.7699,µm,Spot,Image 1,8,1000221333,221333,
78.7887,µm,Spot,Image 1,8,1000019405,221685,
91.8515,µm,Spot,Image 1,8,1000165097,222728,
55.1622,µm,Spot,Image 1,8,1000136105,222780,
58.3463,µm,Spot,Image 1,8,1000224234,224234,
57.2437,µm,Spot,Image 1,8,1000224241,224241,
109.17,µm,Spot,Image 1,8,1000224431,224431,
145.596,µm,Spot,Image 1,8,1000135496,224496,
36.1801,µm,Spot,Image 1,8,1000196023,224808,
173.206,µm,Spot,Image 1,8,1000138478,224884,
164.237,µm,Spot,Image 1,8,1000080712,224892,
158.557,µm,Spot,Image 1,8,1000196749,225577,
47.3874,µm,Spot,Image 1,8,1000111173,225870,
109.768,µm,Spot,Image 1,8,1000082174,226025,
81.4397,µm,Spot,Image 1,8,1000226383,226383,
79.7678,µm,Spot,Image 1,8,1000026990,226673,
175.08,µm,Spot,Image 1,8,1000025863,228123,
129.501,µm,Spot,Image 1,8,1000026374,228289,
177.021,µm,Spot,Image 1,8,1000199932,228667,
135.082,µm,Spot,Image 1,8,1000024512,228832,
110.491,µm,Spot,Image 1,8,1000027245,228847,
63.8476,µm,Spot,Image 1,8,1000027048,228921,
51.2108,µm,Spot,Image 1,8,1000027656,229877,
83.5385,µm,Spot,Image 1,8,1000026660,230497,
95.9822,µm,Spot,Image 1,8,1000028860,230918,
93.1969,µm,Spot,Image 1,8,1000058544,231336,
129.339,µm,Spot,Image 1,8,1000029962,231689,
110.01,µm,Spot,Image 1,8,1000117221,232329,
125.962,µm,Spot,Image 1,8,1000145899,232497,
120.383,µm,Spot,Image 1,8,1000232501,232501,
31.181,µm,Spot,Image 1,9,1000178867,236041,
87.9407,µm,Spot,Image 1,9,1000034728,236229,
130.667,µm,Spot,Image 1,9,1000005575,237846,
136.123,µm,Spot,Image 1,9,1000094504,238096,
25.7087,µm,Spot,Image 1,9,1000008102,240127,
173.445,µm,Spot,Image 1,9,1000071729,244439,
84.8909,µm,Spot,Image 1,9,1000244446,244446,
138.671,µm,Spot,Image 1,9,1000158060,244507,
147.522,µm,Spot,Image 1,9,1000069455,244734,
155.232,µm,Spot,Image 1,9,1000130081,244994,
105.761,µm,Spot,Image 1,9,1000014633,245823,
110.737,µm,Spot,Image 1,9,1000014915,246314,
79.7052,µm,Spot,Image 1,9,1000074239,246863,
169.115,µm,Spot,Image 1,9,1000218062,246918,
71.3906,µm,Spot,Image 1,9,1000018381,249362,
80.8451,µm,Spot,Image 1,9,1000221333,249997,
80.1899,µm,Spot,Image 1,9,1000019405,250348,
91.0551,µm,Spot,Image 1,9,1000165097,251399,
53.5975,µm,Spot,Image 1,9,1000136105,251464,
62.5154,µm,Spot,Image 1,9,1000224234,252909,
59.3691,µm,Spot,Image 1,9,1000224241,252913,
111.129,µm,Spot,Image 1,9,1000224431,253095,
147.196,µm,Spot,Image 1,9,1000135496,253178,
37.1899,µm,Spot,Image 1,9,1000196023,253490,
149.074,µm,Spot,Image 1,9,1000253547,253547,
165.5,µm,Spot,Image 1,9,1000080712,253569,
174.649,µm,Spot,Image 1,9,1000138478,253896,
162.096,µm,Spot,Image 1,9,1000196749,254212,
44.2794,µm,Spot,Image 1,9,1000111173,254504,
80.4106,µm,Spot,Image 1,9,1000226383,255067,
175.795,µm,Spot,Image 1,9,1000025863,256714,
128.734,µm,Spot,Image 1,9,1000026374,256892,
84.6713,µm,Spot,Image 1,9,1000026660,257187,
177.035,µm,Spot,Image 1,9,1000199932,257298,
180.512,µm,Spot,Image 1,9,1000257305,257305,
133.958,µm,Spot,Image 1,9,1000024512,257487,
110.097,µm,Spot,Image 1,9,1000027245,257516,
62.6148,µm,Spot,Image 1,9,1000027048,257607,
53.0382,µm,Spot,Image 1,9,1000027656,258625,
96.0676,µm,Spot,Image 1,9,1000028860,259655,
130.081,µm,Spot,Image 1,9,1000029962,260412,
128.784,µm,Spot,Image 1,9,1000260417,260417,
61.3362,µm,Spot,Image 1,9,1000260594,260594,
110.933,µm,Spot,Image 1,9,1000117221,261077,
126.549,µm,Spot,Image 1,9,1000145899,261278,
120.896,µm,Spot,Image 1,9,1000232501,261285,
34.6803,µm,Spot,Image 1,10,1000178867,264958,
88.9099,µm,Spot,Image 1,10,1000034728,265173,
139.858,µm,Spot,Image 1,10,1000094504,266925,
23.488,µm,Spot,Image 1,10,1000008102,269091,
88.5537,µm,Spot,Image 1,10,1000244446,273132,
173.013,µm,Spot,Image 1,10,1000071729,273397,
140.703,µm,Spot,Image 1,10,1000158060,273457,
156.165,µm,Spot,Image 1,10,1000130081,274092,
109.866,µm,Spot,Image 1,10,1000014633,274815,
166.27,µm,Spot,Image 1,10,1000218062,275628,
69.7228,µm,Spot,Image 1,10,1000275823,275823,
77.7964,µm,Spot,Image 1,10,1000074239,275844,
72.5828,µm,Spot,Image 1,10,1000018381,278435,
162.872,µm,Spot,Image 1,10,1000278844,278844,
78.2391,µm,Spot,Image 1,10,1000221333,279067,
54.4004,µm,Spot,Image 1,10,1000136105,280223,
93.8178,µm,Spot,Image 1,10,1000165097,280477,
59.9511,µm,Spot,Image 1,10,1000224234,281995,
57.7004,µm,Spot,Image 1,10,1000224241,282000,
80.4164,µm,Spot,Image 1,10,1000019405,282050,
110.17,µm,Spot,Image 1,10,1000224431,282196,
145.127,µm,Spot,Image 1,10,1000135496,282272,
111.887,µm,Spot,Image 1,10,1000282540,282540,
34.4269,µm,Spot,Image 1,10,1000196023,282594,
146.938,µm,Spot,Image 1,10,1000253547,282661,
109.689,µm,Spot,Image 1,10,1000282868,282868,
171.938,µm,Spot,Image 1,10,1000138478,283029,
162.213,µm,Spot,Image 1,10,1000080712,283031,
159.898,µm,Spot,Image 1,10,1000196749,283355,
44.514,µm,Spot,Image 1,10,1000111173,283651,
82.4636,µm,Spot,Image 1,10,1000226383,284246,
61.6948,µm,Spot,Image 1,10,1000027048,284624,
172.564,µm,Spot,Image 1,10,1000025863,285708,
126.997,µm,Spot,Image 1,10,1000026374,286205,
83.2848,µm,Spot,Image 1,10,1000026660,286479,
177.278,µm,Spot,Image 1,10,1000199932,286579,
180.953,µm,Spot,Image 1,10,1000257305,286591,
134.786,µm,Spot,Image 1,10,1000024512,286743,
95.1598,µm,Spot,Image 1,10,1000028860,288890,
128.825,µm,Spot,Image 1,10,1000260417,289633,
61.2831,µm,Spot,Image 1,10,1000260594,289822,
124.797,µm,Spot,Image 1,10,1000145899,290419,
119.507,µm,Spot,Image 1,10,1000232501,290422,
114.441,µm,Spot,Image 1,10,1000290426,290426,
88.2803,µm,Spot,Image 1,11,1000290900,290900,
33.3928,µm,Spot,Image 1,11,1000178867,294112,
88.1099,µm,Spot,Image 1,11,1000034728,294300,
24.3236,µm,Spot,Image 1,11,1000008102,298353,
86.647,µm,Spot,Image 1,11,1000244446,302487,
174.021,µm,Spot,Image 1,11,1000071729,302750,
139.049,µm,Spot,Image 1,11,1000158060,302820,
156.295,µm,Spot,Image 1,11,1000130081,303418,
107.828,µm,Spot,Image 1,11,1000014633,304159,
167.147,µm,Spot,Image 1,11,1000218062,304956,
72.2279,µm,Spot,Image 1,11,1000275823,305169,
78.9572,µm,Spot,Image 1,11,1000074239,305193,
164.952,µm,Spot,Image 1,11,1000278844,308213,
80.1289,µm,Spot,Image 1,11,1000221333,308444,
61.8815,µm,Spot,Image 1,11,1000224234,308734,
79.6054,µm,Spot,Image 1,11,1000019405,308790,
93.2091,µm,Spot,Image 1,11,1000165097,309573,
60.2051,µm,Spot,Image 1,11,1000224241,311362,
113.348,µm,Spot,Image 1,11,1000224431,311542,
35.0169,µm,Spot,Image 1,11,1000196023,311574,
147.069,µm,Spot,Image 1,11,1000253547,311626,
109.198,µm,Spot,Image 1,11,1000282868,312193,
110.663,µm,Spot,Image 1,11,1000282540,312199,
163.708,µm,Spot,Image 1,11,1000080712,312392,
160.809,µm,Spot,Image 1,11,1000196749,312713,
103.782,µm,Spot,Image 1,11,1000312915,312915,
45.0235,µm,Spot,Image 1,11,1000111173,312994,
82.26,µm,Spot,Image 1,11,1000226383,313835,
62.1058,µm,Spot,Image 1,11,1000027048,313885,
128.222,µm,Spot,Image 1,11,1000026374,315460,
84.3852,µm,Spot,Image 1,11,1000026660,315763,
178.958,µm,Spot,Image 1,11,1000199932,315851,
181.432,µm,Spot,Image 1,11,1000257305,315870,
134.317,µm,Spot,Image 1,11,1000024512,316043,
