
Intensity Mean Ch=5 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,TrackID,ID,
140.75,,Spot,5,Image 1,1,1000000426,426,
116.7,,Spot,5,Image 1,1,1000005575,5575,
141.154,,Spot,5,Image 1,1,1000008102,8102,
255,,Spot,5,Image 1,1,1000011182,11182,
143.357,,Spot,5,Image 1,1,1000014633,14633,
193.444,,Spot,5,Image 1,1,1000014915,14915,
175.75,,Spot,5,Image 1,1,1000018381,18381,
167.944,,Spot,5,Image 1,1,1000019405,19405,
149.313,,Spot,5,Image 1,1,1000022248,22248,
138.333,,Spot,5,Image 1,1,1000023039,23039,
219,,Spot,5,Image 1,1,1000023639,23639,
139.583,,Spot,5,Image 1,1,1000024512,24512,
146.273,,Spot,5,Image 1,1,1000025762,25762,
153.917,,Spot,5,Image 1,1,1000025863,25863,
197.857,,Spot,5,Image 1,1,1000025898,25898,
180.125,,Spot,5,Image 1,1,1000026374,26374,
235,,Spot,5,Image 1,1,1000026660,26660,
159.267,,Spot,5,Image 1,1,1000026789,26789,
197.75,,Spot,5,Image 1,1,1000026990,26990,
177.222,,Spot,5,Image 1,1,1000027048,27048,
147.476,,Spot,5,Image 1,1,1000027245,27245,
106.875,,Spot,5,Image 1,1,1000027656,27656,
158.375,,Spot,5,Image 1,1,1000028849,28849,
164.938,,Spot,5,Image 1,1,1000028860,28860,
148.2,,Spot,5,Image 1,1,1000029962,29962,
166.667,,Spot,5,Image 1,2,1000000426,31408,
116.118,,Spot,5,Image 1,2,1000034728,34728,
162.643,,Spot,5,Image 1,2,1000005575,36136,
148.643,,Spot,5,Image 1,2,1000008102,38443,
178.45,,Spot,5,Image 1,2,1000011182,41290,
163.8,,Spot,5,Image 1,2,1000014633,44511,
203.5,,Spot,5,Image 1,2,1000014915,44743,
137.167,,Spot,5,Image 1,2,1000018381,48029,
150.688,,Spot,5,Image 1,2,1000019405,48982,
180.385,,Spot,5,Image 1,2,1000023639,50349,
129.077,,Spot,5,Image 1,2,1000022248,51941,
121.875,,Spot,5,Image 1,2,1000023039,52388,
114.938,,Spot,5,Image 1,2,1000024512,53806,
251.5,,Spot,5,Image 1,2,1000026990,53878,
