
Track Intensity Max Ch=2 Img=1
 ==================== 
Track Intensity Max,Unit,Category,Channel,Image,ID,
142,,Track,2,Image 1,1000000426,
2,,Track,2,Image 1,1000005575,
174,,Track,2,Image 1,1000008102,
255,,Track,2,Image 1,1000011182,
103,,Track,2,Image 1,1000014633,
1,,Track,2,Image 1,1000014915,
251,,Track,2,Image 1,1000018381,
198,,Track,2,Image 1,1000019405,
255,,Track,2,Image 1,1000022248,
60,,Track,2,Image 1,1000023039,
255,,Track,2,Image 1,1000023639,
0,,Track,2,Image 1,1000024512,
50,,Track,2,Image 1,1000025762,
114,,Track,2,Image 1,1000025863,
255,,Track,2,Image 1,1000025898,
106,,Track,2,Image 1,1000026374,
117,,Track,2,Image 1,1000026660,
111,,Track,2,Image 1,1000026789,
4,,Track,2,Image 1,1000026990,
33,,Track,2,Image 1,1000027048,
57,,Track,2,Image 1,1000027245,
251,,Track,2,Image 1,1000027656,
251,,Track,2,Image 1,1000028849,
131,,Track,2,Image 1,1000028860,
109,,Track,2,Image 1,1000029962,
190,,Track,2,Image 1,1000034728,
65,,Track,2,Image 1,1000058544,
33,,Track,2,Image 1,1000069455,
11,,Track,2,Image 1,1000071729,
100,,Track,2,Image 1,1000074239,
13,,Track,2,Image 1,1000080712,
252,,Track,2,Image 1,1000082174,
2,,Track,2,Image 1,1000094504,
25,,Track,2,Image 1,1000111173,
92,,Track,2,Image 1,1000117221,
0,,Track,2,Image 1,1000130081,
4,,Track,2,Image 1,1000135496,
48,,Track,2,Image 1,1000136105,
2,,Track,2,Image 1,1000138478,
19,,Track,2,Image 1,1000145899,
7,,Track,2,Image 1,1000158060,
253,,Track,2,Image 1,1000165097,
76,,Track,2,Image 1,1000178867,
116,,Track,2,Image 1,1000196023,
36,,Track,2,Image 1,1000196749,
124,,Track,2,Image 1,1000199932,
20,,Track,2,Image 1,1000218062,
101,,Track,2,Image 1,1000221333,
252,,Track,2,Image 1,1000224234,
252,,Track,2,Image 1,1000224241,
251,,Track,2,Image 1,1000224431,
7,,Track,2,Image 1,1000226383,
36,,Track,2,Image 1,1000232501,
251,,Track,2,Image 1,1000244446,
1,,Track,2,Image 1,1000253547,
70,,Track,2,Image 1,1000257305,
129,,Track,2,Image 1,1000260417,
63,,Track,2,Image 1,1000260594,
252,,Track,2,Image 1,1000275823,
0,,Track,2,Image 1,1000278844,
109,,Track,2,Image 1,1000282540,
147,,Track,2,Image 1,1000282868,
18,,Track,2,Image 1,1000290426,
173,,Track,2,Image 1,1000290900,
0,,Track,2,Image 1,1000312915,
22,,Track,2,Image 1,1000320447,
225,,Track,2,Image 1,1000327258,
117,,Track,2,Image 1,1000338312,
0,,Track,2,Image 1,1000354440,
3,,Track,2,Image 1,1000354480,
37,,Track,2,Image 1,1000371442,
5,,Track,2,Image 1,1000373068,
241,,Track,2,Image 1,1000385100,
251,,Track,2,Image 1,1000401657,
98,,Track,2,Image 1,1000402605,
69,,Track,2,Image 1,1000405139,
4,,Track,2,Image 1,1000409035,
66,,Track,2,Image 1,1000421574,
73,,Track,2,Image 1,1000423376,
18,,Track,2,Image 1,1000429687,
237,,Track,2,Image 1,1000439186,
129,,Track,2,Image 1,1000449132,
57,,Track,2,Image 1,1000454057,
55,,Track,2,Image 1,1000454567,
81,,Track,2,Image 1,1000488632,
251,,Track,2,Image 1,1000489329,
142,,Track,2,Image 1,1000493396,
26,,Track,2,Image 1,1000515291,
57,,Track,2,Image 1,1000522409,
21,,Track,2,Image 1,1000522415,
169,,Track,2,Image 1,1000534158,
7,,Track,2,Image 1,1000535289,
155,,Track,2,Image 1,1000549440,
98,,Track,2,Image 1,1000566277,
126,,Track,2,Image 1,1000569584,
195,,Track,2,Image 1,1000572485,
0,,Track,2,Image 1,1000574056,
87,,Track,2,Image 1,1000576160,
253,,Track,2,Image 1,1000606742,
65,,Track,2,Image 1,1000623228,
21,,Track,2,Image 1,1000626063,
185,,Track,2,Image 1,1000628237,
252,,Track,2,Image 1,1000657926,
30,,Track,2,Image 1,1000667525,
12,,Track,2,Image 1,1000675627,
0,,Track,2,Image 1,1000684239,
191,,Track,2,Image 1,1000686553,
3,,Track,2,Image 1,1000689377,
3,,Track,2,Image 1,1000690930,
119,,Track,2,Image 1,1000692325,
116,,Track,2,Image 1,1000695046,
105,,Track,2,Image 1,1000704730,
3,,Track,2,Image 1,1000705525,
78,,Track,2,Image 1,1000712057,
234,,Track,2,Image 1,1000728131,
206,,Track,2,Image 1,1000755087,
0,,Track,2,Image 1,1000764459,
103,,Track,2,Image 1,1000809896,
148,,Track,2,Image 1,1000811156,
69,,Track,2,Image 1,1000813964,
0,,Track,2,Image 1,1000825954,
251,,Track,2,Image 1,1000835089,
56,,Track,2,Image 1,1000839692,
0,,Track,2,Image 1,1000855659,
0,,Track,2,Image 1,1000856861,
141,,Track,2,Image 1,1000858553,
51,,Track,2,Image 1,1000860086,
76,,Track,2,Image 1,1000860289,
53,,Track,2,Image 1,1000864199,
109,,Track,2,Image 1,1000865808,
251,,Track,2,Image 1,1000866048,
0,,Track,2,Image 1,1000887899,
20,,Track,2,Image 1,1000890207,
88,,Track,2,Image 1,1000898844,
0,,Track,2,Image 1,1000926710,
123,,Track,2,Image 1,1000946144,
21,,Track,2,Image 1,1000953090,
9,,Track,2,Image 1,1000962165,
53,,Track,2,Image 1,1000976176,
47,,Track,2,Image 1,1000988049,
251,,Track,2,Image 1,1001007366,
160,,Track,2,Image 1,1001020468,
89,,Track,2,Image 1,1001028919,
2,,Track,2,Image 1,1001035449,
20,,Track,2,Image 1,1001045764,
18,,Track,2,Image 1,1001046137,
251,,Track,2,Image 1,1001054405,
251,,Track,2,Image 1,1001070831,
159,,Track,2,Image 1,1001074979,
86,,Track,2,Image 1,1001078337,
42,,Track,2,Image 1,1001087121,
0,,Track,2,Image 1,1001088762,
3,,Track,2,Image 1,1001088789,
34,,Track,2,Image 1,1001102674,
57,,Track,2,Image 1,1001104072,
8,,Track,2,Image 1,1001115718,
93,,Track,2,Image 1,1001128302,
32,,Track,2,Image 1,1001128779,
54,,Track,2,Image 1,1001129977,
0,,Track,2,Image 1,1001132092,
26,,Track,2,Image 1,1001132873,
147,,Track,2,Image 1,1001138880,
113,,Track,2,Image 1,1001148839,
113,,Track,2,Image 1,1001162429,
0,,Track,2,Image 1,1001183631,
58,,Track,2,Image 1,1001190228,
251,,Track,2,Image 1,1001205984,
252,,Track,2,Image 1,1001222072,
0,,Track,2,Image 1,1001223904,
80,,Track,2,Image 1,1001236985,
0,,Track,2,Image 1,1001244289,
67,,Track,2,Image 1,1001261153,
15,,Track,2,Image 1,1001265495,
3,,Track,2,Image 1,1001290709,
59,,Track,2,Image 1,1001298039,
0,,Track,2,Image 1,1001304416,
0,,Track,2,Image 1,1001307011,
1,,Track,2,Image 1,1001310725,
96,,Track,2,Image 1,1001347654,
2,,Track,2,Image 1,1001349662,
251,,Track,2,Image 1,1001351185,
0,,Track,2,Image 1,1001373018,
251,,Track,2,Image 1,1001374929,
82,,Track,2,Image 1,1001376957,
116,,Track,2,Image 1,1001382680,
117,,Track,2,Image 1,1001390095,
2,,Track,2,Image 1,1001399631,
22,,Track,2,Image 1,1001414282,
139,,Track,2,Image 1,1001432525,
29,,Track,2,Image 1,1001443126,
74,,Track,2,Image 1,1001444551,
11,,Track,2,Image 1,1001447832,
0,,Track,2,Image 1,1001459999,
28,,Track,2,Image 1,1001463577,
24,,Track,2,Image 1,1001470670,
129,,Track,2,Image 1,1001484970,
252,,Track,2,Image 1,1001498754,
90,,Track,2,Image 1,1001510065,
153,,Track,2,Image 1,1001511880,
251,,Track,2,Image 1,1001515348,
8,,Track,2,Image 1,1001524529,
0,,Track,2,Image 1,1001524797,
0,,Track,2,Image 1,1001531007,
24,,Track,2,Image 1,1001535243,
26,,Track,2,Image 1,1001536213,
255,,Track,2,Image 1,1001549656,
53,,Track,2,Image 1,1001571482,
73,,Track,2,Image 1,1001585322,
0,,Track,2,Image 1,1001597972,
70,,Track,2,Image 1,1001634186,
79,,Track,2,Image 1,1001641521,
95,,Track,2,Image 1,1001649683,
19,,Track,2,Image 1,1001660310,
252,,Track,2,Image 1,1001662631,
42,,Track,2,Image 1,1001662802,
33,,Track,2,Image 1,1001692264,
57,,Track,2,Image 1,1001696991,
8,,Track,2,Image 1,1001705575,
0,,Track,2,Image 1,1001708522,
0,,Track,2,Image 1,1001717292,
251,,Track,2,Image 1,1001721190,
65,,Track,2,Image 1,1001721732,
7,,Track,2,Image 1,1001722530,
65,,Track,2,Image 1,1001723411,
8,,Track,2,Image 1,1001735688,
11,,Track,2,Image 1,1001739237,
100,,Track,2,Image 1,1001745981,
140,,Track,2,Image 1,1001748846,
6,,Track,2,Image 1,1001774250,
122,,Track,2,Image 1,1001792466,
251,,Track,2,Image 1,1001800294,
0,,Track,2,Image 1,1001831823,
106,,Track,2,Image 1,1001838017,
2,,Track,2,Image 1,1001843531,
52,,Track,2,Image 1,1001850191,
251,,Track,2,Image 1,1001869026,
