
Track Intensity Max Ch=1 Img=1
 ==================== 
Track Intensity Max,Unit,Category,Channel,Image,ID,
255,,Track,1,Image 1,1000000426,
214,,Track,1,Image 1,1000005575,
255,,Track,1,Image 1,1000008102,
255,,Track,1,Image 1,1000011182,
255,,Track,1,Image 1,1000014633,
129,,Track,1,Image 1,1000014915,
255,,Track,1,Image 1,1000018381,
255,,Track,1,Image 1,1000019405,
255,,Track,1,Image 1,1000022248,
255,,Track,1,Image 1,1000023039,
255,,Track,1,Image 1,1000023639,
119,,Track,1,Image 1,1000024512,
255,,Track,1,Image 1,1000025762,
255,,Track,1,Image 1,1000025863,
255,,Track,1,Image 1,1000025898,
255,,Track,1,Image 1,1000026374,
255,,Track,1,Image 1,1000026660,
255,,Track,1,Image 1,1000026789,
255,,Track,1,Image 1,1000026990,
255,,Track,1,Image 1,1000027048,
255,,Track,1,Image 1,1000027245,
255,,Track,1,Image 1,1000027656,
255,,Track,1,Image 1,1000028849,
255,,Track,1,Image 1,1000028860,
255,,Track,1,Image 1,1000029962,
254,,Track,1,Image 1,1000034728,
255,,Track,1,Image 1,1000058544,
22,,Track,1,Image 1,1000069455,
183,,Track,1,Image 1,1000071729,
254,,Track,1,Image 1,1000074239,
147,,Track,1,Image 1,1000080712,
255,,Track,1,Image 1,1000082174,
193,,Track,1,Image 1,1000094504,
251,,Track,1,Image 1,1000111173,
253,,Track,1,Image 1,1000117221,
34,,Track,1,Image 1,1000130081,
201,,Track,1,Image 1,1000135496,
253,,Track,1,Image 1,1000136105,
251,,Track,1,Image 1,1000138478,
252,,Track,1,Image 1,1000145899,
251,,Track,1,Image 1,1000158060,
255,,Track,1,Image 1,1000165097,
255,,Track,1,Image 1,1000178867,
255,,Track,1,Image 1,1000196023,
158,,Track,1,Image 1,1000196749,
254,,Track,1,Image 1,1000199932,
251,,Track,1,Image 1,1000218062,
255,,Track,1,Image 1,1000221333,
255,,Track,1,Image 1,1000224234,
255,,Track,1,Image 1,1000224241,
255,,Track,1,Image 1,1000224431,
255,,Track,1,Image 1,1000226383,
252,,Track,1,Image 1,1000232501,
255,,Track,1,Image 1,1000244446,
251,,Track,1,Image 1,1000253547,
255,,Track,1,Image 1,1000257305,
255,,Track,1,Image 1,1000260417,
255,,Track,1,Image 1,1000260594,
255,,Track,1,Image 1,1000275823,
114,,Track,1,Image 1,1000278844,
255,,Track,1,Image 1,1000282540,
255,,Track,1,Image 1,1000282868,
247,,Track,1,Image 1,1000290426,
255,,Track,1,Image 1,1000290900,
230,,Track,1,Image 1,1000312915,
68,,Track,1,Image 1,1000320447,
251,,Track,1,Image 1,1000327258,
251,,Track,1,Image 1,1000338312,
164,,Track,1,Image 1,1000354440,
