
Track Intensity Mean Ch=6 Img=1
 ==================== 
Track Intensity Mean,Unit,Category,Channel,Image,ID,
141.507,,Track,6,Image 1,1000000426,
150.178,,Track,6,Image 1,1000005575,
147.603,,Track,6,Image 1,1000008102,
144.753,,Track,6,Image 1,1000011182,
152.282,,Track,6,Image 1,1000014633,
177.791,,Track,6,Image 1,1000014915,
146.96,,Track,6,Image 1,1000018381,
157.62,,Track,6,Image 1,1000019405,
145.274,,Track,6,Image 1,1000022248,
141.506,,Track,6,Image 1,1000023039,
169.058,,Track,6,Image 1,1000023639,
142.047,,Track,6,Image 1,1000024512,
158.549,,Track,6,Image 1,1000025762,
150.239,,Track,6,Image 1,1000025863,
151.466,,Track,6,Image 1,1000025898,
159.615,,Track,6,Image 1,1000026374,
158.602,,Track,6,Image 1,1000026660,
162,,Track,6,Image 1,1000026789,
158.362,,Track,6,Image 1,1000026990,
154.711,,Track,6,Image 1,1000027048,
160.257,,Track,6,Image 1,1000027245,
140.739,,Track,6,Image 1,1000027656,
161.333,,Track,6,Image 1,1000028849,
163.754,,Track,6,Image 1,1000028860,
148.762,,Track,6,Image 1,1000029962,
134.03,,Track,6,Image 1,1000034728,
134.198,,Track,6,Image 1,1000058544,
159.573,,Track,6,Image 1,1000069455,
166.848,,Track,6,Image 1,1000071729,
129.779,,Track,6,Image 1,1000074239,
163.099,,Track,6,Image 1,1000080712,
144.613,,Track,6,Image 1,1000082174,
190.418,,Track,6,Image 1,1000094504,
150.585,,Track,6,Image 1,1000111173,
159,,Track,6,Image 1,1000117221,
159.413,,Track,6,Image 1,1000130081,
128.578,,Track,6,Image 1,1000135496,
142.905,,Track,6,Image 1,1000136105,
171.246,,Track,6,Image 1,1000138478,
182.026,,Track,6,Image 1,1000145899,
184.513,,Track,6,Image 1,1000158060,
152.08,,Track,6,Image 1,1000165097,
130.814,,Track,6,Image 1,1000178867,
160.898,,Track,6,Image 1,1000196023,
132.57,,Track,6,Image 1,1000196749,
161.109,,Track,6,Image 1,1000199932,
150.779,,Track,6,Image 1,1000218062,
139.651,,Track,6,Image 1,1000221333,
149.079,,Track,6,Image 1,1000224234,
152.841,,Track,6,Image 1,1000224241,
140.153,,Track,6,Image 1,1000224431,
151.333,,Track,6,Image 1,1000226383,
180.086,,Track,6,Image 1,1000232501,
157.702,,Track,6,Image 1,1000244446,
164.953,,Track,6,Image 1,1000253547,
163.02,,Track,6,Image 1,1000257305,
133.201,,Track,6,Image 1,1000260417,
172.459,,Track,6,Image 1,1000260594,
146.532,,Track,6,Image 1,1000275823,
156.593,,Track,6,Image 1,1000278844,
142.129,,Track,6,Image 1,1000282540,
150.276,,Track,6,Image 1,1000282868,
173.366,,Track,6,Image 1,1000290426,
145.961,,Track,6,Image 1,1000290900,
154.809,,Track,6,Image 1,1000312915,
135.433,,Track,6,Image 1,1000320447,
158.621,,Track,6,Image 1,1000327258,
155.929,,Track,6,Image 1,1000338312,
156.99,,Track,6,Image 1,1000354440,
164.294,,Track,6,Image 1,1000354480,
152.635,,Track,6,Image 1,1000371442,
186.796,,Track,6,Image 1,1000373068,
146.123,,Track,6,Image 1,1000385100,
122.609,,Track,6,Image 1,1000401657,
148.133,,Track,6,Image 1,1000402605,
149.009,,Track,6,Image 1,1000405139,
154.381,,Track,6,Image 1,1000409035,
145.667,,Track,6,Image 1,1000421574,
126.296,,Track,6,Image 1,1000423376,
169.223,,Track,6,Image 1,1000429687,
151.913,,Track,6,Image 1,1000439186,
162.362,,Track,6,Image 1,1000449132,
155.854,,Track,6,Image 1,1000454057,
168.008,,Track,6,Image 1,1000454567,
149.962,,Track,6,Image 1,1000488632,
145.398,,Track,6,Image 1,1000489329,
161.494,,Track,6,Image 1,1000493396,
156.369,,Track,6,Image 1,1000515291,
197.553,,Track,6,Image 1,1000522409,
173.258,,Track,6,Image 1,1000522415,
159.664,,Track,6,Image 1,1000534158,
185.188,,Track,6,Image 1,1000535289,
150.27,,Track,6,Image 1,1000549440,
153.161,,Track,6,Image 1,1000566277,
173.816,,Track,6,Image 1,1000569584,
138.449,,Track,6,Image 1,1000572485,
139.729,,Track,6,Image 1,1000574056,
160.049,,Track,6,Image 1,1000576160,
163.388,,Track,6,Image 1,1000606742,
147.494,,Track,6,Image 1,1000623228,
