
Track Intensity Sum Ch=1 Img=1
 ==================== 
Track Intensity Sum,Unit,Category,Channel,Image,ID,
18430,,Track,1,Image 1,1000000426,
9329,,Track,1,Image 1,1000005575,
65325,,Track,1,Image 1,1000008102,
21738,,Track,1,Image 1,1000011182,
44480,,Track,1,Image 1,1000014633,
4876,,Track,1,Image 1,1000014915,
25289,,Track,1,Image 1,1000018381,
60809,,Track,1,Image 1,1000019405,
15771,,Track,1,Image 1,1000022248,
22004,,Track,1,Image 1,1000023039,
21184,,Track,1,Image 1,1000023639,
3823,,Track,1,Image 1,1000024512,
18080,,Track,1,Image 1,1000025762,
40110,,Track,1,Image 1,1000025863,
14737,,Track,1,Image 1,1000025898,
44139,,Track,1,Image 1,1000026374,
28685,,Track,1,Image 1,1000026660,
21348,,Track,1,Image 1,1000026789,
17911,,Track,1,Image 1,1000026990,
49492,,Track,1,Image 1,1000027048,
36687,,Track,1,Image 1,1000027245,
28074,,Track,1,Image 1,1000027656,
17912,,Track,1,Image 1,1000028849,
29705,,Track,1,Image 1,1000028860,
25095,,Track,1,Image 1,1000029962,
35692,,Track,1,Image 1,1000034728,
21919,,Track,1,Image 1,1000058544,
70,,Track,1,Image 1,1000069455,
8061,,Track,1,Image 1,1000071729,
36619,,Track,1,Image 1,1000074239,
3443,,Track,1,Image 1,1000080712,
22794,,Track,1,Image 1,1000082174,
6513,,Track,1,Image 1,1000094504,
47435,,Track,1,Image 1,1000111173,
12003,,Track,1,Image 1,1000117221,
106,,Track,1,Image 1,1000130081,
6440,,Track,1,Image 1,1000135496,
19656,,Track,1,Image 1,1000136105,
6693,,Track,1,Image 1,1000138478,
63451,,Track,1,Image 1,1000145899,
18294,,Track,1,Image 1,1000158060,
46753,,Track,1,Image 1,1000165097,
52678,,Track,1,Image 1,1000178867,
77480,,Track,1,Image 1,1000196023,
1817,,Track,1,Image 1,1000196749,
24928,,Track,1,Image 1,1000199932,
15957,,Track,1,Image 1,1000218062,
21899,,Track,1,Image 1,1000221333,
19017,,Track,1,Image 1,1000224234,
31520,,Track,1,Image 1,1000224241,
29866,,Track,1,Image 1,1000224431,
14848,,Track,1,Image 1,1000226383,
20742,,Track,1,Image 1,1000232501,
21048,,Track,1,Image 1,1000244446,
7761,,Track,1,Image 1,1000253547,
23900,,Track,1,Image 1,1000257305,
54278,,Track,1,Image 1,1000260417,
34397,,Track,1,Image 1,1000260594,
60505,,Track,1,Image 1,1000275823,
1486,,Track,1,Image 1,1000278844,
32768,,Track,1,Image 1,1000282540,
31026,,Track,1,Image 1,1000282868,
19131,,Track,1,Image 1,1000290426,
19542,,Track,1,Image 1,1000290900,
6234,,Track,1,Image 1,1000312915,
2088,,Track,1,Image 1,1000320447,
5136,,Track,1,Image 1,1000327258,
13172,,Track,1,Image 1,1000338312,
7149,,Track,1,Image 1,1000354440,
4182,,Track,1,Image 1,1000354480,
50817,,Track,1,Image 1,1000371442,
1908,,Track,1,Image 1,1000373068,
12804,,Track,1,Image 1,1000385100,
23320,,Track,1,Image 1,1000401657,
19223,,Track,1,Image 1,1000402605,
24869,,Track,1,Image 1,1000405139,
