
Track Intensity Center Mean Ch=4 Img=1
 ==================== 
Track Intensity Center Mean,Unit,Category,Channel,Image,ID,
252.5,,Track,4,Image 1,1000657926,
207.857,,Track,4,Image 1,1000667525,
14.375,,Track,4,Image 1,1000675627,
22.8333,,Track,4,Image 1,1000684239,
249.538,,Track,4,Image 1,1000686553,
74.5714,,Track,4,Image 1,1000689377,
253.8,,Track,4,Image 1,1000690930,
252.167,,Track,4,Image 1,1000692325,
254,,Track,4,Image 1,1000695046,
247.786,,Track,4,Image 1,1000704730,
70.2941,,Track,4,Image 1,1000705525,
253.167,,Track,4,Image 1,1000712057,
253.111,,Track,4,Image 1,1000728131,
254.375,,Track,4,Image 1,1000755087,
19.5714,,Track,4,Image 1,1000764459,
252.429,,Track,4,Image 1,1000809896,
253.364,,Track,4,Image 1,1000811156,
254.833,,Track,4,Image 1,1000813964,
24.5455,,Track,4,Image 1,1000825954,
254.8,,Track,4,Image 1,1000835089,
243.143,,Track,4,Image 1,1000839692,
0,,Track,4,Image 1,1000855659,
0,,Track,4,Image 1,1000856861,
253.167,,Track,4,Image 1,1000858553,
253.429,,Track,4,Image 1,1000860086,
245.474,,Track,4,Image 1,1000860289,
191.556,,Track,4,Image 1,1000864199,
255,,Track,4,Image 1,1000865808,
254.5,,Track,4,Image 1,1000866048,
27.9,,Track,4,Image 1,1000887899,
14.2,,Track,4,Image 1,1000890207,
252.143,,Track,4,Image 1,1000898844,
93.1429,,Track,4,Image 1,1000926710,
255,,Track,4,Image 1,1000946144,
252.333,,Track,4,Image 1,1000953090,
251.375,,Track,4,Image 1,1000962165,
254.538,,Track,4,Image 1,1000976176,
243.5,,Track,4,Image 1,1000988049,
251.636,,Track,4,Image 1,1001007366,
254.286,,Track,4,Image 1,1001020468,
255,,Track,4,Image 1,1001028919,
37.6667,,Track,4,Image 1,1001035449,
189.733,,Track,4,Image 1,1001045764,
204,,Track,4,Image 1,1001046137,
253.667,,Track,4,Image 1,1001054405,
254.846,,Track,4,Image 1,1001070831,
254.9,,Track,4,Image 1,1001074979,
253,,Track,4,Image 1,1001078337,
61.5714,,Track,4,Image 1,1001087121,
55.7222,,Track,4,Image 1,1001088762,
91.1667,,Track,4,Image 1,1001088789,
255,,Track,4,Image 1,1001102674,
221.125,,Track,4,Image 1,1001104072,
125.931,,Track,4,Image 1,1001115718,
240.211,,Track,4,Image 1,1001128302,
44.5714,,Track,4,Image 1,1001128779,
251.778,,Track,4,Image 1,1001129977,
8.2,,Track,4,Image 1,1001132092,
254.857,,Track,4,Image 1,1001132873,
248.759,,Track,4,Image 1,1001138880,
249.1,,Track,4,Image 1,1001148839,
225,,Track,4,Image 1,1001162429,
3.5,,Track,4,Image 1,1001183631,
236.7,,Track,4,Image 1,1001190228,
252.875,,Track,4,Image 1,1001205984,
252,,Track,4,Image 1,1001222072,
126.9,,Track,4,Image 1,1001223904,
255,,Track,4,Image 1,1001236985,
67.3333,,Track,4,Image 1,1001244289,
255,,Track,4,Image 1,1001261153,
208.5,,Track,4,Image 1,1001265495,
62.6364,,Track,4,Image 1,1001290709,
255,,Track,4,Image 1,1001298039,
33.1667,,Track,4,Image 1,1001304416,
132.167,,Track,4,Image 1,1001307011,
216.167,,Track,4,Image 1,1001310725,
232.889,,Track,4,Image 1,1001347654,
132.429,,Track,4,Image 1,1001349662,
247.333,,Track,4,Image 1,1001351185,
24.8571,,Track,4,Image 1,1001373018,
253.571,,Track,4,Image 1,1001374929,
252,,Track,4,Image 1,1001376957,
252,,Track,4,Image 1,1001382680,
255,,Track,4,Image 1,1001390095,
59.6667,,Track,4,Image 1,1001399631,
136.824,,Track,4,Image 1,1001414282,
254.478,,Track,4,Image 1,1001432525,
205.667,,Track,4,Image 1,1001443126,
252.2,,Track,4,Image 1,1001444551,
115.5,,Track,4,Image 1,1001447832,
35.1429,,Track,4,Image 1,1001459999,
253.923,,Track,4,Image 1,1001463577,
23,,Track,4,Image 1,1001470670,
254.111,,Track,4,Image 1,1001484970,
199,,Track,4,Image 1,1001498754,
253.111,,Track,4,Image 1,1001510065,
254.333,,Track,4,Image 1,1001511880,
251.913,,Track,4,Image 1,1001515348,
93,,Track,4,Image 1,1001524529,
39.1724,,Track,4,Image 1,1001524797,
3.41667,,Track,4,Image 1,1001531007,
107.889,,Track,4,Image 1,1001535243,
254.667,,Track,4,Image 1,1001536213,
185,,Track,4,Image 1,1001549656,
246.429,,Track,4,Image 1,1001571482,
251,,Track,4,Image 1,1001585322,
144.6,,Track,4,Image 1,1001597972,
73.8462,,Track,4,Image 1,1001634186,
254.833,,Track,4,Image 1,1001641521,
236.455,,Track,4,Image 1,1001649683,
251.5,,Track,4,Image 1,1001660310,
143.909,,Track,4,Image 1,1001662631,
254,,Track,4,Image 1,1001662802,
196.571,,Track,4,Image 1,1001692264,
180.833,,Track,4,Image 1,1001696991,
77.4,,Track,4,Image 1,1001705575,
66.3158,,Track,4,Image 1,1001708522,
5.78947,,Track,4,Image 1,1001717292,
226.667,,Track,4,Image 1,1001721190,
251.833,,Track,4,Image 1,1001721732,
158.625,,Track,4,Image 1,1001722530,
253.286,,Track,4,Image 1,1001723411,
192.875,,Track,4,Image 1,1001735688,
46.75,,Track,4,Image 1,1001739237,
254.571,,Track,4,Image 1,1001745981,
167,,Track,4,Image 1,1001748846,
25.375,,Track,4,Image 1,1001774250,
254.167,,Track,4,Image 1,1001792466,
251.857,,Track,4,Image 1,1001800294,
34.1818,,Track,4,Image 1,1001831823,
248.375,,Track,4,Image 1,1001838017,
205.357,,Track,4,Image 1,1001843531,
243.667,,Track,4,Image 1,1001850191,
251.9,,Track,4,Image 1,1001869026,
53.8571,,Track,4,Image 1,1001872907,
248.6,,Track,4,Image 1,1001874170,
85.5,,Track,4,Image 1,1001876881,
254.125,,Track,4,Image 1,1001878744,
254.95,,Track,4,Image 1,1001889904,
253.125,,Track,4,Image 1,1001895167,
37.5714,,Track,4,Image 1,1001896809,
181.833,,Track,4,Image 1,1001904297,
166.643,,Track,4,Image 1,1001904618,
253.833,,Track,4,Image 1,1001939884,
254.833,,Track,4,Image 1,1001942811,
65.0909,,Track,4,Image 1,1001954731,
234.182,,Track,4,Image 1,1001968557,
104.824,,Track,4,Image 1,1001968819,
150.048,,Track,4,Image 1,1001978360,
254.6,,Track,4,Image 1,1002006710,
254.75,,Track,4,Image 1,1002029154,
57,,Track,4,Image 1,1002031500,
253.316,,Track,4,Image 1,1002047887,
252.526,,Track,4,Image 1,1002051985,
65.5556,,Track,4,Image 1,1002059095,
255,,Track,4,Image 1,1002067444,
254.222,,Track,4,Image 1,1002067747,
254.727,,Track,4,Image 1,1002113497,
253.5,,Track,4,Image 1,1002124155,
149.412,,Track,4,Image 1,1002125541,
47.5556,,Track,4,Image 1,1002142435,
245,,Track,4,Image 1,1002148602,
95.5,,Track,4,Image 1,1002150876,
253.786,,Track,4,Image 1,1002158806,
29.1429,,Track,4,Image 1,1002180262,
252,,Track,4,Image 1,1002182375,
79,,Track,4,Image 1,1002205040,
251,,Track,4,Image 1,1002211774,
93,,Track,4,Image 1,1002213141,
145.5,,Track,4,Image 1,1002223441,
252,,Track,4,Image 1,1002227684,
52.8462,,Track,4,Image 1,1002236414,
251.077,,Track,4,Image 1,1002242134,
250.1,,Track,4,Image 1,1002242329,
254.667,,Track,4,Image 1,1002243369,
254.333,,Track,4,Image 1,1002246854,
238.714,,Track,4,Image 1,1002262996,
195.571,,Track,4,Image 1,1002273437,
139.714,,Track,4,Image 1,1002278860,
8.16667,,Track,4,Image 1,1002300559,
179.818,,Track,4,Image 1,1002307653,
102.364,,Track,4,Image 1,1002309454,
246.909,,Track,4,Image 1,1002316459,
253.5,,Track,4,Image 1,1002316883,
254.636,,Track,4,Image 1,1002317275,
85.5,,Track,4,Image 1,1002336151,
251.333,,Track,4,Image 1,1002336484,
25,,Track,4,Image 1,1002360360,
220,,Track,4,Image 1,1002367218,
221.556,,Track,4,Image 1,1002369367,
251.625,,Track,4,Image 1,1002382179,
37.125,,Track,4,Image 1,1002396861,
250.75,,Track,4,Image 1,1002402760,
251,,Track,4,Image 1,1002404222,
163,,Track,4,Image 1,1002429210,
62.2857,,Track,4,Image 1,1002435411,
45.8333,,Track,4,Image 1,1002453328,
15,,Track,4,Image 1,1002454260,
251.667,,Track,4,Image 1,1002458180,
67.8333,,Track,4,Image 1,1002460030,
223.833,,Track,4,Image 1,1002460974,
134.5,,Track,4,Image 1,1002461635,
104.5,,Track,4,Image 1,1002463724,
