
Track Intensity StdDev Ch=6 Img=1
 ==================== 
Track Intensity StdDev,Unit,Category,Channel,Image,ID,
73.0429,,Track,6,Image 1,1000000426,
94.6501,,Track,6,Image 1,1000005575,
97.4473,,Track,6,Image 1,1000008102,
102.302,,Track,6,Image 1,1000011182,
84.7809,,Track,6,Image 1,1000014633,
74.5804,,Track,6,Image 1,1000014915,
90.7874,,Track,6,Image 1,1000018381,
91.8413,,Track,6,Image 1,1000019405,
77.6431,,Track,6,Image 1,1000022248,
69.5415,,Track,6,Image 1,1000023039,
97.7837,,Track,6,Image 1,1000023639,
105.911,,Track,6,Image 1,1000024512,
85.8104,,Track,6,Image 1,1000025762,
89.1117,,Track,6,Image 1,1000025863,
87.4042,,Track,6,Image 1,1000025898,
81.6153,,Track,6,Image 1,1000026374,
90.2267,,Track,6,Image 1,1000026660,
81.2959,,Track,6,Image 1,1000026789,
102.163,,Track,6,Image 1,1000026990,
105.211,,Track,6,Image 1,1000027048,
55.2946,,Track,6,Image 1,1000027245,
90.5248,,Track,6,Image 1,1000027656,
70.9465,,Track,6,Image 1,1000028849,
68.656,,Track,6,Image 1,1000028860,
88.6439,,Track,6,Image 1,1000029962,
101.158,,Track,6,Image 1,1000034728,
73.5827,,Track,6,Image 1,1000058544,
89.4662,,Track,6,Image 1,1000069455,
80.8168,,Track,6,Image 1,1000071729,
82.8046,,Track,6,Image 1,1000074239,
98.5377,,Track,6,Image 1,1000080712,
99.1197,,Track,6,Image 1,1000082174,
76.8542,,Track,6,Image 1,1000094504,
107.579,,Track,6,Image 1,1000111173,
79.0467,,Track,6,Image 1,1000117221,
93.5858,,Track,6,Image 1,1000130081,
104.902,,Track,6,Image 1,1000135496,
80.3699,,Track,6,Image 1,1000136105,
81.8963,,Track,6,Image 1,1000138478,
83.3619,,Track,6,Image 1,1000145899,
84.3397,,Track,6,Image 1,1000158060,
84.9632,,Track,6,Image 1,1000165097,
82.9691,,Track,6,Image 1,1000178867,
72.1714,,Track,6,Image 1,1000196023,
113.293,,Track,6,Image 1,1000196749,
80.4029,,Track,6,Image 1,1000199932,
99.2342,,Track,6,Image 1,1000218062,
85.6883,,Track,6,Image 1,1000221333,
85.8798,,Track,6,Image 1,1000224234,
