
Diameter
 ==================== 
Diameter X,Diameter Y,Diameter Z,Unit,Category,Collection,Time,TrackID,ID,
3.89834,3.89834,3.89834,µm,Spot,Diameter,22,1000522409,638654,
3.98311,3.98311,3.98311,µm,Spot,Diameter,22,1000522415,638660,
3.40552,3.40552,3.40552,µm,Spot,Diameter,23,1000409035,641282,
3.02378,3.02378,3.02378,µm,Spot,Diameter,23,1000439186,642272,
3.71676,3.71676,3.71676,µm,Spot,Diameter,23,1000354480,644361,
3.40552,3.40552,3.40552,µm,Spot,Diameter,23,1000385100,646067,
2.87233,2.87233,2.87233,µm,Spot,Diameter,23,1000008102,646479,
4.36103,4.36103,4.36103,µm,Spot,Diameter,23,1000354440,646958,
3.80971,3.80971,3.80971,µm,Spot,Diameter,23,1000534158,650543,
4.55952,4.55952,4.55952,µm,Spot,Diameter,23,1000535289,651640,
3.28799,3.28799,3.28799,µm,Spot,Diameter,23,1000623228,652012,
2.27978,2.27978,2.27978,µm,Spot,Diameter,23,1000449132,652319,
3.02378,3.02378,3.02378,µm,Spot,Diameter,23,1000566277,653458,
3.28799,3.28799,3.28799,µm,Spot,Diameter,23,1000275823,653522,
4.55952,4.55952,4.55952,µm,Spot,Diameter,23,1000626063,655074,
3.98311,3.98311,3.98311,µm,Spot,Diameter,23,1000569584,656781,
4.55952,4.55952,4.55952,µm,Spot,Diameter,23,1000628237,657086,
4.96557,4.96557,4.96557,µm,Spot,Diameter,23,1000454057,657479,
3.6189,3.6189,3.6189,µm,Spot,Diameter,23,1000454567,657660,
1.58071,1.58071,1.58071,µm,Spot,Diameter,23,1000657926,657926,
3.6189,3.6189,3.6189,µm,Spot,Diameter,23,1000572485,659696,
3.40552,3.40552,3.40552,µm,Spot,Diameter,23,1000196023,659747,
2.70297,2.70297,2.70297,µm,Spot,Diameter,23,1000282868,660014,
3.6189,3.6189,3.6189,µm,Spot,Diameter,23,1000515291,660518,
3.40552,3.40552,3.40552,µm,Spot,Diameter,23,1000312915,661086,
5.5804,5.5804,5.5804,µm,Spot,Diameter,23,1000111173,661143,
1.58071,1.58071,1.58071,µm,Spot,Diameter,23,1000371442,661424,
4.29068,4.29068,4.29068,µm,Spot,Diameter,23,1000574056,661701,
3.71676,3.71676,3.71676,µm,Spot,Diameter,23,1000429687,662144,
2.70297,2.70297,2.70297,µm,Spot,Diameter,23,1000488632,662824,
3.02378,3.02378,3.02378,µm,Spot,Diameter,23,1000576160,663461,
2.87233,2.87233,2.87233,µm,Spot,Diameter,23,1000489329,663476,
3.98311,3.98311,3.98311,µm,Spot,Diameter,23,1000024512,663940,
3.28799,3.28799,3.28799,µm,Spot,Diameter,23,1000606742,664549,
2.87233,2.87233,2.87233,µm,Spot,Diameter,23,1000260417,664891,
3.89834,3.89834,3.89834,µm,Spot,Diameter,23,1000549440,665648,
3.02378,3.02378,3.02378,µm,Spot,Diameter,23,1000493396,667426,
3.6189,3.6189,3.6189,µm,Spot,Diameter,23,1000145899,667512,
4.55952,4.55952,4.55952,µm,Spot,Diameter,23,1000522409,667517,
2.87233,2.87233,2.87233,µm,Spot,Diameter,23,1000667525,667525,
3.40552,3.40552,3.40552,µm,Spot,Diameter,23,1000522415,667526,
3.80971,3.80971,3.80971,µm,Spot,Diameter,24,1000409035,670196,
3.16141,3.16141,3.16141,µm,Spot,Diameter,24,1000439186,671197,
3.6189,3.6189,3.6189,µm,Spot,Diameter,24,1000354480,673521,
2.50922,2.50922,2.50922,µm,Spot,Diameter,24,1000675627,675627,
3.40552,3.40552,3.40552,µm,Spot,Diameter,24,1000534158,679589,
4.42918,4.42918,4.42918,µm,Spot,Diameter,24,1000535289,680885,
3.6189,3.6189,3.6189,µm,Spot,Diameter,24,1000623228,681151,
1.58071,1.58071,1.58071,µm,Spot,Diameter,24,1000449132,681492,
3.28799,3.28799,3.28799,µm,Spot,Diameter,24,1000566277,682589,
3.40552,3.40552,3.40552,µm,Spot,Diameter,24,1000275823,682652,
4.62199,4.62199,4.62199,µm,Spot,Diameter,24,1000626063,684192,
3.71676,3.71676,3.71676,µm,Spot,Diameter,24,1000684239,684239,
4.36103,4.36103,4.36103,µm,Spot,Diameter,24,1000569584,685920,
3.40552,3.40552,3.40552,µm,Spot,Diameter,24,1000628237,686205,
3.40552,3.40552,3.40552,µm,Spot,Diameter,24,1000686553,686553,
5.0184,5.0184,5.0184,µm,Spot,Diameter,24,1000454057,686599,
3.28799,3.28799,3.28799,µm,Spot,Diameter,24,1000454567,686788,
2.50922,2.50922,2.50922,µm,Spot,Diameter,24,1000657926,687093,
3.40552,3.40552,3.40552,µm,Spot,Diameter,24,1000572485,688906,
3.40552,3.40552,3.40552,µm,Spot,Diameter,24,1000196023,688961,
3.16141,3.16141,3.16141,µm,Spot,Diameter,24,1000282868,689221,
3.16141,3.16141,3.16141,µm,Spot,Diameter,24,1000689377,689377,
2.50922,2.50922,2.50922,µm,Spot,Diameter,24,1000515291,689712,
5.4059,5.4059,5.4059,µm,Spot,Diameter,24,1000111173,690305,
4.96557,4.96557,4.96557,µm,Spot,Diameter,24,1000574056,690517,
3.40552,3.40552,3.40552,µm,Spot,Diameter,24,1000312915,690568,
3.28799,3.28799,3.28799,µm,Spot,Diameter,24,1000371442,690575,
3.40552,3.40552,3.40552,µm,Spot,Diameter,24,1000690930,690930,
3.02378,3.02378,3.02378,µm,Spot,Diameter,24,1000429687,691300,
3.02378,3.02378,3.02378,µm,Spot,Diameter,24,1000488632,691939,
3.28799,3.28799,3.28799,µm,Spot,Diameter,24,1000692325,692325,
3.28799,3.28799,3.28799,µm,Spot,Diameter,24,1000576160,692328,
3.40552,3.40552,3.40552,µm,Spot,Diameter,24,1000606742,693714,
2.87233,2.87233,2.87233,µm,Spot,Diameter,24,1000260417,694040,
3.16141,3.16141,3.16141,µm,Spot,Diameter,24,1000549440,694887,
3.71676,3.71676,3.71676,µm,Spot,Diameter,24,1000695046,695046,
2.87233,2.87233,2.87233,µm,Spot,Diameter,24,1000493396,696758,
3.80971,3.80971,3.80971,µm,Spot,Diameter,24,1000145899,696850,
3.89834,3.89834,3.89834,µm,Spot,Diameter,24,1000522409,696858,
2.87233,2.87233,2.87233,µm,Spot,Diameter,24,1000667525,696866,
3.28799,3.28799,3.28799,µm,Spot,Diameter,24,1000522415,696867,
4.1426,4.1426,4.1426,µm,Spot,Diameter,25,1000409035,699571,
3.40552,3.40552,3.40552,µm,Spot,Diameter,25,1000439186,700618,
3.71676,3.71676,3.71676,µm,Spot,Diameter,25,1000354480,702902,
1.58071,1.58071,1.58071,µm,Spot,Diameter,25,1000704730,704730,
3.51545,3.51545,3.51545,µm,Spot,Diameter,25,1000675627,705118,
2.27978,2.27978,2.27978,µm,Spot,Diameter,25,1000705525,705525,
3.51545,3.51545,3.51545,µm,Spot,Diameter,25,1000534158,708991,
3.98311,3.98311,3.98311,µm,Spot,Diameter,25,1000535289,710309,
2.87233,2.87233,2.87233,µm,Spot,Diameter,25,1000623228,710527,
3.40552,3.40552,3.40552,µm,Spot,Diameter,25,1000449132,710701,
2.87233,2.87233,2.87233,µm,Spot,Diameter,25,1000275823,711797,
1.58071,1.58071,1.58071,µm,Spot,Diameter,25,1000566277,712056,
3.02378,3.02378,3.02378,µm,Spot,Diameter,25,1000712057,712057,
4.1426,4.1426,4.1426,µm,Spot,Diameter,25,1000454057,713228,
4.42918,4.42918,4.42918,µm,Spot,Diameter,25,1000684239,713680,
4.49529,4.49529,4.49529,µm,Spot,Diameter,25,1000626063,713723,
4.42918,4.42918,4.42918,µm,Spot,Diameter,25,1000628237,715316,
3.98311,3.98311,3.98311,µm,Spot,Diameter,25,1000569584,715360,
3.28799,3.28799,3.28799,µm,Spot,Diameter,25,1000686553,716044,
3.40552,3.40552,3.40552,µm,Spot,Diameter,25,1000454567,716279,
3.51545,3.51545,3.51545,µm,Spot,Diameter,25,1000657926,716543,
3.98311,3.98311,3.98311,µm,Spot,Diameter,25,1000572485,718299,
3.40552,3.40552,3.40552,µm,Spot,Diameter,25,1000196023,718330,
1.58071,1.58071,1.58071,µm,Spot,Diameter,25,1000282868,718597,
3.71676,3.71676,3.71676,µm,Spot,Diameter,25,1000689377,718806,
5.62236,5.62236,5.62236,µm,Spot,Diameter,25,1000111173,719693,
3.6189,3.6189,3.6189,µm,Spot,Diameter,25,1000312915,719956,
3.28799,3.28799,3.28799,µm,Spot,Diameter,25,1000371442,719965,
4.42918,4.42918,4.42918,µm,Spot,Diameter,25,1000574056,720253,
3.98311,3.98311,3.98311,µm,Spot,Diameter,25,1000690930,720360,
2.87233,2.87233,2.87233,µm,Spot,Diameter,25,1000488632,721319,
3.6189,3.6189,3.6189,µm,Spot,Diameter,25,1000692325,721698,
3.6189,3.6189,3.6189,µm,Spot,Diameter,25,1000576160,721705,
4.06442,4.06442,4.06442,µm,Spot,Diameter,25,1000606742,723091,
3.40552,3.40552,3.40552,µm,Spot,Diameter,25,1000549440,724236,
3.40552,3.40552,3.40552,µm,Spot,Diameter,25,1000695046,724379,
3.16141,3.16141,3.16141,µm,Spot,Diameter,25,1000493396,726025,
3.28799,3.28799,3.28799,µm,Spot,Diameter,25,1000145899,726114,
4.42918,4.42918,4.42918,µm,Spot,Diameter,25,1000522409,726124,
2.50922,2.50922,2.50922,µm,Spot,Diameter,25,1000667525,726132,
3.51545,3.51545,3.51545,µm,Spot,Diameter,25,1000522415,726133,
3.02378,3.02378,3.02378,µm,Spot,Diameter,26,1000728131,728131,
3.71676,3.71676,3.71676,µm,Spot,Diameter,26,1000409035,728846,
3.02378,3.02378,3.02378,µm,Spot,Diameter,26,1000439186,729879,
2.70297,2.70297,2.70297,µm,Spot,Diameter,26,1000354480,732141,
3.51545,3.51545,3.51545,µm,Spot,Diameter,26,1000704730,733975,
3.28799,3.28799,3.28799,µm,Spot,Diameter,26,1000675627,734406,
3.98311,3.98311,3.98311,µm,Spot,Diameter,26,1000705525,734487,
3.80971,3.80971,3.80971,µm,Spot,Diameter,26,1000534158,738198,
4.36103,4.36103,4.36103,µm,Spot,Diameter,26,1000535289,739497,
4.21794,4.21794,4.21794,µm,Spot,Diameter,26,1000623228,739739,
3.40552,3.40552,3.40552,µm,Spot,Diameter,26,1000449132,739883,
2.87233,2.87233,2.87233,µm,Spot,Diameter,26,1000275823,741029,
3.40552,3.40552,3.40552,µm,Spot,Diameter,26,1000712057,741263,
3.28799,3.28799,3.28799,µm,Spot,Diameter,26,1000686553,742428,
5.21934,5.21934,5.21934,µm,Spot,Diameter,26,1000454057,742486,
5.0184,5.0184,5.0184,µm,Spot,Diameter,26,1000684239,742950,
1.58071,1.58071,1.58071,µm,Spot,Diameter,26,1000626063,743009,
4.29068,4.29068,4.29068,µm,Spot,Diameter,26,1000628237,744595,
4.29068,4.29068,4.29068,µm,Spot,Diameter,26,1000569584,744635,
3.40552,3.40552,3.40552,µm,Spot,Diameter,26,1000196023,745168,
3.16141,3.16141,3.16141,µm,Spot,Diameter,26,1000657926,745496,
3.40552,3.40552,3.40552,µm,Spot,Diameter,26,1000572485,747541,
3.28799,3.28799,3.28799,µm,Spot,Diameter,26,1000689377,748032,
3.51545,3.51545,3.51545,µm,Spot,Diameter,26,1000312915,748886,
5.62236,5.62236,5.62236,µm,Spot,Diameter,26,1000111173,748941,
3.28799,3.28799,3.28799,µm,Spot,Diameter,26,1000371442,749226,
3.89834,3.89834,3.89834,µm,Spot,Diameter,26,1000690930,749271,
3.40552,3.40552,3.40552,µm,Spot,Diameter,26,1000692325,750665,
3.6189,3.6189,3.6189,µm,Spot,Diameter,26,1000576160,750916,
2.70297,2.70297,2.70297,µm,Spot,Diameter,26,1000549440,751425,
3.98311,3.98311,3.98311,µm,Spot,Diameter,26,1000606742,752298,
3.28799,3.28799,3.28799,µm,Spot,Diameter,26,1000695046,753607,
3.16141,3.16141,3.16141,µm,Spot,Diameter,26,1000755087,755087,
3.51545,3.51545,3.51545,µm,Spot,Diameter,26,1000145899,755292,
2.87233,2.87233,2.87233,µm,Spot,Diameter,26,1000667525,755310,
3.89834,3.89834,3.89834,µm,Spot,Diameter,27,1000728131,757265,
3.98311,3.98311,3.98311,µm,Spot,Diameter,27,1000409035,758018,
2.87233,2.87233,2.87233,µm,Spot,Diameter,27,1000354480,761320,
3.89834,3.89834,3.89834,µm,Spot,Diameter,27,1000704730,762986,
3.80971,3.80971,3.80971,µm,Spot,Diameter,27,1000705525,764022,
4.49529,4.49529,4.49529,µm,Spot,Diameter,27,1000764459,764459,
3.40552,3.40552,3.40552,µm,Spot,Diameter,27,1000675627,766298,
4.06442,4.06442,4.06442,µm,Spot,Diameter,27,1000534158,767422,
3.80971,3.80971,3.80971,µm,Spot,Diameter,27,1000535289,768706,
3.71676,3.71676,3.71676,µm,Spot,Diameter,27,1000623228,768950,
3.51545,3.51545,3.51545,µm,Spot,Diameter,27,1000449132,769101,
2.87233,2.87233,2.87233,µm,Spot,Diameter,27,1000275823,770268,
3.6189,3.6189,3.6189,µm,Spot,Diameter,27,1000712057,770520,
4.79993,4.79993,4.79993,µm,Spot,Diameter,27,1000626063,772215,
5.12084,5.12084,5.12084,µm,Spot,Diameter,27,1000684239,772320,
4.79993,4.79993,4.79993,µm,Spot,Diameter,27,1000628237,773970,
4.29068,4.29068,4.29068,µm,Spot,Diameter,27,1000569584,774001,
3.71676,3.71676,3.71676,µm,Spot,Diameter,27,1000572485,774517,
3.98311,3.98311,3.98311,µm,Spot,Diameter,27,1000196023,774555,
3.6189,3.6189,3.6189,µm,Spot,Diameter,27,1000686553,774715,
5.45058,5.45058,5.45058,µm,Spot,Diameter,27,1000454057,774762,
3.51545,3.51545,3.51545,µm,Spot,Diameter,27,1000657926,774902,
3.71676,3.71676,3.71676,µm,Spot,Diameter,27,1000689377,777434,
3.28799,3.28799,3.28799,µm,Spot,Diameter,27,1000312915,778330,
5.6637,5.6637,5.6637,µm,Spot,Diameter,27,1000111173,778393,
3.16141,3.16141,3.16141,µm,Spot,Diameter,27,1000371442,778678,
3.80971,3.80971,3.80971,µm,Spot,Diameter,27,1000690930,779048,
3.40552,3.40552,3.40552,µm,Spot,Diameter,27,1000692325,780160,
3.6189,3.6189,3.6189,µm,Spot,Diameter,27,1000576160,780428,
3.40552,3.40552,3.40552,µm,Spot,Diameter,27,1000549440,780939,
3.71676,3.71676,3.71676,µm,Spot,Diameter,27,1000606742,781867,
3.89834,3.89834,3.89834,µm,Spot,Diameter,27,1000695046,783200,
3.02378,3.02378,3.02378,µm,Spot,Diameter,27,1000755087,784716,
3.51545,3.51545,3.51545,µm,Spot,Diameter,27,1000145899,784935,
3.02378,3.02378,3.02378,µm,Spot,Diameter,27,1000667525,784947,
3.80971,3.80971,3.80971,µm,Spot,Diameter,28,1000728131,786937,
4.1426,4.1426,4.1426,µm,Spot,Diameter,28,1000409035,787673,
3.51545,3.51545,3.51545,µm,Spot,Diameter,28,1000704730,792562,
3.28799,3.28799,3.28799,µm,Spot,Diameter,28,1000705525,793513,
4.55952,4.55952,4.55952,µm,Spot,Diameter,28,1000764459,794264,
3.51545,3.51545,3.51545,µm,Spot,Diameter,28,1000675627,795874,
3.6189,3.6189,3.6189,µm,Spot,Diameter,28,1000534158,796987,
4.29068,4.29068,4.29068,µm,Spot,Diameter,28,1000535289,798231,
2.87233,2.87233,2.87233,µm,Spot,Diameter,28,1000623228,798456,
3.40552,3.40552,3.40552,µm,Spot,Diameter,28,1000449132,798595,
2.87233,2.87233,2.87233,µm,Spot,Diameter,28,1000275823,799686,
3.89834,3.89834,3.89834,µm,Spot,Diameter,28,1000712057,799935,
3.28799,3.28799,3.28799,µm,Spot,Diameter,28,1000686553,801173,
5.12084,5.12084,5.12084,µm,Spot,Diameter,28,1000626063,801661,
5.26723,5.26723,5.26723,µm,Spot,Diameter,28,1000684239,801777,
3.80971,3.80971,3.80971,µm,Spot,Diameter,28,1000569584,803336,
3.16141,3.16141,3.16141,µm,Spot,Diameter,28,1000572485,803868,
5.21934,5.21934,5.21934,µm,Spot,Diameter,28,1000454057,804111,
3.98311,3.98311,3.98311,µm,Spot,Diameter,28,1000657926,804251,
3.28799,3.28799,3.28799,µm,Spot,Diameter,28,1000689377,806735,
3.40552,3.40552,3.40552,µm,Spot,Diameter,28,1000312915,807636,
5.26723,5.26723,5.26723,µm,Spot,Diameter,28,1000111173,807700,
3.28799,3.28799,3.28799,µm,Spot,Diameter,28,1000371442,807999,
3.89834,3.89834,3.89834,µm,Spot,Diameter,28,1000690930,808048,
3.16141,3.16141,3.16141,µm,Spot,Diameter,28,1000692325,809490,
3.40552,3.40552,3.40552,µm,Spot,Diameter,28,1000576160,809730,
3.6189,3.6189,3.6189,µm,Spot,Diameter,28,1000809896,809896,
3.6189,3.6189,3.6189,µm,Spot,Diameter,28,1000695046,810363,
1.58071,1.58071,1.58071,µm,Spot,Diameter,28,1000606742,811124,
3.51545,3.51545,3.51545,µm,Spot,Diameter,28,1000811156,811156,
2.87233,2.87233,2.87233,µm,Spot,Diameter,28,1000813964,813964,
3.28799,3.28799,3.28799,µm,Spot,Diameter,28,1000755087,814046,
3.98311,3.98311,3.98311,µm,Spot,Diameter,28,1000145899,814273,
2.87233,2.87233,2.87233,µm,Spot,Diameter,28,1000667525,814290,
4.06442,4.06442,4.06442,µm,Spot,Diameter,29,1000728131,816217,
3.98311,3.98311,3.98311,µm,Spot,Diameter,29,1000409035,816809,
3.51545,3.51545,3.51545,µm,Spot,Diameter,29,1000704730,821860,
4.06442,4.06442,4.06442,µm,Spot,Diameter,29,1000705525,822474,
4.49529,4.49529,4.49529,µm,Spot,Diameter,29,1000764459,823485,
3.28799,3.28799,3.28799,µm,Spot,Diameter,29,1000675627,825346,
3.6189,3.6189,3.6189,µm,Spot,Diameter,29,1000825954,825954,
3.80971,3.80971,3.80971,µm,Spot,Diameter,29,1000534158,826228,
4.21794,4.21794,4.21794,µm,Spot,Diameter,29,1000535289,827582,
3.51545,3.51545,3.51545,µm,Spot,Diameter,29,1000449132,827943,
3.51545,3.51545,3.51545,µm,Spot,Diameter,29,1000275823,829070,
3.71676,3.71676,3.71676,µm,Spot,Diameter,29,1000712057,829328,
4.29068,4.29068,4.29068,µm,Spot,Diameter,29,1000684239,831055,
4.42918,4.42918,4.42918,µm,Spot,Diameter,29,1000626063,831102,
4.49529,4.49529,4.49529,µm,Spot,Diameter,29,1000569584,832777,
3.40552,3.40552,3.40552,µm,Spot,Diameter,29,1000572485,833299,
3.80971,3.80971,3.80971,µm,Spot,Diameter,29,1000686553,833488,
5.12084,5.12084,5.12084,µm,Spot,Diameter,29,1000454057,833536,
3.02378,3.02378,3.02378,µm,Spot,Diameter,29,1000657926,833663,
3.80971,3.80971,3.80971,µm,Spot,Diameter,29,1000835089,835089,
3.16141,3.16141,3.16141,µm,Spot,Diameter,29,1000689377,836172,
3.51545,3.51545,3.51545,µm,Spot,Diameter,29,1000312915,837068,
5.36047,5.36047,5.36047,µm,Spot,Diameter,29,1000111173,837125,
3.51545,3.51545,3.51545,µm,Spot,Diameter,29,1000371442,837392,
3.89834,3.89834,3.89834,µm,Spot,Diameter,29,1000690930,837786,
3.02378,3.02378,3.02378,µm,Spot,Diameter,29,1000692325,838894,
2.70297,2.70297,2.70297,µm,Spot,Diameter,29,1000576160,838904,
3.89834,3.89834,3.89834,µm,Spot,Diameter,29,1000809896,839352,
4.06442,4.06442,4.06442,µm,Spot,Diameter,29,1000839692,839692,
3.40552,3.40552,3.40552,µm,Spot,Diameter,29,1000606742,840636,
2.87233,2.87233,2.87233,µm,Spot,Diameter,29,1000811156,840673,
3.16141,3.16141,3.16141,µm,Spot,Diameter,29,1000695046,841997,
3.71676,3.71676,3.71676,µm,Spot,Diameter,29,1000813964,843446,
3.02378,3.02378,3.02378,µm,Spot,Diameter,29,1000755087,843505,
3.80971,3.80971,3.80971,µm,Spot,Diameter,29,1000145899,843724,
3.6189,3.6189,3.6189,µm,Spot,Diameter,29,1000667525,843748,
3.89834,3.89834,3.89834,µm,Spot,Diameter,30,1000728131,845322,
3.6189,3.6189,3.6189,µm,Spot,Diameter,30,1000409035,846408,
3.80971,3.80971,3.80971,µm,Spot,Diameter,30,1000704730,851617,
4.21794,4.21794,4.21794,µm,Spot,Diameter,30,1000705525,852393,
4.06442,4.06442,4.06442,µm,Spot,Diameter,30,1000675627,854919,
4.8564,4.8564,4.8564,µm,Spot,Diameter,30,1000764459,855591,
4.36103,4.36103,4.36103,µm,Spot,Diameter,30,1000855659,855659,
3.16141,3.16141,3.16141,µm,Spot,Diameter,30,1000534158,855826,
3.71676,3.71676,3.71676,µm,Spot,Diameter,30,1000825954,855868,
2.70297,2.70297,2.70297,µm,Spot,Diameter,30,1000856861,856861,
3.51545,3.51545,3.51545,µm,Spot,Diameter,30,1000449132,857515,
3.40552,3.40552,3.40552,µm,Spot,Diameter,30,1000858553,858553,
3.16141,3.16141,3.16141,µm,Spot,Diameter,30,1000275823,858591,
1.58071,1.58071,1.58071,µm,Spot,Diameter,30,1000712057,858851,
3.51545,3.51545,3.51545,µm,Spot,Diameter,30,1000686553,860033,
3.80971,3.80971,3.80971,µm,Spot,Diameter,30,1000860086,860086,
3.80971,3.80971,3.80971,µm,Spot,Diameter,30,1000860289,860289,
3.51545,3.51545,3.51545,µm,Spot,Diameter,30,1000626063,860534,
3.71676,3.71676,3.71676,µm,Spot,Diameter,30,1000569584,862216,
3.51545,3.51545,3.51545,µm,Spot,Diameter,30,1000572485,862737,
5.12084,5.12084,5.12084,µm,Spot,Diameter,30,1000454057,862976,
3.28799,3.28799,3.28799,µm,Spot,Diameter,30,1000657926,863126,
5.36047,5.36047,5.36047,µm,Spot,Diameter,30,1000864199,864199,
4.36103,4.36103,4.36103,µm,Spot,Diameter,30,1000835089,864629,
3.02378,3.02378,3.02378,µm,Spot,Diameter,30,1000689377,865675,
3.16141,3.16141,3.16141,µm,Spot,Diameter,30,1000865808,865808,
3.89834,3.89834,3.89834,µm,Spot,Diameter,30,1000866048,866048,
2.87233,2.87233,2.87233,µm,Spot,Diameter,30,1000312915,866524,
3.28799,3.28799,3.28799,µm,Spot,Diameter,30,1000371442,866533,
4.21794,4.21794,4.21794,µm,Spot,Diameter,30,1000690930,866930,
1.58071,1.58071,1.58071,µm,Spot,Diameter,30,1000111173,866942,
3.28799,3.28799,3.28799,µm,Spot,Diameter,30,1000809896,868817,
2.87233,2.87233,2.87233,µm,Spot,Diameter,30,1000839692,869162,
3.51545,3.51545,3.51545,µm,Spot,Diameter,30,1000606742,869708,
3.02378,3.02378,3.02378,µm,Spot,Diameter,30,1000811156,870065,
3.89834,3.89834,3.89834,µm,Spot,Diameter,30,1000755087,872604,
4.21794,4.21794,4.21794,µm,Spot,Diameter,30,1000813964,872837,
4.36103,4.36103,4.36103,µm,Spot,Diameter,30,1000145899,873130,
4.06442,4.06442,4.06442,µm,Spot,Diameter,31,1000728131,875153,
3.98311,3.98311,3.98311,µm,Spot,Diameter,31,1000409035,875820,
3.28799,3.28799,3.28799,µm,Spot,Diameter,31,1000704730,880917,
3.80971,3.80971,3.80971,µm,Spot,Diameter,31,1000705525,881608,
3.80971,3.80971,3.80971,µm,Spot,Diameter,31,1000855659,882692,
4.42918,4.42918,4.42918,µm,Spot,Diameter,31,1000675627,884454,
3.98311,3.98311,3.98311,µm,Spot,Diameter,31,1000534158,885050,
3.6189,3.6189,3.6189,µm,Spot,Diameter,31,1000825954,885084,
4.96557,4.96557,4.96557,µm,Spot,Diameter,31,1000764459,885134,
3.40552,3.40552,3.40552,µm,Spot,Diameter,31,1000856861,886497,
3.40552,3.40552,3.40552,µm,Spot,Diameter,31,1000449132,886862,
3.28799,3.28799,3.28799,µm,Spot,Diameter,31,1000275823,887818,
2.87233,2.87233,2.87233,µm,Spot,Diameter,31,1000887899,887899,
3.89834,3.89834,3.89834,µm,Spot,Diameter,31,1000858553,888066,
3.71676,3.71676,3.71676,µm,Spot,Diameter,31,1000686553,889593,
4.68281,4.68281,4.68281,µm,Spot,Diameter,31,1000860086,889634,
3.89834,3.89834,3.89834,µm,Spot,Diameter,31,1000860289,889833,
3.71676,3.71676,3.71676,µm,Spot,Diameter,31,1000626063,890150,
4.1426,4.1426,4.1426,µm,Spot,Diameter,31,1000890207,890207,
4.49529,4.49529,4.49529,µm,Spot,Diameter,31,1000569584,891884,
3.71676,3.71676,3.71676,µm,Spot,Diameter,31,1000572485,892382,
5.5378,5.5378,5.5378,µm,Spot,Diameter,31,1000454057,892612,
3.40552,3.40552,3.40552,µm,Spot,Diameter,31,1000657926,892748,
5.86189,5.86189,5.86189,µm,Spot,Diameter,31,1000864199,893774,
4.8564,4.8564,4.8564,µm,Spot,Diameter,31,1000835089,894248,
3.40552,3.40552,3.40552,µm,Spot,Diameter,31,1000689377,895263,
3.16141,3.16141,3.16141,µm,Spot,Diameter,31,1000865808,895387,
2.50922,2.50922,2.50922,µm,Spot,Diameter,31,1000866048,895653,
3.6189,3.6189,3.6189,µm,Spot,Diameter,31,1000371442,896145,
4.29068,4.29068,4.29068,µm,Spot,Diameter,31,1000690930,896883,
3.6189,3.6189,3.6189,µm,Spot,Diameter,31,1000809896,898385,
4.1426,4.1426,4.1426,µm,Spot,Diameter,31,1000839692,898726,
3.40552,3.40552,3.40552,µm,Spot,Diameter,31,1000898844,898844,
3.89834,3.89834,3.89834,µm,Spot,Diameter,31,1000606742,899316,
3.40552,3.40552,3.40552,µm,Spot,Diameter,31,1000811156,899701,
3.71676,3.71676,3.71676,µm,Spot,Diameter,31,1000813964,902181,
3.02378,3.02378,3.02378,µm,Spot,Diameter,31,1000755087,902210,
4.1426,4.1426,4.1426,µm,Spot,Diameter,31,1000145899,902753,
4.06442,4.06442,4.06442,µm,Spot,Diameter,32,1000728131,904780,
3.51545,3.51545,3.51545,µm,Spot,Diameter,32,1000704730,910482,
4.42918,4.42918,4.42918,µm,Spot,Diameter,32,1000705525,911145,
3.89834,3.89834,3.89834,µm,Spot,Diameter,32,1000855659,912207,
3.80971,3.80971,3.80971,µm,Spot,Diameter,32,1000675627,914016,
3.71676,3.71676,3.71676,µm,Spot,Diameter,32,1000825954,914607,
1.58071,1.58071,1.58071,µm,Spot,Diameter,32,1000764459,914649,
4.1426,4.1426,4.1426,µm,Spot,Diameter,32,1000534158,914929,
4.06442,4.06442,4.06442,µm,Spot,Diameter,32,1000856861,916139,
3.6189,3.6189,3.6189,µm,Spot,Diameter,32,1000449132,916483,
4.1426,4.1426,4.1426,µm,Spot,Diameter,32,1000858553,917723,
3.16141,3.16141,3.16141,µm,Spot,Diameter,32,1000887899,917865,
3.6189,3.6189,3.6189,µm,Spot,Diameter,32,1000686553,919283,
4.79993,4.79993,4.79993,µm,Spot,Diameter,32,1000860086,919328,
3.28799,3.28799,3.28799,µm,Spot,Diameter,32,1000860289,919531,
5.12084,5.12084,5.12084,µm,Spot,Diameter,32,1000890207,919891,
4.55952,4.55952,4.55952,µm,Spot,Diameter,32,1000626063,919932,
4.21794,4.21794,4.21794,µm,Spot,Diameter,32,1000569584,921554,
4.21794,4.21794,4.21794,µm,Spot,Diameter,32,1000572485,921673,
5.4059,5.4059,5.4059,µm,Spot,Diameter,32,1000454057,922309,
2.87233,2.87233,2.87233,µm,Spot,Diameter,32,1000657926,922447,
5.70445,5.70445,5.70445,µm,Spot,Diameter,32,1000864199,923485,
2.87233,2.87233,2.87233,µm,Spot,Diameter,32,1000835089,923971,
3.40552,3.40552,3.40552,µm,Spot,Diameter,32,1000689377,924935,
2.70297,2.70297,2.70297,µm,Spot,Diameter,32,1000865808,925034,
2.87233,2.87233,2.87233,µm,Spot,Diameter,32,1000866048,925300,
3.40552,3.40552,3.40552,µm,Spot,Diameter,32,1000371442,925775,
