
Track Volume Mean
 ==================== 
Track Volume Mean,Unit,Category,ID,
23.0433,µm^3,Track,1001978360,
13.8556,µm^3,Track,1002006710,
38.7746,µm^3,Track,1002029154,
29.9857,µm^3,Track,1002031500,
23.0744,µm^3,Track,1002047887,
18.6119,µm^3,Track,1002051985,
32.1686,µm^3,Track,1002059095,
18.6119,µm^3,Track,1002067444,
20.9097,µm^3,Track,1002067747,
27.4478,µm^3,Track,1002113497,
35.1557,µm^3,Track,1002124155,
19.5851,µm^3,Track,1002125541,
21.3692,µm^3,Track,1002142435,
23.2993,µm^3,Track,1002148602,
32.0537,µm^3,Track,1002150876,
21.2707,µm^3,Track,1002158806,
25.1113,µm^3,Track,1002180262,
26.6253,µm^3,Track,1002182375,
41.3594,µm^3,Track,1002205040,
18.6119,µm^3,Track,1002211774,
36.7066,µm^3,Track,1002213141,
23.4864,µm^3,Track,1002223441,
22.0585,µm^3,Track,1002227684,
27.2019,µm^3,Track,1002236414,
21.3162,µm^3,Track,1002242134,
21.9207,µm^3,Track,1002242329,
37.3959,µm^3,Track,1002243369,
19.6459,µm^3,Track,1002246854,
18.3165,µm^3,Track,1002262996,
24.225,µm^3,Track,1002273437,
21.2707,µm^3,Track,1002278860,
19.3012,µm^3,Track,1002300559,
34.5916,µm^3,Track,1002307653,
40.6075,µm^3,Track,1002309454,
14.664,µm^3,Track,1002316459,
16.8886,µm^3,Track,1002316883,
17.4839,µm^3,Track,1002317275,
38.0508,µm^3,Track,1002336151,
15.1653,µm^3,Track,1002336484,
18.3822,µm^3,Track,1002360360,
22.9776,µm^3,Track,1002367218,
14.476,µm^3,Track,1002369367,
26.8838,µm^3,Track,1002382179,
26.1083,µm^3,Track,1002396861,
68.5014,µm^3,Track,1002402760,
17.2333,µm^3,Track,1002404222,
12.7034,µm^3,Track,1002429210,
18.0211,µm^3,Track,1002435411,
30.6751,µm^3,Track,1002453328,
19.3012,µm^3,Track,1002454260,
22.0585,µm^3,Track,1002458180,
47.908,µm^3,Track,1002460030,
21.7139,µm^3,Track,1002460974,
38.2576,µm^3,Track,1002461635,
24.1265,µm^3,Track,1002463724,
