
Track Intensity Mean Ch=1 Img=1
 ==================== 
Track Intensity Mean,Unit,Category,Channel,Image,ID,
252.466,,Track,1,Image 1,1000000426,
50.427,,Track,1,Image 1,1000005575,
240.165,,Track,1,Image 1,1000008102,
244.247,,Track,1,Image 1,1000011182,
251.299,,Track,1,Image 1,1000014633,
22.6791,,Track,1,Image 1,1000014915,
250.386,,Track,1,Image 1,1000018381,
187.682,,Track,1,Image 1,1000019405,
254.371,,Track,1,Image 1,1000022248,
252.92,,Track,1,Image 1,1000023039,
246.326,,Track,1,Image 1,1000023639,
12.786,,Track,1,Image 1,1000024512,
254.648,,Track,1,Image 1,1000025762,
252.264,,Track,1,Image 1,1000025863,
254.086,,Track,1,Image 1,1000025898,
253.672,,Track,1,Image 1,1000026374,
253.85,,Track,1,Image 1,1000026660,
248.233,,Track,1,Image 1,1000026789,
190.543,,Track,1,Image 1,1000026990,
183.304,,Track,1,Image 1,1000027048,
254.771,,Track,1,Image 1,1000027245,
252.919,,Track,1,Image 1,1000027656,
229.641,,Track,1,Image 1,1000028849,
243.484,,Track,1,Image 1,1000028860,
248.465,,Track,1,Image 1,1000029962,
217.634,,Track,1,Image 1,1000034728,
254.872,,Track,1,Image 1,1000058544,
0.44586,,Track,1,Image 1,1000069455,
36.148,,Track,1,Image 1,1000071729,
245.765,,Track,1,Image 1,1000074239,
21.3851,,Track,1,Image 1,1000080712,
245.097,,Track,1,Image 1,1000082174,
38.3118,,Track,1,Image 1,1000094504,
50.3556,,Track,1,Image 1,1000111173,
230.827,,Track,1,Image 1,1000117221,
0.876033,,Track,1,Image 1,1000130081,
59.0826,,Track,1,Image 1,1000135496,
234,,Track,1,Image 1,1000136105,
109.721,,Track,1,Image 1,1000138478,
98.0695,,Track,1,Image 1,1000145899,
94.7876,,Track,1,Image 1,1000158060,
248.686,,Track,1,Image 1,1000165097,
250.848,,Track,1,Image 1,1000178867,
247.54,,Track,1,Image 1,1000196023,
18.17,,Track,1,Image 1,1000196749,
246.812,,Track,1,Image 1,1000199932,
58.8819,,Track,1,Image 1,1000218062,
254.64,,Track,1,Image 1,1000221333,
250.224,,Track,1,Image 1,1000224234,
250.159,,Track,1,Image 1,1000224241,
253.102,,Track,1,Image 1,1000224431,
224.97,,Track,1,Image 1,1000226383,
110.92,,Track,1,Image 1,1000232501,
250.571,,Track,1,Image 1,1000244446,
61.1102,,Track,1,Image 1,1000253547,
241.414,,Track,1,Image 1,1000257305,
247.845,,Track,1,Image 1,1000260417,
254.793,,Track,1,Image 1,1000260594,
242.02,,Track,1,Image 1,1000275823,
16.3297,,Track,1,Image 1,1000278844,
248.242,,Track,1,Image 1,1000282540,
252.244,,Track,1,Image 1,1000282868,
100.162,,Track,1,Image 1,1000290426,
253.792,,Track,1,Image 1,1000290900,
24.2568,,Track,1,Image 1,1000312915,
16.4409,,Track,1,Image 1,1000320447,
88.5517,,Track,1,Image 1,1000327258,
154.965,,Track,1,Image 1,1000338312,
35.745,,Track,1,Image 1,1000354440,
20.806,,Track,1,Image 1,1000354480,
191.041,,Track,1,Image 1,1000371442,
35.3333,,Track,1,Image 1,1000373068,
68.4706,,Track,1,Image 1,1000385100,
253.478,,Track,1,Image 1,1000401657,
231.602,,Track,1,Image 1,1000402605,
214.388,,Track,1,Image 1,1000405139,
59.9322,,Track,1,Image 1,1000409035,
250.069,,Track,1,Image 1,1000421574,
164.845,,Track,1,Image 1,1000423376,
222.312,,Track,1,Image 1,1000429687,
218.583,,Track,1,Image 1,1000439186,
252.802,,Track,1,Image 1,1000449132,
9.40142,,Track,1,Image 1,1000454057,
206.29,,Track,1,Image 1,1000454567,
247.6,,Track,1,Image 1,1000488632,
5.35714,,Track,1,Image 1,1000489329,
254.926,,Track,1,Image 1,1000493396,
19.2262,,Track,1,Image 1,1000515291,
91.3585,,Track,1,Image 1,1000522409,
105.194,,Track,1,Image 1,1000522415,
251.788,,Track,1,Image 1,1000534158,
2.41546,,Track,1,Image 1,1000535289,
220.826,,Track,1,Image 1,1000549440,
221.952,,Track,1,Image 1,1000566277,
169.935,,Track,1,Image 1,1000569584,
239.696,,Track,1,Image 1,1000572485,
32.25,,Track,1,Image 1,1000574056,
226.175,,Track,1,Image 1,1000576160,
205.991,,Track,1,Image 1,1000606742,
236.517,,Track,1,Image 1,1000623228,
1.57198,,Track,1,Image 1,1000626063,
254.047,,Track,1,Image 1,1000628237,
241.152,,Track,1,Image 1,1000657926,
155.583,,Track,1,Image 1,1000667525,
8.11672,,Track,1,Image 1,1000675627,
10.679,,Track,1,Image 1,1000684239,
173.793,,Track,1,Image 1,1000686553,
22.9449,,Track,1,Image 1,1000689377,
198.671,,Track,1,Image 1,1000690930,
236.462,,Track,1,Image 1,1000692325,
207.608,,Track,1,Image 1,1000695046,
226.636,,Track,1,Image 1,1000704730,
24.5857,,Track,1,Image 1,1000705525,
221.219,,Track,1,Image 1,1000712057,
216.565,,Track,1,Image 1,1000728131,
235.048,,Track,1,Image 1,1000755087,
2.50292,,Track,1,Image 1,1000764459,
235.787,,Track,1,Image 1,1000809896,
238.931,,Track,1,Image 1,1000811156,
250.129,,Track,1,Image 1,1000813964,
5.33553,,Track,1,Image 1,1000825954,
245.5,,Track,1,Image 1,1000835089,
216.516,,Track,1,Image 1,1000839692,
0.230769,,Track,1,Image 1,1000855659,
0,,Track,1,Image 1,1000856861,
226.542,,Track,1,Image 1,1000858553,
225.929,,Track,1,Image 1,1000860086,
181.106,,Track,1,Image 1,1000860289,
51.5462,,Track,1,Image 1,1000864199,
250.804,,Track,1,Image 1,1000865808,
250.726,,Track,1,Image 1,1000866048,
2.81,,Track,1,Image 1,1000887899,
12.6703,,Track,1,Image 1,1000890207,
215.767,,Track,1,Image 1,1000898844,
42.9407,,Track,1,Image 1,1000926710,
247.781,,Track,1,Image 1,1000946144,
205.302,,Track,1,Image 1,1000953090,
208.615,,Track,1,Image 1,1000962165,
252.676,,Track,1,Image 1,1000976176,
202.333,,Track,1,Image 1,1000988049,
220.698,,Track,1,Image 1,1001007366,
242.08,,Track,1,Image 1,1001020468,
248.729,,Track,1,Image 1,1001028919,
7.64557,,Track,1,Image 1,1001035449,
115.86,,Track,1,Image 1,1001045764,
154.161,,Track,1,Image 1,1001046137,
236.479,,Track,1,Image 1,1001054405,
239.294,,Track,1,Image 1,1001070831,
251.608,,Track,1,Image 1,1001074979,
222.377,,Track,1,Image 1,1001078337,
40.4539,,Track,1,Image 1,1001087121,
18.7143,,Track,1,Image 1,1001088762,
54.2021,,Track,1,Image 1,1001088789,
254.131,,Track,1,Image 1,1001102674,
80.3613,,Track,1,Image 1,1001104072,
66.7714,,Track,1,Image 1,1001115718,
217.422,,Track,1,Image 1,1001128302,
65.92,,Track,1,Image 1,1001128779,
218.6,,Track,1,Image 1,1001129977,
0.146154,,Track,1,Image 1,1001132092,
253.94,,Track,1,Image 1,1001132873,
208.531,,Track,1,Image 1,1001138880,
185.649,,Track,1,Image 1,1001148839,
161.164,,Track,1,Image 1,1001162429,
2.35065,,Track,1,Image 1,1001183631,
222.051,,Track,1,Image 1,1001190228,
219.389,,Track,1,Image 1,1001205984,
231.991,,Track,1,Image 1,1001222072,
24.1405,,Track,1,Image 1,1001223904,
253.032,,Track,1,Image 1,1001236985,
21.9925,,Track,1,Image 1,1001244289,
254.778,,Track,1,Image 1,1001261153,
132.354,,Track,1,Image 1,1001265495,
26.9438,,Track,1,Image 1,1001290709,
254.331,,Track,1,Image 1,1001298039,
2.81667,,Track,1,Image 1,1001304416,
58.7634,,Track,1,Image 1,1001307011,
110.04,,Track,1,Image 1,1001310725,
188.137,,Track,1,Image 1,1001347654,
48.6232,,Track,1,Image 1,1001349662,
234.47,,Track,1,Image 1,1001351185,
1.3913,,Track,1,Image 1,1001373018,
224.016,,Track,1,Image 1,1001374929,
219.167,,Track,1,Image 1,1001376957,
218.765,,Track,1,Image 1,1001382680,
