
Track Intensity Max Ch=6 Img=1
 ==================== 
Track Intensity Max,Unit,Category,Channel,Image,ID,
255,,Track,6,Image 1,1000000426,
255,,Track,6,Image 1,1000005575,
255,,Track,6,Image 1,1000008102,
255,,Track,6,Image 1,1000011182,
255,,Track,6,Image 1,1000014633,
255,,Track,6,Image 1,1000014915,
255,,Track,6,Image 1,1000018381,
255,,Track,6,Image 1,1000019405,
255,,Track,6,Image 1,1000022248,
255,,Track,6,Image 1,1000023039,
255,,Track,6,Image 1,1000023639,
255,,Track,6,Image 1,1000024512,
255,,Track,6,Image 1,1000025762,
255,,Track,6,Image 1,1000025863,
255,,Track,6,Image 1,1000025898,
255,,Track,6,Image 1,1000026374,
255,,Track,6,Image 1,1000026660,
255,,Track,6,Image 1,1000026789,
255,,Track,6,Image 1,1000026990,
255,,Track,6,Image 1,1000027048,
255,,Track,6,Image 1,1000027245,
255,,Track,6,Image 1,1000027656,
255,,Track,6,Image 1,1000028849,
255,,Track,6,Image 1,1000028860,
255,,Track,6,Image 1,1000029962,
252,,Track,6,Image 1,1000034728,
251,,Track,6,Image 1,1000058544,
253,,Track,6,Image 1,1000069455,
252,,Track,6,Image 1,1000071729,
252,,Track,6,Image 1,1000074239,
252,,Track,6,Image 1,1000080712,
252,,Track,6,Image 1,1000082174,
253,,Track,6,Image 1,1000094504,
254,,Track,6,Image 1,1000111173,
251,,Track,6,Image 1,1000117221,
252,,Track,6,Image 1,1000130081,
253,,Track,6,Image 1,1000135496,
251,,Track,6,Image 1,1000136105,
252,,Track,6,Image 1,1000138478,
254,,Track,6,Image 1,1000145899,
253,,Track,6,Image 1,1000158060,
252,,Track,6,Image 1,1000165097,
252,,Track,6,Image 1,1000178867,
252,,Track,6,Image 1,1000196023,
253,,Track,6,Image 1,1000196749,
252,,Track,6,Image 1,1000199932,
253,,Track,6,Image 1,1000218062,
252,,Track,6,Image 1,1000221333,
252,,Track,6,Image 1,1000224234,
252,,Track,6,Image 1,1000224241,
252,,Track,6,Image 1,1000224431,
253,,Track,6,Image 1,1000226383,
254,,Track,6,Image 1,1000232501,
252,,Track,6,Image 1,1000244446,
253,,Track,6,Image 1,1000253547,
252,,Track,6,Image 1,1000257305,
252,,Track,6,Image 1,1000260417,
251,,Track,6,Image 1,1000260594,
252,,Track,6,Image 1,1000275823,
252,,Track,6,Image 1,1000278844,
252,,Track,6,Image 1,1000282540,
252,,Track,6,Image 1,1000282868,
252,,Track,6,Image 1,1000290426,
251,,Track,6,Image 1,1000290900,
252,,Track,6,Image 1,1000312915,
252,,Track,6,Image 1,1000320447,
251,,Track,6,Image 1,1000327258,
252,,Track,6,Image 1,1000338312,
252,,Track,6,Image 1,1000354440,
252,,Track,6,Image 1,1000354480,
253,,Track,6,Image 1,1000371442,
253,,Track,6,Image 1,1000373068,
