
Intensity Sum of Square Ch=4 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,TrackID,ID,
581666,,Spot,4,Image 1,5,1000018381,134403,
1.02377e+06,,Spot,4,Image 1,5,1000019405,135344,
197668,,Spot,4,Image 1,5,1000135496,135496,
905775,,Spot,4,Image 1,5,1000136105,136105,
910350,,Spot,4,Image 1,5,1000023639,136650,
118264,,Spot,4,Image 1,5,1000080712,138121,
648725,,Spot,4,Image 1,5,1000022248,138370,
4805,,Spot,4,Image 1,5,1000138478,138478,
1.02467e+06,,Spot,4,Image 1,5,1000023039,139141,
1.40646e+06,,Spot,4,Image 1,5,1000111173,139444,
1.32497e+06,,Spot,4,Image 1,5,1000082174,139613,
1.16334e+06,,Spot,4,Image 1,5,1000026990,140299,
1.0338e+06,,Spot,4,Image 1,5,1000025863,141518,
714766,,Spot,4,Image 1,5,1000025898,141554,
650250,,Spot,4,Image 1,5,1000025762,141715,
585225,,Spot,4,Image 1,5,1000026374,142006,
773691,,Spot,4,Image 1,5,1000026660,142309,
1.02316e+06,,Spot,4,Image 1,5,1000026789,142442,
260,,Spot,4,Image 1,5,1000024512,142605,
1.55517e+06,,Spot,4,Image 1,5,1000027048,142723,
1.36451e+06,,Spot,4,Image 1,5,1000027245,142911,
904757,,Spot,4,Image 1,5,1000027656,143300,
973097,,Spot,4,Image 1,5,1000028849,144692,
845325,,Spot,4,Image 1,5,1000028860,144697,
520200,,Spot,4,Image 1,5,1000058544,145135,
577109,,Spot,4,Image 1,5,1000029962,145462,
304377,,Spot,4,Image 1,5,1000145899,145899,
513416,,Spot,4,Image 1,5,1000117221,146100,
965225,,Spot,4,Image 1,6,1000000426,147253,
1.09172e+06,,Spot,4,Image 1,6,1000034728,149987,
53455,,Spot,4,Image 1,6,1000005575,151677,
195807,,Spot,4,Image 1,6,1000094504,151710,
845325,,Spot,4,Image 1,6,1000008102,154042,
499168,,Spot,4,Image 1,6,1000011182,156798,
44033,,Spot,4,Image 1,6,1000071729,157999,
987885,,Spot,4,Image 1,6,1000158060,158060,
3401,,Spot,4,Image 1,6,1000069455,158557,
1896,,Spot,4,Image 1,6,1000130081,158794,
650250,,Spot,4,Image 1,6,1000014633,159593,
54676,,Spot,4,Image 1,6,1000014915,159795,
1.02012e+06,,Spot,4,Image 1,6,1000074239,160614,
579632,,Spot,4,Image 1,6,1000018381,163048,
201461,,Spot,4,Image 1,6,1000135496,164167,
520200,,Spot,4,Image 1,6,1000165097,165097,
647707,,Spot,4,Image 1,6,1000136105,165141,
585225,,Spot,4,Image 1,6,1000023639,165409,
1.09755e+06,,Spot,4,Image 1,6,1000019405,166686,
583191,,Spot,4,Image 1,6,1000022248,166839,
49215,,Spot,4,Image 1,6,1000080712,166933,
592381,,Spot,4,Image 1,6,1000138478,167324,
581666,,Spot,4,Image 1,6,1000023039,168006,
829479,,Spot,4,Image 1,6,1000111173,168315,
952007,,Spot,4,Image 1,6,1000082174,168492,
1.0404e+06,,Spot,4,Image 1,6,1000026990,169213,
1.0343e+06,,Spot,4,Image 1,6,1000025863,170750,
843289,,Spot,4,Image 1,6,1000025898,170777,
585225,,Spot,4,Image 1,6,1000025762,170880,
650250,,Spot,4,Image 1,6,1000026374,170923,
581155,,Spot,4,Image 1,6,1000026660,171211,
897164,,Spot,4,Image 1,6,1000026789,171326,
1690,,Spot,4,Image 1,6,1000024512,171491,
1.06677e+06,,Spot,4,Image 1,6,1000027048,171600,
909841,,Spot,4,Image 1,6,1000027245,171786,
646182,,Spot,4,Image 1,6,1000027656,172144,
375649,,Spot,4,Image 1,6,1000028849,173596,
650250,,Spot,4,Image 1,6,1000028860,173606,
975375,,Spot,4,Image 1,6,1000058544,174031,
769138,,Spot,4,Image 1,6,1000029962,174373,
585225,,Spot,4,Image 1,6,1000117221,175066,
1.23271e+06,,Spot,4,Image 1,6,1000145899,175260,
585225,,Spot,4,Image 1,7,1000178867,178867,
997840,,Spot,4,Image 1,7,1000034728,179036,
368845,,Spot,4,Image 1,7,1000005575,180676,
148257,,Spot,4,Image 1,7,1000094504,180709,
907296,,Spot,4,Image 1,7,1000008102,183000,
1.46161e+06,,Spot,4,Image 1,7,1000158060,186936,
93403,,Spot,4,Image 1,7,1000071729,187159,
1426,,Spot,4,Image 1,7,1000069455,187472,
1826,,Spot,4,Image 1,7,1000130081,187691,
909841,,Spot,4,Image 1,7,1000014633,188535,
16364,,Spot,4,Image 1,7,1000014915,188987,
1.04237e+06,,Spot,4,Image 1,7,1000074239,189513,
581662,,Spot,4,Image 1,7,1000018381,191915,
1.15808e+06,,Spot,4,Image 1,7,1000019405,192882,
494272,,Spot,4,Image 1,7,1000135496,193021,
1.23497e+06,,Spot,4,Image 1,7,1000165097,193932,
1.03887e+06,,Spot,4,Image 1,7,1000136105,193991,
1.0404e+06,,Spot,4,Image 1,7,1000196023,196023,
62816,,Spot,4,Image 1,7,1000080712,196104,
14866,,Spot,4,Image 1,7,1000196749,196749,
645837,,Spot,4,Image 1,7,1000111173,197053,
699755,,Spot,4,Image 1,7,1000082174,197213,
777757,,Spot,4,Image 1,7,1000026990,197885,
1.0404e+06,,Spot,4,Image 1,7,1000025762,199227,
779282,,Spot,4,Image 1,7,1000025863,199350,
650250,,Spot,4,Image 1,7,1000026374,199538,
451616,,Spot,4,Image 1,7,1000199932,199932,
520200,,Spot,4,Image 1,7,1000026789,199942,
13226,,Spot,4,Image 1,7,1000024512,200064,
1.10747e+06,,Spot,4,Image 1,7,1000027048,200164,
1.0404e+06,,Spot,4,Image 1,7,1000027245,200359,
779282,,Spot,4,Image 1,7,1000027656,200760,
259591,,Spot,4,Image 1,7,1000026660,201704,
780300,,Spot,4,Image 1,7,1000028860,202112,
520200,,Spot,4,Image 1,7,1000058544,202550,
833147,,Spot,4,Image 1,7,1000029962,202900,
578740,,Spot,4,Image 1,7,1000117221,203538,
248685,,Spot,4,Image 1,7,1000145899,203689,
1.17045e+06,,Spot,4,Image 1,8,1000178867,207307,
857181,,Spot,4,Image 1,8,1000034728,207491,
154279,,Spot,4,Image 1,8,1000005575,209230,
126867,,Spot,4,Image 1,8,1000094504,209263,
907809,,Spot,4,Image 1,8,1000008102,211542,
844373,,Spot,4,Image 1,8,1000158060,215684,
433749,,Spot,4,Image 1,8,1000071729,215911,
878,,Spot,4,Image 1,8,1000069455,216187,
773,,Spot,4,Image 1,8,1000130081,216414,
778773,,Spot,4,Image 1,8,1000014633,217248,
310421,,Spot,4,Image 1,8,1000014915,217741,
100036,,Spot,4,Image 1,8,1000218062,218062,
638581,,Spot,4,Image 1,8,1000074239,218280,
645675,,Spot,4,Image 1,8,1000018381,220701,
975375,,Spot,4,Image 1,8,1000221333,221333,
1.1962e+06,,Spot,4,Image 1,8,1000019405,221685,
974866,,Spot,4,Image 1,8,1000165097,222728,
648723,,Spot,4,Image 1,8,1000136105,222780,
1.23548e+06,,Spot,4,Image 1,8,1000224234,224234,
520200,,Spot,4,Image 1,8,1000224241,224241,
899687,,Spot,4,Image 1,8,1000224431,224431,
599933,,Spot,4,Image 1,8,1000135496,224496,
975375,,Spot,4,Image 1,8,1000196023,224808,
188319,,Spot,4,Image 1,8,1000138478,224884,
102472,,Spot,4,Image 1,8,1000080712,224892,
20050,,Spot,4,Image 1,8,1000196749,225577,
77021,,Spot,4,Image 1,8,1000111173,225870,
519184,,Spot,4,Image 1,8,1000082174,226025,
195075,,Spot,4,Image 1,8,1000226383,226383,
970291,,Spot,4,Image 1,8,1000026990,226673,
582688,,Spot,4,Image 1,8,1000025863,228123,
585225,,Spot,4,Image 1,8,1000026374,228289,
769643,,Spot,4,Image 1,8,1000199932,228667,
22901,,Spot,4,Image 1,8,1000024512,228832,
520200,,Spot,4,Image 1,8,1000027245,228847,
1.09101e+06,,Spot,4,Image 1,8,1000027048,228921,
780300,,Spot,4,Image 1,8,1000027656,229877,
389132,,Spot,4,Image 1,8,1000026660,230497,
585225,,Spot,4,Image 1,8,1000028860,230918,
780300,,Spot,4,Image 1,8,1000058544,231336,
896655,,Spot,4,Image 1,8,1000029962,231689,
492845,,Spot,4,Image 1,8,1000117221,232329,
379316,,Spot,4,Image 1,8,1000145899,232497,
555934,,Spot,4,Image 1,8,1000232501,232501,
1.0404e+06,,Spot,4,Image 1,9,1000178867,236041,
766603,,Spot,4,Image 1,9,1000034728,236229,
345683,,Spot,4,Image 1,9,1000005575,237846,
196046,,Spot,4,Image 1,9,1000094504,238096,
975375,,Spot,4,Image 1,9,1000008102,240127,
290087,,Spot,4,Image 1,9,1000071729,244439,
709179,,Spot,4,Image 1,9,1000244446,244446,
985704,,Spot,4,Image 1,9,1000158060,244507,
0,,Spot,4,Image 1,9,1000069455,244734,
49,,Spot,4,Image 1,9,1000130081,244994,
650250,,Spot,4,Image 1,9,1000014633,245823,
239362,,Spot,4,Image 1,9,1000014915,246314,
1.15067e+06,,Spot,4,Image 1,9,1000074239,246863,
404127,,Spot,4,Image 1,9,1000218062,246918,
910350,,Spot,4,Image 1,9,1000018381,249362,
455175,,Spot,4,Image 1,9,1000221333,249997,
1.10045e+06,,Spot,4,Image 1,9,1000019405,250348,
127513,,Spot,4,Image 1,9,1000165097,251399,
905270,,Spot,4,Image 1,9,1000136105,251464,
650250,,Spot,4,Image 1,9,1000224234,252909,
2.07728e+06,,Spot,4,Image 1,9,1000224241,252913,
581666,,Spot,4,Image 1,9,1000224431,253095,
529128,,Spot,4,Image 1,9,1000135496,253178,
910350,,Spot,4,Image 1,9,1000196023,253490,
49108,,Spot,4,Image 1,9,1000253547,253547,
71444,,Spot,4,Image 1,9,1000080712,253569,
787166,,Spot,4,Image 1,9,1000138478,253896,
12039,,Spot,4,Image 1,9,1000196749,254212,
483244,,Spot,4,Image 1,9,1000111173,254504,
1.17045e+06,,Spot,4,Image 1,9,1000226383,255067,
1.10288e+06,,Spot,4,Image 1,9,1000025863,256714,
520200,,Spot,4,Image 1,9,1000026374,256892,
905773,,Spot,4,Image 1,9,1000026660,257187,
769138,,Spot,4,Image 1,9,1000199932,257298,
650250,,Spot,4,Image 1,9,1000257305,257305,
90455,,Spot,4,Image 1,9,1000024512,257487,
844307,,Spot,4,Image 1,9,1000027245,257516,
1.45814e+06,,Spot,4,Image 1,9,1000027048,257607,
195075,,Spot,4,Image 1,9,1000027656,258625,
520200,,Spot,4,Image 1,9,1000028860,259655,
896651,,Spot,4,Image 1,9,1000029962,260412,
712732,,Spot,4,Image 1,9,1000260417,260417,
585225,,Spot,4,Image 1,9,1000260594,260594,
420686,,Spot,4,Image 1,9,1000117221,261077,
332147,,Spot,4,Image 1,9,1000145899,261278,
832131,,Spot,4,Image 1,9,1000232501,261285,
975375,,Spot,4,Image 1,10,1000178867,264958,
1.06077e+06,,Spot,4,Image 1,10,1000034728,265173,
81795,,Spot,4,Image 1,10,1000094504,266925,
974866,,Spot,4,Image 1,10,1000008102,269091,
830111,,Spot,4,Image 1,10,1000244446,273132,
374400,,Spot,4,Image 1,10,1000071729,273397,
523571,,Spot,4,Image 1,10,1000158060,273457,
715,,Spot,4,Image 1,10,1000130081,274092,
647707,,Spot,4,Image 1,10,1000014633,274815,
102743,,Spot,4,Image 1,10,1000218062,275628,
776232,,Spot,4,Image 1,10,1000275823,275823,
764583,,Spot,4,Image 1,10,1000074239,275844,
780300,,Spot,4,Image 1,10,1000018381,278435,
16288,,Spot,4,Image 1,10,1000278844,278844,
845325,,Spot,4,Image 1,10,1000221333,279067,
1.2944e+06,,Spot,4,Image 1,10,1000136105,280223,
1.16335e+06,,Spot,4,Image 1,10,1000165097,280477,
650250,,Spot,4,Image 1,10,1000224234,281995,
780300,,Spot,4,Image 1,10,1000224241,282000,
158339,,Spot,4,Image 1,10,1000019405,282050,
1.02923e+06,,Spot,4,Image 1,10,1000224431,282196,
335538,,Spot,4,Image 1,10,1000135496,282272,
520200,,Spot,4,Image 1,10,1000282540,282540,
1.10543e+06,,Spot,4,Image 1,10,1000196023,282594,
27065,,Spot,4,Image 1,10,1000253547,282661,
845325,,Spot,4,Image 1,10,1000282868,282868,
943108,,Spot,4,Image 1,10,1000138478,283029,
7572,,Spot,4,Image 1,10,1000080712,283031,
140409,,Spot,4,Image 1,10,1000196749,283355,
527842,,Spot,4,Image 1,10,1000111173,283651,
650250,,Spot,4,Image 1,10,1000226383,284246,
1.06878e+06,,Spot,4,Image 1,10,1000027048,284624,
1.35181e+06,,Spot,4,Image 1,10,1000025863,285708,
715275,,Spot,4,Image 1,10,1000026374,286205,
778264,,Spot,4,Image 1,10,1000026660,286479,
837199,,Spot,4,Image 1,10,1000199932,286579,
910350,,Spot,4,Image 1,10,1000257305,286591,
42220,,Spot,4,Image 1,10,1000024512,286743,
584716,,Spot,4,Image 1,10,1000028860,288890,
769138,,Spot,4,Image 1,10,1000260417,289633,
845325,,Spot,4,Image 1,10,1000260594,289822,
116739,,Spot,4,Image 1,10,1000145899,290419,
953038,,Spot,4,Image 1,10,1000232501,290422,
1.61097e+06,,Spot,4,Image 1,10,1000290426,290426,
708674,,Spot,4,Image 1,11,1000290900,290900,
845325,,Spot,4,Image 1,11,1000178867,294112,
488840,,Spot,4,Image 1,11,1000034728,294300,
780300,,Spot,4,Image 1,11,1000008102,298353,
955604,,Spot,4,Image 1,11,1000244446,302487,
449251,,Spot,4,Image 1,11,1000071729,302750,
868599,,Spot,4,Image 1,11,1000158060,302820,
260,,Spot,4,Image 1,11,1000130081,303418,
910350,,Spot,4,Image 1,11,1000014633,304159,
225469,,Spot,4,Image 1,11,1000218062,304956,
838716,,Spot,4,Image 1,11,1000275823,305169,
957119,,Spot,4,Image 1,11,1000074239,305193,
37353,,Spot,4,Image 1,11,1000278844,308213,
520200,,Spot,4,Image 1,11,1000221333,308444,
585225,,Spot,4,Image 1,11,1000224234,308734,
712645,,Spot,4,Image 1,11,1000019405,308790,
520200,,Spot,4,Image 1,11,1000165097,309573,
1.0404e+06,,Spot,4,Image 1,11,1000224241,311362,
576087,,Spot,4,Image 1,11,1000224431,311542,
1.36502e+06,,Spot,4,Image 1,11,1000196023,311574,
775716,,Spot,4,Image 1,11,1000253547,311626,
650250,,Spot,4,Image 1,11,1000282868,312193,
975375,,Spot,4,Image 1,11,1000282540,312199,
32760,,Spot,4,Image 1,11,1000080712,312392,
69722,,Spot,4,Image 1,11,1000196749,312713,
248028,,Spot,4,Image 1,11,1000312915,312915,
548035,,Spot,4,Image 1,11,1000111173,312994,
520200,,Spot,4,Image 1,11,1000226383,313835,
836832,,Spot,4,Image 1,11,1000027048,313885,
650250,,Spot,4,Image 1,11,1000026374,315460,
581155,,Spot,4,Image 1,11,1000026660,315763,
578624,,Spot,4,Image 1,11,1000199932,315851,
780300,,Spot,4,Image 1,11,1000257305,315870,
26909,,Spot,4,Image 1,11,1000024512,316043,
900703,,Spot,4,Image 1,11,1000260417,318916,
910350,,Spot,4,Image 1,11,1000260594,319098,
100024,,Spot,4,Image 1,11,1000145899,319743,
1.12627e+06,,Spot,4,Image 1,11,1000232501,319753,
1.14418e+06,,Spot,4,Image 1,11,1000290426,319755,
838724,,Spot,4,Image 1,12,1000290900,320267,
26989,,Spot,4,Image 1,12,1000320447,320447,
1.0404e+06,,Spot,4,Image 1,12,1000178867,323471,
504652,,Spot,4,Image 1,12,1000034728,323630,
492381,,Spot,4,Image 1,12,1000327258,327258,
843798,,Spot,4,Image 1,12,1000008102,327597,
643643,,Spot,4,Image 1,12,1000244446,331820,
118075,,Spot,4,Image 1,12,1000071729,332124,
1.10543e+06,,Spot,4,Image 1,12,1000014633,333504,
645166,,Spot,4,Image 1,12,1000275823,334574,
192534,,Spot,4,Image 1,12,1000074239,334588,
452857,,Spot,4,Image 1,12,1000218062,334649,
297796,,Spot,4,Image 1,12,1000158060,334766,
77663,,Spot,4,Image 1,12,1000278844,337535,
975375,,Spot,4,Image 1,12,1000221333,337717,
455175,,Spot,4,Image 1,12,1000224234,338033,
664208,,Spot,4,Image 1,12,1000019405,338084,
486053,,Spot,4,Image 1,12,1000338312,338312,
779282,,Spot,4,Image 1,12,1000165097,338811,
1.8207e+06,,Spot,4,Image 1,12,1000224241,340544,
576087,,Spot,4,Image 1,12,1000224431,340696,
1.43055e+06,,Spot,4,Image 1,12,1000196023,340725,
304006,,Spot,4,Image 1,12,1000253547,340780,
845325,,Spot,4,Image 1,12,1000282540,341020,
520200,,Spot,4,Image 1,12,1000282868,341314,
37585,,Spot,4,Image 1,12,1000080712,341500,
82448,,Spot,4,Image 1,12,1000196749,341815,
11807,,Spot,4,Image 1,12,1000312915,342010,
381969,,Spot,4,Image 1,12,1000111173,342104,
824072,,Spot,4,Image 1,12,1000226383,342656,
1.25519e+06,,Spot,4,Image 1,12,1000027048,342982,
845325,,Spot,4,Image 1,12,1000026374,344546,
258573,,Spot,4,Image 1,12,1000026660,344833,
700574,,Spot,4,Image 1,12,1000199932,344942,
969279,,Spot,4,Image 1,12,1000257305,344953,
25460,,Spot,4,Image 1,12,1000024512,345116,
901208,,Spot,4,Image 1,12,1000260417,347970,
910350,,Spot,4,Image 1,12,1000260594,348147,
169864,,Spot,4,Image 1,12,1000145899,348845,
741035,,Spot,4,Image 1,12,1000232501,348849,
985128,,Spot,4,Image 1,12,1000290426,348853,
647200,,Spot,4,Image 1,13,1000290900,349380,
16336,,Spot,4,Image 1,13,1000320447,349580,
585225,,Spot,4,Image 1,13,1000178867,352590,
489005,,Spot,4,Image 1,13,1000034728,352773,
179731,,Spot,4,Image 1,13,1000354440,354440,
40894,,Spot,4,Image 1,13,1000354480,354480,
304848,,Spot,4,Image 1,13,1000327258,356160,
970289,,Spot,4,Image 1,13,1000008102,356736,
774204,,Spot,4,Image 1,13,1000244446,360874,
122944,,Spot,4,Image 1,13,1000071729,361148,
1.0404e+06,,Spot,4,Image 1,13,1000014633,362490,
771665,,Spot,4,Image 1,13,1000275823,363531,
640096,,Spot,4,Image 1,13,1000074239,363546,
296296,,Spot,4,Image 1,13,1000218062,363606,
24110,,Spot,4,Image 1,13,1000278844,366498,
909841,,Spot,4,Image 1,13,1000221333,366718,
780300,,Spot,4,Image 1,13,1000224241,367020,
601077,,Spot,4,Image 1,13,1000019405,367076,
457014,,Spot,4,Image 1,13,1000338312,367314,
585225,,Spot,4,Image 1,13,1000165097,368149,
650250,,Spot,4,Image 1,13,1000224234,369566,
769637,,Spot,4,Image 1,13,1000224431,369729,
194566,,Spot,4,Image 1,13,1000196023,369764,
156211,,Spot,4,Image 1,13,1000253547,369823,
910350,,Spot,4,Image 1,13,1000282540,370059,
180054,,Spot,4,Image 1,13,1000080712,370551,
260100,,Spot,4,Image 1,13,1000282868,370670,
69481,,Spot,4,Image 1,13,1000196749,370869,
923,,Spot,4,Image 1,13,1000312915,371100,
382539,,Spot,4,Image 1,13,1000111173,371189,
195075,,Spot,4,Image 1,13,1000371442,371442,
910350,,Spot,4,Image 1,13,1000226383,371745,
1.32588e+06,,Spot,4,Image 1,13,1000027048,372095,
9970,,Spot,4,Image 1,13,1000373068,373068,
910350,,Spot,4,Image 1,13,1000026374,373583,
642120,,Spot,4,Image 1,13,1000026660,373869,
603493,,Spot,4,Image 1,13,1000199932,373973,
449588,,Spot,4,Image 1,13,1000257305,373980,
17761,,Spot,4,Image 1,13,1000024512,374152,
577608,,Spot,4,Image 1,13,1000260417,376655,
909332,,Spot,4,Image 1,13,1000260594,377159,
122615,,Spot,4,Image 1,13,1000145899,377817,
596424,,Spot,4,Image 1,13,1000232501,377823,
282862,,Spot,4,Image 1,13,1000290426,377828,
646186,,Spot,4,Image 1,14,1000290900,378365,
29267,,Spot,4,Image 1,14,1000320447,378573,
1.0404e+06,,Spot,4,Image 1,14,1000178867,379911,
215579,,Spot,4,Image 1,14,1000034728,381380,
465085,,Spot,4,Image 1,14,1000354440,383368,
24772,,Spot,4,Image 1,14,1000354480,383405,
87847,,Spot,4,Image 1,14,1000327258,385098,
331446,,Spot,4,Image 1,14,1000385100,385100,
764078,,Spot,4,Image 1,14,1000008102,385535,
193041,,Spot,4,Image 1,14,1000244446,389772,
1.17045e+06,,Spot,4,Image 1,14,1000014633,391286,
909332,,Spot,4,Image 1,14,1000275823,392500,
173541,,Spot,4,Image 1,14,1000218062,392581,
909332,,Spot,4,Image 1,14,1000221333,395328,
22532,,Spot,4,Image 1,14,1000278844,395431,
715275,,Spot,4,Image 1,14,1000224234,395980,
1.15251e+06,,Spot,4,Image 1,14,1000224241,395984,
620768,,Spot,4,Image 1,14,1000019405,396019,
1.0978e+06,,Spot,4,Image 1,14,1000224431,396145,
612459,,Spot,4,Image 1,14,1000338312,396273,
