
Intensity Sum of Square Ch=5 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,TrackID,ID,
481323,,Spot,5,Image 1,14,1000224241,395984,
539167,,Spot,5,Image 1,14,1000019405,396019,
433390,,Spot,5,Image 1,14,1000224431,396145,
390137,,Spot,5,Image 1,14,1000338312,396273,
490861,,Spot,5,Image 1,14,1000165097,396760,
477740,,Spot,5,Image 1,14,1000196023,398660,
1.08418e+06,,Spot,5,Image 1,14,1000253547,398711,
364301,,Spot,5,Image 1,14,1000282540,398941,
234841,,Spot,5,Image 1,14,1000282868,399235,
294233,,Spot,5,Image 1,14,1000196749,399414,
460099,,Spot,5,Image 1,14,1000080712,399444,
407632,,Spot,5,Image 1,14,1000373068,399716,
463170,,Spot,5,Image 1,14,1000312915,399918,
1.30143e+06,,Spot,5,Image 1,14,1000111173,399990,
439156,,Spot,5,Image 1,14,1000371442,400244,
524099,,Spot,5,Image 1,14,1000027048,400915,
310607,,Spot,5,Image 1,14,1000401657,401657,
236622,,Spot,5,Image 1,14,1000026374,402334,
390790,,Spot,5,Image 1,14,1000402605,402605,
457129,,Spot,5,Image 1,14,1000199932,402701,
370199,,Spot,5,Image 1,14,1000257305,402717,
336768,,Spot,5,Image 1,14,1000024512,402891,
353351,,Spot,5,Image 1,14,1000405139,405139,
458113,,Spot,5,Image 1,14,1000260417,405314,
397078,,Spot,5,Image 1,14,1000260594,405853,
541809,,Spot,5,Image 1,14,1000145899,406550,
911468,,Spot,5,Image 1,14,1000232501,406554,
519866,,Spot,5,Image 1,14,1000290426,406557,
341496,,Spot,5,Image 1,15,1000290900,407107,
544797,,Spot,5,Image 1,15,1000320447,407345,
377092,,Spot,5,Image 1,15,1000178867,408709,
243118,,Spot,5,Image 1,15,1000409035,409035,
410498,,Spot,5,Image 1,15,1000354480,412263,
1.0458e+06,,Spot,5,Image 1,15,1000354440,412471,
407524,,Spot,5,Image 1,15,1000327258,414040,
476019,,Spot,5,Image 1,15,1000385100,414048,
246627,,Spot,5,Image 1,15,1000008102,414497,
309189,,Spot,5,Image 1,15,1000244446,418817,
495066,,Spot,5,Image 1,15,1000275823,421562,
248380,,Spot,5,Image 1,15,1000421574,421574,
1.20102e+06,,Spot,5,Image 1,15,1000218062,421663,
259682,,Spot,5,Image 1,15,1000423376,423376,
512272,,Spot,5,Image 1,15,1000278844,424519,
338912,,Spot,5,Image 1,15,1000019405,425097,
383382,,Spot,5,Image 1,15,1000224431,425221,
370802,,Spot,5,Image 1,15,1000338312,425331,
368303,,Spot,5,Image 1,15,1000165097,425817,
477067,,Spot,5,Image 1,15,1000196023,427702,
289958,,Spot,5,Image 1,15,1000282540,427968,
942522,,Spot,5,Image 1,15,1000253547,428122,
272498,,Spot,5,Image 1,15,1000282868,428284,
428954,,Spot,5,Image 1,15,1000080712,428462,
405522,,Spot,5,Image 1,15,1000196749,428756,
570226,,Spot,5,Image 1,15,1000312915,428970,
1.99404e+06,,Spot,5,Image 1,15,1000111173,429038,
490078,,Spot,5,Image 1,15,1000371442,429338,
507752,,Spot,5,Image 1,15,1000429687,429687,
529009,,Spot,5,Image 1,15,1000027048,429991,
402600,,Spot,5,Image 1,15,1000401657,430726,
189506,,Spot,5,Image 1,15,1000373068,430921,
203616,,Spot,5,Image 1,15,1000026374,431402,
485569,,Spot,5,Image 1,15,1000402605,431690,
115021,,Spot,5,Image 1,15,1000199932,431779,
477328,,Spot,5,Image 1,15,1000257305,431789,
433145,,Spot,5,Image 1,15,1000024512,431954,
309310,,Spot,5,Image 1,15,1000405139,434235,
460111,,Spot,5,Image 1,15,1000260417,434420,
380055,,Spot,5,Image 1,15,1000260594,434965,
429393,,Spot,5,Image 1,15,1000145899,435593,
886696,,Spot,5,Image 1,15,1000232501,435599,
286658,,Spot,5,Image 1,15,1000290426,435603,
310805,,Spot,5,Image 1,16,1000290900,436100,
564887,,Spot,5,Image 1,16,1000320447,436756,
417217,,Spot,5,Image 1,16,1000178867,437671,
255348,,Spot,5,Image 1,16,1000409035,438135,
283288,,Spot,5,Image 1,16,1000439186,439186,
524104,,Spot,5,Image 1,16,1000354440,441187,
434054,,Spot,5,Image 1,16,1000354480,441220,
262835,,Spot,5,Image 1,16,1000327258,442909,
642834,,Spot,5,Image 1,16,1000385100,442914,
295170,,Spot,5,Image 1,16,1000008102,443356,
432332,,Spot,5,Image 1,16,1000244446,447272,
318735,,Spot,5,Image 1,16,1000449132,449132,
327950,,Spot,5,Image 1,16,1000275823,450187,
366841,,Spot,5,Image 1,16,1000421574,450197,
242513,,Spot,5,Image 1,16,1000423376,452082,
1.50301e+06,,Spot,5,Image 1,16,1000218062,452867,
576639,,Spot,5,Image 1,16,1000278844,453216,
570025,,Spot,5,Image 1,16,1000019405,453768,
403011,,Spot,5,Image 1,16,1000224431,453886,
317089,,Spot,5,Image 1,16,1000338312,454011,
261341,,Spot,5,Image 1,16,1000454057,454057,
317325,,Spot,5,Image 1,16,1000165097,454506,
257302,,Spot,5,Image 1,16,1000454567,454567,
519411,,Spot,5,Image 1,16,1000312915,455118,
591219,,Spot,5,Image 1,16,1000196023,456448,
293761,,Spot,5,Image 1,16,1000282540,456729,
291063,,Spot,5,Image 1,16,1000282868,457035,
347773,,Spot,5,Image 1,16,1000080712,457216,
511903,,Spot,5,Image 1,16,1000373068,457521,
981589,,Spot,5,Image 1,16,1000111173,457800,
453844,,Spot,5,Image 1,16,1000371442,458059,
553461,,Spot,5,Image 1,16,1000429687,458412,
197658,,Spot,5,Image 1,16,1000027048,458707,
372544,,Spot,5,Image 1,16,1000401657,459408,
261224,,Spot,5,Image 1,16,1000026374,459858,
416465,,Spot,5,Image 1,16,1000199932,460237,
303449,,Spot,5,Image 1,16,1000257305,460246,
276881,,Spot,5,Image 1,16,1000402605,460413,
584508,,Spot,5,Image 1,16,1000024512,460724,
303213,,Spot,5,Image 1,16,1000260417,461707,
421567,,Spot,5,Image 1,16,1000405139,463011,
652731,,Spot,5,Image 1,16,1000260594,463726,
707672,,Spot,5,Image 1,16,1000145899,464422,
1.26207e+06,,Spot,5,Image 1,16,1000232501,464429,
1.09164e+06,,Spot,5,Image 1,16,1000290426,464434,
213835,,Spot,5,Image 1,17,1000290900,464973,
529691,,Spot,5,Image 1,17,1000320447,465600,
564931,,Spot,5,Image 1,17,1000178867,466461,
379072,,Spot,5,Image 1,17,1000409035,466808,
359352,,Spot,5,Image 1,17,1000439186,467942,
118697,,Spot,5,Image 1,17,1000354440,469989,
580321,,Spot,5,Image 1,17,1000354480,470011,
214720,,Spot,5,Image 1,17,1000327258,471824,
285297,,Spot,5,Image 1,17,1000385100,471829,
287791,,Spot,5,Image 1,17,1000008102,472219,
228274,,Spot,5,Image 1,17,1000423376,478062,
179826,,Spot,5,Image 1,17,1000449132,478114,
355628,,Spot,5,Image 1,17,1000275823,479258,
63001,,Spot,5,Image 1,17,1000421574,479273,
720691,,Spot,5,Image 1,17,1000454057,480386,
687550,,Spot,5,Image 1,17,1000019405,482884,
293614,,Spot,5,Image 1,17,1000338312,483143,
330984,,Spot,5,Image 1,17,1000454567,483371,
432034,,Spot,5,Image 1,17,1000165097,483628,
548952,,Spot,5,Image 1,17,1000196023,485548,
327287,,Spot,5,Image 1,17,1000282540,485818,
277688,,Spot,5,Image 1,17,1000282868,486152,
278765,,Spot,5,Image 1,17,1000080712,486345,
531521,,Spot,5,Image 1,17,1000312915,486851,
928919,,Spot,5,Image 1,17,1000111173,486915,
529970,,Spot,5,Image 1,17,1000371442,487193,
522861,,Spot,5,Image 1,17,1000429687,487511,
232678,,Spot,5,Image 1,17,1000401657,488500,
224781,,Spot,5,Image 1,17,1000488632,488632,
804974,,Spot,5,Image 1,17,1000373068,488750,
322924,,Spot,5,Image 1,17,1000026374,489213,
605203,,Spot,5,Image 1,17,1000489329,489329,
360999,,Spot,5,Image 1,17,1000402605,489469,
470543,,Spot,5,Image 1,17,1000024512,489781,
329306,,Spot,5,Image 1,17,1000405139,492033,
268683,,Spot,5,Image 1,17,1000260417,492217,
955581,,Spot,5,Image 1,17,1000260594,492735,
247225,,Spot,5,Image 1,17,1000493396,493396,
819005,,Spot,5,Image 1,17,1000145899,493459,
321845,,Spot,5,Image 1,17,1000290426,493470,
255872,,Spot,5,Image 1,18,1000320447,494672,
352819,,Spot,5,Image 1,18,1000178867,495547,
306473,,Spot,5,Image 1,18,1000409035,495994,
126002,,Spot,5,Image 1,18,1000439186,496987,
551294,,Spot,5,Image 1,18,1000354480,499110,
841247,,Spot,5,Image 1,18,1000354440,499330,
682732,,Spot,5,Image 1,18,1000385100,501090,
277591,,Spot,5,Image 1,18,1000008102,501305,
414294,,Spot,5,Image 1,18,1000449132,507120,
355637,,Spot,5,Image 1,18,1000275823,508221,
126002,,Spot,5,Image 1,18,1000421574,508233,
574489,,Spot,5,Image 1,18,1000454057,509349,
257605,,Spot,5,Image 1,18,1000423376,510045,
665375,,Spot,5,Image 1,18,1000019405,511875,
354278,,Spot,5,Image 1,18,1000338312,512123,
354650,,Spot,5,Image 1,18,1000454567,512367,
421393,,Spot,5,Image 1,18,1000165097,512640,
502038,,Spot,5,Image 1,18,1000312915,513233,
539673,,Spot,5,Image 1,18,1000196023,514524,
467009,,Spot,5,Image 1,18,1000282540,514803,
495176,,Spot,5,Image 1,18,1000515291,515291,
189003,,Spot,5,Image 1,18,1000080712,515594,
898237,,Spot,5,Image 1,18,1000111173,515878,
373329,,Spot,5,Image 1,18,1000371442,516171,
830795,,Spot,5,Image 1,18,1000429687,516515,
297698,,Spot,5,Image 1,18,1000401657,517431,
369655,,Spot,5,Image 1,18,1000373068,517694,
273877,,Spot,5,Image 1,18,1000488632,517856,
206692,,Spot,5,Image 1,18,1000026374,517902,
436679,,Spot,5,Image 1,18,1000489329,518274,
400485,,Spot,5,Image 1,18,1000402605,518452,
448098,,Spot,5,Image 1,18,1000024512,518741,
336032,,Spot,5,Image 1,18,1000260417,519707,
397879,,Spot,5,Image 1,18,1000405139,520995,
251636,,Spot,5,Image 1,18,1000493396,522340,
443464,,Spot,5,Image 1,18,1000145899,522408,
862297,,Spot,5,Image 1,18,1000522409,522409,
126002,,Spot,5,Image 1,18,1000522415,522415,
570131,,Spot,5,Image 1,18,1000290426,522416,
254184,,Spot,5,Image 1,19,1000320447,524110,
350892,,Spot,5,Image 1,19,1000178867,524549,
389210,,Spot,5,Image 1,19,1000409035,524961,
388457,,Spot,5,Image 1,19,1000439186,525896,
904727,,Spot,5,Image 1,19,1000354480,527932,
550162,,Spot,5,Image 1,19,1000354440,528164,
317861,,Spot,5,Image 1,19,1000385100,529704,
264793,,Spot,5,Image 1,19,1000008102,530128,
376462,,Spot,5,Image 1,19,1000534158,534158,
669936,,Spot,5,Image 1,19,1000535289,535289,
374991,,Spot,5,Image 1,19,1000449132,535950,
264911,,Spot,5,Image 1,19,1000423376,536045,
457955,,Spot,5,Image 1,19,1000275823,537172,
246164,,Spot,5,Image 1,19,1000421574,537184,
977309,,Spot,5,Image 1,19,1000454057,538249,
693846,,Spot,5,Image 1,19,1000019405,540819,
357063,,Spot,5,Image 1,19,1000338312,541055,
388606,,Spot,5,Image 1,19,1000454567,541268,
300688,,Spot,5,Image 1,19,1000165097,541507,
425844,,Spot,5,Image 1,19,1000312915,542127,
523559,,Spot,5,Image 1,19,1000196023,543354,
271041,,Spot,5,Image 1,19,1000282540,543636,
241692,,Spot,5,Image 1,19,1000282868,543952,
416559,,Spot,5,Image 1,19,1000515291,544173,
1.32806e+06,,Spot,5,Image 1,19,1000111173,544731,
356695,,Spot,5,Image 1,19,1000371442,544983,
946249,,Spot,5,Image 1,19,1000429687,545670,
351895,,Spot,5,Image 1,19,1000401657,546302,
63001,,Spot,5,Image 1,19,1000488632,546713,
312746,,Spot,5,Image 1,19,1000489329,547128,
296735,,Spot,5,Image 1,19,1000402605,547295,
315508,,Spot,5,Image 1,19,1000024512,547622,
448746,,Spot,5,Image 1,19,1000260417,548615,
282278,,Spot,5,Image 1,19,1000549440,549440,
380132,,Spot,5,Image 1,19,1000405139,549873,
261201,,Spot,5,Image 1,19,1000493396,551265,
414910,,Spot,5,Image 1,19,1000145899,551336,
905619,,Spot,5,Image 1,19,1000522409,551340,
402744,,Spot,5,Image 1,19,1000522415,551345,
523502,,Spot,5,Image 1,19,1000290426,551346,
271437,,Spot,5,Image 1,20,1000178867,553148,
448897,,Spot,5,Image 1,20,1000409035,554021,
357105,,Spot,5,Image 1,20,1000439186,555015,
447974,,Spot,5,Image 1,20,1000354480,557029,
631672,,Spot,5,Image 1,20,1000354440,557262,
738451,,Spot,5,Image 1,20,1000385100,558714,
337042,,Spot,5,Image 1,20,1000008102,559137,
187272,,Spot,5,Image 1,20,1000534158,563260,
343186,,Spot,5,Image 1,20,1000535289,564371,
422423,,Spot,5,Image 1,20,1000449132,565073,
275672,,Spot,5,Image 1,20,1000423376,565180,
243631,,Spot,5,Image 1,20,1000566277,566277,
384678,,Spot,5,Image 1,20,1000275823,566322,
471892,,Spot,5,Image 1,20,1000421574,566338,
736656,,Spot,5,Image 1,20,1000454057,567395,
124505,,Spot,5,Image 1,20,1000569584,569584,
482638,,Spot,5,Image 1,20,1000019405,569923,
305149,,Spot,5,Image 1,20,1000338312,570183,
570586,,Spot,5,Image 1,20,1000454567,570435,
324985,,Spot,5,Image 1,20,1000165097,570692,
337675,,Spot,5,Image 1,20,1000572485,572485,
325388,,Spot,5,Image 1,20,1000196023,572536,
234454,,Spot,5,Image 1,20,1000282868,572825,
224022,,Spot,5,Image 1,20,1000282540,572830,
427835,,Spot,5,Image 1,20,1000515291,573317,
469456,,Spot,5,Image 1,20,1000312915,573796,
1.39863e+06,,Spot,5,Image 1,20,1000111173,573855,
675380,,Spot,5,Image 1,20,1000574056,574056,
367800,,Spot,5,Image 1,20,1000371442,574109,
546030,,Spot,5,Image 1,20,1000429687,574473,
304399,,Spot,5,Image 1,20,1000488632,575470,
372146,,Spot,5,Image 1,20,1000576160,576160,
284677,,Spot,5,Image 1,20,1000489329,576167,
189536,,Spot,5,Image 1,20,1000402605,576328,
435438,,Spot,5,Image 1,20,1000024512,576691,
402558,,Spot,5,Image 1,20,1000260417,577679,
286939,,Spot,5,Image 1,20,1000549440,578488,
454227,,Spot,5,Image 1,20,1000405139,578956,
360208,,Spot,5,Image 1,20,1000493396,580340,
515748,,Spot,5,Image 1,20,1000145899,580402,
1.01622e+06,,Spot,5,Image 1,20,1000522409,580406,
400882,,Spot,5,Image 1,20,1000522415,580409,
561634,,Spot,5,Image 1,20,1000290426,580410,
476135,,Spot,5,Image 1,21,1000409035,583023,
331988,,Spot,5,Image 1,21,1000439186,584010,
567708,,Spot,5,Image 1,21,1000354480,586056,
591554,,Spot,5,Image 1,21,1000354440,586264,
358889,,Spot,5,Image 1,21,1000385100,587735,
405210,,Spot,5,Image 1,21,1000008102,588156,
464309,,Spot,5,Image 1,21,1000534158,592272,
692895,,Spot,5,Image 1,21,1000535289,593406,
305598,,Spot,5,Image 1,21,1000449132,594128,
294284,,Spot,5,Image 1,21,1000423376,594240,
380588,,Spot,5,Image 1,21,1000566277,595322,
228836,,Spot,5,Image 1,21,1000275823,595383,
445596,,Spot,5,Image 1,21,1000421574,595403,
792047,,Spot,5,Image 1,21,1000454057,596457,
1.05479e+06,,Spot,5,Image 1,21,1000569584,599061,
692169,,Spot,5,Image 1,21,1000454567,599596,
376630,,Spot,5,Image 1,21,1000165097,599850,
382390,,Spot,5,Image 1,21,1000572485,601631,
418500,,Spot,5,Image 1,21,1000196023,601682,
287543,,Spot,5,Image 1,21,1000282868,601944,
444697,,Spot,5,Image 1,21,1000515291,602451,
753872,,Spot,5,Image 1,21,1000574056,603262,
370392,,Spot,5,Image 1,21,1000312915,603305,
417323,,Spot,5,Image 1,21,1000371442,603320,
1.14684e+06,,Spot,5,Image 1,21,1000111173,603368,
488098,,Spot,5,Image 1,21,1000429687,603656,
317425,,Spot,5,Image 1,21,1000488632,604666,
399536,,Spot,5,Image 1,21,1000576160,605342,
449230,,Spot,5,Image 1,21,1000489329,605348,
349202,,Spot,5,Image 1,21,1000024512,605830,
574457,,Spot,5,Image 1,21,1000606742,606742,
358083,,Spot,5,Image 1,21,1000260417,606776,
398616,,Spot,5,Image 1,21,1000549440,607568,
379257,,Spot,5,Image 1,21,1000405139,608013,
258810,,Spot,5,Image 1,21,1000493396,609400,
574630,,Spot,5,Image 1,21,1000145899,609483,
872341,,Spot,5,Image 1,21,1000522409,609488,
334970,,Spot,5,Image 1,21,1000522415,609495,
496906,,Spot,5,Image 1,21,1000290426,609496,
846125,,Spot,5,Image 1,22,1000409035,612139,
296851,,Spot,5,Image 1,22,1000439186,613175,
349280,,Spot,5,Image 1,22,1000354480,615249,
502144,,Spot,5,Image 1,22,1000354440,615509,
481797,,Spot,5,Image 1,22,1000385100,617015,
345761,,Spot,5,Image 1,22,1000008102,617445,
527948,,Spot,5,Image 1,22,1000534158,621845,
633264,,Spot,5,Image 1,22,1000535289,622692,
395445,,Spot,5,Image 1,22,1000623228,623228,
323014,,Spot,5,Image 1,22,1000449132,623365,
301172,,Spot,5,Image 1,22,1000566277,624563,
300672,,Spot,5,Image 1,22,1000275823,624617,
883040,,Spot,5,Image 1,22,1000454057,625744,
1.80663e+06,,Spot,5,Image 1,22,1000626063,626063,
612994,,Spot,5,Image 1,22,1000569584,627914,
168426,,Spot,5,Image 1,22,1000628237,628237,
415417,,Spot,5,Image 1,22,1000454567,628771,
379768,,Spot,5,Image 1,22,1000572485,630844,
405686,,Spot,5,Image 1,22,1000196023,630885,
196033,,Spot,5,Image 1,22,1000282868,631150,
388306,,Spot,5,Image 1,22,1000515291,631656,
381856,,Spot,5,Image 1,22,1000312915,632214,
1.73605e+06,,Spot,5,Image 1,22,1000111173,632280,
811619,,Spot,5,Image 1,22,1000574056,632479,
371562,,Spot,5,Image 1,22,1000371442,632543,
503721,,Spot,5,Image 1,22,1000429687,633227,
332902,,Spot,5,Image 1,22,1000488632,633901,
301540,,Spot,5,Image 1,22,1000489329,634293,
398730,,Spot,5,Image 1,22,1000576160,634591,
223636,,Spot,5,Image 1,22,1000024512,635060,
622739,,Spot,5,Image 1,22,1000606742,636000,
301042,,Spot,5,Image 1,22,1000260417,636035,
538799,,Spot,5,Image 1,22,1000549440,636793,
470904,,Spot,5,Image 1,22,1000405139,637253,
153656,,Spot,5,Image 1,22,1000493396,638573,
759544,,Spot,5,Image 1,22,1000145899,638651,
870768,,Spot,5,Image 1,22,1000522409,638654,
542668,,Spot,5,Image 1,22,1000522415,638660,
398559,,Spot,5,Image 1,23,1000409035,641282,
375427,,Spot,5,Image 1,23,1000439186,642272,
313041,,Spot,5,Image 1,23,1000354480,644361,
357359,,Spot,5,Image 1,23,1000385100,646067,
257993,,Spot,5,Image 1,23,1000008102,646479,
768595,,Spot,5,Image 1,23,1000354440,646958,
508204,,Spot,5,Image 1,23,1000534158,650543,
1.26402e+06,,Spot,5,Image 1,23,1000535289,651640,
220579,,Spot,5,Image 1,23,1000623228,652012,
185742,,Spot,5,Image 1,23,1000449132,652319,
357322,,Spot,5,Image 1,23,1000566277,653458,
271805,,Spot,5,Image 1,23,1000275823,653522,
790271,,Spot,5,Image 1,23,1000626063,655074,
680897,,Spot,5,Image 1,23,1000569584,656781,
597936,,Spot,5,Image 1,23,1000628237,657086,
667137,,Spot,5,Image 1,23,1000454057,657479,
431014,,Spot,5,Image 1,23,1000454567,657660,
179261,,Spot,5,Image 1,23,1000657926,657926,
310363,,Spot,5,Image 1,23,1000572485,659696,
499672,,Spot,5,Image 1,23,1000196023,659747,
220234,,Spot,5,Image 1,23,1000282868,660014,
493823,,Spot,5,Image 1,23,1000515291,660518,
380025,,Spot,5,Image 1,23,1000312915,661086,
1.91876e+06,,Spot,5,Image 1,23,1000111173,661143,
63001,,Spot,5,Image 1,23,1000371442,661424,
651472,,Spot,5,Image 1,23,1000574056,661701,
540417,,Spot,5,Image 1,23,1000429687,662144,
304706,,Spot,5,Image 1,23,1000488632,662824,
262346,,Spot,5,Image 1,23,1000576160,663461,
196672,,Spot,5,Image 1,23,1000489329,663476,
538426,,Spot,5,Image 1,23,1000024512,663940,
289289,,Spot,5,Image 1,23,1000606742,664549,
307613,,Spot,5,Image 1,23,1000260417,664891,
492285,,Spot,5,Image 1,23,1000549440,665648,
301728,,Spot,5,Image 1,23,1000493396,667426,
464236,,Spot,5,Image 1,23,1000145899,667512,
939076,,Spot,5,Image 1,23,1000522409,667517,
291256,,Spot,5,Image 1,23,1000667525,667525,
482281,,Spot,5,Image 1,23,1000522415,667526,
499533,,Spot,5,Image 1,24,1000409035,670196,
429582,,Spot,5,Image 1,24,1000439186,671197,
304480,,Spot,5,Image 1,24,1000354480,673521,
259665,,Spot,5,Image 1,24,1000675627,675627,
246480,,Spot,5,Image 1,24,1000534158,679589,
891064,,Spot,5,Image 1,24,1000535289,680885,
311235,,Spot,5,Image 1,24,1000623228,681151,
125002,,Spot,5,Image 1,24,1000449132,681492,
380272,,Spot,5,Image 1,24,1000566277,682589,
302840,,Spot,5,Image 1,24,1000275823,682652,
780140,,Spot,5,Image 1,24,1000626063,684192,
284715,,Spot,5,Image 1,24,1000684239,684239,
828821,,Spot,5,Image 1,24,1000569584,685920,
314751,,Spot,5,Image 1,24,1000628237,686205,
268076,,Spot,5,Image 1,24,1000686553,686553,
1.4408e+06,,Spot,5,Image 1,24,1000454057,686599,
375574,,Spot,5,Image 1,24,1000454567,686788,
206196,,Spot,5,Image 1,24,1000657926,687093,
366670,,Spot,5,Image 1,24,1000572485,688906,
469760,,Spot,5,Image 1,24,1000196023,688961,
278961,,Spot,5,Image 1,24,1000282868,689221,
414495,,Spot,5,Image 1,24,1000689377,689377,
321917,,Spot,5,Image 1,24,1000515291,689712,
1.47493e+06,,Spot,5,Image 1,24,1000111173,690305,
1.10247e+06,,Spot,5,Image 1,24,1000574056,690517,
332083,,Spot,5,Image 1,24,1000312915,690568,
407527,,Spot,5,Image 1,24,1000371442,690575,
498047,,Spot,5,Image 1,24,1000690930,690930,
449790,,Spot,5,Image 1,24,1000429687,691300,
298536,,Spot,5,Image 1,24,1000488632,691939,
369942,,Spot,5,Image 1,24,1000692325,692325,
322965,,Spot,5,Image 1,24,1000576160,692328,
270255,,Spot,5,Image 1,24,1000606742,693714,
268924,,Spot,5,Image 1,24,1000260417,694040,
351961,,Spot,5,Image 1,24,1000549440,694887,
390990,,Spot,5,Image 1,24,1000695046,695046,
326152,,Spot,5,Image 1,24,1000493396,696758,
712005,,Spot,5,Image 1,24,1000145899,696850,
800871,,Spot,5,Image 1,24,1000522409,696858,
351074,,Spot,5,Image 1,24,1000667525,696866,
490869,,Spot,5,Image 1,24,1000522415,696867,
631343,,Spot,5,Image 1,25,1000409035,699571,
372548,,Spot,5,Image 1,25,1000439186,700618,
444306,,Spot,5,Image 1,25,1000354480,702902,
157331,,Spot,5,Image 1,25,1000704730,704730,
261157,,Spot,5,Image 1,25,1000675627,705118,
207028,,Spot,5,Image 1,25,1000705525,705525,
446237,,Spot,5,Image 1,25,1000534158,708991,
820093,,Spot,5,Image 1,25,1000535289,710309,
226934,,Spot,5,Image 1,25,1000623228,710527,
407168,,Spot,5,Image 1,25,1000449132,710701,
348391,,Spot,5,Image 1,25,1000275823,711797,
212727,,Spot,5,Image 1,25,1000566277,712056,
409535,,Spot,5,Image 1,25,1000712057,712057,
743380,,Spot,5,Image 1,25,1000454057,713228,
596341,,Spot,5,Image 1,25,1000684239,713680,
767203,,Spot,5,Image 1,25,1000626063,713723,
421382,,Spot,5,Image 1,25,1000628237,715316,
651156,,Spot,5,Image 1,25,1000569584,715360,
246521,,Spot,5,Image 1,25,1000686553,716044,
554639,,Spot,5,Image 1,25,1000454567,716279,
308677,,Spot,5,Image 1,25,1000657926,716543,
360140,,Spot,5,Image 1,25,1000572485,718299,
365423,,Spot,5,Image 1,25,1000196023,718330,
425077,,Spot,5,Image 1,25,1000689377,718806,
1.54002e+06,,Spot,5,Image 1,25,1000111173,719693,
344769,,Spot,5,Image 1,25,1000312915,719956,
323656,,Spot,5,Image 1,25,1000371442,719965,
671299,,Spot,5,Image 1,25,1000574056,720253,
669400,,Spot,5,Image 1,25,1000690930,720360,
208360,,Spot,5,Image 1,25,1000488632,721319,
412175,,Spot,5,Image 1,25,1000692325,721698,
455907,,Spot,5,Image 1,25,1000576160,721705,
583463,,Spot,5,Image 1,25,1000606742,723091,
390847,,Spot,5,Image 1,25,1000549440,724236,
411757,,Spot,5,Image 1,25,1000695046,724379,
342999,,Spot,5,Image 1,25,1000493396,726025,
473569,,Spot,5,Image 1,25,1000145899,726114,
985672,,Spot,5,Image 1,25,1000522409,726124,
255902,,Spot,5,Image 1,25,1000667525,726132,
474111,,Spot,5,Image 1,25,1000522415,726133,
302997,,Spot,5,Image 1,26,1000728131,728131,
456556,,Spot,5,Image 1,26,1000409035,728846,
399538,,Spot,5,Image 1,26,1000439186,729879,
221028,,Spot,5,Image 1,26,1000354480,732141,
372656,,Spot,5,Image 1,26,1000704730,733975,
252507,,Spot,5,Image 1,26,1000675627,734406,
554926,,Spot,5,Image 1,26,1000705525,734487,
643878,,Spot,5,Image 1,26,1000534158,738198,
936068,,Spot,5,Image 1,26,1000535289,739497,
581474,,Spot,5,Image 1,26,1000623228,739739,
388663,,Spot,5,Image 1,26,1000449132,739883,
281454,,Spot,5,Image 1,26,1000275823,741029,
361716,,Spot,5,Image 1,26,1000712057,741263,
315508,,Spot,5,Image 1,26,1000686553,742428,
836899,,Spot,5,Image 1,26,1000454057,742486,
1.53367e+06,,Spot,5,Image 1,26,1000684239,742950,
63001,,Spot,5,Image 1,26,1000626063,743009,
551012,,Spot,5,Image 1,26,1000628237,744595,
716004,,Spot,5,Image 1,26,1000569584,744635,
370669,,Spot,5,Image 1,26,1000196023,745168,
371951,,Spot,5,Image 1,26,1000657926,745496,
299610,,Spot,5,Image 1,26,1000572485,747541,
345564,,Spot,5,Image 1,26,1000689377,748032,
313090,,Spot,5,Image 1,26,1000312915,748886,
1.09429e+06,,Spot,5,Image 1,26,1000111173,748941,
316675,,Spot,5,Image 1,26,1000371442,749226,
535359,,Spot,5,Image 1,26,1000690930,749271,
308084,,Spot,5,Image 1,26,1000692325,750665,
357879,,Spot,5,Image 1,26,1000576160,750916,
182998,,Spot,5,Image 1,26,1000549440,751425,
547495,,Spot,5,Image 1,26,1000606742,752298,
325587,,Spot,5,Image 1,26,1000695046,753607,
322390,,Spot,5,Image 1,26,1000755087,755087,
589368,,Spot,5,Image 1,26,1000145899,755292,
299590,,Spot,5,Image 1,26,1000667525,755310,
392619,,Spot,5,Image 1,27,1000728131,757265,
497248,,Spot,5,Image 1,27,1000409035,758018,
294532,,Spot,5,Image 1,27,1000354480,761320,
418395,,Spot,5,Image 1,27,1000704730,762986,
433052,,Spot,5,Image 1,27,1000705525,764022,
1.11532e+06,,Spot,5,Image 1,27,1000764459,764459,
307049,,Spot,5,Image 1,27,1000675627,766298,
561184,,Spot,5,Image 1,27,1000534158,767422,
673762,,Spot,5,Image 1,27,1000535289,768706,
330732,,Spot,5,Image 1,27,1000623228,768950,
371948,,Spot,5,Image 1,27,1000449132,769101,
276129,,Spot,5,Image 1,27,1000275823,770268,
373856,,Spot,5,Image 1,27,1000712057,770520,
543066,,Spot,5,Image 1,27,1000626063,772215,
1.23643e+06,,Spot,5,Image 1,27,1000684239,772320,
655448,,Spot,5,Image 1,27,1000628237,773970,
722002,,Spot,5,Image 1,27,1000569584,774001,
422699,,Spot,5,Image 1,27,1000572485,774517,
621370,,Spot,5,Image 1,27,1000196023,774555,
334856,,Spot,5,Image 1,27,1000686553,774715,
