
Intensity Mean Ch=1 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,TrackID,ID,
255,,Spot,1,Image 1,1,1000000426,426,
90.8667,,Spot,1,Image 1,1,1000005575,5575,
255,,Spot,1,Image 1,1,1000008102,8102,
255,,Spot,1,Image 1,1,1000011182,11182,
255,,Spot,1,Image 1,1,1000014633,14633,
18.6667,,Spot,1,Image 1,1,1000014915,14915,
248.125,,Spot,1,Image 1,1,1000018381,18381,
221.722,,Spot,1,Image 1,1,1000019405,19405,
255,,Spot,1,Image 1,1,1000022248,22248,
255,,Spot,1,Image 1,1,1000023039,23039,
255,,Spot,1,Image 1,1,1000023639,23639,
2.16667,,Spot,1,Image 1,1,1000024512,24512,
255,,Spot,1,Image 1,1,1000025762,25762,
255,,Spot,1,Image 1,1,1000025863,25863,
255,,Spot,1,Image 1,1,1000025898,25898,
255,,Spot,1,Image 1,1,1000026374,26374,
255,,Spot,1,Image 1,1,1000026660,26660,
255,,Spot,1,Image 1,1,1000026789,26789,
68,,Spot,1,Image 1,1,1000026990,26990,
105.722,,Spot,1,Image 1,1,1000027048,27048,
255,,Spot,1,Image 1,1,1000027245,27245,
247.188,,Spot,1,Image 1,1,1000027656,27656,
249.625,,Spot,1,Image 1,1,1000028849,28849,
255,,Spot,1,Image 1,1,1000028860,28860,
250.8,,Spot,1,Image 1,1,1000029962,29962,
253.444,,Spot,1,Image 1,2,1000000426,31408,
206.824,,Spot,1,Image 1,2,1000034728,34728,
63.5714,,Spot,1,Image 1,2,1000005575,36136,
251.786,,Spot,1,Image 1,2,1000008102,38443,
250.65,,Spot,1,Image 1,2,1000011182,41290,
254.4,,Spot,1,Image 1,2,1000014633,44511,
20.5,,Spot,1,Image 1,2,1000014915,44743,
252.167,,Spot,1,Image 1,2,1000018381,48029,
233,,Spot,1,Image 1,2,1000019405,48982,
240.231,,Spot,1,Image 1,2,1000023639,50349,
255,,Spot,1,Image 1,2,1000022248,51941,
252.208,,Spot,1,Image 1,2,1000023039,52388,
0.1875,,Spot,1,Image 1,2,1000024512,53806,
88.25,,Spot,1,Image 1,2,1000026990,53878,
253.412,,Spot,1,Image 1,2,1000025863,54980,
253.7,,Spot,1,Image 1,2,1000025898,55022,
255,,Spot,1,Image 1,2,1000025762,55178,
254.429,,Spot,1,Image 1,2,1000026374,55483,
254,,Spot,1,Image 1,2,1000026660,55751,
247.389,,Spot,1,Image 1,2,1000026789,55877,
96.9333,,Spot,1,Image 1,2,1000027048,56142,
254.938,,Spot,1,Image 1,2,1000027245,56330,
253.846,,Spot,1,Image 1,2,1000027656,56728,
222.556,,Spot,1,Image 1,2,1000028849,57830,
252,,Spot,1,Image 1,2,1000028860,57836,
254.833,,Spot,1,Image 1,2,1000058544,58544,
250.125,,Spot,1,Image 1,2,1000029962,58891,
253.7,,Spot,1,Image 1,3,1000000426,60244,
204.706,,Spot,1,Image 1,3,1000034728,63643,
52.5,,Spot,1,Image 1,3,1000005575,65097,
254.462,,Spot,1,Image 1,3,1000008102,67443,
0.6,,Spot,1,Image 1,3,1000069455,69455,
246.5,,Spot,1,Image 1,3,1000011182,70317,
31.3333,,Spot,1,Image 1,3,1000071729,71729,
248.444,,Spot,1,Image 1,3,1000014633,73446,
24.0476,,Spot,1,Image 1,3,1000014915,73705,
226.056,,Spot,1,Image 1,3,1000074239,74239,
249.111,,Spot,1,Image 1,3,1000018381,76943,
204.313,,Spot,1,Image 1,3,1000019405,77924,
235.667,,Spot,1,Image 1,3,1000023639,79247,
28.9167,,Spot,1,Image 1,3,1000080712,80712,
254.714,,Spot,1,Image 1,3,1000022248,80953,
252.9,,Spot,1,Image 1,3,1000023039,81387,
247.6,,Spot,1,Image 1,3,1000082174,82174,
249.056,,Spot,1,Image 1,3,1000025863,84084,
253.8,,Spot,1,Image 1,3,1000025898,84121,
255,,Spot,1,Image 1,3,1000025762,84276,
254.714,,Spot,1,Image 1,3,1000026374,84574,
254.333,,Spot,1,Image 1,3,1000026660,84846,
0.428571,,Spot,1,Image 1,3,1000024512,85119,
56.5556,,Spot,1,Image 1,3,1000026990,85188,
128.077,,Spot,1,Image 1,3,1000027048,85231,
254.833,,Spot,1,Image 1,3,1000027245,85436,
253.286,,Spot,1,Image 1,3,1000027656,85840,
250.714,,Spot,1,Image 1,3,1000028860,87067,
242.933,,Spot,1,Image 1,3,1000028849,87068,
253,,Spot,1,Image 1,3,1000026789,87113,
255,,Spot,1,Image 1,3,1000058544,87764,
251.909,,Spot,1,Image 1,3,1000029962,88111,
253.667,,Spot,1,Image 1,4,1000000426,89999,
223.385,,Spot,1,Image 1,4,1000034728,92817,
36.3125,,Spot,1,Image 1,4,1000005575,94472,
57.4333,,Spot,1,Image 1,4,1000094504,94504,
253.167,,Spot,1,Image 1,4,1000008102,96642,
249.476,,Spot,1,Image 1,4,1000011182,99638,
20.8636,,Spot,1,Image 1,4,1000071729,100780,
0,,Spot,1,Image 1,4,1000069455,101402,
245.917,,Spot,1,Image 1,4,1000014633,102466,
17.2778,,Spot,1,Image 1,4,1000014915,102705,
243.077,,Spot,1,Image 1,4,1000074239,103194,
250.333,,Spot,1,Image 1,4,1000018381,105925,
202.467,,Spot,1,Image 1,4,1000019405,106901,
253.583,,Spot,1,Image 1,4,1000023639,107889,
5.73333,,Spot,1,Image 1,4,1000080712,109580,
254.286,,Spot,1,Image 1,4,1000022248,109796,
251.938,,Spot,1,Image 1,4,1000023039,110552,
250.609,,Spot,1,Image 1,4,1000082174,111030,
152.333,,Spot,1,Image 1,4,1000111173,111173,
176.25,,Spot,1,Image 1,4,1000026990,111660,
249.762,,Spot,1,Image 1,4,1000025863,112778,
254,,Spot,1,Image 1,4,1000025898,112805,
255,,Spot,1,Image 1,4,1000025762,112950,
250.6,,Spot,1,Image 1,4,1000026374,113239,
253.5,,Spot,1,Image 1,4,1000026660,113520,
0,,Spot,1,Image 1,4,1000024512,113757,
180.875,,Spot,1,Image 1,4,1000027048,113865,
254.522,,Spot,1,Image 1,4,1000027245,114053,
253.4,,Spot,1,Image 1,4,1000027656,114406,
249.313,,Spot,1,Image 1,4,1000028849,115497,
253.5,,Spot,1,Image 1,4,1000026789,115539,
252.353,,Spot,1,Image 1,4,1000028860,115808,
255,,Spot,1,Image 1,4,1000058544,116209,
239.6,,Spot,1,Image 1,4,1000029962,116546,
212.5,,Spot,1,Image 1,4,1000117221,117221,
253,,Spot,1,Image 1,5,1000000426,118445,
245.273,,Spot,1,Image 1,5,1000034728,121251,
29.25,,Spot,1,Image 1,5,1000005575,122895,
60.7436,,Spot,1,Image 1,5,1000094504,122921,
252.6,,Spot,1,Image 1,5,1000008102,125190,
0.785714,,Spot,1,Image 1,5,1000069455,126997,
235.864,,Spot,1,Image 1,5,1000011182,128077,
19.08,,Spot,1,Image 1,5,1000071729,129533,
0.861111,,Spot,1,Image 1,5,1000130081,130081,
249.909,,Spot,1,Image 1,5,1000014633,130906,
14.3333,,Spot,1,Image 1,5,1000014915,131163,
252.353,,Spot,1,Image 1,5,1000074239,131962,
247.111,,Spot,1,Image 1,5,1000018381,134403,
199.294,,Spot,1,Image 1,5,1000019405,135344,
36.125,,Spot,1,Image 1,5,1000135496,135496,
226.214,,Spot,1,Image 1,5,1000136105,136105,
252.929,,Spot,1,Image 1,5,1000023639,136650,
41.25,,Spot,1,Image 1,5,1000080712,138121,
254.1,,Spot,1,Image 1,5,1000022248,138370,
5.4,,Spot,1,Image 1,5,1000138478,138478,
253,,Spot,1,Image 1,5,1000023039,139141,
72.9259,,Spot,1,Image 1,5,1000111173,139444,
239.381,,Spot,1,Image 1,5,1000082174,139613,
242.778,,Spot,1,Image 1,5,1000026990,140299,
251.188,,Spot,1,Image 1,5,1000025863,141518,
253.909,,Spot,1,Image 1,5,1000025898,141554,
255,,Spot,1,Image 1,5,1000025762,141715,
249,,Spot,1,Image 1,5,1000026374,142006,
253.5,,Spot,1,Image 1,5,1000026660,142309,
251.125,,Spot,1,Image 1,5,1000026789,142442,
0,,Spot,1,Image 1,5,1000024512,142605,
180.2,,Spot,1,Image 1,5,1000027048,142723,
254.571,,Spot,1,Image 1,5,1000027245,142911,
253.643,,Spot,1,Image 1,5,1000027656,143300,
208,,Spot,1,Image 1,5,1000028849,144692,
236.692,,Spot,1,Image 1,5,1000028860,144697,
255,,Spot,1,Image 1,5,1000058544,145135,
247.111,,Spot,1,Image 1,5,1000029962,145462,
49,,Spot,1,Image 1,5,1000145899,145899,
217,,Spot,1,Image 1,5,1000117221,146100,
247.2,,Spot,1,Image 1,6,1000000426,147253,
245.824,,Spot,1,Image 1,6,1000034728,149987,
29.3333,,Spot,1,Image 1,6,1000005575,151677,
24,,Spot,1,Image 1,6,1000094504,151710,
253.077,,Spot,1,Image 1,6,1000008102,154042,
230.375,,Spot,1,Image 1,6,1000011182,156798,
14.5294,,Spot,1,Image 1,6,1000071729,157999,
107.385,,Spot,1,Image 1,6,1000158060,158060,
0.0625,,Spot,1,Image 1,6,1000069455,158557,
2.61538,,Spot,1,Image 1,6,1000130081,158794,
253,,Spot,1,Image 1,6,1000014633,159593,
19.2857,,Spot,1,Image 1,6,1000014915,159795,
246.75,,Spot,1,Image 1,6,1000074239,160614,
252.667,,Spot,1,Image 1,6,1000018381,163048,
48.1176,,Spot,1,Image 1,6,1000135496,164167,
249.375,,Spot,1,Image 1,6,1000165097,165097,
245.7,,Spot,1,Image 1,6,1000136105,165141,
252.111,,Spot,1,Image 1,6,1000023639,165409,
199.167,,Spot,1,Image 1,6,1000019405,166686,
252.444,,Spot,1,Image 1,6,1000022248,166839,
18,,Spot,1,Image 1,6,1000080712,166933,
115.417,,Spot,1,Image 1,6,1000138478,167324,
253.667,,Spot,1,Image 1,6,1000023039,168006,
46.0833,,Spot,1,Image 1,6,1000111173,168315,
234.733,,Spot,1,Image 1,6,1000082174,168492,
236.313,,Spot,1,Image 1,6,1000026990,169213,
252.25,,Spot,1,Image 1,6,1000025863,170750,
254.308,,Spot,1,Image 1,6,1000025898,170777,
255,,Spot,1,Image 1,6,1000025762,170880,
254.5,,Spot,1,Image 1,6,1000026374,170923,
253.444,,Spot,1,Image 1,6,1000026660,171211,
234.929,,Spot,1,Image 1,6,1000026789,171326,
1,,Spot,1,Image 1,6,1000024512,171491,
203.176,,Spot,1,Image 1,6,1000027048,171600,
254.643,,Spot,1,Image 1,6,1000027245,171786,
253.9,,Spot,1,Image 1,6,1000027656,172144,
159,,Spot,1,Image 1,6,1000028849,173596,
234.4,,Spot,1,Image 1,6,1000028860,173606,
255,,Spot,1,Image 1,6,1000058544,174031,
252.083,,Spot,1,Image 1,6,1000029962,174373,
239.444,,Spot,1,Image 1,6,1000117221,175066,
146.75,,Spot,1,Image 1,6,1000145899,175260,
247.333,,Spot,1,Image 1,7,1000178867,178867,
219.813,,Spot,1,Image 1,7,1000034728,179036,
50.5769,,Spot,1,Image 1,7,1000005575,180676,
15.7619,,Spot,1,Image 1,7,1000094504,180709,
250.857,,Spot,1,Image 1,7,1000008102,183000,
107.325,,Spot,1,Image 1,7,1000158060,186936,
21.5714,,Spot,1,Image 1,7,1000071729,187159,
0.0434783,,Spot,1,Image 1,7,1000069455,187472,
0.842105,,Spot,1,Image 1,7,1000130081,187691,
250.714,,Spot,1,Image 1,7,1000014633,188535,
