
Track Intensity Min Ch=2 Img=1
 ==================== 
Track Intensity Min,Unit,Category,Channel,Image,ID,
0,,Track,2,Image 1,1000000426,
0,,Track,2,Image 1,1000005575,
0,,Track,2,Image 1,1000008102,
0,,Track,2,Image 1,1000011182,
0,,Track,2,Image 1,1000014633,
0,,Track,2,Image 1,1000014915,
0,,Track,2,Image 1,1000018381,
0,,Track,2,Image 1,1000019405,
0,,Track,2,Image 1,1000022248,
0,,Track,2,Image 1,1000023039,
0,,Track,2,Image 1,1000023639,
0,,Track,2,Image 1,1000024512,
0,,Track,2,Image 1,1000025762,
0,,Track,2,Image 1,1000025863,
0,,Track,2,Image 1,1000025898,
0,,Track,2,Image 1,1000026374,
0,,Track,2,Image 1,1000026660,
0,,Track,2,Image 1,1000026789,
0,,Track,2,Image 1,1000026990,
0,,Track,2,Image 1,1000027048,
0,,Track,2,Image 1,1000027245,
0,,Track,2,Image 1,1000027656,
0,,Track,2,Image 1,1000028849,
0,,Track,2,Image 1,1000028860,
0,,Track,2,Image 1,1000029962,
0,,Track,2,Image 1,1000034728,
0,,Track,2,Image 1,1000058544,
0,,Track,2,Image 1,1000069455,
0,,Track,2,Image 1,1000071729,
0,,Track,2,Image 1,1000074239,
0,,Track,2,Image 1,1000080712,
0,,Track,2,Image 1,1000082174,
0,,Track,2,Image 1,1000094504,
0,,Track,2,Image 1,1000111173,
0,,Track,2,Image 1,1000117221,
0,,Track,2,Image 1,1000130081,
0,,Track,2,Image 1,1000135496,
0,,Track,2,Image 1,1000136105,
0,,Track,2,Image 1,1000138478,
0,,Track,2,Image 1,1000145899,
0,,Track,2,Image 1,1000158060,
0,,Track,2,Image 1,1000165097,
0,,Track,2,Image 1,1000178867,
0,,Track,2,Image 1,1000196023,
0,,Track,2,Image 1,1000196749,
0,,Track,2,Image 1,1000199932,
0,,Track,2,Image 1,1000218062,
0,,Track,2,Image 1,1000221333,
0,,Track,2,Image 1,1000224234,
0,,Track,2,Image 1,1000224241,
0,,Track,2,Image 1,1000224431,
0,,Track,2,Image 1,1000226383,
0,,Track,2,Image 1,1000232501,
0,,Track,2,Image 1,1000244446,
0,,Track,2,Image 1,1000253547,
0,,Track,2,Image 1,1000257305,
0,,Track,2,Image 1,1000260417,
0,,Track,2,Image 1,1000260594,
0,,Track,2,Image 1,1000275823,
0,,Track,2,Image 1,1000278844,
0,,Track,2,Image 1,1000282540,
0,,Track,2,Image 1,1000282868,
0,,Track,2,Image 1,1000290426,
0,,Track,2,Image 1,1000290900,
0,,Track,2,Image 1,1000312915,
