
Track Speed StdDev
 ==================== 
Track Speed StdDev,Unit,Category,ID,
0.008846,µm/s,Track,1001129977,
0.0211352,µm/s,Track,1001132092,
0.0095856,µm/s,Track,1001132873,
0.0202,µm/s,Track,1001138880,
0.0198837,µm/s,Track,1001148839,
0.017984,µm/s,Track,1001162429,
0.0243653,µm/s,Track,1001183631,
0.018407,µm/s,Track,1001190228,
0.01119,µm/s,Track,1001205984,
0.00997868,µm/s,Track,1001222072,
0.014388,µm/s,Track,1001223904,
0.0124157,µm/s,Track,1001236985,
0.0286512,µm/s,Track,1001244289,
0.0126002,µm/s,Track,1001261153,
0.0209176,µm/s,Track,1001265495,
0.0228832,µm/s,Track,1001290709,
0.0285225,µm/s,Track,1001298039,
0.0235075,µm/s,Track,1001304416,
0.0144079,µm/s,Track,1001307011,
0.00665656,µm/s,Track,1001310725,
0.0180031,µm/s,Track,1001347654,
0.0202362,µm/s,Track,1001349662,
0.00613368,µm/s,Track,1001351185,
0.00742423,µm/s,Track,1001373018,
0.0165427,µm/s,Track,1001374929,
0.0161112,µm/s,Track,1001376957,
0.0109458,µm/s,Track,1001382680,
0.0076041,µm/s,Track,1001390095,
0.0129007,µm/s,Track,1001399631,
0.0212452,µm/s,Track,1001414282,
0.0154995,µm/s,Track,1001432525,
0.0104149,µm/s,Track,1001443126,
0.0180935,µm/s,Track,1001444551,
0.0177582,µm/s,Track,1001447832,
0.0280628,µm/s,Track,1001459999,
0.0216304,µm/s,Track,1001463577,
0.0108843,µm/s,Track,1001470670,
0.0226811,µm/s,Track,1001484970,
0.0186924,µm/s,Track,1001498754,
0.0173388,µm/s,Track,1001510065,
0.0239066,µm/s,Track,1001511880,
0.015107,µm/s,Track,1001515348,
0.010809,µm/s,Track,1001524529,
0.0125882,µm/s,Track,1001524797,
0.0164975,µm/s,Track,1001531007,
0.0307772,µm/s,Track,1001535243,
0.0108291,µm/s,Track,1001536213,
0.0284418,µm/s,Track,1001549656,
0.0104629,µm/s,Track,1001571482,
0.01564,µm/s,Track,1001585322,
0.0130417,µm/s,Track,1001597972,
0.0157386,µm/s,Track,1001634186,
0.0091911,µm/s,Track,1001641521,
0.0191,µm/s,Track,1001649683,
0.00973302,µm/s,Track,1001660310,
0.0157441,µm/s,Track,1001662631,
0.0137386,µm/s,Track,1001662802,
0.016376,µm/s,Track,1001692264,
0.0164765,µm/s,Track,1001696991,
0.0159898,µm/s,Track,1001705575,
0.0168413,µm/s,Track,1001708522,
0.0182059,µm/s,Track,1001717292,
0.0152604,µm/s,Track,1001721190,
0.0221159,µm/s,Track,1001721732,
0.0132049,µm/s,Track,1001722530,
0.0265894,µm/s,Track,1001723411,
0.0169119,µm/s,Track,1001735688,
0.0132354,µm/s,Track,1001739237,
0.0171852,µm/s,Track,1001745981,
0.0210878,µm/s,Track,1001748846,
0.0214335,µm/s,Track,1001774250,
0.00919839,µm/s,Track,1001792466,
0.0181031,µm/s,Track,1001800294,
0.00641486,µm/s,Track,1001831823,
0.0204908,µm/s,Track,1001838017,
0.0208243,µm/s,Track,1001843531,
0.0102237,µm/s,Track,1001850191,
0.0190788,µm/s,Track,1001869026,
0.0180855,µm/s,Track,1001872907,
0.0156255,µm/s,Track,1001874170,
0.0163317,µm/s,Track,1001876881,
0.013459,µm/s,Track,1001878744,
0.0161148,µm/s,Track,1001889904,
0.0110436,µm/s,Track,1001895167,
0.0119073,µm/s,Track,1001896809,
0.0134592,µm/s,Track,1001904297,
0.0121326,µm/s,Track,1001904618,
0.0214101,µm/s,Track,1001939884,
0.0243851,µm/s,Track,1001942811,
0.0266051,µm/s,Track,1001954731,
0.0100268,µm/s,Track,1001968557,
0.0152304,µm/s,Track,1001968819,
0.0144522,µm/s,Track,1001978360,
0.0139213,µm/s,Track,1002006710,
0.0116389,µm/s,Track,1002029154,
0.0100625,µm/s,Track,1002031500,
0.015728,µm/s,Track,1002047887,
0.015488,µm/s,Track,1002051985,
0.0163929,µm/s,Track,1002059095,
0.00862915,µm/s,Track,1002067444,
0.0284891,µm/s,Track,1002067747,
0.016227,µm/s,Track,1002113497,
0.0307037,µm/s,Track,1002124155,
0.021336,µm/s,Track,1002125541,
0.0137868,µm/s,Track,1002142435,
0.0149151,µm/s,Track,1002148602,
0.0154352,µm/s,Track,1002150876,
0.0128687,µm/s,Track,1002158806,
0.0255694,µm/s,Track,1002180262,
0.0151414,µm/s,Track,1002182375,
0.0108258,µm/s,Track,1002205040,
0.0139262,µm/s,Track,1002211774,
0.025177,µm/s,Track,1002213141,
0.0145564,µm/s,Track,1002223441,
0.0121653,µm/s,Track,1002227684,
0.0197838,µm/s,Track,1002236414,
0.0130423,µm/s,Track,1002242134,
0.0103354,µm/s,Track,1002242329,
0.0111817,µm/s,Track,1002243369,
0.0158702,µm/s,Track,1002246854,
0.0255138,µm/s,Track,1002262996,
0.0136222,µm/s,Track,1002273437,
0.0124307,µm/s,Track,1002278860,
0.0138325,µm/s,Track,1002300559,
0.0166811,µm/s,Track,1002307653,
0.0196379,µm/s,Track,1002309454,
0.0207553,µm/s,Track,1002316459,
0.0275597,µm/s,Track,1002316883,
0.0178723,µm/s,Track,1002317275,
0.0193226,µm/s,Track,1002336151,
0.0162425,µm/s,Track,1002336484,
0.0219551,µm/s,Track,1002360360,
0.0213098,µm/s,Track,1002367218,
0.0121517,µm/s,Track,1002369367,
0.0202575,µm/s,Track,1002382179,
0.0116488,µm/s,Track,1002396861,
0.016626,µm/s,Track,1002402760,
0.00653983,µm/s,Track,1002404222,
0.0159283,µm/s,Track,1002429210,
0.0309126,µm/s,Track,1002435411,
0.0109197,µm/s,Track,1002453328,
0.0124476,µm/s,Track,1002454260,
0.019952,µm/s,Track,1002458180,
0.0112097,µm/s,Track,1002460030,
0.00618074,µm/s,Track,1002460974,
0.0110796,µm/s,Track,1002461635,
0.0155929,µm/s,Track,1002463724,
