
Track Speed Variation
 ==================== 
Track Speed Variation,Unit,Category,ID,
0.225447,,Track,1000576160,
0.305258,,Track,1000606742,
0.143359,,Track,1000623228,
0.141204,,Track,1000626063,
0.283676,,Track,1000628237,
0.221485,,Track,1000657926,
0.373441,,Track,1000667525,
0.211154,,Track,1000675627,
0.345922,,Track,1000684239,
0.317067,,Track,1000686553,
0.272928,,Track,1000689377,
0.170667,,Track,1000690930,
0.390193,,Track,1000692325,
0.0984145,,Track,1000695046,
0.278807,,Track,1000704730,
0.241736,,Track,1000705525,
0.235753,,Track,1000712057,
0.236573,,Track,1000728131,
0.371111,,Track,1000755087,
0.266308,,Track,1000764459,
0.25451,,Track,1000809896,
0.336775,,Track,1000811156,
0.16245,,Track,1000813964,
0.37555,,Track,1000825954,
0.280463,,Track,1000835089,
0.420038,,Track,1000839692,
0.245415,,Track,1000855659,
0.185977,,Track,1000856861,
0.453876,,Track,1000858553,
0.339964,,Track,1000860086,
0.43764,,Track,1000860289,
0.283509,,Track,1000864199,
0.26537,,Track,1000865808,
0.332815,,Track,1000866048,
0.239245,,Track,1000887899,
0.169458,,Track,1000890207,
0.494979,,Track,1000898844,
0.149629,,Track,1000926710,
0.386265,,Track,1000946144,
0.123764,,Track,1000953090,
0.366633,,Track,1000962165,
0.455168,,Track,1000976176,
0.381863,,Track,1000988049,
0.354158,,Track,1001007366,
0.212199,,Track,1001020468,
0.31013,,Track,1001028919,
0.103929,,Track,1001035449,
0.170392,,Track,1001045764,
0.346463,,Track,1001046137,
0.252507,,Track,1001054405,
0.481467,,Track,1001070831,
0.311112,,Track,1001074979,
0.281913,,Track,1001078337,
0.392697,,Track,1001087121,
0.322088,,Track,1001088762,
0.267142,,Track,1001088789,
0.296203,,Track,1001102674,
0.332507,,Track,1001104072,
0.421028,,Track,1001115718,
0.442764,,Track,1001128302,
0.276977,,Track,1001128779,
0.217377,,Track,1001129977,
0.365598,,Track,1001132092,
0.221955,,Track,1001132873,
0.473201,,Track,1001138880,
0.39101,,Track,1001148839,
0.35582,,Track,1001162429,
0.506934,,Track,1001183631,
0.362288,,Track,1001190228,
0.196298,,Track,1001205984,
0.172954,,Track,1001222072,
0.192412,,Track,1001223904,
0.170413,,Track,1001236985,
0.467984,,Track,1001244289,
0.230535,,Track,1001261153,
0.244919,,Track,1001265495,
0.438614,,Track,1001290709,
0.555643,,Track,1001298039,
0.494598,,Track,1001304416,
0.214438,,Track,1001307011,
0.107926,,Track,1001310725,
0.325673,,Track,1001347654,
0.387367,,Track,1001349662,
0.129047,,Track,1001351185,
0.100126,,Track,1001373018,
0.393279,,Track,1001374929,
0.392584,,Track,1001376957,
0.30192,,Track,1001382680,
0.157729,,Track,1001390095,
0.244375,,Track,1001399631,
0.383824,,Track,1001414282,
0.264036,,Track,1001432525,
0.269672,,Track,1001443126,
0.400895,,Track,1001444551,
0.206686,,Track,1001447832,
0.433105,,Track,1001459999,
0.469998,,Track,1001463577,
0.242005,,Track,1001470670,
0.45389,,Track,1001484970,
0.421714,,Track,1001498754,
0.398768,,Track,1001510065,
0.424147,,Track,1001511880,
0.306387,,Track,1001515348,
0.204265,,Track,1001524529,
0.256697,,Track,1001524797,
0.217631,,Track,1001531007,
0.567969,,Track,1001535243,
0.283982,,Track,1001536213,
0.544179,,Track,1001549656,
0.180987,,Track,1001571482,
0.313596,,Track,1001585322,
0.274477,,Track,1001597972,
0.246386,,Track,1001634186,
0.308311,,Track,1001641521,
0.282633,,Track,1001649683,
0.192489,,Track,1001660310,
0.333762,,Track,1001662631,
0.274407,,Track,1001662802,
0.422676,,Track,1001692264,
0.339703,,Track,1001696991,
0.309014,,Track,1001705575,
0.366479,,Track,1001708522,
0.263969,,Track,1001717292,
0.328709,,Track,1001721190,
0.367283,,Track,1001721732,
0.220873,,Track,1001722530,
0.407281,,Track,1001723411,
0.326699,,Track,1001735688,
0.290183,,Track,1001739237,
0.329756,,Track,1001745981,
0.377286,,Track,1001748846,
0.377457,,Track,1001774250,
0.137844,,Track,1001792466,
0.237814,,Track,1001800294,
0.135611,,Track,1001831823,
0.319125,,Track,1001838017,
0.311321,,Track,1001843531,
0.237135,,Track,1001850191,
0.323633,,Track,1001869026,
0.284999,,Track,1001872907,
0.264017,,Track,1001874170,
0.381218,,Track,1001876881,
0.272817,,Track,1001878744,
0.294945,,Track,1001889904,
0.184909,,Track,1001895167,
0.195066,,Track,1001896809,
0.304767,,Track,1001904297,
0.207513,,Track,1001904618,
0.506553,,Track,1001939884,
0.431364,,Track,1001942811,
0.554757,,Track,1001954731,
0.254473,,Track,1001968557,
0.284639,,Track,1001968819,
0.277274,,Track,1001978360,
0.369408,,Track,1002006710,
0.234266,,Track,1002029154,
0.224727,,Track,1002031500,
0.289119,,Track,1002047887,
0.30642,,Track,1002051985,
0.393618,,Track,1002059095,
0.208236,,Track,1002067444,
0.421279,,Track,1002067747,
0.304082,,Track,1002113497,
0.431653,,Track,1002124155,
0.389278,,Track,1002125541,
0.277271,,Track,1002142435,
0.287734,,Track,1002148602,
0.295703,,Track,1002150876,
0.246325,,Track,1002158806,
0.40186,,Track,1002180262,
0.334837,,Track,1002182375,
0.160825,,Track,1002205040,
0.23641,,Track,1002211774,
0.431045,,Track,1002213141,
0.297039,,Track,1002223441,
0.190013,,Track,1002227684,
0.368362,,Track,1002236414,
0.259031,,Track,1002242134,
0.196386,,Track,1002242329,
0.215829,,Track,1002243369,
0.229974,,Track,1002246854,
0.406616,,Track,1002262996,
0.198446,,Track,1002273437,
0.295718,,Track,1002278860,
0.2591,,Track,1002300559,
0.302155,,Track,1002307653,
0.303275,,Track,1002309454,
0.460138,,Track,1002316459,
0.41937,,Track,1002316883,
0.423886,,Track,1002317275,
0.363947,,Track,1002336151,
0.231427,,Track,1002336484,
0.364301,,Track,1002360360,
0.382502,,Track,1002367218,
0.24552,,Track,1002369367,
0.421908,,Track,1002382179,
0.201463,,Track,1002396861,
0.402383,,Track,1002402760,
0.175337,,Track,1002404222,
0.34412,,Track,1002429210,
0.458243,,Track,1002435411,
0.326054,,Track,1002453328,
0.178847,,Track,1002454260,
0.539341,,Track,1002458180,
0.193376,,Track,1002460030,
0.158013,,Track,1002460974,
0.365715,,Track,1002461635,
0.299356,,Track,1002463724,
