
Track Straightness
 ==================== 
Track Straightness,Unit,Category,ID,
0.15605,,Track,1000338312,
0.293529,,Track,1000354440,
0.468572,,Track,1000354480,
0.0902566,,Track,1000371442,
0.190936,,Track,1000373068,
0.109108,,Track,1000385100,
0.0800467,,Track,1000401657,
0.156034,,Track,1000402605,
0.151858,,Track,1000405139,
0.0958637,,Track,1000409035,
0.154277,,Track,1000421574,
0.166648,,Track,1000423376,
0.323703,,Track,1000429687,
0.0751117,,Track,1000439186,
0.166631,,Track,1000449132,
0.140459,,Track,1000454057,
0.16732,,Track,1000454567,
0.0140114,,Track,1000488632,
0.0973881,,Track,1000489329,
0.532914,,Track,1000493396,
0.108491,,Track,1000515291,
0.125966,,Track,1000522409,
0.0932567,,Track,1000522415,
0.110753,,Track,1000534158,
0.404192,,Track,1000535289,
0.257686,,Track,1000549440,
0.295439,,Track,1000566277,
0.132441,,Track,1000569584,
0.243779,,Track,1000572485,
0.762289,,Track,1000574056,
0.362588,,Track,1000576160,
0.200531,,Track,1000606742,
0.227539,,Track,1000623228,
0.24749,,Track,1000626063,
0.522962,,Track,1000628237,
0.168495,,Track,1000657926,
0.112415,,Track,1000667525,
0.21567,,Track,1000675627,
0.192175,,Track,1000684239,
0.226671,,Track,1000686553,
0.0943852,,Track,1000689377,
0.204513,,Track,1000690930,
0.452468,,Track,1000692325,
0.245449,,Track,1000695046,
0.174854,,Track,1000704730,
0.0989934,,Track,1000705525,
0.277189,,Track,1000712057,
0.164911,,Track,1000728131,
0.364342,,Track,1000755087,
0.580807,,Track,1000764459,
0.172687,,Track,1000809896,
0.231961,,Track,1000811156,
0.487864,,Track,1000813964,
0.344678,,Track,1000825954,
0.341112,,Track,1000835089,
0.371926,,Track,1000839692,
0.470838,,Track,1000855659,
0.581051,,Track,1000856861,
0.0918273,,Track,1000858553,
0.195643,,Track,1000860086,
0.142851,,Track,1000860289,
0.104371,,Track,1000864199,
0.416815,,Track,1000865808,
0.253362,,Track,1000866048,
0.162449,,Track,1000887899,
0.269739,,Track,1000890207,
0.370899,,Track,1000898844,
0.179022,,Track,1000926710,
0.19014,,Track,1000946144,
0.18069,,Track,1000953090,
0.172526,,Track,1000962165,
0.237788,,Track,1000976176,
0.259005,,Track,1000988049,
0.265143,,Track,1001007366,
0.331281,,Track,1001020468,
0.136131,,Track,1001028919,
0.440826,,Track,1001035449,
0.289207,,Track,1001045764,
0.198196,,Track,1001046137,
0.245785,,Track,1001054405,
0.300909,,Track,1001070831,
0.254213,,Track,1001074979,
0.164865,,Track,1001078337,
0.240414,,Track,1001087121,
0.151798,,Track,1001088762,
0.250115,,Track,1001088789,
0.383662,,Track,1001102674,
0.320404,,Track,1001104072,
0.151187,,Track,1001115718,
0.181464,,Track,1001128302,
0.108386,,Track,1001128779,
0.431451,,Track,1001129977,
0.346066,,Track,1001132092,
0.285785,,Track,1001132873,
0.101314,,Track,1001138880,
0.158501,,Track,1001148839,
0.114205,,Track,1001162429,
0.464862,,Track,1001183631,
0.34797,,Track,1001190228,
0.132435,,Track,1001205984,
0.18714,,Track,1001222072,
0.129507,,Track,1001223904,
0.157394,,Track,1001236985,
0.103228,,Track,1001244289,
0.304574,,Track,1001261153,
0.26409,,Track,1001265495,
0.190831,,Track,1001290709,
0.247689,,Track,1001298039,
0.380055,,Track,1001304416,
0.328843,,Track,1001307011,
0.0903177,,Track,1001310725,
0.248403,,Track,1001347654,
0.35234,,Track,1001349662,
0.391225,,Track,1001351185,
0.0961081,,Track,1001373018,
0.177848,,Track,1001374929,
0.224331,,Track,1001376957,
0.24443,,Track,1001382680,
0.251883,,Track,1001390095,
0.268668,,Track,1001399631,
0.176867,,Track,1001414282,
0.0699777,,Track,1001432525,
0.232422,,Track,1001443126,
0.295812,,Track,1001444551,
0.113727,,Track,1001447832,
0.332005,,Track,1001459999,
0.400447,,Track,1001463577,
0.396108,,Track,1001470670,
0.0655982,,Track,1001484970,
0.106171,,Track,1001498754,
0.400585,,Track,1001510065,
0.645536,,Track,1001511880,
0.0622248,,Track,1001515348,
0.313025,,Track,1001524529,
0.133049,,Track,1001524797,
0.37569,,Track,1001531007,
0.207311,,Track,1001535243,
0.237165,,Track,1001536213,
0.175212,,Track,1001549656,
0.226959,,Track,1001571482,
0.0596545,,Track,1001585322,
0.149242,,Track,1001597972,
0.263337,,Track,1001634186,
0.218839,,Track,1001641521,
0.150603,,Track,1001649683,
0.170294,,Track,1001660310,
0.0528211,,Track,1001662631,
0.236375,,Track,1001662802,
0.374184,,Track,1001692264,
0.526479,,Track,1001696991,
0.280881,,Track,1001705575,
0.281349,,Track,1001708522,
0.169051,,Track,1001717292,
0.267712,,Track,1001721190,
0.289277,,Track,1001721732,
0.301676,,Track,1001722530,
0.0234346,,Track,1001723411,
0.147547,,Track,1001735688,
0.534189,,Track,1001739237,
0.270693,,Track,1001745981,
0.0947143,,Track,1001748846,
0.12704,,Track,1001774250,
0.129089,,Track,1001792466,
0.138056,,Track,1001800294,
0.145691,,Track,1001831823,
0.114741,,Track,1001838017,
0.128667,,Track,1001843531,
0.357732,,Track,1001850191,
0.114066,,Track,1001869026,
0.218718,,Track,1001872907,
0.118142,,Track,1001874170,
0.191654,,Track,1001876881,
0.181702,,Track,1001878744,
0.0932923,,Track,1001889904,
0.077719,,Track,1001895167,
0.555074,,Track,1001896809,
0.255091,,Track,1001904297,
0.126591,,Track,1001904618,
0.115596,,Track,1001939884,
0.0402384,,Track,1001942811,
0.481484,,Track,1001954731,
0.271559,,Track,1001968557,
0.271608,,Track,1001968819,
0.141063,,Track,1001978360,
0.0969844,,Track,1002006710,
0.375484,,Track,1002029154,
0.0886102,,Track,1002031500,
0.0750871,,Track,1002047887,
0.0702962,,Track,1002051985,
0.203738,,Track,1002059095,
0.135873,,Track,1002067444,
0.0545498,,Track,1002067747,
0.259687,,Track,1002113497,
0.37508,,Track,1002124155,
0.0538274,,Track,1002125541,
0.190661,,Track,1002142435,
0.0161646,,Track,1002148602,
0.235399,,Track,1002150876,
0.0354761,,Track,1002158806,
0.405557,,Track,1002180262,
0.344258,,Track,1002182375,
0.427146,,Track,1002205040,
0.142325,,Track,1002211774,
0.354231,,Track,1002213141,
0.0426202,,Track,1002223441,
0.321445,,Track,1002227684,
0.132832,,Track,1002236414,
0.161986,,Track,1002242134,
0.1961,,Track,1002242329,
0.117369,,Track,1002243369,
0.512902,,Track,1002246854,
0.238506,,Track,1002262996,
0.17594,,Track,1002273437,
0.132782,,Track,1002278860,
0.107713,,Track,1002300559,
0.169655,,Track,1002307653,
0.111752,,Track,1002309454,
0.0845055,,Track,1002316459,
0.122582,,Track,1002316883,
0.0248762,,Track,1002317275,
0.311681,,Track,1002336151,
0.246638,,Track,1002336484,
0.344114,,Track,1002360360,
0.161347,,Track,1002367218,
0.395139,,Track,1002369367,
0.472051,,Track,1002382179,
0.383526,,Track,1002396861,
0.431488,,Track,1002402760,
0.442585,,Track,1002404222,
0.330016,,Track,1002429210,
0.40152,,Track,1002435411,
0.606483,,Track,1002453328,
0.14702,,Track,1002454260,
0.130921,,Track,1002458180,
0.242781,,Track,1002460030,
0.381035,,Track,1002460974,
0.154733,,Track,1002461635,
0.142197,,Track,1002463724,
