
Intensity Center Ch=2 Img=1
 ==================== 
Intensity Center,Unit,Category,Channel,Image,Time,TrackID,ID,
44,,Spot,2,Image 1,15,1000290900,407107,
0,,Spot,2,Image 1,15,1000320447,407345,
11,,Spot,2,Image 1,15,1000178867,408709,
0,,Spot,2,Image 1,15,1000409035,409035,
0,,Spot,2,Image 1,15,1000354480,412263,
0,,Spot,2,Image 1,15,1000354440,412471,
133,,Spot,2,Image 1,15,1000327258,414040,
132,,Spot,2,Image 1,15,1000385100,414048,
142,,Spot,2,Image 1,15,1000008102,414497,
251,,Spot,2,Image 1,15,1000244446,418817,
125,,Spot,2,Image 1,15,1000275823,421562,
52,,Spot,2,Image 1,15,1000421574,421574,
0,,Spot,2,Image 1,15,1000218062,421663,
21,,Spot,2,Image 1,15,1000423376,423376,
0,,Spot,2,Image 1,15,1000278844,424519,
5,,Spot,2,Image 1,15,1000019405,425097,
56,,Spot,2,Image 1,15,1000224431,425221,
83,,Spot,2,Image 1,15,1000338312,425331,
252,,Spot,2,Image 1,15,1000165097,425817,
15,,Spot,2,Image 1,15,1000196023,427702,
39,,Spot,2,Image 1,15,1000282540,427968,
0,,Spot,2,Image 1,15,1000253547,428122,
3,,Spot,2,Image 1,15,1000282868,428284,
0,,Spot,2,Image 1,15,1000080712,428462,
0,,Spot,2,Image 1,15,1000196749,428756,
0,,Spot,2,Image 1,15,1000312915,428970,
0,,Spot,2,Image 1,15,1000111173,429038,
0,,Spot,2,Image 1,15,1000371442,429338,
0,,Spot,2,Image 1,15,1000429687,429687,
0,,Spot,2,Image 1,15,1000027048,429991,
45,,Spot,2,Image 1,15,1000401657,430726,
0,,Spot,2,Image 1,15,1000373068,430921,
12,,Spot,2,Image 1,15,1000026374,431402,
69,,Spot,2,Image 1,15,1000402605,431690,
33,,Spot,2,Image 1,15,1000199932,431779,
0,,Spot,2,Image 1,15,1000257305,431789,
0,,Spot,2,Image 1,15,1000024512,431954,
33,,Spot,2,Image 1,15,1000405139,434235,
46,,Spot,2,Image 1,15,1000260417,434420,
0,,Spot,2,Image 1,15,1000260594,434965,
0,,Spot,2,Image 1,15,1000145899,435593,
0,,Spot,2,Image 1,15,1000232501,435599,
0,,Spot,2,Image 1,15,1000290426,435603,
91,,Spot,2,Image 1,16,1000290900,436100,
0,,Spot,2,Image 1,16,1000320447,436756,
0,,Spot,2,Image 1,16,1000178867,437671,
0,,Spot,2,Image 1,16,1000409035,438135,
78,,Spot,2,Image 1,16,1000439186,439186,
0,,Spot,2,Image 1,16,1000354440,441187,
0,,Spot,2,Image 1,16,1000354480,441220,
127,,Spot,2,Image 1,16,1000327258,442909,
120,,Spot,2,Image 1,16,1000385100,442914,
12,,Spot,2,Image 1,16,1000008102,443356,
9,,Spot,2,Image 1,16,1000244446,447272,
0,,Spot,2,Image 1,16,1000449132,449132,
70,,Spot,2,Image 1,16,1000275823,450187,
44,,Spot,2,Image 1,16,1000421574,450197,
37,,Spot,2,Image 1,16,1000423376,452082,
0,,Spot,2,Image 1,16,1000218062,452867,
0,,Spot,2,Image 1,16,1000278844,453216,
50,,Spot,2,Image 1,16,1000019405,453768,
36,,Spot,2,Image 1,16,1000224431,453886,
61,,Spot,2,Image 1,16,1000338312,454011,
0,,Spot,2,Image 1,16,1000454057,454057,
252,,Spot,2,Image 1,16,1000165097,454506,
0,,Spot,2,Image 1,16,1000454567,454567,
0,,Spot,2,Image 1,16,1000312915,455118,
0,,Spot,2,Image 1,16,1000196023,456448,
5,,Spot,2,Image 1,16,1000282540,456729,
33,,Spot,2,Image 1,16,1000282868,457035,
10,,Spot,2,Image 1,16,1000080712,457216,
0,,Spot,2,Image 1,16,1000373068,457521,
0,,Spot,2,Image 1,16,1000111173,457800,
0,,Spot,2,Image 1,16,1000371442,458059,
0,,Spot,2,Image 1,16,1000429687,458412,
0,,Spot,2,Image 1,16,1000027048,458707,
104,,Spot,2,Image 1,16,1000401657,459408,
8,,Spot,2,Image 1,16,1000026374,459858,
92,,Spot,2,Image 1,16,1000199932,460237,
0,,Spot,2,Image 1,16,1000257305,460246,
44,,Spot,2,Image 1,16,1000402605,460413,
0,,Spot,2,Image 1,16,1000024512,460724,
26,,Spot,2,Image 1,16,1000260417,461707,
39,,Spot,2,Image 1,16,1000405139,463011,
0,,Spot,2,Image 1,16,1000260594,463726,
0,,Spot,2,Image 1,16,1000145899,464422,
0,,Spot,2,Image 1,16,1000232501,464429,
0,,Spot,2,Image 1,16,1000290426,464434,
87,,Spot,2,Image 1,17,1000290900,464973,
0,,Spot,2,Image 1,17,1000320447,465600,
33,,Spot,2,Image 1,17,1000178867,466461,
0,,Spot,2,Image 1,17,1000409035,466808,
59,,Spot,2,Image 1,17,1000439186,467942,
0,,Spot,2,Image 1,17,1000354440,469989,
0,,Spot,2,Image 1,17,1000354480,470011,
156,,Spot,2,Image 1,17,1000327258,471824,
163,,Spot,2,Image 1,17,1000385100,471829,
46,,Spot,2,Image 1,17,1000008102,472219,
17,,Spot,2,Image 1,17,1000423376,478062,
71,,Spot,2,Image 1,17,1000449132,478114,
166,,Spot,2,Image 1,17,1000275823,479258,
14,,Spot,2,Image 1,17,1000421574,479273,
0,,Spot,2,Image 1,17,1000454057,480386,
9,,Spot,2,Image 1,17,1000019405,482884,
90,,Spot,2,Image 1,17,1000338312,483143,
0,,Spot,2,Image 1,17,1000454567,483371,
251,,Spot,2,Image 1,17,1000165097,483628,
38,,Spot,2,Image 1,17,1000196023,485548,
21,,Spot,2,Image 1,17,1000282540,485818,
44,,Spot,2,Image 1,17,1000282868,486152,
0,,Spot,2,Image 1,17,1000080712,486345,
0,,Spot,2,Image 1,17,1000312915,486851,
0,,Spot,2,Image 1,17,1000111173,486915,
0,,Spot,2,Image 1,17,1000371442,487193,
0,,Spot,2,Image 1,17,1000429687,487511,
251,,Spot,2,Image 1,17,1000401657,488500,
9,,Spot,2,Image 1,17,1000488632,488632,
0,,Spot,2,Image 1,17,1000373068,488750,
0,,Spot,2,Image 1,17,1000026374,489213,
217,,Spot,2,Image 1,17,1000489329,489329,
16,,Spot,2,Image 1,17,1000402605,489469,
0,,Spot,2,Image 1,17,1000024512,489781,
0,,Spot,2,Image 1,17,1000405139,492033,
101,,Spot,2,Image 1,17,1000260417,492217,
0,,Spot,2,Image 1,17,1000260594,492735,
93,,Spot,2,Image 1,17,1000493396,493396,
0,,Spot,2,Image 1,17,1000145899,493459,
0,,Spot,2,Image 1,17,1000290426,493470,
0,,Spot,2,Image 1,18,1000320447,494672,
12,,Spot,2,Image 1,18,1000178867,495547,
0,,Spot,2,Image 1,18,1000409035,495994,
48,,Spot,2,Image 1,18,1000439186,496987,
0,,Spot,2,Image 1,18,1000354480,499110,
0,,Spot,2,Image 1,18,1000354440,499330,
113,,Spot,2,Image 1,18,1000385100,501090,
17,,Spot,2,Image 1,18,1000008102,501305,
15,,Spot,2,Image 1,18,1000449132,507120,
252,,Spot,2,Image 1,18,1000275823,508221,
63,,Spot,2,Image 1,18,1000421574,508233,
0,,Spot,2,Image 1,18,1000454057,509349,
16,,Spot,2,Image 1,18,1000423376,510045,
16,,Spot,2,Image 1,18,1000019405,511875,
31,,Spot,2,Image 1,18,1000338312,512123,
2,,Spot,2,Image 1,18,1000454567,512367,
161,,Spot,2,Image 1,18,1000165097,512640,
0,,Spot,2,Image 1,18,1000312915,513233,
75,,Spot,2,Image 1,18,1000196023,514524,
23,,Spot,2,Image 1,18,1000282540,514803,
0,,Spot,2,Image 1,18,1000515291,515291,
0,,Spot,2,Image 1,18,1000080712,515594,
0,,Spot,2,Image 1,18,1000111173,515878,
0,,Spot,2,Image 1,18,1000371442,516171,
0,,Spot,2,Image 1,18,1000429687,516515,
65,,Spot,2,Image 1,18,1000401657,517431,
0,,Spot,2,Image 1,18,1000373068,517694,
1,,Spot,2,Image 1,18,1000488632,517856,
8,,Spot,2,Image 1,18,1000026374,517902,
164,,Spot,2,Image 1,18,1000489329,518274,
12,,Spot,2,Image 1,18,1000402605,518452,
0,,Spot,2,Image 1,18,1000024512,518741,
53,,Spot,2,Image 1,18,1000260417,519707,
6,,Spot,2,Image 1,18,1000405139,520995,
11,,Spot,2,Image 1,18,1000493396,522340,
0,,Spot,2,Image 1,18,1000145899,522408,
0,,Spot,2,Image 1,18,1000522409,522409,
0,,Spot,2,Image 1,18,1000522415,522415,
0,,Spot,2,Image 1,18,1000290426,522416,
0,,Spot,2,Image 1,19,1000320447,524110,
0,,Spot,2,Image 1,19,1000178867,524549,
0,,Spot,2,Image 1,19,1000409035,524961,
121,,Spot,2,Image 1,19,1000439186,525896,
0,,Spot,2,Image 1,19,1000354480,527932,
0,,Spot,2,Image 1,19,1000354440,528164,
98,,Spot,2,Image 1,19,1000385100,529704,
75,,Spot,2,Image 1,19,1000008102,530128,
63,,Spot,2,Image 1,19,1000534158,534158,
0,,Spot,2,Image 1,19,1000535289,535289,
35,,Spot,2,Image 1,19,1000449132,535950,
53,,Spot,2,Image 1,19,1000423376,536045,
25,,Spot,2,Image 1,19,1000275823,537172,
15,,Spot,2,Image 1,19,1000421574,537184,
0,,Spot,2,Image 1,19,1000454057,538249,
24,,Spot,2,Image 1,19,1000019405,540819,
106,,Spot,2,Image 1,19,1000338312,541055,
0,,Spot,2,Image 1,19,1000454567,541268,
251,,Spot,2,Image 1,19,1000165097,541507,
0,,Spot,2,Image 1,19,1000312915,542127,
37,,Spot,2,Image 1,19,1000196023,543354,
65,,Spot,2,Image 1,19,1000282540,543636,
0,,Spot,2,Image 1,19,1000282868,543952,
0,,Spot,2,Image 1,19,1000515291,544173,
0,,Spot,2,Image 1,19,1000111173,544731,
0,,Spot,2,Image 1,19,1000371442,544983,
0,,Spot,2,Image 1,19,1000429687,545670,
81,,Spot,2,Image 1,19,1000401657,546302,
0,,Spot,2,Image 1,19,1000488632,546713,
123,,Spot,2,Image 1,19,1000489329,547128,
61,,Spot,2,Image 1,19,1000402605,547295,
0,,Spot,2,Image 1,19,1000024512,547622,
48,,Spot,2,Image 1,19,1000260417,548615,
55,,Spot,2,Image 1,19,1000549440,549440,
2,,Spot,2,Image 1,19,1000405139,549873,
16,,Spot,2,Image 1,19,1000493396,551265,
0,,Spot,2,Image 1,19,1000145899,551336,
0,,Spot,2,Image 1,19,1000522409,551340,
0,,Spot,2,Image 1,19,1000522415,551345,
0,,Spot,2,Image 1,19,1000290426,551346,
0,,Spot,2,Image 1,20,1000178867,553148,
0,,Spot,2,Image 1,20,1000409035,554021,
109,,Spot,2,Image 1,20,1000439186,555015,
0,,Spot,2,Image 1,20,1000354480,557029,
0,,Spot,2,Image 1,20,1000354440,557262,
59,,Spot,2,Image 1,20,1000385100,558714,
14,,Spot,2,Image 1,20,1000008102,559137,
0,,Spot,2,Image 1,20,1000534158,563260,
0,,Spot,2,Image 1,20,1000535289,564371,
72,,Spot,2,Image 1,20,1000449132,565073,
12,,Spot,2,Image 1,20,1000423376,565180,
0,,Spot,2,Image 1,20,1000566277,566277,
52,,Spot,2,Image 1,20,1000275823,566322,
10,,Spot,2,Image 1,20,1000421574,566338,
0,,Spot,2,Image 1,20,1000454057,567395,
1,,Spot,2,Image 1,20,1000569584,569584,
10,,Spot,2,Image 1,20,1000019405,569923,
36,,Spot,2,Image 1,20,1000338312,570183,
32,,Spot,2,Image 1,20,1000454567,570435,
252,,Spot,2,Image 1,20,1000165097,570692,
44,,Spot,2,Image 1,20,1000572485,572485,
12,,Spot,2,Image 1,20,1000196023,572536,
66,,Spot,2,Image 1,20,1000282868,572825,
80,,Spot,2,Image 1,20,1000282540,572830,
0,,Spot,2,Image 1,20,1000515291,573317,
0,,Spot,2,Image 1,20,1000312915,573796,
0,,Spot,2,Image 1,20,1000111173,573855,
0,,Spot,2,Image 1,20,1000574056,574056,
0,,Spot,2,Image 1,20,1000371442,574109,
0,,Spot,2,Image 1,20,1000429687,574473,
47,,Spot,2,Image 1,20,1000488632,575470,
0,,Spot,2,Image 1,20,1000576160,576160,
155,,Spot,2,Image 1,20,1000489329,576167,
51,,Spot,2,Image 1,20,1000402605,576328,
0,,Spot,2,Image 1,20,1000024512,576691,
103,,Spot,2,Image 1,20,1000260417,577679,
6,,Spot,2,Image 1,20,1000549440,578488,
55,,Spot,2,Image 1,20,1000405139,578956,
0,,Spot,2,Image 1,20,1000493396,580340,
0,,Spot,2,Image 1,20,1000145899,580402,
0,,Spot,2,Image 1,20,1000522409,580406,
0,,Spot,2,Image 1,20,1000522415,580409,
0,,Spot,2,Image 1,20,1000290426,580410,
0,,Spot,2,Image 1,21,1000409035,583023,
68,,Spot,2,Image 1,21,1000439186,584010,
0,,Spot,2,Image 1,21,1000354480,586056,
0,,Spot,2,Image 1,21,1000354440,586264,
164,,Spot,2,Image 1,21,1000385100,587735,
54,,Spot,2,Image 1,21,1000008102,588156,
3,,Spot,2,Image 1,21,1000534158,592272,
0,,Spot,2,Image 1,21,1000535289,593406,
2,,Spot,2,Image 1,21,1000449132,594128,
10,,Spot,2,Image 1,21,1000423376,594240,
26,,Spot,2,Image 1,21,1000566277,595322,
93,,Spot,2,Image 1,21,1000275823,595383,
33,,Spot,2,Image 1,21,1000421574,595403,
0,,Spot,2,Image 1,21,1000454057,596457,
55,,Spot,2,Image 1,21,1000569584,599061,
0,,Spot,2,Image 1,21,1000454567,599596,
252,,Spot,2,Image 1,21,1000165097,599850,
83,,Spot,2,Image 1,21,1000572485,601631,
0,,Spot,2,Image 1,21,1000196023,601682,
12,,Spot,2,Image 1,21,1000282868,601944,
0,,Spot,2,Image 1,21,1000515291,602451,
0,,Spot,2,Image 1,21,1000574056,603262,
0,,Spot,2,Image 1,21,1000312915,603305,
0,,Spot,2,Image 1,21,1000371442,603320,
0,,Spot,2,Image 1,21,1000111173,603368,
0,,Spot,2,Image 1,21,1000429687,603656,
0,,Spot,2,Image 1,21,1000488632,604666,
0,,Spot,2,Image 1,21,1000576160,605342,
112,,Spot,2,Image 1,21,1000489329,605348,
0,,Spot,2,Image 1,21,1000024512,605830,
252,,Spot,2,Image 1,21,1000606742,606742,
33,,Spot,2,Image 1,21,1000260417,606776,
12,,Spot,2,Image 1,21,1000549440,607568,
2,,Spot,2,Image 1,21,1000405139,608013,
60,,Spot,2,Image 1,21,1000493396,609400,
0,,Spot,2,Image 1,21,1000145899,609483,
0,,Spot,2,Image 1,21,1000522409,609488,
4,,Spot,2,Image 1,21,1000522415,609495,
0,,Spot,2,Image 1,21,1000290426,609496,
0,,Spot,2,Image 1,22,1000409035,612139,
77,,Spot,2,Image 1,22,1000439186,613175,
0,,Spot,2,Image 1,22,1000354480,615249,
0,,Spot,2,Image 1,22,1000354440,615509,
89,,Spot,2,Image 1,22,1000385100,617015,
59,,Spot,2,Image 1,22,1000008102,617445,
33,,Spot,2,Image 1,22,1000534158,621845,
0,,Spot,2,Image 1,22,1000535289,622692,
0,,Spot,2,Image 1,22,1000623228,623228,
8,,Spot,2,Image 1,22,1000449132,623365,
0,,Spot,2,Image 1,22,1000566277,624563,
27,,Spot,2,Image 1,22,1000275823,624617,
0,,Spot,2,Image 1,22,1000454057,625744,
0,,Spot,2,Image 1,22,1000626063,626063,
5,,Spot,2,Image 1,22,1000569584,627914,
0,,Spot,2,Image 1,22,1000628237,628237,
0,,Spot,2,Image 1,22,1000454567,628771,
107,,Spot,2,Image 1,22,1000572485,630844,
0,,Spot,2,Image 1,22,1000196023,630885,
37,,Spot,2,Image 1,22,1000282868,631150,
0,,Spot,2,Image 1,22,1000515291,631656,
0,,Spot,2,Image 1,22,1000312915,632214,
0,,Spot,2,Image 1,22,1000111173,632280,
0,,Spot,2,Image 1,22,1000574056,632479,
0,,Spot,2,Image 1,22,1000371442,632543,
0,,Spot,2,Image 1,22,1000429687,633227,
0,,Spot,2,Image 1,22,1000488632,633901,
138,,Spot,2,Image 1,22,1000489329,634293,
36,,Spot,2,Image 1,22,1000576160,634591,
0,,Spot,2,Image 1,22,1000024512,635060,
252,,Spot,2,Image 1,22,1000606742,636000,
49,,Spot,2,Image 1,22,1000260417,636035,
88,,Spot,2,Image 1,22,1000549440,636793,
26,,Spot,2,Image 1,22,1000405139,637253,
44,,Spot,2,Image 1,22,1000493396,638573,
0,,Spot,2,Image 1,22,1000145899,638651,
0,,Spot,2,Image 1,22,1000522409,638654,
0,,Spot,2,Image 1,22,1000522415,638660,
0,,Spot,2,Image 1,23,1000409035,641282,
41,,Spot,2,Image 1,23,1000439186,642272,
0,,Spot,2,Image 1,23,1000354480,644361,
112,,Spot,2,Image 1,23,1000385100,646067,
13,,Spot,2,Image 1,23,1000008102,646479,
0,,Spot,2,Image 1,23,1000354440,646958,
80,,Spot,2,Image 1,23,1000534158,650543,
0,,Spot,2,Image 1,23,1000535289,651640,
45,,Spot,2,Image 1,23,1000623228,652012,
28,,Spot,2,Image 1,23,1000449132,652319,
0,,Spot,2,Image 1,23,1000566277,653458,
29,,Spot,2,Image 1,23,1000275823,653522,
0,,Spot,2,Image 1,23,1000626063,655074,
12,,Spot,2,Image 1,23,1000569584,656781,
10,,Spot,2,Image 1,23,1000628237,657086,
0,,Spot,2,Image 1,23,1000454057,657479,
0,,Spot,2,Image 1,23,1000454567,657660,
252,,Spot,2,Image 1,23,1000657926,657926,
11,,Spot,2,Image 1,23,1000572485,659696,
49,,Spot,2,Image 1,23,1000196023,659747,
54,,Spot,2,Image 1,23,1000282868,660014,
0,,Spot,2,Image 1,23,1000515291,660518,
0,,Spot,2,Image 1,23,1000312915,661086,
0,,Spot,2,Image 1,23,1000111173,661143,
0,,Spot,2,Image 1,23,1000371442,661424,
0,,Spot,2,Image 1,23,1000574056,661701,
0,,Spot,2,Image 1,23,1000429687,662144,
0,,Spot,2,Image 1,23,1000488632,662824,
51,,Spot,2,Image 1,23,1000576160,663461,
147,,Spot,2,Image 1,23,1000489329,663476,
0,,Spot,2,Image 1,23,1000024512,663940,
252,,Spot,2,Image 1,23,1000606742,664549,
4,,Spot,2,Image 1,23,1000260417,664891,
56,,Spot,2,Image 1,23,1000549440,665648,
0,,Spot,2,Image 1,23,1000493396,667426,
0,,Spot,2,Image 1,23,1000145899,667512,
0,,Spot,2,Image 1,23,1000522409,667517,
0,,Spot,2,Image 1,23,1000667525,667525,
0,,Spot,2,Image 1,23,1000522415,667526,
0,,Spot,2,Image 1,24,1000409035,670196,
14,,Spot,2,Image 1,24,1000439186,671197,
0,,Spot,2,Image 1,24,1000354480,673521,
0,,Spot,2,Image 1,24,1000675627,675627,
21,,Spot,2,Image 1,24,1000534158,679589,
0,,Spot,2,Image 1,24,1000535289,680885,
18,,Spot,2,Image 1,24,1000623228,681151,
63,,Spot,2,Image 1,24,1000449132,681492,
7,,Spot,2,Image 1,24,1000566277,682589,
94,,Spot,2,Image 1,24,1000275823,682652,
0,,Spot,2,Image 1,24,1000626063,684192,
0,,Spot,2,Image 1,24,1000684239,684239,
2,,Spot,2,Image 1,24,1000569584,685920,
12,,Spot,2,Image 1,24,1000628237,686205,
85,,Spot,2,Image 1,24,1000686553,686553,
0,,Spot,2,Image 1,24,1000454057,686599,
20,,Spot,2,Image 1,24,1000454567,686788,
251,,Spot,2,Image 1,24,1000657926,687093,
143,,Spot,2,Image 1,24,1000572485,688906,
0,,Spot,2,Image 1,24,1000196023,688961,
29,,Spot,2,Image 1,24,1000282868,689221,
0,,Spot,2,Image 1,24,1000689377,689377,
0,,Spot,2,Image 1,24,1000515291,689712,
0,,Spot,2,Image 1,24,1000111173,690305,
0,,Spot,2,Image 1,24,1000574056,690517,
0,,Spot,2,Image 1,24,1000312915,690568,
4,,Spot,2,Image 1,24,1000371442,690575,
0,,Spot,2,Image 1,24,1000690930,690930,
0,,Spot,2,Image 1,24,1000429687,691300,
11,,Spot,2,Image 1,24,1000488632,691939,
74,,Spot,2,Image 1,24,1000692325,692325,
0,,Spot,2,Image 1,24,1000576160,692328,
252,,Spot,2,Image 1,24,1000606742,693714,
129,,Spot,2,Image 1,24,1000260417,694040,
0,,Spot,2,Image 1,24,1000549440,694887,
77,,Spot,2,Image 1,24,1000695046,695046,
132,,Spot,2,Image 1,24,1000493396,696758,
0,,Spot,2,Image 1,24,1000145899,696850,
0,,Spot,2,Image 1,24,1000522409,696858,
0,,Spot,2,Image 1,24,1000667525,696866,
0,,Spot,2,Image 1,24,1000522415,696867,
0,,Spot,2,Image 1,25,1000409035,699571,
237,,Spot,2,Image 1,25,1000439186,700618,
0,,Spot,2,Image 1,25,1000354480,702902,
22,,Spot,2,Image 1,25,1000704730,704730,
0,,Spot,2,Image 1,25,1000675627,705118,
0,,Spot,2,Image 1,25,1000705525,705525,
5,,Spot,2,Image 1,25,1000534158,708991,
0,,Spot,2,Image 1,25,1000535289,710309,
16,,Spot,2,Image 1,25,1000623228,710527,
0,,Spot,2,Image 1,25,1000449132,710701,
0,,Spot,2,Image 1,25,1000275823,711797,
0,,Spot,2,Image 1,25,1000566277,712056,
13,,Spot,2,Image 1,25,1000712057,712057,
0,,Spot,2,Image 1,25,1000454057,713228,
0,,Spot,2,Image 1,25,1000684239,713680,
0,,Spot,2,Image 1,25,1000626063,713723,
0,,Spot,2,Image 1,25,1000628237,715316,
0,,Spot,2,Image 1,25,1000569584,715360,
76,,Spot,2,Image 1,25,1000686553,716044,
8,,Spot,2,Image 1,25,1000454567,716279,
251,,Spot,2,Image 1,25,1000657926,716543,
27,,Spot,2,Image 1,25,1000572485,718299,
0,,Spot,2,Image 1,25,1000196023,718330,
0,,Spot,2,Image 1,25,1000689377,718806,
0,,Spot,2,Image 1,25,1000111173,719693,
0,,Spot,2,Image 1,25,1000312915,719956,
0,,Spot,2,Image 1,25,1000371442,719965,
0,,Spot,2,Image 1,25,1000574056,720253,
0,,Spot,2,Image 1,25,1000690930,720360,
0,,Spot,2,Image 1,25,1000488632,721319,
91,,Spot,2,Image 1,25,1000692325,721698,
24,,Spot,2,Image 1,25,1000576160,721705,
251,,Spot,2,Image 1,25,1000606742,723091,
16,,Spot,2,Image 1,25,1000549440,724236,
0,,Spot,2,Image 1,25,1000695046,724379,
24,,Spot,2,Image 1,25,1000493396,726025,
0,,Spot,2,Image 1,25,1000145899,726114,
0,,Spot,2,Image 1,25,1000522409,726124,
0,,Spot,2,Image 1,25,1000667525,726132,
0,,Spot,2,Image 1,25,1000522415,726133,
5,,Spot,2,Image 1,26,1000728131,728131,
0,,Spot,2,Image 1,26,1000409035,728846,
53,,Spot,2,Image 1,26,1000439186,729879,
0,,Spot,2,Image 1,26,1000354480,732141,
99,,Spot,2,Image 1,26,1000704730,733975,
0,,Spot,2,Image 1,26,1000675627,734406,
0,,Spot,2,Image 1,26,1000705525,734487,
105,,Spot,2,Image 1,26,1000534158,738198,
0,,Spot,2,Image 1,26,1000535289,739497,
25,,Spot,2,Image 1,26,1000623228,739739,
73,,Spot,2,Image 1,26,1000449132,739883,
79,,Spot,2,Image 1,26,1000275823,741029,
13,,Spot,2,Image 1,26,1000712057,741263,
18,,Spot,2,Image 1,26,1000686553,742428,
0,,Spot,2,Image 1,26,1000454057,742486,
0,,Spot,2,Image 1,26,1000684239,742950,
0,,Spot,2,Image 1,26,1000626063,743009,
45,,Spot,2,Image 1,26,1000628237,744595,
83,,Spot,2,Image 1,26,1000569584,744635,
3,,Spot,2,Image 1,26,1000196023,745168,
251,,Spot,2,Image 1,26,1000657926,745496,
31,,Spot,2,Image 1,26,1000572485,747541,
0,,Spot,2,Image 1,26,1000689377,748032,
0,,Spot,2,Image 1,26,1000312915,748886,
0,,Spot,2,Image 1,26,1000111173,748941,
0,,Spot,2,Image 1,26,1000371442,749226,
0,,Spot,2,Image 1,26,1000690930,749271,
70,,Spot,2,Image 1,26,1000692325,750665,
49,,Spot,2,Image 1,26,1000576160,750916,
142,,Spot,2,Image 1,26,1000549440,751425,
252,,Spot,2,Image 1,26,1000606742,752298,
53,,Spot,2,Image 1,26,1000695046,753607,
49,,Spot,2,Image 1,26,1000755087,755087,
0,,Spot,2,Image 1,26,1000145899,755292,
0,,Spot,2,Image 1,26,1000667525,755310,
63,,Spot,2,Image 1,27,1000728131,757265,
0,,Spot,2,Image 1,27,1000409035,758018,
0,,Spot,2,Image 1,27,1000354480,761320,
20,,Spot,2,Image 1,27,1000704730,762986,
0,,Spot,2,Image 1,27,1000705525,764022,
0,,Spot,2,Image 1,27,1000764459,764459,
0,,Spot,2,Image 1,27,1000675627,766298,
39,,Spot,2,Image 1,27,1000534158,767422,
0,,Spot,2,Image 1,27,1000535289,768706,
0,,Spot,2,Image 1,27,1000623228,768950,
7,,Spot,2,Image 1,27,1000449132,769101,
60,,Spot,2,Image 1,27,1000275823,770268,
1,,Spot,2,Image 1,27,1000712057,770520,
0,,Spot,2,Image 1,27,1000626063,772215,
0,,Spot,2,Image 1,27,1000684239,772320,
0,,Spot,2,Image 1,27,1000628237,773970,
25,,Spot,2,Image 1,27,1000569584,774001,
61,,Spot,2,Image 1,27,1000572485,774517,
0,,Spot,2,Image 1,27,1000196023,774555,
83,,Spot,2,Image 1,27,1000686553,774715,
0,,Spot,2,Image 1,27,1000454057,774762,
251,,Spot,2,Image 1,27,1000657926,774902,
0,,Spot,2,Image 1,27,1000689377,777434,
0,,Spot,2,Image 1,27,1000312915,778330,
0,,Spot,2,Image 1,27,1000111173,778393,
0,,Spot,2,Image 1,27,1000371442,778678,
0,,Spot,2,Image 1,27,1000690930,779048,
32,,Spot,2,Image 1,27,1000692325,780160,
39,,Spot,2,Image 1,27,1000576160,780428,
0,,Spot,2,Image 1,27,1000549440,780939,
252,,Spot,2,Image 1,27,1000606742,781867,
116,,Spot,2,Image 1,27,1000695046,783200,
5,,Spot,2,Image 1,27,1000755087,784716,
0,,Spot,2,Image 1,27,1000145899,784935,
0,,Spot,2,Image 1,27,1000667525,784947,
93,,Spot,2,Image 1,28,1000728131,786937,
0,,Spot,2,Image 1,28,1000409035,787673,
62,,Spot,2,Image 1,28,1000704730,792562,
0,,Spot,2,Image 1,28,1000705525,793513,
0,,Spot,2,Image 1,28,1000764459,794264,
0,,Spot,2,Image 1,28,1000675627,795874,
41,,Spot,2,Image 1,28,1000534158,796987,
0,,Spot,2,Image 1,28,1000535289,798231,
3,,Spot,2,Image 1,28,1000623228,798456,
0,,Spot,2,Image 1,28,1000449132,798595,
126,,Spot,2,Image 1,28,1000275823,799686,
15,,Spot,2,Image 1,28,1000712057,799935,
109,,Spot,2,Image 1,28,1000686553,801173,
0,,Spot,2,Image 1,28,1000626063,801661,
0,,Spot,2,Image 1,28,1000684239,801777,
42,,Spot,2,Image 1,28,1000569584,803336,
50,,Spot,2,Image 1,28,1000572485,803868,
0,,Spot,2,Image 1,28,1000454057,804111,
167,,Spot,2,Image 1,28,1000657926,804251,
0,,Spot,2,Image 1,28,1000689377,806735,
0,,Spot,2,Image 1,28,1000312915,807636,
0,,Spot,2,Image 1,28,1000111173,807700,
0,,Spot,2,Image 1,28,1000371442,807999,
0,,Spot,2,Image 1,28,1000690930,808048,
21,,Spot,2,Image 1,28,1000692325,809490,
22,,Spot,2,Image 1,28,1000576160,809730,
14,,Spot,2,Image 1,28,1000809896,809896,
29,,Spot,2,Image 1,28,1000695046,810363,
252,,Spot,2,Image 1,28,1000606742,811124,
7,,Spot,2,Image 1,28,1000811156,811156,
69,,Spot,2,Image 1,28,1000813964,813964,
180,,Spot,2,Image 1,28,1000755087,814046,
0,,Spot,2,Image 1,28,1000145899,814273,
0,,Spot,2,Image 1,28,1000667525,814290,
182,,Spot,2,Image 1,29,1000728131,816217,
0,,Spot,2,Image 1,29,1000409035,816809,
70,,Spot,2,Image 1,29,1000704730,821860,
0,,Spot,2,Image 1,29,1000705525,822474,
0,,Spot,2,Image 1,29,1000764459,823485,
0,,Spot,2,Image 1,29,1000675627,825346,
