
Intensity Min Ch=1 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,TrackID,ID,
255,,Spot,1,Image 1,1,1000000426,426,
28,,Spot,1,Image 1,1,1000005575,5575,
255,,Spot,1,Image 1,1,1000008102,8102,
255,,Spot,1,Image 1,1,1000011182,11182,
255,,Spot,1,Image 1,1,1000014633,14633,
0,,Spot,1,Image 1,1,1000014915,14915,
224,,Spot,1,Image 1,1,1000018381,18381,
140,,Spot,1,Image 1,1,1000019405,19405,
255,,Spot,1,Image 1,1,1000022248,22248,
255,,Spot,1,Image 1,1,1000023039,23039,
255,,Spot,1,Image 1,1,1000023639,23639,
0,,Spot,1,Image 1,1,1000024512,24512,
255,,Spot,1,Image 1,1,1000025762,25762,
255,,Spot,1,Image 1,1,1000025863,25863,
255,,Spot,1,Image 1,1,1000025898,25898,
255,,Spot,1,Image 1,1,1000026374,26374,
255,,Spot,1,Image 1,1,1000026660,26660,
255,,Spot,1,Image 1,1,1000026789,26789,
7,,Spot,1,Image 1,1,1000026990,26990,
0,,Spot,1,Image 1,1,1000027048,27048,
255,,Spot,1,Image 1,1,1000027245,27245,
166,,Spot,1,Image 1,1,1000027656,27656,
184,,Spot,1,Image 1,1,1000028849,28849,
255,,Spot,1,Image 1,1,1000028860,28860,
213,,Spot,1,Image 1,1,1000029962,29962,
252,,Spot,1,Image 1,2,1000000426,31408,
82,,Spot,1,Image 1,2,1000034728,34728,
7,,Spot,1,Image 1,2,1000005575,36136,
217,,Spot,1,Image 1,2,1000008102,38443,
203,,Spot,1,Image 1,2,1000011182,41290,
253,,Spot,1,Image 1,2,1000014633,44511,
0,,Spot,1,Image 1,2,1000014915,44743,
250,,Spot,1,Image 1,2,1000018381,48029,
134,,Spot,1,Image 1,2,1000019405,48982,
47,,Spot,1,Image 1,2,1000023639,50349,
255,,Spot,1,Image 1,2,1000022248,51941,
243,,Spot,1,Image 1,2,1000023039,52388,
0,,Spot,1,Image 1,2,1000024512,53806,
19,,Spot,1,Image 1,2,1000026990,53878,
251,,Spot,1,Image 1,2,1000025863,54980,
252,,Spot,1,Image 1,2,1000025898,55022,
255,,Spot,1,Image 1,2,1000025762,55178,
253,,Spot,1,Image 1,2,1000026374,55483,
253,,Spot,1,Image 1,2,1000026660,55751,
171,,Spot,1,Image 1,2,1000026789,55877,
0,,Spot,1,Image 1,2,1000027048,56142,
254,,Spot,1,Image 1,2,1000027245,56330,
253,,Spot,1,Image 1,2,1000027656,56728,
149,,Spot,1,Image 1,2,1000028849,57830,
221,,Spot,1,Image 1,2,1000028860,57836,
254,,Spot,1,Image 1,2,1000058544,58544,
239,,Spot,1,Image 1,2,1000029962,58891,
251,,Spot,1,Image 1,3,1000000426,60244,
79,,Spot,1,Image 1,3,1000034728,63643,
7,,Spot,1,Image 1,3,1000005575,65097,
252,,Spot,1,Image 1,3,1000008102,67443,
0,,Spot,1,Image 1,3,1000069455,69455,
169,,Spot,1,Image 1,3,1000011182,70317,
6,,Spot,1,Image 1,3,1000071729,71729,
212,,Spot,1,Image 1,3,1000014633,73446,
0,,Spot,1,Image 1,3,1000014915,73705,
44,,Spot,1,Image 1,3,1000074239,74239,
235,,Spot,1,Image 1,3,1000018381,76943,
82,,Spot,1,Image 1,3,1000019405,77924,
101,,Spot,1,Image 1,3,1000023639,79247,
0,,Spot,1,Image 1,3,1000080712,80712,
253,,Spot,1,Image 1,3,1000022248,80953,
252,,Spot,1,Image 1,3,1000023039,81387,
184,,Spot,1,Image 1,3,1000082174,82174,
207,,Spot,1,Image 1,3,1000025863,84084,
252,,Spot,1,Image 1,3,1000025898,84121,
255,,Spot,1,Image 1,3,1000025762,84276,
254,,Spot,1,Image 1,3,1000026374,84574,
253,,Spot,1,Image 1,3,1000026660,84846,
0,,Spot,1,Image 1,3,1000024512,85119,
0,,Spot,1,Image 1,3,1000026990,85188,
5,,Spot,1,Image 1,3,1000027048,85231,
254,,Spot,1,Image 1,3,1000027245,85436,
250,,Spot,1,Image 1,3,1000027656,85840,
204,,Spot,1,Image 1,3,1000028860,87067,
211,,Spot,1,Image 1,3,1000028849,87068,
252,,Spot,1,Image 1,3,1000026789,87113,
255,,Spot,1,Image 1,3,1000058544,87764,
251,,Spot,1,Image 1,3,1000029962,88111,
252,,Spot,1,Image 1,4,1000000426,89999,
135,,Spot,1,Image 1,4,1000034728,92817,
0,,Spot,1,Image 1,4,1000005575,94472,
0,,Spot,1,Image 1,4,1000094504,94504,
251,,Spot,1,Image 1,4,1000008102,96642,
220,,Spot,1,Image 1,4,1000011182,99638,
0,,Spot,1,Image 1,4,1000071729,100780,
0,,Spot,1,Image 1,4,1000069455,101402,
214,,Spot,1,Image 1,4,1000014633,102466,
0,,Spot,1,Image 1,4,1000014915,102705,
132,,Spot,1,Image 1,4,1000074239,103194,
233,,Spot,1,Image 1,4,1000018381,105925,
105,,Spot,1,Image 1,4,1000019405,106901,
251,,Spot,1,Image 1,4,1000023639,107889,
0,,Spot,1,Image 1,4,1000080712,109580,
253,,Spot,1,Image 1,4,1000022248,109796,
241,,Spot,1,Image 1,4,1000023039,110552,
199,,Spot,1,Image 1,4,1000082174,111030,
93,,Spot,1,Image 1,4,1000111173,111173,
62,,Spot,1,Image 1,4,1000026990,111660,
185,,Spot,1,Image 1,4,1000025863,112778,
253,,Spot,1,Image 1,4,1000025898,112805,
255,,Spot,1,Image 1,4,1000025762,112950,
219,,Spot,1,Image 1,4,1000026374,113239,
251,,Spot,1,Image 1,4,1000026660,113520,
0,,Spot,1,Image 1,4,1000024512,113757,
25,,Spot,1,Image 1,4,1000027048,113865,
253,,Spot,1,Image 1,4,1000027245,114053,
251,,Spot,1,Image 1,4,1000027656,114406,
217,,Spot,1,Image 1,4,1000028849,115497,
251,,Spot,1,Image 1,4,1000026789,115539,
247,,Spot,1,Image 1,4,1000028860,115808,
255,,Spot,1,Image 1,4,1000058544,116209,
178,,Spot,1,Image 1,4,1000029962,116546,
49,,Spot,1,Image 1,4,1000117221,117221,
251,,Spot,1,Image 1,5,1000000426,118445,
206,,Spot,1,Image 1,5,1000034728,121251,
0,,Spot,1,Image 1,5,1000005575,122895,
0,,Spot,1,Image 1,5,1000094504,122921,
242,,Spot,1,Image 1,5,1000008102,125190,
0,,Spot,1,Image 1,5,1000069455,126997,
143,,Spot,1,Image 1,5,1000011182,128077,
0,,Spot,1,Image 1,5,1000071729,129533,
0,,Spot,1,Image 1,5,1000130081,130081,
228,,Spot,1,Image 1,5,1000014633,130906,
0,,Spot,1,Image 1,5,1000014915,131163,
251,,Spot,1,Image 1,5,1000074239,131962,
211,,Spot,1,Image 1,5,1000018381,134403,
102,,Spot,1,Image 1,5,1000019405,135344,
2,,Spot,1,Image 1,5,1000135496,135496,
165,,Spot,1,Image 1,5,1000136105,136105,
251,,Spot,1,Image 1,5,1000023639,136650,
0,,Spot,1,Image 1,5,1000080712,138121,
253,,Spot,1,Image 1,5,1000022248,138370,
0,,Spot,1,Image 1,5,1000138478,138478,
251,,Spot,1,Image 1,5,1000023039,139141,
0,,Spot,1,Image 1,5,1000111173,139444,
151,,Spot,1,Image 1,5,1000082174,139613,
150,,Spot,1,Image 1,5,1000026990,140299,
239,,Spot,1,Image 1,5,1000025863,141518,
253,,Spot,1,Image 1,5,1000025898,141554,
255,,Spot,1,Image 1,5,1000025762,141715,
213,,Spot,1,Image 1,5,1000026374,142006,
251,,Spot,1,Image 1,5,1000026660,142309,
240,,Spot,1,Image 1,5,1000026789,142442,
0,,Spot,1,Image 1,5,1000024512,142605,
27,,Spot,1,Image 1,5,1000027048,142723,
253,,Spot,1,Image 1,5,1000027245,142911,
252,,Spot,1,Image 1,5,1000027656,143300,
130,,Spot,1,Image 1,5,1000028849,144692,
158,,Spot,1,Image 1,5,1000028860,144697,
255,,Spot,1,Image 1,5,1000058544,145135,
206,,Spot,1,Image 1,5,1000029962,145462,
0,,Spot,1,Image 1,5,1000145899,145899,
160,,Spot,1,Image 1,5,1000117221,146100,
164,,Spot,1,Image 1,6,1000000426,147253,
208,,Spot,1,Image 1,6,1000034728,149987,
0,,Spot,1,Image 1,6,1000005575,151677,
0,,Spot,1,Image 1,6,1000094504,151710,
251,,Spot,1,Image 1,6,1000008102,154042,
170,,Spot,1,Image 1,6,1000011182,156798,
0,,Spot,1,Image 1,6,1000071729,157999,
30,,Spot,1,Image 1,6,1000158060,158060,
0,,Spot,1,Image 1,6,1000069455,158557,
0,,Spot,1,Image 1,6,1000130081,158794,
251,,Spot,1,Image 1,6,1000014633,159593,
0,,Spot,1,Image 1,6,1000014915,159795,
163,,Spot,1,Image 1,6,1000074239,160614,
251,,Spot,1,Image 1,6,1000018381,163048,
0,,Spot,1,Image 1,6,1000135496,164167,
221,,Spot,1,Image 1,6,1000165097,165097,
218,,Spot,1,Image 1,6,1000136105,165141,
251,,Spot,1,Image 1,6,1000023639,165409,
137,,Spot,1,Image 1,6,1000019405,166686,
251,,Spot,1,Image 1,6,1000022248,166839,
0,,Spot,1,Image 1,6,1000080712,166933,
72,,Spot,1,Image 1,6,1000138478,167324,
252,,Spot,1,Image 1,6,1000023039,168006,
0,,Spot,1,Image 1,6,1000111173,168315,
148,,Spot,1,Image 1,6,1000082174,168492,
115,,Spot,1,Image 1,6,1000026990,169213,
239,,Spot,1,Image 1,6,1000025863,170750,
253,,Spot,1,Image 1,6,1000025898,170777,
255,,Spot,1,Image 1,6,1000025762,170880,
