
Intensity Sum of Square Ch=1 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,TrackID,ID,
6969,,Spot,1,Image 1,14,1000080712,399444,
34305,,Spot,1,Image 1,14,1000373068,399716,
265,,Spot,1,Image 1,14,1000312915,399918,
192046,,Spot,1,Image 1,14,1000111173,399990,
775499,,Spot,1,Image 1,14,1000371442,400244,
1.11404e+06,,Spot,1,Image 1,14,1000027048,400915,
900194,,Spot,1,Image 1,14,1000401657,401657,
390150,,Spot,1,Image 1,14,1000026374,402334,
788478,,Spot,1,Image 1,14,1000402605,402605,
722506,,Spot,1,Image 1,14,1000199932,402701,
727891,,Spot,1,Image 1,14,1000257305,402717,
4493,,Spot,1,Image 1,14,1000024512,402891,
506254,,Spot,1,Image 1,14,1000405139,405139,
1.02417e+06,,Spot,1,Image 1,14,1000260417,405314,
910350,,Spot,1,Image 1,14,1000260594,405853,
72122,,Spot,1,Image 1,14,1000145899,406550,
132963,,Spot,1,Image 1,14,1000232501,406554,
49983,,Spot,1,Image 1,14,1000290426,406557,
837708,,Spot,1,Image 1,15,1000290900,407107,
20771,,Spot,1,Image 1,15,1000320447,407345,
1.35348e+06,,Spot,1,Image 1,15,1000178867,408709,
34142,,Spot,1,Image 1,15,1000409035,409035,
28099,,Spot,1,Image 1,15,1000354480,412263,
73214,,Spot,1,Image 1,15,1000354440,412471,
125940,,Spot,1,Image 1,15,1000327258,414040,
120561,,Spot,1,Image 1,15,1000385100,414048,
254018,,Spot,1,Image 1,15,1000008102,414497,
645170,,Spot,1,Image 1,15,1000244446,418817,
977317,,Spot,1,Image 1,15,1000275823,421562,
508541,,Spot,1,Image 1,15,1000421574,421574,
180981,,Spot,1,Image 1,15,1000218062,421663,
442616,,Spot,1,Image 1,15,1000423376,423376,
17152,,Spot,1,Image 1,15,1000278844,424519,
330298,,Spot,1,Image 1,15,1000019405,425097,
1.02923e+06,,Spot,1,Image 1,15,1000224431,425221,
293371,,Spot,1,Image 1,15,1000338312,425331,
1.02922e+06,,Spot,1,Image 1,15,1000165097,425817,
1.00438e+06,,Spot,1,Image 1,15,1000196023,427702,
552750,,Spot,1,Image 1,15,1000282540,427968,
145145,,Spot,1,Image 1,15,1000253547,428122,
638581,,Spot,1,Image 1,15,1000282868,428284,
8579,,Spot,1,Image 1,15,1000080712,428462,
17420,,Spot,1,Image 1,15,1000196749,428756,
216,,Spot,1,Image 1,15,1000312915,428970,
185791,,Spot,1,Image 1,15,1000111173,429038,
852601,,Spot,1,Image 1,15,1000371442,429338,
798891,,Spot,1,Image 1,15,1000429687,429687,
579333,,Spot,1,Image 1,15,1000027048,429991,
1.21823e+06,,Spot,1,Image 1,15,1000401657,430726,
2202,,Spot,1,Image 1,15,1000373068,430921,
585225,,Spot,1,Image 1,15,1000026374,431402,
829903,,Spot,1,Image 1,15,1000402605,431690,
167211,,Spot,1,Image 1,15,1000199932,431779,
845204,,Spot,1,Image 1,15,1000257305,431789,
13600,,Spot,1,Image 1,15,1000024512,431954,
413453,,Spot,1,Image 1,15,1000405139,434235,
1.15675e+06,,Spot,1,Image 1,15,1000260417,434420,
841766,,Spot,1,Image 1,15,1000260594,434965,
17264,,Spot,1,Image 1,15,1000145899,435593,
124869,,Spot,1,Image 1,15,1000232501,435599,
30708,,Spot,1,Image 1,15,1000290426,435603,
836700,,Spot,1,Image 1,16,1000290900,436100,
18932,,Spot,1,Image 1,16,1000320447,436756,
937471,,Spot,1,Image 1,16,1000178867,437671,
73647,,Spot,1,Image 1,16,1000409035,438135,
393723,,Spot,1,Image 1,16,1000439186,439186,
49227,,Spot,1,Image 1,16,1000354440,441187,
8369,,Spot,1,Image 1,16,1000354480,441220,
90471,,Spot,1,Image 1,16,1000327258,442909,
219414,,Spot,1,Image 1,16,1000385100,442914,
617400,,Spot,1,Image 1,16,1000008102,443356,
637573,,Spot,1,Image 1,16,1000244446,447272,
766655,,Spot,1,Image 1,16,1000449132,449132,
627380,,Spot,1,Image 1,16,1000275823,450187,
1.02416e+06,,Spot,1,Image 1,16,1000421574,450197,
369812,,Spot,1,Image 1,16,1000423376,452082,
369470,,Spot,1,Image 1,16,1000218062,452867,
31814,,Spot,1,Image 1,16,1000278844,453216,
586516,,Spot,1,Image 1,16,1000019405,453768,
1.02822e+06,,Spot,1,Image 1,16,1000224431,453886,
280686,,Spot,1,Image 1,16,1000338312,454011,
3500,,Spot,1,Image 1,16,1000454057,454057,
729020,,Spot,1,Image 1,16,1000165097,454506,
276906,,Spot,1,Image 1,16,1000454567,454567,
533,,Spot,1,Image 1,16,1000312915,455118,
1.15031e+06,,Spot,1,Image 1,16,1000196023,456448,
726720,,Spot,1,Image 1,16,1000282540,456729,
636599,,Spot,1,Image 1,16,1000282868,457035,
11043,,Spot,1,Image 1,16,1000080712,457216,
7944,,Spot,1,Image 1,16,1000373068,457521,
120151,,Spot,1,Image 1,16,1000111173,457800,
1.03881e+06,,Spot,1,Image 1,16,1000371442,458059,
744037,,Spot,1,Image 1,16,1000429687,458412,
221133,,Spot,1,Image 1,16,1000027048,458707,
1.09122e+06,,Spot,1,Image 1,16,1000401657,459408,
519182,,Spot,1,Image 1,16,1000026374,459858,
717847,,Spot,1,Image 1,16,1000199932,460237,
563850,,Spot,1,Image 1,16,1000257305,460246,
445045,,Spot,1,Image 1,16,1000402605,460413,
23237,,Spot,1,Image 1,16,1000024512,460724,
694217,,Spot,1,Image 1,16,1000260417,461707,
559277,,Spot,1,Image 1,16,1000405139,463011,
1.17045e+06,,Spot,1,Image 1,16,1000260594,463726,
107829,,Spot,1,Image 1,16,1000145899,464422,
687839,,Spot,1,Image 1,16,1000232501,464429,
324487,,Spot,1,Image 1,16,1000290426,464434,
453141,,Spot,1,Image 1,17,1000290900,464973,
11309,,Spot,1,Image 1,17,1000320447,465600,
1.43055e+06,,Spot,1,Image 1,17,1000178867,466461,
23056,,Spot,1,Image 1,17,1000409035,466808,
364477,,Spot,1,Image 1,17,1000439186,467942,
10372,,Spot,1,Image 1,17,1000354440,469989,
9074,,Spot,1,Image 1,17,1000354480,470011,
47062,,Spot,1,Image 1,17,1000327258,471824,
41154,,Spot,1,Image 1,17,1000385100,471829,
585118,,Spot,1,Image 1,17,1000008102,472219,
212619,,Spot,1,Image 1,17,1000423376,478062,
194057,,Spot,1,Image 1,17,1000449132,478114,
757381,,Spot,1,Image 1,17,1000275823,479258,
63504,,Spot,1,Image 1,17,1000421574,479273,
2993,,Spot,1,Image 1,17,1000454057,480386,
590661,,Spot,1,Image 1,17,1000019405,482884,
212926,,Spot,1,Image 1,17,1000338312,483143,
301813,,Spot,1,Image 1,17,1000454567,483371,
942220,,Spot,1,Image 1,17,1000165097,483628,
1.01377e+06,,Spot,1,Image 1,17,1000196023,485548,
594250,,Spot,1,Image 1,17,1000282540,485818,
387098,,Spot,1,Image 1,17,1000282868,486152,
5486,,Spot,1,Image 1,17,1000080712,486345,
661,,Spot,1,Image 1,17,1000312915,486851,
81496,,Spot,1,Image 1,17,1000111173,486915,
661415,,Spot,1,Image 1,17,1000371442,487193,
965532,,Spot,1,Image 1,17,1000429687,487511,
515625,,Spot,1,Image 1,17,1000401657,488500,
490040,,Spot,1,Image 1,17,1000488632,488632,
32715,,Spot,1,Image 1,17,1000373068,488750,
910350,,Spot,1,Image 1,17,1000026374,489213,
980,,Spot,1,Image 1,17,1000489329,489329,
782261,,Spot,1,Image 1,17,1000402605,489469,
67432,,Spot,1,Image 1,17,1000024512,489781,
409744,,Spot,1,Image 1,17,1000405139,492033,
530434,,Spot,1,Image 1,17,1000260417,492217,
1.69065e+06,,Spot,1,Image 1,17,1000260594,492735,
519182,,Spot,1,Image 1,17,1000493396,493396,
78452,,Spot,1,Image 1,17,1000145899,493459,
137467,,Spot,1,Image 1,17,1000290426,493470,
898,,Spot,1,Image 1,18,1000320447,494672,
1.03786e+06,,Spot,1,Image 1,18,1000178867,495547,
87742,,Spot,1,Image 1,18,1000409035,495994,
126505,,Spot,1,Image 1,18,1000439186,496987,
5209,,Spot,1,Image 1,18,1000354480,499110,
38854,,Spot,1,Image 1,18,1000354440,499330,
397456,,Spot,1,Image 1,18,1000385100,501090,
556441,,Spot,1,Image 1,18,1000008102,501305,
1.01893e+06,,Spot,1,Image 1,18,1000449132,507120,
735596,,Spot,1,Image 1,18,1000275823,508221,
127513,,Spot,1,Image 1,18,1000421574,508233,
2660,,Spot,1,Image 1,18,1000454057,509349,
374498,,Spot,1,Image 1,18,1000423376,510045,
576117,,Spot,1,Image 1,18,1000019405,511875,
260307,,Spot,1,Image 1,18,1000338312,512123,
450679,,Spot,1,Image 1,18,1000454567,512367,
820664,,Spot,1,Image 1,18,1000165097,512640,
4,,Spot,1,Image 1,18,1000312915,513233,
960660,,Spot,1,Image 1,18,1000196023,514524,
1.30279e+06,,Spot,1,Image 1,18,1000282540,514803,
5672,,Spot,1,Image 1,18,1000515291,515291,
15606,,Spot,1,Image 1,18,1000080712,515594,
64658,,Spot,1,Image 1,18,1000111173,515878,
489415,,Spot,1,Image 1,18,1000371442,516171,
813605,,Spot,1,Image 1,18,1000429687,516515,
1.02619e+06,,Spot,1,Image 1,18,1000401657,517431,
29382,,Spot,1,Image 1,18,1000373068,517694,
607042,,Spot,1,Image 1,18,1000488632,517856,
256038,,Spot,1,Image 1,18,1000026374,517902,
1108,,Spot,1,Image 1,18,1000489329,518274,
832168,,Spot,1,Image 1,18,1000402605,518452,
18496,,Spot,1,Image 1,18,1000024512,518741,
1.11634e+06,,Spot,1,Image 1,18,1000260417,519707,
756499,,Spot,1,Image 1,18,1000405139,520995,
648725,,Spot,1,Image 1,18,1000493396,522340,
28976,,Spot,1,Image 1,18,1000145899,522408,
166693,,Spot,1,Image 1,18,1000522409,522409,
16850,,Spot,1,Image 1,18,1000522415,522415,
184771,,Spot,1,Image 1,18,1000290426,522416,
1828,,Spot,1,Image 1,19,1000320447,524110,
621173,,Spot,1,Image 1,19,1000178867,524549,
87833,,Spot,1,Image 1,19,1000409035,524961,
733551,,Spot,1,Image 1,19,1000439186,525896,
36910,,Spot,1,Image 1,19,1000354480,527932,
48668,,Spot,1,Image 1,19,1000354440,528164,
74482,,Spot,1,Image 1,19,1000385100,529704,
435087,,Spot,1,Image 1,19,1000008102,530128,
871360,,Spot,1,Image 1,19,1000534158,534158,
0,,Spot,1,Image 1,19,1000535289,535289,
748814,,Spot,1,Image 1,19,1000449132,535950,
288179,,Spot,1,Image 1,19,1000423376,536045,
977421,,Spot,1,Image 1,19,1000275823,537172,
381531,,Spot,1,Image 1,19,1000421574,537184,
4533,,Spot,1,Image 1,19,1000454057,538249,
887165,,Spot,1,Image 1,19,1000019405,540819,
248661,,Spot,1,Image 1,19,1000338312,541055,
544352,,Spot,1,Image 1,19,1000454567,541268,
661154,,Spot,1,Image 1,19,1000165097,541507,
0,,Spot,1,Image 1,19,1000312915,542127,
895126,,Spot,1,Image 1,19,1000196023,543354,
859308,,Spot,1,Image 1,19,1000282540,543636,
495161,,Spot,1,Image 1,19,1000282868,543952,
17340,,Spot,1,Image 1,19,1000515291,544173,
171264,,Spot,1,Image 1,19,1000111173,544731,
615723,,Spot,1,Image 1,19,1000371442,544983,
1.3245e+06,,Spot,1,Image 1,19,1000429687,545670,
1.15979e+06,,Spot,1,Image 1,19,1000401657,546302,
65025,,Spot,1,Image 1,19,1000488632,546713,
5692,,Spot,1,Image 1,19,1000489329,547128,
540863,,Spot,1,Image 1,19,1000402605,547295,
269,,Spot,1,Image 1,19,1000024512,547622,
1.02619e+06,,Spot,1,Image 1,19,1000260417,548615,
512834,,Spot,1,Image 1,19,1000549440,549440,
589085,,Spot,1,Image 1,19,1000405139,549873,
584716,,Spot,1,Image 1,19,1000493396,551265,
58223,,Spot,1,Image 1,19,1000145899,551336,
254773,,Spot,1,Image 1,19,1000522409,551340,
165739,,Spot,1,Image 1,19,1000522415,551345,
267382,,Spot,1,Image 1,19,1000290426,551346,
895001,,Spot,1,Image 1,20,1000178867,553148,
160837,,Spot,1,Image 1,20,1000409035,554021,
668959,,Spot,1,Image 1,20,1000439186,555015,
3079,,Spot,1,Image 1,20,1000354480,557029,
48955,,Spot,1,Image 1,20,1000354440,557262,
127391,,Spot,1,Image 1,20,1000385100,558714,
409986,,Spot,1,Image 1,20,1000008102,559137,
255531,,Spot,1,Image 1,20,1000534158,563260,
202,,Spot,1,Image 1,20,1000535289,564371,
905270,,Spot,1,Image 1,20,1000449132,565073,
244104,,Spot,1,Image 1,20,1000423376,565180,
617783,,Spot,1,Image 1,20,1000566277,566277,
804229,,Spot,1,Image 1,20,1000275823,566322,
1.29759e+06,,Spot,1,Image 1,20,1000421574,566338,
1703,,Spot,1,Image 1,20,1000454057,567395,
87125,,Spot,1,Image 1,20,1000569584,569584,
703334,,Spot,1,Image 1,20,1000019405,569923,
197909,,Spot,1,Image 1,20,1000338312,570183,
876242,,Spot,1,Image 1,20,1000454567,570435,
473956,,Spot,1,Image 1,20,1000165097,570692,
830103,,Spot,1,Image 1,20,1000572485,572485,
573564,,Spot,1,Image 1,20,1000196023,572536,
510056,,Spot,1,Image 1,20,1000282868,572825,
249042,,Spot,1,Image 1,20,1000282540,572830,
15957,,Spot,1,Image 1,20,1000515291,573317,
0,,Spot,1,Image 1,20,1000312915,573796,
185124,,Spot,1,Image 1,20,1000111173,573855,
46559,,Spot,1,Image 1,20,1000574056,574056,
559544,,Spot,1,Image 1,20,1000371442,574109,
733914,,Spot,1,Image 1,20,1000429687,574473,
778773,,Spot,1,Image 1,20,1000488632,575470,
679487,,Spot,1,Image 1,20,1000576160,576160,
1286,,Spot,1,Image 1,20,1000489329,576167,
324401,,Spot,1,Image 1,20,1000402605,576328,
9135,,Spot,1,Image 1,20,1000024512,576691,
1.51636e+06,,Spot,1,Image 1,20,1000260417,577679,
725443,,Spot,1,Image 1,20,1000549440,578488,
710802,,Spot,1,Image 1,20,1000405139,578956,
650250,,Spot,1,Image 1,20,1000493396,580340,
43072,,Spot,1,Image 1,20,1000145899,580402,
207807,,Spot,1,Image 1,20,1000522409,580406,
239962,,Spot,1,Image 1,20,1000522415,580409,
123779,,Spot,1,Image 1,20,1000290426,580410,
28732,,Spot,1,Image 1,21,1000409035,583023,
588817,,Spot,1,Image 1,21,1000439186,584010,
18972,,Spot,1,Image 1,21,1000354480,586056,
25945,,Spot,1,Image 1,21,1000354440,586264,
28563,,Spot,1,Image 1,21,1000385100,587735,
528841,,Spot,1,Image 1,21,1000008102,588156,
863563,,Spot,1,Image 1,21,1000534158,592272,
1141,,Spot,1,Image 1,21,1000535289,593406,
517160,,Spot,1,Image 1,21,1000449132,594128,
376456,,Spot,1,Image 1,21,1000423376,594240,
656504,,Spot,1,Image 1,21,1000566277,595322,
481216,,Spot,1,Image 1,21,1000275823,595383,
1.1107e+06,,Spot,1,Image 1,21,1000421574,595403,
5805,,Spot,1,Image 1,21,1000454057,596457,
777745,,Spot,1,Image 1,21,1000569584,599061,
1.06573e+06,,Spot,1,Image 1,21,1000454567,599596,
555437,,Spot,1,Image 1,21,1000165097,599850,
765086,,Spot,1,Image 1,21,1000572485,601631,
807873,,Spot,1,Image 1,21,1000196023,601682,
513092,,Spot,1,Image 1,21,1000282868,601944,
17324,,Spot,1,Image 1,21,1000515291,602451,
14344,,Spot,1,Image 1,21,1000574056,603262,
3950,,Spot,1,Image 1,21,1000312915,603305,
479138,,Spot,1,Image 1,21,1000371442,603320,
210440,,Spot,1,Image 1,21,1000111173,603368,
866936,,Spot,1,Image 1,21,1000429687,603656,
756841,,Spot,1,Image 1,21,1000488632,604666,
656205,,Spot,1,Image 1,21,1000576160,605342,
2212,,Spot,1,Image 1,21,1000489329,605348,
543,,Spot,1,Image 1,21,1000024512,605830,
1.05897e+06,,Spot,1,Image 1,21,1000606742,606742,
1.14887e+06,,Spot,1,Image 1,21,1000260417,606776,
684393,,Spot,1,Image 1,21,1000549440,607568,
788995,,Spot,1,Image 1,21,1000405139,608013,
650250,,Spot,1,Image 1,21,1000493396,609400,
31404,,Spot,1,Image 1,21,1000145899,609483,
234400,,Spot,1,Image 1,21,1000522409,609488,
218502,,Spot,1,Image 1,21,1000522415,609495,
79432,,Spot,1,Image 1,21,1000290426,609496,
123508,,Spot,1,Image 1,22,1000409035,612139,
388328,,Spot,1,Image 1,22,1000439186,613175,
43235,,Spot,1,Image 1,22,1000354480,615249,
12952,,Spot,1,Image 1,22,1000354440,615509,
329166,,Spot,1,Image 1,22,1000385100,617015,
453212,,Spot,1,Image 1,22,1000008102,617445,
640601,,Spot,1,Image 1,22,1000534158,621845,
0,,Spot,1,Image 1,22,1000535289,622692,
893014,,Spot,1,Image 1,22,1000623228,623228,
650250,,Spot,1,Image 1,22,1000449132,623365,
444888,,Spot,1,Image 1,22,1000566277,624563,
497991,,Spot,1,Image 1,22,1000275823,624617,
8777,,Spot,1,Image 1,22,1000454057,625744,
1322,,Spot,1,Image 1,22,1000626063,626063,
426260,,Spot,1,Image 1,22,1000569584,627914,
195075,,Spot,1,Image 1,22,1000628237,628237,
657061,,Spot,1,Image 1,22,1000454567,628771,
703101,,Spot,1,Image 1,22,1000572485,630844,
1.02394e+06,,Spot,1,Image 1,22,1000196023,630885,
447560,,Spot,1,Image 1,22,1000282868,631150,
9287,,Spot,1,Image 1,22,1000515291,631656,
87212,,Spot,1,Image 1,22,1000312915,632214,
273901,,Spot,1,Image 1,22,1000111173,632280,
12303,,Spot,1,Image 1,22,1000574056,632479,
468318,,Spot,1,Image 1,22,1000371442,632543,
808142,,Spot,1,Image 1,22,1000429687,633227,
584716,,Spot,1,Image 1,22,1000488632,633901,
40,,Spot,1,Image 1,22,1000489329,634293,
603656,,Spot,1,Image 1,22,1000576160,634591,
665,,Spot,1,Image 1,22,1000024512,635060,
960708,,Spot,1,Image 1,22,1000606742,636000,
538977,,Spot,1,Image 1,22,1000260417,636035,
994522,,Spot,1,Image 1,22,1000549440,636793,
817284,,Spot,1,Image 1,22,1000405139,637253,
325125,,Spot,1,Image 1,22,1000493396,638573,
106616,,Spot,1,Image 1,22,1000145899,638651,
180848,,Spot,1,Image 1,22,1000522409,638654,
146757,,Spot,1,Image 1,22,1000522415,638660,
48630,,Spot,1,Image 1,23,1000409035,641282,
586067,,Spot,1,Image 1,23,1000439186,642272,
12635,,Spot,1,Image 1,23,1000354480,644361,
170340,,Spot,1,Image 1,23,1000385100,646067,
344677,,Spot,1,Image 1,23,1000008102,646479,
6452,,Spot,1,Image 1,23,1000354440,646958,
896643,,Spot,1,Image 1,23,1000534158,650543,
6817,,Spot,1,Image 1,23,1000535289,651640,
394280,,Spot,1,Image 1,23,1000623228,652012,
254018,,Spot,1,Image 1,23,1000449132,652319,
509328,,Spot,1,Image 1,23,1000566277,653458,
681165,,Spot,1,Image 1,23,1000275823,653522,
701,,Spot,1,Image 1,23,1000626063,655074,
488924,,Spot,1,Image 1,23,1000569584,656781,
1.46594e+06,,Spot,1,Image 1,23,1000628237,657086,
1518,,Spot,1,Image 1,23,1000454057,657479,
497586,,Spot,1,Image 1,23,1000454567,657660,
190512,,Spot,1,Image 1,23,1000657926,657926,
761589,,Spot,1,Image 1,23,1000572485,659696,
796652,,Spot,1,Image 1,23,1000196023,659747,
512084,,Spot,1,Image 1,23,1000282868,660014,
6038,,Spot,1,Image 1,23,1000515291,660518,
172428,,Spot,1,Image 1,23,1000312915,661086,
357985,,Spot,1,Image 1,23,1000111173,661143,
11025,,Spot,1,Image 1,23,1000371442,661424,
53856,,Spot,1,Image 1,23,1000574056,661701,
369274,,Spot,1,Image 1,23,1000429687,662144,
582173,,Spot,1,Image 1,23,1000488632,662824,
504176,,Spot,1,Image 1,23,1000576160,663461,
1383,,Spot,1,Image 1,23,1000489329,663476,
24923,,Spot,1,Image 1,23,1000024512,663940,
747073,,Spot,1,Image 1,23,1000606742,664549,
627904,,Spot,1,Image 1,23,1000260417,664891,
1.08687e+06,,Spot,1,Image 1,23,1000549440,665648,
650250,,Spot,1,Image 1,23,1000493396,667426,
92793,,Spot,1,Image 1,23,1000145899,667512,
199630,,Spot,1,Image 1,23,1000522409,667517,
153176,,Spot,1,Image 1,23,1000667525,667525,
206841,,Spot,1,Image 1,23,1000522415,667526,
39696,,Spot,1,Image 1,24,1000409035,670196,
638006,,Spot,1,Image 1,24,1000439186,671197,
9489,,Spot,1,Image 1,24,1000354480,673521,
0,,Spot,1,Image 1,24,1000675627,675627,
384563,,Spot,1,Image 1,24,1000534158,679589,
939,,Spot,1,Image 1,24,1000535289,680885,
766759,,Spot,1,Image 1,24,1000623228,681151,
129034,,Spot,1,Image 1,24,1000449132,681492,
727932,,Spot,1,Image 1,24,1000566277,682589,
439382,,Spot,1,Image 1,24,1000275823,682652,
95,,Spot,1,Image 1,24,1000626063,684192,
1433,,Spot,1,Image 1,24,1000684239,684239,
568014,,Spot,1,Image 1,24,1000569584,685920,
843291,,Spot,1,Image 1,24,1000628237,686205,
236425,,Spot,1,Image 1,24,1000686553,686553,
4678,,Spot,1,Image 1,24,1000454057,686599,
496582,,Spot,1,Image 1,24,1000454567,686788,
500168,,Spot,1,Image 1,24,1000657926,687093,
716076,,Spot,1,Image 1,24,1000572485,688906,
852732,,Spot,1,Image 1,24,1000196023,688961,
655231,,Spot,1,Image 1,24,1000282868,689221,
1000,,Spot,1,Image 1,24,1000689377,689377,
1315,,Spot,1,Image 1,24,1000515291,689712,
208271,,Spot,1,Image 1,24,1000111173,690305,
51828,,Spot,1,Image 1,24,1000574056,690517,
61020,,Spot,1,Image 1,24,1000312915,690568,
646269,,Spot,1,Image 1,24,1000371442,690575,
503617,,Spot,1,Image 1,24,1000690930,690930,
660622,,Spot,1,Image 1,24,1000429687,691300,
609062,,Spot,1,Image 1,24,1000488632,691939,
696444,,Spot,1,Image 1,24,1000692325,692325,
502786,,Spot,1,Image 1,24,1000576160,692328,
563766,,Spot,1,Image 1,24,1000606742,693714,
389867,,Spot,1,Image 1,24,1000260417,694040,
616698,,Spot,1,Image 1,24,1000549440,694887,
608604,,Spot,1,Image 1,24,1000695046,695046,
585225,,Spot,1,Image 1,24,1000493396,696758,
116308,,Spot,1,Image 1,24,1000145899,696850,
194776,,Spot,1,Image 1,24,1000522409,696858,
203099,,Spot,1,Image 1,24,1000667525,696866,
100542,,Spot,1,Image 1,24,1000522415,696867,
101071,,Spot,1,Image 1,25,1000409035,699571,
643324,,Spot,1,Image 1,25,1000439186,700618,
6567,,Spot,1,Image 1,25,1000354480,702902,
189003,,Spot,1,Image 1,25,1000704730,704730,
125,,Spot,1,Image 1,25,1000675627,705118,
8325,,Spot,1,Image 1,25,1000705525,705525,
827578,,Spot,1,Image 1,25,1000534158,708991,
133,,Spot,1,Image 1,25,1000535289,710309,
426201,,Spot,1,Image 1,25,1000623228,710527,
769130,,Spot,1,Image 1,25,1000449132,710701,
532555,,Spot,1,Image 1,25,1000275823,711797,
242186,,Spot,1,Image 1,25,1000566277,712056,
629740,,Spot,1,Image 1,25,1000712057,712057,
8796,,Spot,1,Image 1,25,1000454057,713228,
5065,,Spot,1,Image 1,25,1000684239,713680,
5,,Spot,1,Image 1,25,1000626063,713723,
1.2895e+06,,Spot,1,Image 1,25,1000628237,715316,
709572,,Spot,1,Image 1,25,1000569584,715360,
257458,,Spot,1,Image 1,25,1000686553,716044,
637051,,Spot,1,Image 1,25,1000454567,716279,
475667,,Spot,1,Image 1,25,1000657926,716543,
1.06703e+06,,Spot,1,Image 1,25,1000572485,718299,
711519,,Spot,1,Image 1,25,1000196023,718330,
22631,,Spot,1,Image 1,25,1000689377,718806,
252293,,Spot,1,Image 1,25,1000111173,719693,
83197,,Spot,1,Image 1,25,1000312915,719956,
424417,,Spot,1,Image 1,25,1000371442,719965,
150146,,Spot,1,Image 1,25,1000574056,720253,
870626,,Spot,1,Image 1,25,1000690930,720360,
462116,,Spot,1,Image 1,25,1000488632,721319,
676919,,Spot,1,Image 1,25,1000692325,721698,
701716,,Spot,1,Image 1,25,1000576160,721705,
1.03895e+06,,Spot,1,Image 1,25,1000606742,723091,
498135,,Spot,1,Image 1,25,1000549440,724236,
489395,,Spot,1,Image 1,25,1000695046,724379,
650250,,Spot,1,Image 1,25,1000493396,726025,
81162,,Spot,1,Image 1,25,1000145899,726114,
365879,,Spot,1,Image 1,25,1000522409,726124,
84887,,Spot,1,Image 1,25,1000667525,726132,
157044,,Spot,1,Image 1,25,1000522415,726133,
535950,,Spot,1,Image 1,26,1000728131,728131,
88897,,Spot,1,Image 1,26,1000409035,728846,
547070,,Spot,1,Image 1,26,1000439186,729879,
3805,,Spot,1,Image 1,26,1000354480,732141,
748072,,Spot,1,Image 1,26,1000704730,733975,
837,,Spot,1,Image 1,26,1000675627,734406,
21856,,Spot,1,Image 1,26,1000705525,734487,
1.33224e+06,,Spot,1,Image 1,26,1000534158,738198,
3996,,Spot,1,Image 1,26,1000535289,739497,
1.1946e+06,,Spot,1,Image 1,26,1000623228,739739,
844307,,Spot,1,Image 1,26,1000449132,739883,
560654,,Spot,1,Image 1,26,1000275823,741029,
646558,,Spot,1,Image 1,26,1000712057,741263,
145973,,Spot,1,Image 1,26,1000686553,742428,
10736,,Spot,1,Image 1,26,1000454057,742486,
11504,,Spot,1,Image 1,26,1000684239,742950,
9,,Spot,1,Image 1,26,1000626063,743009,
1.36197e+06,,Spot,1,Image 1,26,1000628237,744595,
639786,,Spot,1,Image 1,26,1000569584,744635,
732783,,Spot,1,Image 1,26,1000196023,745168,
635472,,Spot,1,Image 1,26,1000657926,745496,
380212,,Spot,1,Image 1,26,1000572485,747541,
13989,,Spot,1,Image 1,26,1000689377,748032,
24843,,Spot,1,Image 1,26,1000312915,748886,
93564,,Spot,1,Image 1,26,1000111173,748941,
354068,,Spot,1,Image 1,26,1000371442,749226,
534973,,Spot,1,Image 1,26,1000690930,749271,
349357,,Spot,1,Image 1,26,1000692325,750665,
577615,,Spot,1,Image 1,26,1000576160,750916,
337010,,Spot,1,Image 1,26,1000549440,751425,
731665,,Spot,1,Image 1,26,1000606742,752298,
514195,,Spot,1,Image 1,26,1000695046,753607,
639490,,Spot,1,Image 1,26,1000755087,755087,
108774,,Spot,1,Image 1,26,1000145899,755292,
431772,,Spot,1,Image 1,26,1000667525,755310,
667339,,Spot,1,Image 1,27,1000728131,757265,
75961,,Spot,1,Image 1,27,1000409035,758018,
15863,,Spot,1,Image 1,27,1000354480,761320,
750671,,Spot,1,Image 1,27,1000704730,762986,
12971,,Spot,1,Image 1,27,1000705525,764022,
9,,Spot,1,Image 1,27,1000764459,764459,
955,,Spot,1,Image 1,27,1000675627,766298,
1.32482e+06,,Spot,1,Image 1,27,1000534158,767422,
1867,,Spot,1,Image 1,27,1000535289,768706,
892771,,Spot,1,Image 1,27,1000623228,768950,
971812,,Spot,1,Image 1,27,1000449132,769101,
478567,,Spot,1,Image 1,27,1000275823,770268,
740642,,Spot,1,Image 1,27,1000712057,770520,
234,,Spot,1,Image 1,27,1000626063,772215,
16038,,Spot,1,Image 1,27,1000684239,772320,
1.68709e+06,,Spot,1,Image 1,27,1000628237,773970,
502923,,Spot,1,Image 1,27,1000569584,774001,
626230,,Spot,1,Image 1,27,1000572485,774517,
940882,,Spot,1,Image 1,27,1000196023,774555,
230290,,Spot,1,Image 1,27,1000686553,774715,
14478,,Spot,1,Image 1,27,1000454057,774762,
759028,,Spot,1,Image 1,27,1000657926,774902,
2813,,Spot,1,Image 1,27,1000689377,777434,
10429,,Spot,1,Image 1,27,1000312915,778330,
194739,,Spot,1,Image 1,27,1000111173,778393,
499117,,Spot,1,Image 1,27,1000371442,778678,
636062,,Spot,1,Image 1,27,1000690930,779048,
764627,,Spot,1,Image 1,27,1000692325,780160,
