
Average Distance To 9 Nearest Neighbours
 ==================== 
Average Distance To 9 Nearest Neighbours,Unit,Category,Time,TrackID,ID,
177.772,µm,Spot,1,1000000426,426,
116.527,µm,Spot,1,1000005575,5575,
113.54,µm,Spot,1,1000008102,8102,
126.005,µm,Spot,1,1000011182,11182,
126.946,µm,Spot,1,1000014633,14633,
62.3506,µm,Spot,1,1000014915,14915,
88.6261,µm,Spot,1,1000018381,18381,
81.0297,µm,Spot,1,1000019405,19405,
89.254,µm,Spot,1,1000022248,22248,
51.3708,µm,Spot,1,1000023039,23039,
88.7358,µm,Spot,1,1000023639,23639,
103.323,µm,Spot,1,1000024512,24512,
58.8195,µm,Spot,1,1000025762,25762,
71.7374,µm,Spot,1,1000025863,25863,
92.2481,µm,Spot,1,1000025898,25898,
50.7361,µm,Spot,1,1000026374,26374,
52.5909,µm,Spot,1,1000026660,26660,
76.6831,µm,Spot,1,1000026789,26789,
93.4066,µm,Spot,1,1000026990,26990,
105.412,µm,Spot,1,1000027048,27048,
80.7706,µm,Spot,1,1000027245,27245,
108.729,µm,Spot,1,1000027656,27656,
52.578,µm,Spot,1,1000028849,28849,
52.0331,µm,Spot,1,1000028860,28860,
88.3324,µm,Spot,1,1000029962,29962,
157.401,µm,Spot,2,1000000426,31408,
132.649,µm,Spot,2,1000034728,34728,
112.339,µm,Spot,2,1000005575,36136,
115.652,µm,Spot,2,1000008102,38443,
121.429,µm,Spot,2,1000011182,41290,
122.963,µm,Spot,2,1000014633,44511,
62.8268,µm,Spot,2,1000014915,44743,
88.3032,µm,Spot,2,1000018381,48029,
80.4168,µm,Spot,2,1000019405,48982,
71.5104,µm,Spot,2,1000023639,50349,
89.7545,µm,Spot,2,1000022248,51941,
52.0777,µm,Spot,2,1000023039,52388,
97.6638,µm,Spot,2,1000024512,53806,
74.2758,µm,Spot,2,1000026990,53878,
72.7501,µm,Spot,2,1000025863,54980,
92.1892,µm,Spot,2,1000025898,55022,
59.0857,µm,Spot,2,1000025762,55178,
51.4411,µm,Spot,2,1000026374,55483,
52.6257,µm,Spot,2,1000026660,55751,
77.1233,µm,Spot,2,1000026789,55877,
86.0029,µm,Spot,2,1000027048,56142,
64.2134,µm,Spot,2,1000027245,56330,
89.1186,µm,Spot,2,1000027656,56728,
53.0929,µm,Spot,2,1000028849,57830,
52.384,µm,Spot,2,1000028860,57836,
70.2448,µm,Spot,2,1000058544,58544,
77.3963,µm,Spot,2,1000029962,58891,
155.264,µm,Spot,3,1000000426,60244,
131.882,µm,Spot,3,1000034728,63643,
97.1082,µm,Spot,3,1000005575,65097,
105.111,µm,Spot,3,1000008102,67443,
103.58,µm,Spot,3,1000069455,69455,
111.286,µm,Spot,3,1000011182,70317,
83.25,µm,Spot,3,1000071729,71729,
114.269,µm,Spot,3,1000014633,73446,
60.7086,µm,Spot,3,1000014915,73705,
73.4774,µm,Spot,3,1000074239,74239,
79.8312,µm,Spot,3,1000018381,76943,
75.4954,µm,Spot,3,1000019405,77924,
62.7086,µm,Spot,3,1000023639,79247,
61.4101,µm,Spot,3,1000080712,80712,
82.1196,µm,Spot,3,1000022248,80953,
47.5362,µm,Spot,3,1000023039,81387,
66.9364,µm,Spot,3,1000082174,82174,
60.9624,µm,Spot,3,1000025863,84084,
87.5136,µm,Spot,3,1000025898,84121,
55.5127,µm,Spot,3,1000025762,84276,
48.651,µm,Spot,3,1000026374,84574,
52.3864,µm,Spot,3,1000026660,84846,
81.2404,µm,Spot,3,1000024512,85119,
64.6716,µm,Spot,3,1000026990,85188,
76.6095,µm,Spot,3,1000027048,85231,
54.0895,µm,Spot,3,1000027245,85436,
78.4063,µm,Spot,3,1000027656,85840,
50.2967,µm,Spot,3,1000028860,87067,
51.4128,µm,Spot,3,1000028849,87068,
67.0067,µm,Spot,3,1000026789,87113,
60.8071,µm,Spot,3,1000058544,87764,
67.6007,µm,Spot,3,1000029962,88111,
151.931,µm,Spot,4,1000000426,89999,
131.755,µm,Spot,4,1000034728,92817,
82.5621,µm,Spot,4,1000005575,94472,
78.0246,µm,Spot,4,1000094504,94504,
105.304,µm,Spot,4,1000008102,96642,
111.964,µm,Spot,4,1000011182,99638,
78.3459,µm,Spot,4,1000071729,100780,
99.1765,µm,Spot,4,1000069455,101402,
106.066,µm,Spot,4,1000014633,102466,
60.2902,µm,Spot,4,1000014915,102705,
73.7814,µm,Spot,4,1000074239,103194,
79.5788,µm,Spot,4,1000018381,105925,
75.7544,µm,Spot,4,1000019405,106901,
55.3222,µm,Spot,4,1000023639,107889,
59.0083,µm,Spot,4,1000080712,109580,
82.2223,µm,Spot,4,1000022248,109796,
46.3078,µm,Spot,4,1000023039,110552,
63.1563,µm,Spot,4,1000082174,111030,
66.717,µm,Spot,4,1000111173,111173,
56.7773,µm,Spot,4,1000026990,111660,
59.9195,µm,Spot,4,1000025863,112778,
88.8203,µm,Spot,4,1000025898,112805,
56.1987,µm,Spot,4,1000025762,112950,
47.8841,µm,Spot,4,1000026374,113239,
51.3191,µm,Spot,4,1000026660,113520,
78.0208,µm,Spot,4,1000024512,113757,
63.3705,µm,Spot,4,1000027048,113865,
49.8716,µm,Spot,4,1000027245,114053,
64.6064,µm,Spot,4,1000027656,114406,
47.8365,µm,Spot,4,1000028849,115497,
66.8913,µm,Spot,4,1000026789,115539,
48.1537,µm,Spot,4,1000028860,115808,
52.2792,µm,Spot,4,1000058544,116209,
66.2544,µm,Spot,4,1000029962,116546,
81.0581,µm,Spot,4,1000117221,117221,
152.685,µm,Spot,5,1000000426,118445,
131.775,µm,Spot,5,1000034728,121251,
83.5636,µm,Spot,5,1000005575,122895,
77.9892,µm,Spot,5,1000094504,122921,
102.832,µm,Spot,5,1000008102,125190,
80.7101,µm,Spot,5,1000069455,126997,
109.355,µm,Spot,5,1000011182,128077,
71.8094,µm,Spot,5,1000071729,129533,
73.8939,µm,Spot,5,1000130081,130081,
106.507,µm,Spot,5,1000014633,130906,
55.2274,µm,Spot,5,1000014915,131163,
72.5362,µm,Spot,5,1000074239,131962,
76.575,µm,Spot,5,1000018381,134403,
75.5992,µm,Spot,5,1000019405,135344,
40.5967,µm,Spot,5,1000135496,135496,
69.6799,µm,Spot,5,1000136105,136105,
49.3342,µm,Spot,5,1000023639,136650,
47.6782,µm,Spot,5,1000080712,138121,
76.0315,µm,Spot,5,1000022248,138370,
47.447,µm,Spot,5,1000138478,138478,
39.3063,µm,Spot,5,1000023039,139141,
61.1668,µm,Spot,5,1000111173,139444,
63.5919,µm,Spot,5,1000082174,139613,
49.6845,µm,Spot,5,1000026990,140299,
45.637,µm,Spot,5,1000025863,141518,
87.9021,µm,Spot,5,1000025898,141554,
56.0541,µm,Spot,5,1000025762,141715,
44.9173,µm,Spot,5,1000026374,142006,
49.7221,µm,Spot,5,1000026660,142309,
52.3055,µm,Spot,5,1000026789,142442,
74.1284,µm,Spot,5,1000024512,142605,
52.4377,µm,Spot,5,1000027048,142723,
50.0972,µm,Spot,5,1000027245,142911,
57.2764,µm,Spot,5,1000027656,143300,
47.1394,µm,Spot,5,1000028849,144692,
46.0515,µm,Spot,5,1000028860,144697,
52.5583,µm,Spot,5,1000058544,145135,
66.1504,µm,Spot,5,1000029962,145462,
103.651,µm,Spot,5,1000145899,145899,
78.1465,µm,Spot,5,1000117221,146100,
152.305,µm,Spot,6,1000000426,147253,
131.699,µm,Spot,6,1000034728,149987,
75.3576,µm,Spot,6,1000005575,151677,
69.6358,µm,Spot,6,1000094504,151710,
104.734,µm,Spot,6,1000008102,154042,
109.074,µm,Spot,6,1000011182,156798,
69.3765,µm,Spot,6,1000071729,157999,
58.413,µm,Spot,6,1000158060,158060,
79.7267,µm,Spot,6,1000069455,158557,
73.9008,µm,Spot,6,1000130081,158794,
101.955,µm,Spot,6,1000014633,159593,
55.4509,µm,Spot,6,1000014915,159795,
72.6826,µm,Spot,6,1000074239,160614,
75.2503,µm,Spot,6,1000018381,163048,
