
Track Area Mean
 ==================== 
Track Area Mean,Unit,Category,ID,
40.6748,µm^2,Track,1001222072,
43.8694,µm^2,Track,1001223904,
25.2562,µm^2,Track,1001236985,
62.7478,µm^2,Track,1001244289,
27.9945,µm^2,Track,1001261153,
32.7678,µm^2,Track,1001265495,
49.7111,µm^2,Track,1001290709,
45.271,µm^2,Track,1001298039,
69.8516,µm^2,Track,1001304416,
44.3185,µm^2,Track,1001307011,
25.9976,µm^2,Track,1001310725,
47.024,µm^2,Track,1001347654,
28.2813,µm^2,Track,1001349662,
47.9454,µm^2,Track,1001351185,
38.736,µm^2,Track,1001373018,
36.0502,µm^2,Track,1001374929,
36.3668,µm^2,Track,1001376957,
41.3372,µm^2,Track,1001382680,
43.218,µm^2,Track,1001390095,
51.7288,µm^2,Track,1001399631,
41.2348,µm^2,Track,1001414282,
40.0254,µm^2,Track,1001432525,
66.6044,µm^2,Track,1001443126,
43.0695,µm^2,Track,1001444551,
55.2445,µm^2,Track,1001447832,
82.8047,µm^2,Track,1001459999,
39.1132,µm^2,Track,1001463577,
53.5075,µm^2,Track,1001470670,
29.26,µm^2,Track,1001484970,
43.2406,µm^2,Track,1001498754,
33.008,µm^2,Track,1001510065,
28.8283,µm^2,Track,1001511880,
41.7787,µm^2,Track,1001515348,
51.401,µm^2,Track,1001524529,
43.3284,µm^2,Track,1001524797,
43.2066,µm^2,Track,1001531007,
40.5354,µm^2,Track,1001535243,
64.2879,µm^2,Track,1001536213,
33.4866,µm^2,Track,1001549656,
48.8485,µm^2,Track,1001571482,
33.8985,µm^2,Track,1001585322,
32.8618,µm^2,Track,1001597972,
50.5197,µm^2,Track,1001634186,
31.3504,µm^2,Track,1001641521,
37.3018,µm^2,Track,1001649683,
75.2126,µm^2,Track,1001660310,
37.9362,µm^2,Track,1001662631,
32.5837,µm^2,Track,1001662802,
26.7286,µm^2,Track,1001692264,
61.5106,µm^2,Track,1001696991,
67.6878,µm^2,Track,1001705575,
60.5323,µm^2,Track,1001708522,
54.909,µm^2,Track,1001717292,
53.498,µm^2,Track,1001721190,
29.9885,µm^2,Track,1001721732,
