
Intensity Sum Ch=4 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,TrackID,ID,
3060,,Spot,4,Image 1,1,1000000426,426,
4376,,Spot,4,Image 1,1,1000005575,5575,
3315,,Spot,4,Image 1,1,1000008102,8102,
510,,Spot,4,Image 1,1,1000011182,11182,
3570,,Spot,4,Image 1,1,1000014633,14633,
452,,Spot,4,Image 1,1,1000014915,14915,
2040,,Spot,4,Image 1,1,1000018381,18381,
4501,,Spot,4,Image 1,1,1000019405,19405,
4080,,Spot,4,Image 1,1,1000022248,22248,
3060,,Spot,4,Image 1,1,1000023039,23039,
2550,,Spot,4,Image 1,1,1000023639,23639,
0,,Spot,4,Image 1,1,1000024512,24512,
2805,,Spot,4,Image 1,1,1000025762,25762,
3060,,Spot,4,Image 1,1,1000025863,25863,
1785,,Spot,4,Image 1,1,1000025898,25898,
2040,,Spot,4,Image 1,1,1000026374,26374,
510,,Spot,4,Image 1,1,1000026660,26660,
3825,,Spot,4,Image 1,1,1000026789,26789,
1175,,Spot,4,Image 1,1,1000026990,26990,
2782,,Spot,4,Image 1,1,1000027048,27048,
5355,,Spot,4,Image 1,1,1000027245,27245,
4080,,Spot,4,Image 1,1,1000027656,27656,
4080,,Spot,4,Image 1,1,1000028849,28849,
4080,,Spot,4,Image 1,1,1000028860,28860,
2550,,Spot,4,Image 1,1,1000029962,29962,
2281,,Spot,4,Image 1,2,1000000426,31408,
4118,,Spot,4,Image 1,2,1000034728,34728,
2079,,Spot,4,Image 1,2,1000005575,36136,
3570,,Spot,4,Image 1,2,1000008102,38443,
5100,,Spot,4,Image 1,2,1000011182,41290,
2550,,Spot,4,Image 1,2,1000014633,44511,
606,,Spot,4,Image 1,2,1000014915,44743,
3045,,Spot,4,Image 1,2,1000018381,48029,
3989,,Spot,4,Image 1,2,1000019405,48982,
6542,,Spot,4,Image 1,2,1000023639,50349,
3315,,Spot,4,Image 1,2,1000022248,51941,
6093,,Spot,4,Image 1,2,1000023039,52388,
