
Track Intensity Min Ch=1 Img=1
 ==================== 
Track Intensity Min,Unit,Category,Channel,Image,ID,
164,,Track,1,Image 1,1000000426,
0,,Track,1,Image 1,1000005575,
115,,Track,1,Image 1,1000008102,
143,,Track,1,Image 1,1000011182,
201,,Track,1,Image 1,1000014633,
0,,Track,1,Image 1,1000014915,
211,,Track,1,Image 1,1000018381,
31,,Track,1,Image 1,1000019405,
251,,Track,1,Image 1,1000022248,
241,,Track,1,Image 1,1000023039,
47,,Track,1,Image 1,1000023639,
0,,Track,1,Image 1,1000024512,
230,,Track,1,Image 1,1000025762,
185,,Track,1,Image 1,1000025863,
252,,Track,1,Image 1,1000025898,
211,,Track,1,Image 1,1000026374,
251,,Track,1,Image 1,1000026660,
171,,Track,1,Image 1,1000026789,
0,,Track,1,Image 1,1000026990,
0,,Track,1,Image 1,1000027048,
253,,Track,1,Image 1,1000027245,
166,,Track,1,Image 1,1000027656,
86,,Track,1,Image 1,1000028849,
124,,Track,1,Image 1,1000028860,
161,,Track,1,Image 1,1000029962,
53,,Track,1,Image 1,1000034728,
251,,Track,1,Image 1,1000058544,
0,,Track,1,Image 1,1000069455,
0,,Track,1,Image 1,1000071729,
44,,Track,1,Image 1,1000074239,
0,,Track,1,Image 1,1000080712,
148,,Track,1,Image 1,1000082174,
0,,Track,1,Image 1,1000094504,
0,,Track,1,Image 1,1000111173,
49,,Track,1,Image 1,1000117221,
0,,Track,1,Image 1,1000130081,
0,,Track,1,Image 1,1000135496,
144,,Track,1,Image 1,1000136105,
0,,Track,1,Image 1,1000138478,
0,,Track,1,Image 1,1000145899,
0,,Track,1,Image 1,1000158060,
161,,Track,1,Image 1,1000165097,
171,,Track,1,Image 1,1000178867,
120,,Track,1,Image 1,1000196023,
0,,Track,1,Image 1,1000196749,
44,,Track,1,Image 1,1000199932,
0,,Track,1,Image 1,1000218062,
251,,Track,1,Image 1,1000221333,
145,,Track,1,Image 1,1000224234,
65,,Track,1,Image 1,1000224241,
251,,Track,1,Image 1,1000224431,
106,,Track,1,Image 1,1000226383,
0,,Track,1,Image 1,1000232501,
146,,Track,1,Image 1,1000244446,
0,,Track,1,Image 1,1000253547,
86,,Track,1,Image 1,1000257305,
156,,Track,1,Image 1,1000260417,
252,,Track,1,Image 1,1000260594,
111,,Track,1,Image 1,1000275823,
0,,Track,1,Image 1,1000278844,
154,,Track,1,Image 1,1000282540,
149,,Track,1,Image 1,1000282868,
0,,Track,1,Image 1,1000290426,
251,,Track,1,Image 1,1000290900,
0,,Track,1,Image 1,1000312915,
0,,Track,1,Image 1,1000320447,
0,,Track,1,Image 1,1000327258,
13,,Track,1,Image 1,1000338312,
0,,Track,1,Image 1,1000354440,
0,,Track,1,Image 1,1000354480,
38,,Track,1,Image 1,1000371442,
0,,Track,1,Image 1,1000373068,
0,,Track,1,Image 1,1000385100,
251,,Track,1,Image 1,1000401657,
104,,Track,1,Image 1,1000402605,
88,,Track,1,Image 1,1000405139,
0,,Track,1,Image 1,1000409035,
158,,Track,1,Image 1,1000421574,
0,,Track,1,Image 1,1000423376,
76,,Track,1,Image 1,1000429687,
