
Track Intensity Min Ch=1 Img=1
 ==================== 
Track Intensity Min,Unit,Category,Channel,Image,ID,
104,,Track,1,Image 1,1000439186,
163,,Track,1,Image 1,1000449132,
0,,Track,1,Image 1,1000454057,
96,,Track,1,Image 1,1000454567,
145,,Track,1,Image 1,1000488632,
0,,Track,1,Image 1,1000489329,
253,,Track,1,Image 1,1000493396,
0,,Track,1,Image 1,1000515291,
0,,Track,1,Image 1,1000522409,
10,,Track,1,Image 1,1000522415,
187,,Track,1,Image 1,1000534158,
0,,Track,1,Image 1,1000535289,
93,,Track,1,Image 1,1000549440,
68,,Track,1,Image 1,1000566277,
11,,Track,1,Image 1,1000569584,
107,,Track,1,Image 1,1000572485,
0,,Track,1,Image 1,1000574056,
80,,Track,1,Image 1,1000576160,
7,,Track,1,Image 1,1000606742,
125,,Track,1,Image 1,1000623228,
0,,Track,1,Image 1,1000626063,
228,,Track,1,Image 1,1000628237,
67,,Track,1,Image 1,1000657926,
42,,Track,1,Image 1,1000667525,
0,,Track,1,Image 1,1000675627,
0,,Track,1,Image 1,1000684239,
31,,Track,1,Image 1,1000686553,
0,,Track,1,Image 1,1000689377,
45,,Track,1,Image 1,1000690930,
125,,Track,1,Image 1,1000692325,
41,,Track,1,Image 1,1000695046,
99,,Track,1,Image 1,1000704730,
0,,Track,1,Image 1,1000705525,
93,,Track,1,Image 1,1000712057,
94,,Track,1,Image 1,1000728131,
75,,Track,1,Image 1,1000755087,
0,,Track,1,Image 1,1000764459,
107,,Track,1,Image 1,1000809896,
123,,Track,1,Image 1,1000811156,
167,,Track,1,Image 1,1000813964,
0,,Track,1,Image 1,1000825954,
145,,Track,1,Image 1,1000835089,
80,,Track,1,Image 1,1000839692,
0,,Track,1,Image 1,1000855659,
0,,Track,1,Image 1,1000856861,
106,,Track,1,Image 1,1000858553,
79,,Track,1,Image 1,1000860086,
52,,Track,1,Image 1,1000860289,
0,,Track,1,Image 1,1000864199,
211,,Track,1,Image 1,1000865808,
134,,Track,1,Image 1,1000866048,
0,,Track,1,Image 1,1000887899,
0,,Track,1,Image 1,1000890207,
115,,Track,1,Image 1,1000898844,
0,,Track,1,Image 1,1000926710,
117,,Track,1,Image 1,1000946144,
74,,Track,1,Image 1,1000953090,
27,,Track,1,Image 1,1000962165,
58,,Track,1,Image 1,1000976176,
55,,Track,1,Image 1,1000988049,
93,,Track,1,Image 1,1001007366,
116,,Track,1,Image 1,1001020468,
172,,Track,1,Image 1,1001028919,
0,,Track,1,Image 1,1001035449,
0,,Track,1,Image 1,1001045764,
19,,Track,1,Image 1,1001046137,
125,,Track,1,Image 1,1001054405,
105,,Track,1,Image 1,1001070831,
176,,Track,1,Image 1,1001074979,
91,,Track,1,Image 1,1001078337,
0,,Track,1,Image 1,1001087121,
0,,Track,1,Image 1,1001088762,
0,,Track,1,Image 1,1001088789,
251,,Track,1,Image 1,1001102674,
0,,Track,1,Image 1,1001104072,
0,,Track,1,Image 1,1001115718,
79,,Track,1,Image 1,1001128302,
0,,Track,1,Image 1,1001128779,
60,,Track,1,Image 1,1001129977,
0,,Track,1,Image 1,1001132092,
251,,Track,1,Image 1,1001132873,
33,,Track,1,Image 1,1001138880,
58,,Track,1,Image 1,1001148839,
19,,Track,1,Image 1,1001162429,
0,,Track,1,Image 1,1001183631,
132,,Track,1,Image 1,1001190228,
46,,Track,1,Image 1,1001205984,
97,,Track,1,Image 1,1001222072,
0,,Track,1,Image 1,1001223904,
224,,Track,1,Image 1,1001236985,
0,,Track,1,Image 1,1001244289,
253,,Track,1,Image 1,1001261153,
0,,Track,1,Image 1,1001265495,
0,,Track,1,Image 1,1001290709,
217,,Track,1,Image 1,1001298039,
0,,Track,1,Image 1,1001304416,
0,,Track,1,Image 1,1001307011,
24,,Track,1,Image 1,1001310725,
32,,Track,1,Image 1,1001347654,
0,,Track,1,Image 1,1001349662,
135,,Track,1,Image 1,1001351185,
0,,Track,1,Image 1,1001373018,
25,,Track,1,Image 1,1001374929,
52,,Track,1,Image 1,1001376957,
57,,Track,1,Image 1,1001382680,
251,,Track,1,Image 1,1001390095,
0,,Track,1,Image 1,1001399631,
0,,Track,1,Image 1,1001414282,
109,,Track,1,Image 1,1001432525,
0,,Track,1,Image 1,1001443126,
37,,Track,1,Image 1,1001444551,
0,,Track,1,Image 1,1001447832,
0,,Track,1,Image 1,1001459999,
128,,Track,1,Image 1,1001463577,
0,,Track,1,Image 1,1001470670,
158,,Track,1,Image 1,1001484970,
84,,Track,1,Image 1,1001498754,
102,,Track,1,Image 1,1001510065,
195,,Track,1,Image 1,1001511880,
40,,Track,1,Image 1,1001515348,
0,,Track,1,Image 1,1001524529,
0,,Track,1,Image 1,1001524797,
0,,Track,1,Image 1,1001531007,
0,,Track,1,Image 1,1001535243,
206,,Track,1,Image 1,1001536213,
0,,Track,1,Image 1,1001549656,
64,,Track,1,Image 1,1001571482,
58,,Track,1,Image 1,1001585322,
0,,Track,1,Image 1,1001597972,
0,,Track,1,Image 1,1001634186,
0,,Track,1,Image 1,1001641521,
12,,Track,1,Image 1,1001649683,
0,,Track,1,Image 1,1001660310,
0,,Track,1,Image 1,1001662631,
104,,Track,1,Image 1,1001662802,
0,,Track,1,Image 1,1001692264,
0,,Track,1,Image 1,1001696991,
0,,Track,1,Image 1,1001705575,
0,,Track,1,Image 1,1001708522,
0,,Track,1,Image 1,1001717292,
66,,Track,1,Image 1,1001721190,
50,,Track,1,Image 1,1001721732,
0,,Track,1,Image 1,1001722530,
34,,Track,1,Image 1,1001723411,
2,,Track,1,Image 1,1001735688,
0,,Track,1,Image 1,1001739237,
134,,Track,1,Image 1,1001745981,
21,,Track,1,Image 1,1001748846,
0,,Track,1,Image 1,1001774250,
136,,Track,1,Image 1,1001792466,
66,,Track,1,Image 1,1001800294,
0,,Track,1,Image 1,1001831823,
62,,Track,1,Image 1,1001838017,
0,,Track,1,Image 1,1001843531,
89,,Track,1,Image 1,1001850191,
41,,Track,1,Image 1,1001869026,
0,,Track,1,Image 1,1001872907,
0,,Track,1,Image 1,1001874170,
0,,Track,1,Image 1,1001876881,
251,,Track,1,Image 1,1001878744,
156,,Track,1,Image 1,1001889904,
100,,Track,1,Image 1,1001895167,
0,,Track,1,Image 1,1001896809,
48,,Track,1,Image 1,1001904297,
0,,Track,1,Image 1,1001904618,
179,,Track,1,Image 1,1001939884,
239,,Track,1,Image 1,1001942811,
0,,Track,1,Image 1,1001954731,
52,,Track,1,Image 1,1001968557,
0,,Track,1,Image 1,1001968819,
0,,Track,1,Image 1,1001978360,
41,,Track,1,Image 1,1002006710,
178,,Track,1,Image 1,1002029154,
0,,Track,1,Image 1,1002031500,
102,,Track,1,Image 1,1002047887,
75,,Track,1,Image 1,1002051985,
0,,Track,1,Image 1,1002059095,
137,,Track,1,Image 1,1002067444,
191,,Track,1,Image 1,1002067747,
161,,Track,1,Image 1,1002113497,
92,,Track,1,Image 1,1002124155,
0,,Track,1,Image 1,1002125541,
0,,Track,1,Image 1,1002142435,
55,,Track,1,Image 1,1002148602,
0,,Track,1,Image 1,1002150876,
174,,Track,1,Image 1,1002158806,
0,,Track,1,Image 1,1002180262,
104,,Track,1,Image 1,1002182375,
0,,Track,1,Image 1,1002205040,
73,,Track,1,Image 1,1002211774,
0,,Track,1,Image 1,1002213141,
0,,Track,1,Image 1,1002223441,
12,,Track,1,Image 1,1002227684,
0,,Track,1,Image 1,1002236414,
37,,Track,1,Image 1,1002242134,
85,,Track,1,Image 1,1002242329,
127,,Track,1,Image 1,1002243369,
42,,Track,1,Image 1,1002246854,
57,,Track,1,Image 1,1002262996,
70,,Track,1,Image 1,1002273437,
0,,Track,1,Image 1,1002278860,
0,,Track,1,Image 1,1002300559,
0,,Track,1,Image 1,1002307653,
0,,Track,1,Image 1,1002309454,
85,,Track,1,Image 1,1002316459,
164,,Track,1,Image 1,1002316883,
130,,Track,1,Image 1,1002317275,
0,,Track,1,Image 1,1002336151,
50,,Track,1,Image 1,1002336484,
0,,Track,1,Image 1,1002360360,
0,,Track,1,Image 1,1002367218,
0,,Track,1,Image 1,1002369367,
32,,Track,1,Image 1,1002382179,
0,,Track,1,Image 1,1002396861,
0,,Track,1,Image 1,1002402760,
49,,Track,1,Image 1,1002404222,
27,,Track,1,Image 1,1002429210,
0,,Track,1,Image 1,1002435411,
0,,Track,1,Image 1,1002453328,
0,,Track,1,Image 1,1002454260,
0,,Track,1,Image 1,1002458180,
0,,Track,1,Image 1,1002460030,
104,,Track,1,Image 1,1002460974,
0,,Track,1,Image 1,1002461635,
0,,Track,1,Image 1,1002463724,
