
Intensity StdDev Ch=4 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,TrackID,ID,
0,,Spot,4,Image 1,1,1000000426,426,
67.7155,,Spot,4,Image 1,1,1000005575,5575,
0,,Spot,4,Image 1,1,1000008102,8102,
0,,Spot,4,Image 1,1,1000011182,11182,
0,,Spot,4,Image 1,1,1000014633,14633,
28.9742,,Spot,4,Image 1,1,1000014915,14915,
0,,Spot,4,Image 1,1,1000018381,18381,
14.9089,,Spot,4,Image 1,1,1000019405,19405,
0,,Spot,4,Image 1,1,1000022248,22248,
0,,Spot,4,Image 1,1,1000023039,23039,
0,,Spot,4,Image 1,1,1000023639,23639,
0,,Spot,4,Image 1,1,1000024512,24512,
0,,Spot,4,Image 1,1,1000025762,25762,
0,,Spot,4,Image 1,1,1000025863,25863,
0,,Spot,4,Image 1,1,1000025898,25898,
0,,Spot,4,Image 1,1,1000026374,26374,
0,,Spot,4,Image 1,1,1000026660,26660,
0,,Spot,4,Image 1,1,1000026789,26789,
62.6607,,Spot,4,Image 1,1,1000026990,26990,
88.5577,,Spot,4,Image 1,1,1000027048,27048,
0,,Spot,4,Image 1,1,1000027245,27245,
0,,Spot,4,Image 1,1,1000027656,27656,
0,,Spot,4,Image 1,1,1000028849,28849,
0,,Spot,4,Image 1,1,1000028860,28860,
0,,Spot,4,Image 1,1,1000029962,29962,
1.06574,,Spot,4,Image 1,2,1000000426,31408,
29.6956,,Spot,4,Image 1,2,1000034728,34728,
65.5338,,Spot,4,Image 1,2,1000005575,36136,
0,,Spot,4,Image 1,2,1000008102,38443,
0,,Spot,4,Image 1,2,1000011182,41290,
0,,Spot,4,Image 1,2,1000014633,44511,
21.0575,,Spot,4,Image 1,2,1000014915,44743,
0.829156,,Spot,4,Image 1,2,1000018381,48029,
8.65822,,Spot,4,Image 1,2,1000019405,48982,
13.5847,,Spot,4,Image 1,2,1000023639,50349,
0,,Spot,4,Image 1,2,1000022248,51941,
0.880932,,Spot,4,Image 1,2,1000023039,52388,
16.5071,,Spot,4,Image 1,2,1000024512,53806,
31.0916,,Spot,4,Image 1,2,1000026990,53878,
1.05555,,Spot,4,Image 1,2,1000025863,54980,
0.4,,Spot,4,Image 1,2,1000025898,55022,
0,,Spot,4,Image 1,2,1000025762,55178,
0,,Spot,4,Image 1,2,1000026374,55483,
0.666667,,Spot,4,Image 1,2,1000026660,55751,
0.447903,,Spot,4,Image 1,2,1000026789,55877,
69.8903,,Spot,4,Image 1,2,1000027048,56142,
0.242061,,Spot,4,Image 1,2,1000027245,56330,
0.624926,,Spot,4,Image 1,2,1000027656,56728,
0,,Spot,4,Image 1,2,1000028849,57830,
0,,Spot,4,Image 1,2,1000028860,57836,
0,,Spot,4,Image 1,2,1000058544,58544,
0.780625,,Spot,4,Image 1,2,1000029962,58891,
1.04403,,Spot,4,Image 1,3,1000000426,60244,
21.7836,,Spot,4,Image 1,3,1000034728,63643,
61.6543,,Spot,4,Image 1,3,1000005575,65097,
0,,Spot,4,Image 1,3,1000008102,67443,
4.16359,,Spot,4,Image 1,3,1000069455,69455,
0,,Spot,4,Image 1,3,1000011182,70317,
45.6534,,Spot,4,Image 1,3,1000071729,71729,
0,,Spot,4,Image 1,3,1000014633,73446,
37.3266,,Spot,4,Image 1,3,1000014915,73705,
40.2103,,Spot,4,Image 1,3,1000074239,74239,
0.684935,,Spot,4,Image 1,3,1000018381,76943,
35.6017,,Spot,4,Image 1,3,1000019405,77924,
0.249444,,Spot,4,Image 1,3,1000023639,79247,
26.5189,,Spot,4,Image 1,3,1000080712,80712,
0,,Spot,4,Image 1,3,1000022248,80953,
0.663325,,Spot,4,Image 1,3,1000023039,81387,
0,,Spot,4,Image 1,3,1000082174,82174,
1.04822,,Spot,4,Image 1,3,1000025863,84084,
0.781025,,Spot,4,Image 1,3,1000025898,84121,
0,,Spot,4,Image 1,3,1000025762,84276,
0,,Spot,4,Image 1,3,1000026374,84574,
0.62361,,Spot,4,Image 1,3,1000026660,84846,
8.31276,,Spot,4,Image 1,3,1000024512,85119,
31.7517,,Spot,4,Image 1,3,1000026990,85188,
56.0634,,Spot,4,Image 1,3,1000027048,85231,
0.276385,,Spot,4,Image 1,3,1000027245,85436,
0.793968,,Spot,4,Image 1,3,1000027656,85840,
0,,Spot,4,Image 1,3,1000028860,87067,
0,,Spot,4,Image 1,3,1000028849,87068,
0,,Spot,4,Image 1,3,1000026789,87113,
0,,Spot,4,Image 1,3,1000058544,87764,
1.12815,,Spot,4,Image 1,3,1000029962,88111,
0.993808,,Spot,4,Image 1,4,1000000426,89999,
9.47497,,Spot,4,Image 1,4,1000034728,92817,
52.62,,Spot,4,Image 1,4,1000005575,94472,
63.2628,,Spot,4,Image 1,4,1000094504,94504,
0.276385,,Spot,4,Image 1,4,1000008102,96642,
