
Intensity Max Ch=1 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,TrackID,ID,
255,,Spot,1,Image 1,1,1000000426,426,
208,,Spot,1,Image 1,1,1000005575,5575,
255,,Spot,1,Image 1,1,1000008102,8102,
255,,Spot,1,Image 1,1,1000011182,11182,
255,,Spot,1,Image 1,1,1000014633,14633,
43,,Spot,1,Image 1,1,1000014915,14915,
255,,Spot,1,Image 1,1,1000018381,18381,
255,,Spot,1,Image 1,1,1000019405,19405,
255,,Spot,1,Image 1,1,1000022248,22248,
255,,Spot,1,Image 1,1,1000023039,23039,
255,,Spot,1,Image 1,1,1000023639,23639,
26,,Spot,1,Image 1,1,1000024512,24512,
255,,Spot,1,Image 1,1,1000025762,25762,
255,,Spot,1,Image 1,1,1000025863,25863,
255,,Spot,1,Image 1,1,1000025898,25898,
255,,Spot,1,Image 1,1,1000026374,26374,
255,,Spot,1,Image 1,1,1000026660,26660,
255,,Spot,1,Image 1,1,1000026789,26789,
174,,Spot,1,Image 1,1,1000026990,26990,
255,,Spot,1,Image 1,1,1000027048,27048,
255,,Spot,1,Image 1,1,1000027245,27245,
255,,Spot,1,Image 1,1,1000027656,27656,
255,,Spot,1,Image 1,1,1000028849,28849,
255,,Spot,1,Image 1,1,1000028860,28860,
255,,Spot,1,Image 1,1,1000029962,29962,
255,,Spot,1,Image 1,2,1000000426,31408,
252,,Spot,1,Image 1,2,1000034728,34728,
129,,Spot,1,Image 1,2,1000005575,36136,
255,,Spot,1,Image 1,2,1000008102,38443,
255,,Spot,1,Image 1,2,1000011182,41290,
255,,Spot,1,Image 1,2,1000014633,44511,
51,,Spot,1,Image 1,2,1000014915,44743,
254,,Spot,1,Image 1,2,1000018381,48029,
253,,Spot,1,Image 1,2,1000019405,48982,
254,,Spot,1,Image 1,2,1000023639,50349,
255,,Spot,1,Image 1,2,1000022248,51941,
254,,Spot,1,Image 1,2,1000023039,52388,
3,,Spot,1,Image 1,2,1000024512,53806,
168,,Spot,1,Image 1,2,1000026990,53878,
255,,Spot,1,Image 1,2,1000025863,54980,
255,,Spot,1,Image 1,2,1000025898,55022,
255,,Spot,1,Image 1,2,1000025762,55178,
255,,Spot,1,Image 1,2,1000026374,55483,
255,,Spot,1,Image 1,2,1000026660,55751,
255,,Spot,1,Image 1,2,1000026789,55877,
251,,Spot,1,Image 1,2,1000027048,56142,
255,,Spot,1,Image 1,2,1000027245,56330,
255,,Spot,1,Image 1,2,1000027656,56728,
252,,Spot,1,Image 1,2,1000028849,57830,
255,,Spot,1,Image 1,2,1000028860,57836,
255,,Spot,1,Image 1,2,1000058544,58544,
253,,Spot,1,Image 1,2,1000029962,58891,
255,,Spot,1,Image 1,3,1000000426,60244,
252,,Spot,1,Image 1,3,1000034728,63643,
196,,Spot,1,Image 1,3,1000005575,65097,
255,,Spot,1,Image 1,3,1000008102,67443,
12,,Spot,1,Image 1,3,1000069455,69455,
