
Intensity Median Ch=6 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,TrackID,ID,
137.036,,Spot,6,Image 1,1,1000000426,426,
108.96,,Spot,6,Image 1,1,1000005575,5575,
76.128,,Spot,6,Image 1,1,1000008102,8102,
255,,Spot,6,Image 1,1,1000011182,11182,
117,,Spot,6,Image 1,1,1000014633,14633,
227.9,,Spot,6,Image 1,1,1000014915,14915,
193.404,,Spot,6,Image 1,1,1000018381,18381,
192.842,,Spot,6,Image 1,1,1000019405,19405,
158.976,,Spot,6,Image 1,1,1000022248,22248,
119.456,,Spot,6,Image 1,1,1000023039,23039,
254.936,,Spot,6,Image 1,1,1000023639,23639,
138.968,,Spot,6,Image 1,1,1000024512,24512,
148.85,,Spot,6,Image 1,1,1000025762,25762,
157.96,,Spot,6,Image 1,1,1000025863,25863,
248.028,,Spot,6,Image 1,1,1000025898,25898,
173.51,,Spot,6,Image 1,1,1000026374,26374,
235,,Spot,6,Image 1,1,1000026660,26660,
163.956,,Spot,6,Image 1,1,1000026789,26789,
251.469,,Spot,6,Image 1,1,1000026990,26990,
254.998,,Spot,6,Image 1,1,1000027048,27048,
152.949,,Spot,6,Image 1,1,1000027245,27245,
91.884,,Spot,6,Image 1,1,1000027656,27656,
155.49,,Spot,6,Image 1,1,1000028849,28849,
178.956,,Spot,6,Image 1,1,1000028860,28860,
165.472,,Spot,6,Image 1,1,1000029962,29962,
154.094,,Spot,6,Image 1,2,1000000426,31408,
127.04,,Spot,6,Image 1,2,1000034728,34728,
184.936,,Spot,6,Image 1,2,1000005575,36136,
169.52,,Spot,6,Image 1,2,1000008102,38443,
251.08,,Spot,6,Image 1,2,1000011182,41290,
193.012,,Spot,6,Image 1,2,1000014633,44511,
199.968,,Spot,6,Image 1,2,1000014915,44743,
126.1,,Spot,6,Image 1,2,1000018381,48029,
180.98,,Spot,6,Image 1,2,1000019405,48982,
251,,Spot,6,Image 1,2,1000023639,50349,
113.038,,Spot,6,Image 1,2,1000022248,51941,
107.64,,Spot,6,Image 1,2,1000023039,52388,
58.446,,Spot,6,Image 1,2,1000024512,53806,
251.5,,Spot,6,Image 1,2,1000026990,53878,
127.022,,Spot,6,Image 1,2,1000025863,54980,
137.556,,Spot,6,Image 1,2,1000025898,55022,
251,,Spot,6,Image 1,2,1000025762,55178,
154.467,,Spot,6,Image 1,2,1000026374,55483,
154.072,,Spot,6,Image 1,2,1000026660,55751,
224.512,,Spot,6,Image 1,2,1000026789,55877,
250.891,,Spot,6,Image 1,2,1000027048,56142,
185.482,,Spot,6,Image 1,2,1000027245,56330,
126.892,,Spot,6,Image 1,2,1000027656,56728,
182.036,,Spot,6,Image 1,2,1000028849,57830,
203.96,,Spot,6,Image 1,2,1000028860,57836,
70.008,,Spot,6,Image 1,2,1000058544,58544,
238.981,,Spot,6,Image 1,2,1000029962,58891,
140.96,,Spot,6,Image 1,3,1000000426,60244,
91.96,,Spot,6,Image 1,3,1000034728,63643,
122.504,,Spot,6,Image 1,3,1000005575,65097,
137.228,,Spot,6,Image 1,3,1000008102,67443,
151.888,,Spot,6,Image 1,3,1000069455,69455,
67.456,,Spot,6,Image 1,3,1000011182,70317,
196,,Spot,6,Image 1,3,1000071729,71729,
235.011,,Spot,6,Image 1,3,1000014633,73446,
208.496,,Spot,6,Image 1,3,1000014915,73705,
120.498,,Spot,6,Image 1,3,1000074239,74239,
106.04,,Spot,6,Image 1,3,1000018381,76943,
161.425,,Spot,6,Image 1,3,1000019405,77924,
250.787,,Spot,6,Image 1,3,1000023639,79247,
184.032,,Spot,6,Image 1,3,1000080712,80712,
167.04,,Spot,6,Image 1,3,1000022248,80953,
121.92,,Spot,6,Image 1,3,1000023039,81387,
80,,Spot,6,Image 1,3,1000082174,82174,
111.466,,Spot,6,Image 1,3,1000025863,84084,
164.904,,Spot,6,Image 1,3,1000025898,84121,
201.921,,Spot,6,Image 1,3,1000025762,84276,
250.935,,Spot,6,Image 1,3,1000026374,84574,
172.906,,Spot,6,Image 1,3,1000026660,84846,
250.892,,Spot,6,Image 1,3,1000024512,85119,
228.88,,Spot,6,Image 1,3,1000026990,85188,
250.862,,Spot,6,Image 1,3,1000027048,85231,
168.976,,Spot,6,Image 1,3,1000027245,85436,
82.96,,Spot,6,Image 1,3,1000027656,85840,
152.468,,Spot,6,Image 1,3,1000028860,87067,
209.035,,Spot,6,Image 1,3,1000028849,87068,
250.973,,Spot,6,Image 1,3,1000026789,87113,
91.028,,Spot,6,Image 1,3,1000058544,87764,
147.912,,Spot,6,Image 1,3,1000029962,88111,
111.104,,Spot,6,Image 1,4,1000000426,89999,
113.9,,Spot,6,Image 1,4,1000034728,92817,
218.432,,Spot,6,Image 1,4,1000005575,94472,
250.826,,Spot,6,Image 1,4,1000094504,94504,
121.376,,Spot,6,Image 1,4,1000008102,96642,
97.984,,Spot,6,Image 1,4,1000011182,99638,
180.36,,Spot,6,Image 1,4,1000071729,100780,
219.5,,Spot,6,Image 1,4,1000069455,101402,
160.432,,Spot,6,Image 1,4,1000014633,102466,
178.488,,Spot,6,Image 1,4,1000014915,102705,
147.012,,Spot,6,Image 1,4,1000074239,103194,
171.876,,Spot,6,Image 1,4,1000018381,105925,
