
Velocity Angle
 ==================== 
Velocity Angle X,Velocity Angle Y,Velocity Angle Z,Unit,Category,Collection,Time,TrackID,ID,
44.9884,126.105,112.998,°,Spot,Velocity Angle,4,1000027048,113865,
101.176,140.998,126.791,°,Spot,Velocity Angle,4,1000027245,114053,
24.632,105.073,70.9922,°,Spot,Velocity Angle,4,1000027656,114406,
86.9607,79.2422,11.1921,°,Spot,Velocity Angle,4,1000028849,115497,
61.3875,79.4441,149.156,°,Spot,Velocity Angle,4,1000026789,115539,
96.4139,80.2124,11.7375,°,Spot,Velocity Angle,4,1000028860,115808,
119.553,148.541,80.1608,°,Spot,Velocity Angle,4,1000058544,116209,
65.2684,24.7343,90.0027,°,Spot,Velocity Angle,4,1000029962,116546,
51.9518,38.0508,90.0027,°,Spot,Velocity Angle,4,1000117221,117221,
168.737,100.648,93.6554,°,Spot,Velocity Angle,5,1000000426,118445,
164.311,104.651,84.4921,°,Spot,Velocity Angle,5,1000034728,121251,
149.976,119.338,95.8638,°,Spot,Velocity Angle,5,1000005575,122895,
172.166,82.4261,88.0017,°,Spot,Velocity Angle,5,1000094504,122921,
140.395,109.143,56.8556,°,Spot,Velocity Angle,5,1000008102,125190,
142.128,127.581,94.0794,°,Spot,Velocity Angle,5,1000069455,126997,
137.252,47.9339,83.7383,°,Spot,Velocity Angle,5,1000011182,128077,
163.676,73.7561,91.603,°,Spot,Velocity Angle,5,1000071729,129533,
42.8079,71.4661,53.0901,°,Spot,Velocity Angle,5,1000130081,130081,
152.09,62.3078,86.7721,°,Spot,Velocity Angle,5,1000014633,130906,
121.377,133.592,59.7647,°,Spot,Velocity Angle,5,1000014915,131163,
136.474,100.507,48.3825,°,Spot,Velocity Angle,5,1000074239,131962,
125.619,35.6273,89.234,°,Spot,Velocity Angle,5,1000018381,134403,
153.282,93.0654,63.4838,°,Spot,Velocity Angle,5,1000019405,135344,
146.342,123.307,94.3557,°,Spot,Velocity Angle,5,1000135496,135496,
136.293,61.1392,60.3664,°,Spot,Velocity Angle,5,1000136105,136105,
114.213,94.3555,24.649,°,Spot,Velocity Angle,5,1000023639,136650,
155.035,65.8816,83.9273,°,Spot,Velocity Angle,5,1000080712,138121,
121.434,91.9246,148.502,°,Spot,Velocity Angle,5,1000022248,138370,
36.3525,55.3604,80.3318,°,Spot,Velocity Angle,5,1000138478,138478,
157.327,112.63,88.5697,°,Spot,Velocity Angle,5,1000023039,139141,
115.842,64.238,142.013,°,Spot,Velocity Angle,5,1000111173,139444,
152.07,117.371,84.8294,°,Spot,Velocity Angle,5,1000082174,139613,
154.807,69.8057,104.428,°,Spot,Velocity Angle,5,1000026990,140299,
147.163,116.326,71.8098,°,Spot,Velocity Angle,5,1000025863,141518,
139.736,113.268,59.2284,°,Spot,Velocity Angle,5,1000025898,141554,
134.085,102.877,46.9281,°,Spot,Velocity Angle,5,1000025762,141715,
147.481,121.485,97.3471,°,Spot,Velocity Angle,5,1000026374,142006,
167.466,77.686,87.6873,°,Spot,Velocity Angle,5,1000026660,142309,
117.606,59.5247,136.613,°,Spot,Velocity Angle,5,1000026789,142442,
166.932,78.1335,84.6004,°,Spot,Velocity Angle,5,1000024512,142605,
105.701,31.6316,116.699,°,Spot,Velocity Angle,5,1000027048,142723,
173.062,87.6539,96.5332,°,Spot,Velocity Angle,5,1000027245,142911,
141.884,123.38,73.7395,°,Spot,Velocity Angle,5,1000027656,143300,
88.5323,65.3108,24.7415,°,Spot,Velocity Angle,5,1000028849,144692,
121.351,31.3485,90.0027,°,Spot,Velocity Angle,5,1000028860,144697,
11.5835,86.9288,78.8454,°,Spot,Velocity Angle,5,1000058544,145135,
98.7822,171.226,90.0027,°,Spot,Velocity Angle,5,1000029962,145462,
109.093,100.6,22.0383,°,Spot,Velocity Angle,5,1000145899,145899,
69.9955,159.998,90.0027,°,Spot,Velocity Angle,5,1000117221,146100,
148.329,91.3052,58.3593,°,Spot,Velocity Angle,6,1000000426,147253,
95.1604,170.685,82.2608,°,Spot,Velocity Angle,6,1000034728,149987,
103.881,165.747,86.7972,°,Spot,Velocity Angle,6,1000005575,151677,
110.403,142.997,119.392,°,Spot,Velocity Angle,6,1000094504,151710,
119.439,150.567,90.3246,°,Spot,Velocity Angle,6,1000008102,154042,
169.869,79.9115,89.0554,°,Spot,Velocity Angle,6,1000011182,156798,
103.628,164.936,83.6871,°,Spot,Velocity Angle,6,1000071729,157999,
126.378,134.928,67.2461,°,Spot,Velocity Angle,6,1000158060,158060,
95.974,142.151,52.7896,°,Spot,Velocity Angle,6,1000069455,158557,
113.999,142.754,63.3653,°,Spot,Velocity Angle,6,1000130081,158794,
85.6783,162.171,72.7348,°,Spot,Velocity Angle,6,1000014633,159593,
86.4233,132.295,42.5165,°,Spot,Velocity Angle,6,1000014915,159795,
144.588,103.347,57.8903,°,Spot,Velocity Angle,6,1000074239,160614,
143.895,126.025,92.1894,°,Spot,Velocity Angle,6,1000018381,163048,
108.396,161.264,93.4732,°,Spot,Velocity Angle,6,1000135496,164167,
73.8014,162.764,84.262,°,Spot,Velocity Angle,6,1000165097,165097,
127.103,88.9052,37.1223,°,Spot,Velocity Angle,6,1000136105,165141,
142.995,105.446,57.3282,°,Spot,Velocity Angle,6,1000023639,165409,
