
Track Intensity Sum Ch=5 Img=1
 ==================== 
Track Intensity Sum,Unit,Category,Channel,Image,ID,
10330,,Track,5,Image 1,1000000426,
27783,,Track,5,Image 1,1000005575,
40148,,Track,5,Image 1,1000008102,
12883,,Track,5,Image 1,1000011182,
26954,,Track,5,Image 1,1000014633,
38225,,Track,5,Image 1,1000014915,
14843,,Track,5,Image 1,1000018381,
51069,,Track,5,Image 1,1000019405,
9007,,Track,5,Image 1,1000022248,
12311,,Track,5,Image 1,1000023039,
14539,,Track,5,Image 1,1000023639,
42472,,Track,5,Image 1,1000024512,
11257,,Track,5,Image 1,1000025762,
23888,,Track,5,Image 1,1000025863,
8785,,Track,5,Image 1,1000025898,
27773,,Track,5,Image 1,1000026374,
17922,,Track,5,Image 1,1000026660,
13932,,Track,5,Image 1,1000026789,
14886,,Track,5,Image 1,1000026990,
41772,,Track,5,Image 1,1000027048,
23077,,Track,5,Image 1,1000027245,
15622,,Track,5,Image 1,1000027656,
12584,,Track,5,Image 1,1000028849,
19978,,Track,5,Image 1,1000028860,
15025,,Track,5,Image 1,1000029962,
21981,,Track,5,Image 1,1000034728,
11541,,Track,5,Image 1,1000058544,
25053,,Track,5,Image 1,1000069455,
37207,,Track,5,Image 1,1000071729,
19337,,Track,5,Image 1,1000074239,
26259,,Track,5,Image 1,1000080712,
13449,,Track,5,Image 1,1000082174,
32371,,Track,5,Image 1,1000094504,
141851,,Track,5,Image 1,1000111173,
8268,,Track,5,Image 1,1000117221,
19289,,Track,5,Image 1,1000130081,
14015,,Track,5,Image 1,1000135496,
12004,,Track,5,Image 1,1000136105,
10446,,Track,5,Image 1,1000138478,
117771,,Track,5,Image 1,1000145899,
35611,,Track,5,Image 1,1000158060,
28591,,Track,5,Image 1,1000165097,
27471,,Track,5,Image 1,1000178867,
50361,,Track,5,Image 1,1000196023,
13257,,Track,5,Image 1,1000196749,
16272,,Track,5,Image 1,1000199932,
40861,,Track,5,Image 1,1000218062,
12010,,Track,5,Image 1,1000221333,
11330,,Track,5,Image 1,1000224234,
19258,,Track,5,Image 1,1000224241,
16538,,Track,5,Image 1,1000224431,
9988,,Track,5,Image 1,1000226383,
33676,,Track,5,Image 1,1000232501,
13247,,Track,5,Image 1,1000244446,
20949,,Track,5,Image 1,1000253547,
16139,,Track,5,Image 1,1000257305,
29171,,Track,5,Image 1,1000260417,
23282,,Track,5,Image 1,1000260594,
36633,,Track,5,Image 1,1000275823,
14250,,Track,5,Image 1,1000278844,
18761,,Track,5,Image 1,1000282540,
18484,,Track,5,Image 1,1000282868,
33113,,Track,5,Image 1,1000290426,
11239,,Track,5,Image 1,1000290900,
39786,,Track,5,Image 1,1000312915,
17200,,Track,5,Image 1,1000320447,
9200,,Track,5,Image 1,1000327258,
13254,,Track,5,Image 1,1000338312,
31398,,Track,5,Image 1,1000354440,
33023,,Track,5,Image 1,1000354480,
40601,,Track,5,Image 1,1000371442,
10087,,Track,5,Image 1,1000373068,
27325,,Track,5,Image 1,1000385100,
11280,,Track,5,Image 1,1000401657,
12295,,Track,5,Image 1,1000402605,
17285,,Track,5,Image 1,1000405139,
36434,,Track,5,Image 1,1000409035,
10488,,Track,5,Image 1,1000421574,
8967,,Track,5,Image 1,1000423376,
26568,,Track,5,Image 1,1000429687,
17470,,Track,5,Image 1,1000439186,
28738,,Track,5,Image 1,1000449132,
153360,,Track,5,Image 1,1000454057,
22009,,Track,5,Image 1,1000454567,
11997,,Track,5,Image 1,1000488632,
14249,,Track,5,Image 1,1000489329,
13081,,Track,5,Image 1,1000493396,
13135,,Track,5,Image 1,1000515291,
31411,,Track,5,Image 1,1000522409,
16113,,Track,5,Image 1,1000522415,
36084,,Track,5,Image 1,1000534158,
38334,,Track,5,Image 1,1000535289,
17281,,Track,5,Image 1,1000549440,
9496,,Track,5,Image 1,1000566277,
