
Track Position Start
 ==================== 
Track Position X Start,Track Position Y Start,Track Position Z Start,Unit,Category,Collection,ID,
164.507,131.755,64.2193,µm,Track,Track Position Start,1002369367,
122.513,109.367,7.13266,µm,Track,Track Position Start,1002382179,
228.639,169.914,48.7895,µm,Track,Track Position Start,1002396861,
117.022,389.376,68.8212,µm,Track,Track Position Start,1002402760,
223.801,203.945,75.9852,µm,Track,Track Position Start,1002404222,
119.776,240.998,55.6339,µm,Track,Track Position Start,1002429210,
90.2585,378.071,73.4357,µm,Track,Track Position Start,1002435411,
119.074,290.566,34.4944,µm,Track,Track Position Start,1002453328,
184.819,214.998,37.3987,µm,Track,Track Position Start,1002454260,
175.656,213.83,52.1767,µm,Track,Track Position Start,1002458180,
229.26,191.679,58.6242,µm,Track,Track Position Start,1002460030,
84.9432,343.028,55.3481,µm,Track,Track Position Start,1002460974,
208.522,228.611,51.7694,µm,Track,Track Position Start,1002461635,
156.207,292.035,61.2208,µm,Track,Track Position Start,1002463724,
