
Track Ar1 Mean
 ==================== 
Track Ar1 Mean,Unit,Category,ID,
-0.347915,,Track,1001515348,
-0.292705,,Track,1001524529,
-0.389099,,Track,1001524797,
-0.323201,,Track,1001531007,
-0.452088,,Track,1001535243,
-0.353843,,Track,1001536213,
-0.499533,,Track,1001549656,
-0.239097,,Track,1001571482,
-0.387152,,Track,1001585322,
-0.229961,,Track,1001597972,
-0.0038373,,Track,1001634186,
-0.576716,,Track,1001641521,
-0.438775,,Track,1001649683,
-0.186266,,Track,1001660310,
-0.309981,,Track,1001662631,
-0.103988,,Track,1001662802,
-0.495876,,Track,1001692264,
-0.265274,,Track,1001696991,
-0.269445,,Track,1001705575,
-0.384513,,Track,1001708522,
-0.334559,,Track,1001717292,
-0.238038,,Track,1001721190,
-0.577989,,Track,1001721732,
-0.372606,,Track,1001722530,
-0.379395,,Track,1001723411,
-0.51436,,Track,1001735688,
0.0245922,,Track,1001739237,
-0.567661,,Track,1001745981,
-0.334532,,Track,1001748846,
-0.383935,,Track,1001774250,
-0.432027,,Track,1001792466,
-0.341758,,Track,1001800294,
-0.266005,,Track,1001831823,
-0.275251,,Track,1001838017,
-0.4791,,Track,1001843531,
-0.198127,,Track,1001850191,
-0.285757,,Track,1001869026,
-0.312849,,Track,1001872907,
-0.395894,,Track,1001874170,
-0.217037,,Track,1001876881,
-0.188089,,Track,1001878744,
-0.365889,,Track,1001889904,
-0.24644,,Track,1001895167,
-0.093483,,Track,1001896809,
-0.0762868,,Track,1001904297,
-0.330844,,Track,1001904618,
-0.240339,,Track,1001939884,
-0.63671,,Track,1001942811,
-0.176974,,Track,1001954731,
-0.195732,,Track,1001968557,
-0.348273,,Track,1001968819,
-0.243669,,Track,1001978360,
-0.346938,,Track,1002006710,
-0.300684,,Track,1002029154,
-0.337362,,Track,1002031500,
-0.415312,,Track,1002047887,
-0.334987,,Track,1002051985,
-0.291239,,Track,1002059095,
-0.52642,,Track,1002067444,
-0.533129,,Track,1002067747,
-0.297792,,Track,1002113497,
-0.036361,,Track,1002124155,
-0.429844,,Track,1002125541,
-0.313164,,Track,1002142435,
-0.388664,,Track,1002148602,
-0.187807,,Track,1002150876,
-0.291119,,Track,1002158806,
-0.434497,,Track,1002180262,
-0.320248,,Track,1002182375,
-0.39643,,Track,1002205040,
-0.294781,,Track,1002211774,
-0.206756,,Track,1002213141,
-0.386297,,Track,1002223441,
-0.110936,,Track,1002227684,
-0.419706,,Track,1002236414,
-0.288987,,Track,1002242134,
-0.193934,,Track,1002242329,
-0.100298,,Track,1002243369,
-0.328888,,Track,1002246854,
-0.237394,,Track,1002262996,
-0.552379,,Track,1002273437,
-0.162672,,Track,1002278860,
-0.227617,,Track,1002300559,
-0.197918,,Track,1002307653,
-0.316033,,Track,1002309454,
-0.460767,,Track,1002316459,
-0.531585,,Track,1002316883,
-0.326003,,Track,1002317275,
-0.532907,,Track,1002336151,
-0.259234,,Track,1002336484,
-0.284082,,Track,1002360360,
-0.481824,,Track,1002367218,
-0.326535,,Track,1002369367,
-0.235009,,Track,1002382179,
-0.01019,,Track,1002396861,
-0.38535,,Track,1002402760,
-0.0556288,,Track,1002404222,
-0.375002,,Track,1002429210,
0.049331,,Track,1002435411,
-0.397177,,Track,1002453328,
-0.525986,,Track,1002454260,
-0.398151,,Track,1002458180,
-0.200165,,Track,1002460030,
-0.642737,,Track,1002460974,
-0.52564,,Track,1002461635,
-0.535425,,Track,1002463724,
