
Track Ar1 Mean
 ==================== 
Track Ar1 Mean,Unit,Category,ID,
-0.437179,,Track,1000000426,
-0.347329,,Track,1000005575,
-0.26604,,Track,1000008102,
-0.216535,,Track,1000011182,
-0.465582,,Track,1000014633,
-0.200347,,Track,1000014915,
-0.563325,,Track,1000018381,
-0.346314,,Track,1000019405,
0.166987,,Track,1000022248,
-0.465802,,Track,1000023039,
-0.0286618,,Track,1000023639,
-0.25607,,Track,1000024512,
-0.191778,,Track,1000025762,
-0.146902,,Track,1000025863,
-0.255437,,Track,1000025898,
-0.314113,,Track,1000026374,
-0.283727,,Track,1000026660,
-0.144098,,Track,1000026789,
-0.196205,,Track,1000026990,
-0.337196,,Track,1000027048,
-0.284925,,Track,1000027245,
-0.15353,,Track,1000027656,
-0.286347,,Track,1000028849,
-0.379712,,Track,1000028860,
-0.355962,,Track,1000029962,
-0.47965,,Track,1000034728,
-0.398547,,Track,1000058544,
-0.321646,,Track,1000069455,
-0.292881,,Track,1000071729,
-0.415832,,Track,1000074239,
-0.217546,,Track,1000080712,
-0.509842,,Track,1000082174,
-0.276656,,Track,1000094504,
-0.224735,,Track,1000111173,
-0.183863,,Track,1000117221,
-0.385178,,Track,1000130081,
-0.184651,,Track,1000135496,
-0.327718,,Track,1000136105,
-0.32943,,Track,1000138478,
-0.229966,,Track,1000145899,
-0.282795,,Track,1000158060,
-0.524087,,Track,1000165097,
-0.435718,,Track,1000178867,
-0.359689,,Track,1000196023,
-0.302203,,Track,1000196749,
-0.319734,,Track,1000199932,
-0.259555,,Track,1000218062,
-0.199806,,Track,1000221333,
-0.59408,,Track,1000224234,
-0.525625,,Track,1000224241,
-0.251653,,Track,1000224431,
-0.101105,,Track,1000226383,
-0.108852,,Track,1000232501,
-0.329097,,Track,1000244446,
-0.180667,,Track,1000253547,
-0.0201049,,Track,1000257305,
-0.53934,,Track,1000260417,
-0.221948,,Track,1000260594,
-0.406395,,Track,1000275823,
-0.397428,,Track,1000278844,
-0.41433,,Track,1000282540,
-0.362131,,Track,1000282868,
-0.412703,,Track,1000290426,
-0.296093,,Track,1000290900,
-0.29325,,Track,1000312915,
-0.529339,,Track,1000320447,
-0.163218,,Track,1000327258,
-0.523484,,Track,1000338312,
-0.20059,,Track,1000354440,
-0.0545483,,Track,1000354480,
-0.369774,,Track,1000371442,
-0.385622,,Track,1000373068,
-0.273607,,Track,1000385100,
-0.327365,,Track,1000401657,
-0.440686,,Track,1000402605,
-0.401064,,Track,1000405139,
-0.524496,,Track,1000409035,
-0.61401,,Track,1000421574,
-0.666072,,Track,1000423376,
-0.408713,,Track,1000429687,
-0.391128,,Track,1000439186,
-0.341089,,Track,1000449132,
-0.248748,,Track,1000454057,
-0.178266,,Track,1000454567,
-0.479484,,Track,1000488632,
-0.218069,,Track,1000489329,
-0.0773312,,Track,1000493396,
-0.416853,,Track,1000515291,
-0.377249,,Track,1000522409,
-0.278526,,Track,1000522415,
-0.522095,,Track,1000534158,
-0.278932,,Track,1000535289,
-0.262881,,Track,1000549440,
-0.340731,,Track,1000566277,
-0.38337,,Track,1000569584,
-0.411564,,Track,1000572485,
-0.430784,,Track,1000574056,
-0.290044,,Track,1000576160,
-0.411359,,Track,1000606742,
-0.349424,,Track,1000623228,
-0.49493,,Track,1000626063,
-0.213652,,Track,1000628237,
-0.221613,,Track,1000657926,
-0.0903526,,Track,1000667525,
-0.440362,,Track,1000675627,
-0.369001,,Track,1000684239,
-0.427511,,Track,1000686553,
-0.442282,,Track,1000689377,
-0.452864,,Track,1000690930,
-0.340614,,Track,1000692325,
-0.194678,,Track,1000695046,
-0.319064,,Track,1000704730,
-0.421691,,Track,1000705525,
-0.400608,,Track,1000712057,
-0.316738,,Track,1000728131,
-0.45065,,Track,1000755087,
-0.235533,,Track,1000764459,
-0.620924,,Track,1000809896,
-0.23763,,Track,1000811156,
-0.297396,,Track,1000813964,
-0.345382,,Track,1000825954,
-0.355581,,Track,1000835089,
-0.537603,,Track,1000839692,
-0.490438,,Track,1000855659,
-0.290791,,Track,1000856861,
-0.382109,,Track,1000858553,
-0.448954,,Track,1000860086,
-0.56442,,Track,1000860289,
-0.321886,,Track,1000864199,
-0.248928,,Track,1000865808,
-0.305805,,Track,1000866048,
-0.273982,,Track,1000887899,
-0.403505,,Track,1000890207,
-0.22682,,Track,1000898844,
-0.708078,,Track,1000926710,
-0.444888,,Track,1000946144,
-0.230351,,Track,1000953090,
-0.176654,,Track,1000962165,
-0.53733,,Track,1000976176,
-0.263665,,Track,1000988049,
-0.260773,,Track,1001007366,
-0.360319,,Track,1001020468,
-0.414395,,Track,1001028919,
-0.264283,,Track,1001035449,
-0.239716,,Track,1001045764,
-0.390642,,Track,1001046137,
-0.27712,,Track,1001054405,
-0.266222,,Track,1001070831,
-0.291727,,Track,1001074979,
-0.317115,,Track,1001078337,
-0.288886,,Track,1001087121,
-0.173695,,Track,1001088762,
-0.0803524,,Track,1001088789,
-0.248576,,Track,1001102674,
-0.0172171,,Track,1001104072,
-0.321064,,Track,1001115718,
-0.373907,,Track,1001128302,
-0.467725,,Track,1001128779,
-0.343296,,Track,1001129977,
-0.296929,,Track,1001132092,
-0.606258,,Track,1001132873,
-0.310055,,Track,1001138880,
-0.37973,,Track,1001148839,
-0.31286,,Track,1001162429,
-0.300494,,Track,1001183631,
-0.346817,,Track,1001190228,
-0.437802,,Track,1001205984,
-0.496379,,Track,1001222072,
-0.218198,,Track,1001223904,
-0.137608,,Track,1001236985,
-0.464389,,Track,1001244289,
-0.410754,,Track,1001261153,
-0.388383,,Track,1001265495,
-0.314473,,Track,1001290709,
-0.30354,,Track,1001298039,
-0.548603,,Track,1001304416,
-0.290745,,Track,1001307011,
-0.295201,,Track,1001310725,
-0.532873,,Track,1001347654,
-0.182792,,Track,1001349662,
-0.0169169,,Track,1001351185,
-0.486341,,Track,1001373018,
-0.331301,,Track,1001374929,
-0.360681,,Track,1001376957,
-0.12822,,Track,1001382680,
-0.374038,,Track,1001390095,
-0.493677,,Track,1001399631,
-0.525867,,Track,1001414282,
-0.556571,,Track,1001432525,
-0.222641,,Track,1001443126,
-0.243671,,Track,1001444551,
-0.231941,,Track,1001447832,
-0.260143,,Track,1001459999,
-0.466161,,Track,1001463577,
-0.512231,,Track,1001470670,
-0.590383,,Track,1001484970,
-0.51079,,Track,1001498754,
-0.250006,,Track,1001510065,
-0.364254,,Track,1001511880,
