
Track Displacement Length
 ==================== 
Track Displacement Length,Unit,Category,ID,
19.3946,um,Track,1000019486,
7.30011,um,Track,1000019491,
7.76917,um,Track,1000019516,
6.12393,um,Track,1000019522,
1.21069,um,Track,1000019553,
4.90438,um,Track,1000019599,
7.59431,um,Track,1000019600,
6.33018,um,Track,1000019614,
4.08624,um,Track,1000019617,
4.3504,um,Track,1000019632,
5.87413,um,Track,1000019633,
1.24197,um,Track,1000019658,
3.21751,um,Track,1000019676,
1.45,um,Track,1000019699,
2.64917,um,Track,1000019726,
1.16702,um,Track,1000019742,
1.03244,um,Track,1000019751,
2.57172,um,Track,1000019755,
2.5822,um,Track,1000019758,
1.65128,um,Track,1000019764,
3.11228,um,Track,1000019783,
6.96997,um,Track,1000019786,
1.85652,um,Track,1000019826,
5.94775,um,Track,1000019827,
2.08316,um,Track,1000019831,
2.16596,um,Track,1000019844,
2.85427,um,Track,1000019845,
2.44187,um,Track,1000019850,
2.50652,um,Track,1000019861,
3.92129,um,Track,1000019878,
6.67485,um,Track,1000019903,
1.11605,um,Track,1000019906,
0.659293,um,Track,1000019933,
7.22266,um,Track,1000019940,
1.99441,um,Track,1000019946,
1.27617,um,Track,1000019966,
2.27937,um,Track,1000019974,
6.18846,um,Track,1000020053,
3.42484,um,Track,1000020057,
1.75174,um,Track,1000020077,
3.90836,um,Track,1000020087,
4.02109,um,Track,1000020103,
5.47417,um,Track,1000020120,
3.01576,um,Track,1000020125,
6.36231,um,Track,1000020126,
8.97886,um,Track,1000020133,
0.928281,um,Track,1000020165,
3.46033,um,Track,1000020170,
3.76855,um,Track,1000020171,
1.11564,um,Track,1000020183,
3.08325,um,Track,1000020189,
1.14108,um,Track,1000020218,
7.29697,um,Track,1000020219,
8.98928,um,Track,1000020221,
3.03139,um,Track,1000020222,
5.96828,um,Track,1000020224,
4.1525,um,Track,1000020226,
2.58346,um,Track,1000020228,
2.11676,um,Track,1000020245,
1.74395,um,Track,1000020250,
2.95259,um,Track,1000020287,
5.53146,um,Track,1000020289,
2.29512,um,Track,1000020293,
2.98702,um,Track,1000020297,
0.931248,um,Track,1000020331,
4.0735,um,Track,1000020336,
4.56073,um,Track,1000020363,
5.05145,um,Track,1000020386,
3.27465,um,Track,1000020388,
6.37673,um,Track,1000020440,
1.23767,um,Track,1000020457,
4.26726,um,Track,1000020475,
3.01008,um,Track,1000020486,
1.86523,um,Track,1000020497,
2.5808,um,Track,1000020507,
2.70921,um,Track,1000020516,
2.00815,um,Track,1000020521,
0.859158,um,Track,1000020533,
2.29705,um,Track,1000020536,
4.07642,um,Track,1000020556,
6.04763,um,Track,1000020594,
1.2626,um,Track,1000020611,
1.13299,um,Track,1000020618,
2.64485,um,Track,1000020622,
4.42811,um,Track,1000020625,
1.29678,um,Track,1000020644,
3.1172,um,Track,1000020652,
13.1206,um,Track,1000020662,
3.48204,um,Track,1000020673,
0.688069,um,Track,1000020676,
6.01564,um,Track,1000020690,
8.22132,um,Track,1000020691,
5.13305,um,Track,1000020693,
1.99638,um,Track,1000020709,
0.587105,um,Track,1000020710,
1.75492,um,Track,1000020724,
5.74089,um,Track,1000020737,
3.64015,um,Track,1000020760,
0.92826,um,Track,1000020787,
3.12356,um,Track,1000020788,
3.27174,um,Track,1000020805,
6.63066,um,Track,1000020823,
3.6956,um,Track,1000020845,
4.67545,um,Track,1000020850,
5.07779,um,Track,1000020869,
7.79588,um,Track,1000020890,
0.749765,um,Track,1000020917,
1.76125,um,Track,1000020919,
0.395025,um,Track,1000020924,
2.44346,um,Track,1000020929,
2.09197,um,Track,1000020942,
1.14703,um,Track,1000020962,
1.31276,um,Track,1000020967,
0.478641,um,Track,1000020974,
