
Track Intensity Sum Ch=1 Img=1
 ==================== 
Track Intensity Sum,Unit,Category,Channel,Image,ID,
802,,Track,1,Image 1,1000014184,
562,,Track,1,Image 1,1000014185,
9,,Track,1,Image 1,1000014186,
0,,Track,1,Image 1,1000014187,
0,,Track,1,Image 1,1000014188,
19,,Track,1,Image 1,1000014189,
1369,,Track,1,Image 1,1000014190,
105,,Track,1,Image 1,1000014191,
1056,,Track,1,Image 1,1000014192,
582,,Track,1,Image 1,1000014193,
1294,,Track,1,Image 1,1000014194,
220,,Track,1,Image 1,1000014195,
720,,Track,1,Image 1,1000014196,
1770,,Track,1,Image 1,1000014197,
15733,,Track,1,Image 1,1000014198,
6718,,Track,1,Image 1,1000014199,
823,,Track,1,Image 1,1000014200,
78,,Track,1,Image 1,1000014201,
6630,,Track,1,Image 1,1000014202,
2847,,Track,1,Image 1,1000014207,
353,,Track,1,Image 1,1000014210,
2,,Track,1,Image 1,1000014212,
105,,Track,1,Image 1,1000014216,
8410,,Track,1,Image 1,1000014218,
27,,Track,1,Image 1,1000014220,
230,,Track,1,Image 1,1000014223,
501,,Track,1,Image 1,1000014233,
251,,Track,1,Image 1,1000014236,
2,,Track,1,Image 1,1000014239,
26,,Track,1,Image 1,1000014242,
0,,Track,1,Image 1,1000014261,
407,,Track,1,Image 1,1000014275,
57,,Track,1,Image 1,1000014288,
113,,Track,1,Image 1,1000014289,
622,,Track,1,Image 1,1000014298,
539,,Track,1,Image 1,1000014299,
1884,,Track,1,Image 1,1000014302,
69,,Track,1,Image 1,1000014304,
5,,Track,1,Image 1,1000014329,
2,,Track,1,Image 1,1000014331,
552,,Track,1,Image 1,1000014350,
495,,Track,1,Image 1,1000014353,
6015,,Track,1,Image 1,1000014394,
21,,Track,1,Image 1,1000014397,
187,,Track,1,Image 1,1000014400,
3584,,Track,1,Image 1,1000014402,
0,,Track,1,Image 1,1000014407,
44,,Track,1,Image 1,1000014412,
1139,,Track,1,Image 1,1000014414,
949,,Track,1,Image 1,1000014422,
113,,Track,1,Image 1,1000014430,
