
Track Intensity Mean Ch=1 Img=1
 ==================== 
Track Intensity Mean,Unit,Category,Channel,Image,ID,
6.07576,,Track,1,Image 1,1000014184,
1.67761,,Track,1,Image 1,1000014185,
0.0882353,,Track,1,Image 1,1000014186,
0,,Track,1,Image 1,1000014187,
0,,Track,1,Image 1,1000014188,
0.0671378,,Track,1,Image 1,1000014189,
5.58776,,Track,1,Image 1,1000014190,
0.552632,,Track,1,Image 1,1000014191,
7.93985,,Track,1,Image 1,1000014192,
2.38525,,Track,1,Image 1,1000014193,
35.9444,,Track,1,Image 1,1000014194,
2.2449,,Track,1,Image 1,1000014195,
11.25,,Track,1,Image 1,1000014196,
11.8,,Track,1,Image 1,1000014197,
14.1995,,Track,1,Image 1,1000014198,
25.8385,,Track,1,Image 1,1000014199,
3.51709,,Track,1,Image 1,1000014200,
0.639344,,Track,1,Image 1,1000014201,
255,,Track,1,Image 1,1000014202,
14.6753,,Track,1,Image 1,1000014207,
13.0741,,Track,1,Image 1,1000014210,
0.0512821,,Track,1,Image 1,1000014212,
0.532995,,Track,1,Image 1,1000014216,
52.5625,,Track,1,Image 1,1000014218,
0.36,,Track,1,Image 1,1000014220,
7.41935,,Track,1,Image 1,1000014223,
5.21875,,Track,1,Image 1,1000014233,
3.30263,,Track,1,Image 1,1000014236,
0.0133333,,Track,1,Image 1,1000014239,
0.8125,,Track,1,Image 1,1000014242,
0,,Track,1,Image 1,1000014261,
13.129,,Track,1,Image 1,1000014275,
0.341317,,Track,1,Image 1,1000014288,
2.17308,,Track,1,Image 1,1000014289,
5.05691,,Track,1,Image 1,1000014298,
5.67368,,Track,1,Image 1,1000014299,
89.7143,,Track,1,Image 1,1000014302,
0.811765,,Track,1,Image 1,1000014304,
0.0909091,,Track,1,Image 1,1000014329,
0.0114286,,Track,1,Image 1,1000014331,
2.93617,,Track,1,Image 1,1000014350,
2.2,,Track,1,Image 1,1000014353,
13.0477,,Track,1,Image 1,1000014394,
0.21875,,Track,1,Image 1,1000014397,
0.625418,,Track,1,Image 1,1000014400,
68.9231,,Track,1,Image 1,1000014402,
0,,Track,1,Image 1,1000014407,
0.478261,,Track,1,Image 1,1000014412,
11.7423,,Track,1,Image 1,1000014414,
22.0698,,Track,1,Image 1,1000014422,
3.53125,,Track,1,Image 1,1000014430,
6.15909,,Track,1,Image 1,1000014433,
1.56034,,Track,1,Image 1,1000014436,
24.2917,,Track,1,Image 1,1000014438,
0,,Track,1,Image 1,1000014439,
72.5466,,Track,1,Image 1,1000014440,
9.92188,,Track,1,Image 1,1000014447,
10.4686,,Track,1,Image 1,1000014453,
0,,Track,1,Image 1,1000014459,
0.686275,,Track,1,Image 1,1000014465,
