
Track Intensity Mean Ch=3 Img=1
 ==================== 
Track Intensity Mean,Unit,Category,Channel,Image,ID,
185.394,,Track,3,Image 1,1000014184,
204.773,,Track,3,Image 1,1000014185,
184.059,,Track,3,Image 1,1000014186,
146.399,,Track,3,Image 1,1000014187,
148.351,,Track,3,Image 1,1000014188,
202.336,,Track,3,Image 1,1000014189,
175.016,,Track,3,Image 1,1000014190,
199.911,,Track,3,Image 1,1000014191,
160.699,,Track,3,Image 1,1000014192,
189.52,,Track,3,Image 1,1000014193,
160.972,,Track,3,Image 1,1000014194,
154.806,,Track,3,Image 1,1000014195,
228.922,,Track,3,Image 1,1000014196,
221.627,,Track,3,Image 1,1000014197,
189.086,,Track,3,Image 1,1000014198,
239.462,,Track,3,Image 1,1000014199,
224.603,,Track,3,Image 1,1000014200,
197.631,,Track,3,Image 1,1000014201,
171.038,,Track,3,Image 1,1000014202,
191.624,,Track,3,Image 1,1000014207,
220.704,,Track,3,Image 1,1000014210,
207.615,,Track,3,Image 1,1000014212,
149.543,,Track,3,Image 1,1000014216,
159.819,,Track,3,Image 1,1000014218,
150.467,,Track,3,Image 1,1000014220,
170.032,,Track,3,Image 1,1000014223,
179.188,,Track,3,Image 1,1000014233,
155.934,,Track,3,Image 1,1000014236,
141.893,,Track,3,Image 1,1000014239,
206.094,,Track,3,Image 1,1000014242,
149.62,,Track,3,Image 1,1000014261,
223.484,,Track,3,Image 1,1000014275,
172.904,,Track,3,Image 1,1000014288,
221.135,,Track,3,Image 1,1000014289,
151.016,,Track,3,Image 1,1000014298,
207.653,,Track,3,Image 1,1000014299,
223.19,,Track,3,Image 1,1000014302,
193.165,,Track,3,Image 1,1000014304,
121.327,,Track,3,Image 1,1000014329,
151.274,,Track,3,Image 1,1000014331,
171.745,,Track,3,Image 1,1000014350,
191.556,,Track,3,Image 1,1000014353,
206.141,,Track,3,Image 1,1000014394,
160.625,,Track,3,Image 1,1000014397,
193.809,,Track,3,Image 1,1000014400,
225.058,,Track,3,Image 1,1000014402,
251.8,,Track,3,Image 1,1000014407,
165.098,,Track,3,Image 1,1000014412,
218.711,,Track,3,Image 1,1000014414,
187.326,,Track,3,Image 1,1000014422,
183.688,,Track,3,Image 1,1000014430,
161.568,,Track,3,Image 1,1000014433,
138.483,,Track,3,Image 1,1000014436,
207.097,,Track,3,Image 1,1000014438,
135.056,,Track,3,Image 1,1000014439,
160.966,,Track,3,Image 1,1000014440,
198.563,,Track,3,Image 1,1000014447,
212.251,,Track,3,Image 1,1000014453,
188.674,,Track,3,Image 1,1000014459,
152.343,,Track,3,Image 1,1000014465,
247.333,,Track,3,Image 1,1000014470,
146.168,,Track,3,Image 1,1000014493,
189.938,,Track,3,Image 1,1000014501,
127.513,,Track,3,Image 1,1000014521,
161.34,,Track,3,Image 1,1000014536,
199.402,,Track,3,Image 1,1000014545,
158.42,,Track,3,Image 1,1000014556,
182.25,,Track,3,Image 1,1000014582,
177.176,,Track,3,Image 1,1000014583,
192.125,,Track,3,Image 1,1000014584,
173.262,,Track,3,Image 1,1000014586,
194.372,,Track,3,Image 1,1000014591,
212.848,,Track,3,Image 1,1000014605,
194.151,,Track,3,Image 1,1000014607,
144.97,,Track,3,Image 1,1000014626,
156.762,,Track,3,Image 1,1000014627,
136.911,,Track,3,Image 1,1000014647,
175.37,,Track,3,Image 1,1000014648,
126.673,,Track,3,Image 1,1000014656,
127.116,,Track,3,Image 1,1000014658,
226.36,,Track,3,Image 1,1000014659,
204.619,,Track,3,Image 1,1000014661,
156.769,,Track,3,Image 1,1000014663,
