
Speed
 ==================== 
Speed,Unit,Category,Time,TrackID,ID,
0.0292028,um/s,Surface,1,1000014184,14184,
0.0120137,um/s,Surface,1,1000014185,14185,
0.048171,um/s,Surface,1,1000014186,14186,
0.0319653,um/s,Surface,1,1000014187,14187,
0.144894,um/s,Surface,1,1000014188,14188,
0.108137,um/s,Surface,1,1000014189,14189,
0.0282029,um/s,Surface,1,1000014190,14190,
0.015614,um/s,Surface,1,1000014191,14191,
0.0562203,um/s,Surface,1,1000014192,14192,
0.0281323,um/s,Surface,1,1000014193,14193,
0.074997,um/s,Surface,1,1000014194,14194,
0.0319511,um/s,Surface,1,1000014195,14195,
0.0512027,um/s,Surface,1,1000014196,14196,
0.109984,um/s,Surface,1,1000014197,14197,
0.0603404,um/s,Surface,1,1000014198,14198,
0.0103327,um/s,Surface,1,1000014199,14199,
0.042902,um/s,Surface,1,1000014200,14200,
0.0367065,um/s,Surface,1,1000014201,14201,
0.0107435,um/s,Surface,1,1000014202,14202,
0.013821,um/s,Surface,2,1000014185,14203,
0.0134117,um/s,Surface,2,1000014184,14204,
0.0252057,um/s,Surface,2,1000014186,14205,
0.0263453,um/s,Surface,2,1000014187,14206,
0.0121528,um/s,Surface,2,1000014207,14207,
0.0984108,um/s,Surface,2,1000014188,14208,
0.0874935,um/s,Surface,2,1000014189,14209,
0.0101287,um/s,Surface,2,1000014210,14210,
0.0124441,um/s,Surface,2,1000014190,14211,
0.0240377,um/s,Surface,2,1000014212,14212,
0.0207,um/s,Surface,2,1000014191,14213,
0.0295696,um/s,Surface,2,1000014192,14214,
0.032724,um/s,Surface,2,1000014193,14215,
0.0379661,um/s,Surface,2,1000014216,14216,
0.0404537,um/s,Surface,2,1000014194,14217,
0.0491729,um/s,Surface,2,1000014218,14218,
0.0374006,um/s,Surface,2,1000014195,14219,
0.0768409,um/s,Surface,2,1000014220,14220,
0.0508867,um/s,Surface,2,1000014196,14221,
0.0878378,um/s,Surface,2,1000014197,14222,
0.0225529,um/s,Surface,2,1000014223,14223,
0.0126264,um/s,Surface,2,1000014199,14224,
0.0415595,um/s,Surface,2,1000014198,14225,
0.0348444,um/s,Surface,2,1000014200,14226,
0.0301678,um/s,Surface,2,1000014201,14227,
0.00913007,um/s,Surface,2,1000014202,14228,
0.00333437,um/s,Surface,3,1000014185,14229,
0.013962,um/s,Surface,3,1000014184,14230,
0.0292822,um/s,Surface,3,1000014186,14231,
0.0345001,um/s,Surface,3,1000014187,14232,
0.0412,um/s,Surface,3,1000014233,14233,
0.0117347,um/s,Surface,3,1000014207,14234,
0.0408385,um/s,Surface,3,1000014188,14235,
0.0513612,um/s,Surface,3,1000014236,14236,
0.0602404,um/s,Surface,3,1000014189,14237,
0.022882,um/s,Surface,3,1000014210,14238,
0.0494051,um/s,Surface,3,1000014239,14239,
0.0282355,um/s,Surface,3,1000014190,14240,
0.0240708,um/s,Surface,3,1000014212,14241,
0.0253515,um/s,Surface,3,1000014242,14242,
0.029839,um/s,Surface,3,1000014191,14243,
0.0291989,um/s,Surface,3,1000014192,14244,
0.0297364,um/s,Surface,3,1000014193,14245,
0.00844776,um/s,Surface,3,1000014216,14246,
0.0445,um/s,Surface,3,1000014194,14247,
0.00768255,um/s,Surface,3,1000014218,14248,
0.0505142,um/s,Surface,3,1000014195,14249,
0.058896,um/s,Surface,3,1000014220,14250,
0.0165148,um/s,Surface,3,1000014196,14251,
0.0488437,um/s,Surface,3,1000014197,14252,
0.0173186,um/s,Surface,3,1000014223,14253,
0.0176144,um/s,Surface,3,1000014198,14254,
0.00647565,um/s,Surface,3,1000014199,14255,
0.0187991,um/s,Surface,3,1000014200,14256,
0.0398878,um/s,Surface,3,1000014201,14257,
0.00760107,um/s,Surface,3,1000014202,14258,
0.0345374,um/s,Surface,4,1000014185,14259,
0.0252141,um/s,Surface,4,1000014184,14260,
0.0929067,um/s,Surface,4,1000014261,14261,
0.0657416,um/s,Surface,4,1000014186,14262,
0.0172592,um/s,Surface,4,1000014187,14263,
0.0237589,um/s,Surface,4,1000014233,14264,
0.0237601,um/s,Surface,4,1000014207,14265,
0.01987,um/s,Surface,4,1000014188,14266,
0.0153918,um/s,Surface,4,1000014236,14267,
0.0458968,um/s,Surface,4,1000014189,14268,
0.01778,um/s,Surface,4,1000014210,14269,
0.0639707,um/s,Surface,4,1000014190,14270,
0.0630937,um/s,Surface,4,1000014239,14271,
0.0236388,um/s,Surface,4,1000014212,14272,
0.0165395,um/s,Surface,4,1000014242,14273,
0.0242227,um/s,Surface,4,1000014191,14274,
0.0232207,um/s,Surface,4,1000014275,14275,
0.0130332,um/s,Surface,4,1000014192,14276,
0.0031501,um/s,Surface,4,1000014193,14277,
0.0191407,um/s,Surface,4,1000014216,14278,
0.0143967,um/s,Surface,4,1000014194,14279,
0.0128752,um/s,Surface,4,1000014218,14280,
0.042884,um/s,Surface,4,1000014195,14281,
0.0647203,um/s,Surface,4,1000014220,14282,
0.0268089,um/s,Surface,4,1000014196,14283,
0.0463349,um/s,Surface,4,1000014197,14284,
0.0253289,um/s,Surface,4,1000014223,14285,
0.0134704,um/s,Surface,4,1000014199,14286,
0.0092459,um/s,Surface,4,1000014198,14287,
0.0298966,um/s,Surface,4,1000014288,14288,
0.0591355,um/s,Surface,4,1000014289,14289,
0.0215018,um/s,Surface,4,1000014200,14290,
0.0340777,um/s,Surface,4,1000014201,14291,
0.0198382,um/s,Surface,4,1000014202,14292,
0.0172844,um/s,Surface,5,1000014184,14293,
0.011795,um/s,Surface,5,1000014185,14294,
0.0903932,um/s,Surface,5,1000014261,14295,
0.0709555,um/s,Surface,5,1000014186,14296,
0.0112517,um/s,Surface,5,1000014187,14297,
0.0247668,um/s,Surface,5,1000014298,14298,
0.0345033,um/s,Surface,5,1000014299,14299,
0.0197235,um/s,Surface,5,1000014233,14300,
0.0377585,um/s,Surface,5,1000014207,14301,
0.0785084,um/s,Surface,5,1000014302,14302,
0.029477,um/s,Surface,5,1000014236,14303,
0.0184181,um/s,Surface,5,1000014304,14304,
0.0714015,um/s,Surface,5,1000014189,14305,
0.0381414,um/s,Surface,5,1000014210,14306,
0.12024,um/s,Surface,5,1000014239,14307,
0.0514705,um/s,Surface,5,1000014190,14308,
0.0179667,um/s,Surface,5,1000014212,14309,
0.0150429,um/s,Surface,5,1000014242,14310,
0.0456606,um/s,Surface,5,1000014191,14311,
0.0233755,um/s,Surface,5,1000014275,14312,
0.0229936,um/s,Surface,5,1000014192,14313,
0.0141561,um/s,Surface,5,1000014193,14314,
0.0167127,um/s,Surface,5,1000014216,14315,
0.10713,um/s,Surface,5,1000014194,14316,
0.0152216,um/s,Surface,5,1000014218,14317,
0.125842,um/s,Surface,5,1000014220,14318,
0.0266191,um/s,Surface,5,1000014196,14319,
0.0416516,um/s,Surface,5,1000014197,14320,
0.0515618,um/s,Surface,5,1000014223,14321,
0.0163551,um/s,Surface,5,1000014288,14322,
0.0175498,um/s,Surface,5,1000014199,14323,
0.0134205,um/s,Surface,5,1000014198,14324,
0.020844,um/s,Surface,5,1000014289,14325,
0.0237006,um/s,Surface,5,1000014200,14326,
0.0199801,um/s,Surface,5,1000014201,14327,
0.0137025,um/s,Surface,5,1000014202,14328,
0.0429609,um/s,Surface,6,1000014329,14329,
0.0277226,um/s,Surface,6,1000014185,14330,
0.0497819,um/s,Surface,6,1000014331,14331,
0.012894,um/s,Surface,6,1000014184,14332,
0.0784797,um/s,Surface,6,1000014261,14333,
0.0291369,um/s,Surface,6,1000014187,14334,
0.0189461,um/s,Surface,6,1000014298,14335,
0.0381428,um/s,Surface,6,1000014299,14336,
0.0336131,um/s,Surface,6,1000014233,14337,
0.0495282,um/s,Surface,6,1000014207,14338,
0.0224739,um/s,Surface,6,1000014302,14339,
0.0325185,um/s,Surface,6,1000014236,14340,
0.0383435,um/s,Surface,6,1000014304,14341,
0.0520038,um/s,Surface,6,1000014189,14342,
0.0548244,um/s,Surface,6,1000014210,14343,
0.069131,um/s,Surface,6,1000014239,14344,
0.0304208,um/s,Surface,6,1000014212,14345,
0.0171649,um/s,Surface,6,1000014190,14346,
0.0218765,um/s,Surface,6,1000014242,14347,
0.0225983,um/s,Surface,6,1000014275,14348,
0.0394654,um/s,Surface,6,1000014193,14349,
0.111412,um/s,Surface,6,1000014350,14350,
0.0429538,um/s,Surface,6,1000014216,14351,
0.0166707,um/s,Surface,6,1000014218,14352,
0.13434,um/s,Surface,6,1000014353,14353,
0.0285883,um/s,Surface,6,1000014196,14354,
0.0537969,um/s,Surface,6,1000014197,14355,
0.0214677,um/s,Surface,6,1000014198,14356,
0.00913427,um/s,Surface,6,1000014199,14357,
0.0497639,um/s,Surface,6,1000014289,14358,
0.0376875,um/s,Surface,6,1000014288,14359,
0.0446598,um/s,Surface,6,1000014200,14360,
0.00713288,um/s,Surface,6,1000014201,14361,
0.0364131,um/s,Surface,6,1000014202,14362,
0.0260215,um/s,Surface,7,1000014185,14363,
0.0371982,um/s,Surface,7,1000014329,14364,
0.0519846,um/s,Surface,7,1000014331,14365,
0.0270924,um/s,Surface,7,1000014184,14366,
0.0551215,um/s,Surface,7,1000014187,14367,
0.131474,um/s,Surface,7,1000014261,14368,
0.0198346,um/s,Surface,7,1000014298,14369,
0.0129057,um/s,Surface,7,1000014299,14370,
0.07307,um/s,Surface,7,1000014207,14371,
0.024162,um/s,Surface,7,1000014233,14372,
0.0697228,um/s,Surface,7,1000014302,14373,
0.10014,um/s,Surface,7,1000014304,14374,
0.0429739,um/s,Surface,7,1000014189,14375,
0.0582825,um/s,Surface,7,1000014239,14376,
0.0913728,um/s,Surface,7,1000014190,14377,
0.0363922,um/s,Surface,7,1000014212,14378,
0.0372649,um/s,Surface,7,1000014275,14379,
