
Track Displacement Length
 ==================== 
Track Displacement Length,Unit,Category,ID,
2.81513,um,Track,1000015154,
6.24081,um,Track,1000015158,
3.45501,um,Track,1000015161,
1.54193,um,Track,1000015174,
3.34003,um,Track,1000015179,
11.0353,um,Track,1000015180,
2.42264,um,Track,1000015184,
20.2164,um,Track,1000015190,
11.7841,um,Track,1000015202,
12.5624,um,Track,1000015204,
4.35959,um,Track,1000015206,
4.0985,um,Track,1000015207,
6.86676,um,Track,1000015208,
7.40277,um,Track,1000015213,
3.3568,um,Track,1000015219,
4.63251,um,Track,1000015221,
3.89924,um,Track,1000015228,
10.3388,um,Track,1000015237,
3.21517,um,Track,1000015240,
4.14393,um,Track,1000015248,
6.31912,um,Track,1000015251,
10.4805,um,Track,1000015267,
4.79258,um,Track,1000015268,
1.05406,um,Track,1000015274,
11.014,um,Track,1000015279,
2.72403,um,Track,1000015280,
3.34122,um,Track,1000015290,
12.4947,um,Track,1000015293,
1.85289,um,Track,1000015307,
2.39243,um,Track,1000015308,
4.53309,um,Track,1000015348,
4.00821,um,Track,1000015352,
4.45923,um,Track,1000015353,
11.6377,um,Track,1000015362,
3.11968,um,Track,1000015370,
6.51707,um,Track,1000015377,
1.79026,um,Track,1000015388,
7.62346,um,Track,1000015394,
3.15151,um,Track,1000015400,
7.31517,um,Track,1000015407,
3.24659,um,Track,1000015415,
4.77924,um,Track,1000015421,
0.859344,um,Track,1000015432,
6.12137,um,Track,1000015443,
12.6603,um,Track,1000015450,
1.97974,um,Track,1000015455,
4.87801,um,Track,1000015461,
8.12732,um,Track,1000015477,
5.02573,um,Track,1000015497,
2.86332,um,Track,1000015502,
8.83587,um,Track,1000015503,
5.00486,um,Track,1000015508,
1.77283,um,Track,1000015516,
1.85038,um,Track,1000015525,
6.27246,um,Track,1000015536,
9.84043,um,Track,1000015541,
4.16012,um,Track,1000015557,
1.3924,um,Track,1000015590,
6.74581,um,Track,1000015591,
7.6376,um,Track,1000015593,
14.4858,um,Track,1000015622,
9.15028,um,Track,1000015630,
6.65466,um,Track,1000015650,
7.37332,um,Track,1000015674,
5.33218,um,Track,1000015675,
2.42906,um,Track,1000015678,
2.88209,um,Track,1000015680,
2.29324,um,Track,1000015682,
5.49205,um,Track,1000015700,
6.92274,um,Track,1000015706,
6.38068,um,Track,1000015719,
4.70734,um,Track,1000015724,
2.91514,um,Track,1000015726,
10.8225,um,Track,1000015727,
8.06889,um,Track,1000015732,
0.549404,um,Track,1000015744,
7.81516,um,Track,1000015750,
5.13413,um,Track,1000015752,
5.1452,um,Track,1000015753,
4.30178,um,Track,1000015756,
5.29448,um,Track,1000015758,
5.0476,um,Track,1000015767,
4.19684,um,Track,1000015768,
4.65615,um,Track,1000015772,
6.59799,um,Track,1000015781,
5.60389,um,Track,1000015782,
2.49776,um,Track,1000015808,
4.04894,um,Track,1000015810,
6.01592,um,Track,1000015856,
1.76397,um,Track,1000015857,
6.33211,um,Track,1000015872,
6.23078,um,Track,1000015881,
11.2227,um,Track,1000015885,
3.0086,um,Track,1000015891,
2.37356,um,Track,1000015910,
3.85479,um,Track,1000015931,
5.2684,um,Track,1000015937,
6.98211,um,Track,1000015951,
3.56073,um,Track,1000015960,
4.94227,um,Track,1000015964,
6.74738,um,Track,1000015975,
2.67778,um,Track,1000015996,
3.90709,um,Track,1000016009,
1.46869,um,Track,1000016017,
10.8115,um,Track,1000016024,
4.44682,um,Track,1000016031,
1.09008,um,Track,1000016045,
3.7138,um,Track,1000016051,
6.88709,um,Track,1000016052,
7.79611,um,Track,1000016073,
13.1529,um,Track,1000016077,
5.12187,um,Track,1000016083,
3.54802,um,Track,1000016095,
2.22541,um,Track,1000016100,
4.65955,um,Track,1000016102,
5.88015,um,Track,1000016107,
19.4328,um,Track,1000016109,
4.86226,um,Track,1000016117,
3.16125,um,Track,1000016143,
6.27774,um,Track,1000016167,
5.37975,um,Track,1000016188,
9.39216,um,Track,1000016195,
2.5508,um,Track,1000016200,
11.4339,um,Track,1000016214,
4.33435,um,Track,1000016218,
0.185645,um,Track,1000016223,
1.87802,um,Track,1000016232,
4.12769,um,Track,1000016233,
4.41248,um,Track,1000016235,
3.5041,um,Track,1000016250,
6.25269,um,Track,1000016259,
3.18087,um,Track,1000016275,
1.51613,um,Track,1000016281,
5.18119,um,Track,1000016292,
3.68418,um,Track,1000016299,
7.30374,um,Track,1000016304,
3.12857,um,Track,1000016316,
8.05086,um,Track,1000016320,
2.86576,um,Track,1000016332,
0.973916,um,Track,1000016337,
2.80911,um,Track,1000016338,
8.46096,um,Track,1000016342,
4.93334,um,Track,1000016354,
3.28585,um,Track,1000016357,
5.25879,um,Track,1000016360,
3.07272,um,Track,1000016381,
13.7871,um,Track,1000016386,
2.57896,um,Track,1000016390,
4.38213,um,Track,1000016397,
10.6254,um,Track,1000016402,
3.86249,um,Track,1000016404,
3.49923,um,Track,1000016415,
10.137,um,Track,1000016419,
4.78688,um,Track,1000016423,
4.7548,um,Track,1000016426,
11.538,um,Track,1000016430,
9.41677,um,Track,1000016436,
4.01822,um,Track,1000016453,
15.8604,um,Track,1000016466,
2.12747,um,Track,1000016468,
5.08184,um,Track,1000016474,
2.12027,um,Track,1000016475,
6.77229,um,Track,1000016485,
8.30899,um,Track,1000016504,
3.36911,um,Track,1000016508,
4.5486,um,Track,1000016512,
9.00528,um,Track,1000016521,
4.27688,um,Track,1000016531,
5.84128,um,Track,1000016534,
4.23809,um,Track,1000016542,
5.10313,um,Track,1000016585,
6.85404,um,Track,1000016590,
11.6297,um,Track,1000016591,
4.95123,um,Track,1000016603,
3.53825,um,Track,1000016609,
1.35317,um,Track,1000016611,
12.4924,um,Track,1000016612,
8.9545,um,Track,1000016623,
2.35579,um,Track,1000016626,
1.39252,um,Track,1000016639,
0.928267,um,Track,1000016641,
10.6017,um,Track,1000016643,
4.60112,um,Track,1000016665,
6.01912,um,Track,1000016666,
4.96482,um,Track,1000016674,
4.60233,um,Track,1000016677,
9.18666,um,Track,1000016700,
5.10786,um,Track,1000016703,
9.08142,um,Track,1000016708,
