
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,TrackID,ID,
2,,Surface,4,Image 1,1,1000014184,14184,
0,,Surface,4,Image 1,1,1000014185,14185,
0,,Surface,4,Image 1,1,1000014186,14186,
0,,Surface,4,Image 1,1,1000014187,14187,
0,,Surface,4,Image 1,1,1000014188,14188,
0,,Surface,4,Image 1,1,1000014189,14189,
0,,Surface,4,Image 1,1,1000014190,14190,
0,,Surface,4,Image 1,1,1000014191,14191,
0,,Surface,4,Image 1,1,1000014192,14192,
0,,Surface,4,Image 1,1,1000014193,14193,
24,,Surface,4,Image 1,1,1000014194,14194,
0,,Surface,4,Image 1,1,1000014195,14195,
7,,Surface,4,Image 1,1,1000014196,14196,
10,,Surface,4,Image 1,1,1000014197,14197,
0,,Surface,4,Image 1,1,1000014198,14198,
4,,Surface,4,Image 1,1,1000014199,14199,
0,,Surface,4,Image 1,1,1000014200,14200,
0,,Surface,4,Image 1,1,1000014201,14201,
255,,Surface,4,Image 1,1,1000014202,14202,
0,,Surface,4,Image 1,2,1000014185,14203,
0,,Surface,4,Image 1,2,1000014184,14204,
0,,Surface,4,Image 1,2,1000014186,14205,
0,,Surface,4,Image 1,2,1000014187,14206,
0,,Surface,4,Image 1,2,1000014207,14207,
0,,Surface,4,Image 1,2,1000014188,14208,
0,,Surface,4,Image 1,2,1000014189,14209,
33,,Surface,4,Image 1,2,1000014210,14210,
0,,Surface,4,Image 1,2,1000014190,14211,
0,,Surface,4,Image 1,2,1000014212,14212,
0,,Surface,4,Image 1,2,1000014191,14213,
0,,Surface,4,Image 1,2,1000014192,14214,
0,,Surface,4,Image 1,2,1000014193,14215,
0,,Surface,4,Image 1,2,1000014216,14216,
17,,Surface,4,Image 1,2,1000014194,14217,
64,,Surface,4,Image 1,2,1000014218,14218,
0,,Surface,4,Image 1,2,1000014195,14219,
0,,Surface,4,Image 1,2,1000014220,14220,
0,,Surface,4,Image 1,2,1000014196,14221,
28,,Surface,4,Image 1,2,1000014197,14222,
0,,Surface,4,Image 1,2,1000014223,14223,
18,,Surface,4,Image 1,2,1000014199,14224,
0,,Surface,4,Image 1,2,1000014198,14225,
0,,Surface,4,Image 1,2,1000014200,14226,
0,,Surface,4,Image 1,2,1000014201,14227,
255,,Surface,4,Image 1,2,1000014202,14228,
0,,Surface,4,Image 1,3,1000014185,14229,
5,,Surface,4,Image 1,3,1000014184,14230,
0,,Surface,4,Image 1,3,1000014186,14231,
0,,Surface,4,Image 1,3,1000014187,14232,
0,,Surface,4,Image 1,3,1000014233,14233,
0,,Surface,4,Image 1,3,1000014207,14234,
0,,Surface,4,Image 1,3,1000014188,14235,
0,,Surface,4,Image 1,3,1000014236,14236,
0,,Surface,4,Image 1,3,1000014189,14237,
16,,Surface,4,Image 1,3,1000014210,14238,
0,,Surface,4,Image 1,3,1000014239,14239,
0,,Surface,4,Image 1,3,1000014190,14240,
0,,Surface,4,Image 1,3,1000014212,14241,
0,,Surface,4,Image 1,3,1000014242,14242,
0,,Surface,4,Image 1,3,1000014191,14243,
4,,Surface,4,Image 1,3,1000014192,14244,
0,,Surface,4,Image 1,3,1000014193,14245,
0,,Surface,4,Image 1,3,1000014216,14246,
20,,Surface,4,Image 1,3,1000014194,14247,
55,,Surface,4,Image 1,3,1000014218,14248,
0,,Surface,4,Image 1,3,1000014195,14249,
0,,Surface,4,Image 1,3,1000014220,14250,
8,,Surface,4,Image 1,3,1000014196,14251,
21,,Surface,4,Image 1,3,1000014197,14252,
0,,Surface,4,Image 1,3,1000014223,14253,
0,,Surface,4,Image 1,3,1000014198,14254,
0,,Surface,4,Image 1,3,1000014199,14255,
0,,Surface,4,Image 1,3,1000014200,14256,
0,,Surface,4,Image 1,3,1000014201,14257,
255,,Surface,4,Image 1,3,1000014202,14258,
4,,Surface,4,Image 1,4,1000014185,14259,
5,,Surface,4,Image 1,4,1000014184,14260,
0,,Surface,4,Image 1,4,1000014261,14261,
0,,Surface,4,Image 1,4,1000014186,14262,
0,,Surface,4,Image 1,4,1000014187,14263,
0,,Surface,4,Image 1,4,1000014233,14264,
4,,Surface,4,Image 1,4,1000014207,14265,
0,,Surface,4,Image 1,4,1000014188,14266,
0,,Surface,4,Image 1,4,1000014236,14267,
0,,Surface,4,Image 1,4,1000014189,14268,
35,,Surface,4,Image 1,4,1000014210,14269,
0,,Surface,4,Image 1,4,1000014190,14270,
0,,Surface,4,Image 1,4,1000014239,14271,
0,,Surface,4,Image 1,4,1000014212,14272,
0,,Surface,4,Image 1,4,1000014242,14273,
0,,Surface,4,Image 1,4,1000014191,14274,
0,,Surface,4,Image 1,4,1000014275,14275,
0,,Surface,4,Image 1,4,1000014192,14276,
0,,Surface,4,Image 1,4,1000014193,14277,
0,,Surface,4,Image 1,4,1000014216,14278,
30,,Surface,4,Image 1,4,1000014194,14279,
45,,Surface,4,Image 1,4,1000014218,14280,
0,,Surface,4,Image 1,4,1000014195,14281,
0,,Surface,4,Image 1,4,1000014220,14282,
28,,Surface,4,Image 1,4,1000014196,14283,
16,,Surface,4,Image 1,4,1000014197,14284,
2,,Surface,4,Image 1,4,1000014223,14285,
0,,Surface,4,Image 1,4,1000014199,14286,
0,,Surface,4,Image 1,4,1000014198,14287,
0,,Surface,4,Image 1,4,1000014288,14288,
0,,Surface,4,Image 1,4,1000014289,14289,
1,,Surface,4,Image 1,4,1000014200,14290,
0,,Surface,4,Image 1,4,1000014201,14291,
255,,Surface,4,Image 1,4,1000014202,14292,
1,,Surface,4,Image 1,5,1000014184,14293,
0,,Surface,4,Image 1,5,1000014185,14294,
0,,Surface,4,Image 1,5,1000014261,14295,
0,,Surface,4,Image 1,5,1000014186,14296,
0,,Surface,4,Image 1,5,1000014187,14297,
0,,Surface,4,Image 1,5,1000014298,14298,
15,,Surface,4,Image 1,5,1000014299,14299,
0,,Surface,4,Image 1,5,1000014233,14300,
17,,Surface,4,Image 1,5,1000014207,14301,
111,,Surface,4,Image 1,5,1000014302,14302,
0,,Surface,4,Image 1,5,1000014236,14303,
0,,Surface,4,Image 1,5,1000014304,14304,
0,,Surface,4,Image 1,5,1000014189,14305,
38,,Surface,4,Image 1,5,1000014210,14306,
0,,Surface,4,Image 1,5,1000014239,14307,
0,,Surface,4,Image 1,5,1000014190,14308,
0,,Surface,4,Image 1,5,1000014212,14309,
2,,Surface,4,Image 1,5,1000014242,14310,
0,,Surface,4,Image 1,5,1000014191,14311,
21,,Surface,4,Image 1,5,1000014275,14312,
1,,Surface,4,Image 1,5,1000014192,14313,
0,,Surface,4,Image 1,5,1000014193,14314,
0,,Surface,4,Image 1,5,1000014216,14315,
29,,Surface,4,Image 1,5,1000014194,14316,
77,,Surface,4,Image 1,5,1000014218,14317,
0,,Surface,4,Image 1,5,1000014220,14318,
15,,Surface,4,Image 1,5,1000014196,14319,
0,,Surface,4,Image 1,5,1000014197,14320,
9,,Surface,4,Image 1,5,1000014223,14321,
0,,Surface,4,Image 1,5,1000014288,14322,
54,,Surface,4,Image 1,5,1000014199,14323,
0,,Surface,4,Image 1,5,1000014198,14324,
0,,Surface,4,Image 1,5,1000014289,14325,
0,,Surface,4,Image 1,5,1000014200,14326,
0,,Surface,4,Image 1,5,1000014201,14327,
255,,Surface,4,Image 1,5,1000014202,14328,
0,,Surface,4,Image 1,6,1000014329,14329,
0,,Surface,4,Image 1,6,1000014185,14330,
0,,Surface,4,Image 1,6,1000014331,14331,
9,,Surface,4,Image 1,6,1000014184,14332,
0,,Surface,4,Image 1,6,1000014261,14333,
0,,Surface,4,Image 1,6,1000014187,14334,
0,,Surface,4,Image 1,6,1000014298,14335,
30,,Surface,4,Image 1,6,1000014299,14336,
0,,Surface,4,Image 1,6,1000014233,14337,
5,,Surface,4,Image 1,6,1000014207,14338,
129,,Surface,4,Image 1,6,1000014302,14339,
