
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,TrackID,ID,
0.562043,,Surface,1,1000014184,14184,
0.340163,,Surface,1,1000014185,14185,
0.301306,,Surface,1,1000014186,14186,
0.354827,,Surface,1,1000014187,14187,
0.520095,,Surface,1,1000014188,14188,
0.358071,,Surface,1,1000014189,14189,
0.319734,,Surface,1,1000014190,14190,
0.465208,,Surface,1,1000014191,14191,
0.371213,,Surface,1,1000014192,14192,
0.208995,,Surface,1,1000014193,14193,
0.313354,,Surface,1,1000014194,14194,
0.307637,,Surface,1,1000014195,14195,
0.169892,,Surface,1,1000014196,14196,
0.245623,,Surface,1,1000014197,14197,
0.309546,,Surface,1,1000014198,14198,
0.577957,,Surface,1,1000014199,14199,
0.346811,,Surface,1,1000014200,14200,
0.472483,,Surface,1,1000014201,14201,
0.247102,,Surface,1,1000014202,14202,
0.356026,,Surface,2,1000014185,14203,
0.431622,,Surface,2,1000014184,14204,
0.308332,,Surface,2,1000014186,14205,
0.290853,,Surface,2,1000014187,14206,
0.615936,,Surface,2,1000014207,14207,
0.240909,,Surface,2,1000014188,14208,
0.291608,,Surface,2,1000014189,14209,
0.247105,,Surface,2,1000014210,14210,
0.479794,,Surface,2,1000014190,14211,
0.164134,,Surface,2,1000014212,14212,
0.484467,,Surface,2,1000014191,14213,
0.407875,,Surface,2,1000014192,14214,
0.308209,,Surface,2,1000014193,14215,
0.175684,,Surface,2,1000014216,14216,
0.208271,,Surface,2,1000014194,14217,
0.468915,,Surface,2,1000014218,14218,
0.39558,,Surface,2,1000014195,14219,
0.412744,,Surface,2,1000014220,14220,
0.185556,,Surface,2,1000014196,14221,
0.200351,,Surface,2,1000014197,14222,
0.56205,,Surface,2,1000014223,14223,
0.346812,,Surface,2,1000014199,14224,
0.330439,,Surface,2,1000014198,14225,
0.258112,,Surface,2,1000014200,14226,
0.240459,,Surface,2,1000014201,14227,
0.562052,,Surface,2,1000014202,14228,
0.354069,,Surface,3,1000014185,14229,
0.282129,,Surface,3,1000014184,14230,
0.331868,,Surface,3,1000014186,14231,
0.429234,,Surface,3,1000014187,14232,
0.279856,,Surface,3,1000014233,14233,
0.654228,,Surface,3,1000014207,14234,
0.0878126,,Surface,3,1000014188,14235,
0.200932,,Surface,3,1000014236,14236,
0.310686,,Surface,3,1000014189,14237,
0.423754,,Surface,3,1000014210,14238,
0.431415,,Surface,3,1000014239,14239,
0.517954,,Surface,3,1000014190,14240,
0.143148,,Surface,3,1000014212,14241,
0.466098,,Surface,3,1000014242,14242,
0.349822,,Surface,3,1000014191,14243,
0.405848,,Surface,3,1000014192,14244,
0.390689,,Surface,3,1000014193,14245,
0.579984,,Surface,3,1000014216,14246,
0.520091,,Surface,3,1000014194,14247,
0.395237,,Surface,3,1000014218,14248,
0.304582,,Surface,3,1000014195,14249,
0.364156,,Surface,3,1000014220,14250,
0.191622,,Surface,3,1000014196,14251,
0.209651,,Surface,3,1000014197,14252,
0.368688,,Surface,3,1000014223,14253,
0.305624,,Surface,3,1000014198,14254,
0.346811,,Surface,3,1000014199,14255,
0.308636,,Surface,3,1000014200,14256,
0.562991,,Surface,3,1000014201,14257,
0.466099,,Surface,3,1000014202,14258,
0.315465,,Surface,4,1000014185,14259,
0.32951,,Surface,4,1000014184,14260,
0.24779,,Surface,4,1000014261,14261,
0.297125,,Surface,4,1000014186,14262,
0.568786,,Surface,4,1000014187,14263,
0.290187,,Surface,4,1000014233,14264,
0.667548,,Surface,4,1000014207,14265,
0.115992,,Surface,4,1000014188,14266,
0.237693,,Surface,4,1000014236,14267,
0.325932,,Surface,4,1000014189,14268,
0.346812,,Surface,4,1000014210,14269,
0.326241,,Surface,4,1000014190,14270,
0.323859,,Surface,4,1000014239,14271,
0.311603,,Surface,4,1000014212,14272,
0.444374,,Surface,4,1000014242,14273,
0.355899,,Surface,4,1000014191,14274,
0.562046,,Surface,4,1000014275,14275,
0.18345,,Surface,4,1000014192,14276,
0.381147,,Surface,4,1000014193,14277,
0.476449,,Surface,4,1000014216,14278,
0.867456,,Surface,4,1000014194,14279,
0.416992,,Surface,4,1000014218,14280,
0.466098,,Surface,4,1000014195,14281,
0.587139,,Surface,4,1000014220,14282,
0.201003,,Surface,4,1000014196,14283,
0.273324,,Surface,4,1000014197,14284,
0.35407,,Surface,4,1000014223,14285,
0.208264,,Surface,4,1000014199,14286,
0.230713,,Surface,4,1000014198,14287,
0.627455,,Surface,4,1000014288,14288,
0.56205,,Surface,4,1000014289,14289,
0.223449,,Surface,4,1000014200,14290,
0.328859,,Surface,4,1000014201,14291,
0.492486,,Surface,4,1000014202,14292,
0.208832,,Surface,5,1000014184,14293,
0.354076,,Surface,5,1000014185,14294,
0.176535,,Surface,5,1000014261,14295,
0.321612,,Surface,5,1000014186,14296,
0.48152,,Surface,5,1000014187,14297,
0.208255,,Surface,5,1000014298,14298,
0.259446,,Surface,5,1000014299,14299,
0.360121,,Surface,5,1000014233,14300,
0.664574,,Surface,5,1000014207,14301,
0.330382,,Surface,5,1000014302,14302,
0.283913,,Surface,5,1000014236,14303,
0.143452,,Surface,5,1000014304,14304,
0.305886,,Surface,5,1000014189,14305,
0.577955,,Surface,5,1000014210,14306,
0.511766,,Surface,5,1000014239,14307,
0.135977,,Surface,5,1000014190,14308,
0.423755,,Surface,5,1000014212,14309,
0.577955,,Surface,5,1000014242,14310,
0.307494,,Surface,5,1000014191,14311,
0.34681,,Surface,5,1000014275,14312,
0.442572,,Surface,5,1000014192,14313,
0.413793,,Surface,5,1000014193,14314,
0.401694,,Surface,5,1000014216,14315,
0.466099,,Surface,5,1000014194,14316,
0.642512,,Surface,5,1000014218,14317,
0.346811,,Surface,5,1000014220,14318,
0.577954,,Surface,5,1000014196,14319,
0.218279,,Surface,5,1000014197,14320,
0.577959,,Surface,5,1000014223,14321,
0.459453,,Surface,5,1000014288,14322,
0.346812,,Surface,5,1000014199,14323,
0.344488,,Surface,5,1000014198,14324,
0.232953,,Surface,5,1000014289,14325,
0.202425,,Surface,5,1000014200,14326,
0.0530354,,Surface,5,1000014201,14327,
0.247102,,Surface,5,1000014202,14328,
0.258011,,Surface,6,1000014329,14329,
0.291771,,Surface,6,1000014185,14330,
0.287303,,Surface,6,1000014331,14331,
0.281178,,Surface,6,1000014184,14332,
0.366225,,Surface,6,1000014261,14333,
0.34506,,Surface,6,1000014187,14334,
0.225122,,Surface,6,1000014298,14335,
0.330347,,Surface,6,1000014299,14336,
0.206436,,Surface,6,1000014233,14337,
0.220197,,Surface,6,1000014207,14338,
0.577951,,Surface,6,1000014302,14339,
0.29835,,Surface,6,1000014236,14340,
0.43448,,Surface,6,1000014304,14341,
0.4661,,Surface,6,1000014189,14342,
0.247105,,Surface,6,1000014210,14343,
0.438066,,Surface,6,1000014239,14344,
0.138416,,Surface,6,1000014212,14345,
0.22339,,Surface,6,1000014190,14346,
0.619709,,Surface,6,1000014242,14347,
0.35407,,Surface,6,1000014275,14348,
0.472404,,Surface,6,1000014193,14349,
0.587141,,Surface,6,1000014350,14350,
0.501915,,Surface,6,1000014216,14351,
0.57081,,Surface,6,1000014218,14352,
0.577956,,Surface,6,1000014353,14353,
0.208266,,Surface,6,1000014196,14354,
0.20586,,Surface,6,1000014197,14355,
0.312455,,Surface,6,1000014198,14356,
0.0530438,,Surface,6,1000014199,14357,
0.179017,,Surface,6,1000014289,14358,
0.1452,,Surface,6,1000014288,14359,
0.259891,,Surface,6,1000014200,14360,
0.418684,,Surface,6,1000014201,14361,
0.208264,,Surface,6,1000014202,14362,
0.14398,,Surface,7,1000014185,14363,
0.264089,,Surface,7,1000014329,14364,
0.298454,,Surface,7,1000014331,14365,
0.223386,,Surface,7,1000014184,14366,
0.280075,,Surface,7,1000014187,14367,
0.36164,,Surface,7,1000014261,14368,
0.402524,,Surface,7,1000014298,14369,
0.208268,,Surface,7,1000014299,14370,
0.362876,,Surface,7,1000014207,14371,
0.252957,,Surface,7,1000014233,14372,
0.466098,,Surface,7,1000014302,14373,
0.25743,,Surface,7,1000014304,14374,
0.164134,,Surface,7,1000014189,14375,
0.339836,,Surface,7,1000014239,14376,
0.182088,,Surface,7,1000014190,14377,
0.14424,,Surface,7,1000014212,14378,
0.262385,,Surface,7,1000014275,14379,
0.247105,,Surface,7,1000014193,14380,
0.195287,,Surface,7,1000014350,14381,
0.376865,,Surface,7,1000014216,14382,
0.389258,,Surface,7,1000014218,14383,
0.33583,,Surface,7,1000014353,14384,
0.153356,,Surface,7,1000014197,14385,
0.208259,,Surface,7,1000014199,14386,
0.199384,,Surface,7,1000014289,14387,
0.174343,,Surface,7,1000014198,14388,
0.430333,,Surface,7,1000014288,14389,
0.219775,,Surface,7,1000014200,14390,
0.437953,,Surface,7,1000014201,14391,
0.354068,,Surface,8,1000014184,14392,
0.282747,,Surface,8,1000014331,14393,
0.398738,,Surface,8,1000014394,14394,
0.303903,,Surface,8,1000014329,14395,
0.319814,,Surface,8,1000014185,14396,
0.255421,,Surface,8,1000014397,14397,
0.41729,,Surface,8,1000014298,14398,
0.20826,,Surface,8,1000014299,14399,
0.610776,,Surface,8,1000014400,14400,
0.255246,,Surface,8,1000014233,14401,
0.57796,,Surface,8,1000014402,14402,
0.144239,,Surface,8,1000014302,14403,
0.247105,,Surface,8,1000014304,14404,
0.20093,,Surface,8,1000014189,14405,
0.153653,,Surface,8,1000014239,14406,
0.247105,,Surface,8,1000014407,14407,
0.196455,,Surface,8,1000014193,14408,
0.362372,,Surface,8,1000014350,14409,
0.519664,,Surface,8,1000014216,14410,
0.30162,,Surface,8,1000014218,14411,
0.457715,,Surface,8,1000014412,14412,
0.270754,,Surface,8,1000014353,14413,
0.235315,,Surface,8,1000014414,14414,
0.34681,,Surface,8,1000014197,14415,
0.24084,,Surface,8,1000014289,14416,
0.308513,,Surface,8,1000014199,14417,
0.2539,,Surface,8,1000014198,14418,
0.202778,,Surface,8,1000014200,14419,
0.291761,,Surface,8,1000014201,14420,
0.277164,,Surface,9,1000014298,14421,
