
Intensity Max Ch=4 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,TrackID,ID,
38,,Surface,4,Image 1,1,1000014184,14184,
23,,Surface,4,Image 1,1,1000014185,14185,
14,,Surface,4,Image 1,1,1000014186,14186,
3,,Surface,4,Image 1,1,1000014187,14187,
4,,Surface,4,Image 1,1,1000014188,14188,
17,,Surface,4,Image 1,1,1000014189,14189,
113,,Surface,4,Image 1,1,1000014190,14190,
38,,Surface,4,Image 1,1,1000014191,14191,
100,,Surface,4,Image 1,1,1000014192,14192,
35,,Surface,4,Image 1,1,1000014193,14193,
178,,Surface,4,Image 1,1,1000014194,14194,
61,,Surface,4,Image 1,1,1000014195,14195,
54,,Surface,4,Image 1,1,1000014196,14196,
162,,Surface,4,Image 1,1,1000014197,14197,
132,,Surface,4,Image 1,1,1000014198,14198,
77,,Surface,4,Image 1,1,1000014199,14199,
41,,Surface,4,Image 1,1,1000014200,14200,
7,,Surface,4,Image 1,1,1000014201,14201,
255,,Surface,4,Image 1,1,1000014202,14202,
30,,Surface,4,Image 1,2,1000014185,14203,
69,,Surface,4,Image 1,2,1000014184,14204,
14,,Surface,4,Image 1,2,1000014186,14205,
0,,Surface,4,Image 1,2,1000014187,14206,
120,,Surface,4,Image 1,2,1000014207,14207,
6,,Surface,4,Image 1,2,1000014188,14208,
24,,Surface,4,Image 1,2,1000014189,14209,
50,,Surface,4,Image 1,2,1000014210,14210,
44,,Surface,4,Image 1,2,1000014190,14211,
9,,Surface,4,Image 1,2,1000014212,14212,
41,,Surface,4,Image 1,2,1000014191,14213,
105,,Surface,4,Image 1,2,1000014192,14214,
51,,Surface,4,Image 1,2,1000014193,14215,
35,,Surface,4,Image 1,2,1000014216,14216,
105,,Surface,4,Image 1,2,1000014194,14217,
168,,Surface,4,Image 1,2,1000014218,14218,
61,,Surface,4,Image 1,2,1000014195,14219,
42,,Surface,4,Image 1,2,1000014220,14220,
71,,Surface,4,Image 1,2,1000014196,14221,
142,,Surface,4,Image 1,2,1000014197,14222,
67,,Surface,4,Image 1,2,1000014223,14223,
222,,Surface,4,Image 1,2,1000014199,14224,
93,,Surface,4,Image 1,2,1000014198,14225,
158,,Surface,4,Image 1,2,1000014200,14226,
18,,Surface,4,Image 1,2,1000014201,14227,
255,,Surface,4,Image 1,2,1000014202,14228,
33,,Surface,4,Image 1,3,1000014185,14229,
123,,Surface,4,Image 1,3,1000014184,14230,
11,,Surface,4,Image 1,3,1000014186,14231,
17,,Surface,4,Image 1,3,1000014187,14232,
35,,Surface,4,Image 1,3,1000014233,14233,
85,,Surface,4,Image 1,3,1000014207,14234,
2,,Surface,4,Image 1,3,1000014188,14235,
39,,Surface,4,Image 1,3,1000014236,14236,
49,,Surface,4,Image 1,3,1000014189,14237,
74,,Surface,4,Image 1,3,1000014210,14238,
0,,Surface,4,Image 1,3,1000014239,14239,
34,,Surface,4,Image 1,3,1000014190,14240,
3,,Surface,4,Image 1,3,1000014212,14241,
19,,Surface,4,Image 1,3,1000014242,14242,
54,,Surface,4,Image 1,3,1000014191,14243,
48,,Surface,4,Image 1,3,1000014192,14244,
45,,Surface,4,Image 1,3,1000014193,14245,
27,,Surface,4,Image 1,3,1000014216,14246,
86,,Surface,4,Image 1,3,1000014194,14247,
204,,Surface,4,Image 1,3,1000014218,14248,
29,,Surface,4,Image 1,3,1000014195,14249,
52,,Surface,4,Image 1,3,1000014220,14250,
71,,Surface,4,Image 1,3,1000014196,14251,
175,,Surface,4,Image 1,3,1000014197,14252,
54,,Surface,4,Image 1,3,1000014223,14253,
103,,Surface,4,Image 1,3,1000014198,14254,
101,,Surface,4,Image 1,3,1000014199,14255,
89,,Surface,4,Image 1,3,1000014200,14256,
2,,Surface,4,Image 1,3,1000014201,14257,
255,,Surface,4,Image 1,3,1000014202,14258,
40,,Surface,4,Image 1,4,1000014185,14259,
61,,Surface,4,Image 1,4,1000014184,14260,
6,,Surface,4,Image 1,4,1000014261,14261,
8,,Surface,4,Image 1,4,1000014186,14262,
8,,Surface,4,Image 1,4,1000014187,14263,
62,,Surface,4,Image 1,4,1000014233,14264,
107,,Surface,4,Image 1,4,1000014207,14265,
0,,Surface,4,Image 1,4,1000014188,14266,
33,,Surface,4,Image 1,4,1000014236,14267,
20,,Surface,4,Image 1,4,1000014189,14268,
108,,Surface,4,Image 1,4,1000014210,14269,
179,,Surface,4,Image 1,4,1000014190,14270,
0,,Surface,4,Image 1,4,1000014239,14271,
13,,Surface,4,Image 1,4,1000014212,14272,
21,,Surface,4,Image 1,4,1000014242,14273,
44,,Surface,4,Image 1,4,1000014191,14274,
38,,Surface,4,Image 1,4,1000014275,14275,
86,,Surface,4,Image 1,4,1000014192,14276,
59,,Surface,4,Image 1,4,1000014193,14277,
39,,Surface,4,Image 1,4,1000014216,14278,
66,,Surface,4,Image 1,4,1000014194,14279,
248,,Surface,4,Image 1,4,1000014218,14280,
9,,Surface,4,Image 1,4,1000014195,14281,
13,,Surface,4,Image 1,4,1000014220,14282,
91,,Surface,4,Image 1,4,1000014196,14283,
68,,Surface,4,Image 1,4,1000014197,14284,
78,,Surface,4,Image 1,4,1000014223,14285,
56,,Surface,4,Image 1,4,1000014199,14286,
75,,Surface,4,Image 1,4,1000014198,14287,
16,,Surface,4,Image 1,4,1000014288,14288,
22,,Surface,4,Image 1,4,1000014289,14289,
74,,Surface,4,Image 1,4,1000014200,14290,
8,,Surface,4,Image 1,4,1000014201,14291,
255,,Surface,4,Image 1,4,1000014202,14292,
57,,Surface,4,Image 1,5,1000014184,14293,
56,,Surface,4,Image 1,5,1000014185,14294,
2,,Surface,4,Image 1,5,1000014261,14295,
18,,Surface,4,Image 1,5,1000014186,14296,
17,,Surface,4,Image 1,5,1000014187,14297,
33,,Surface,4,Image 1,5,1000014298,14298,
65,,Surface,4,Image 1,5,1000014299,14299,
59,,Surface,4,Image 1,5,1000014233,14300,
157,,Surface,4,Image 1,5,1000014207,14301,
252,,Surface,4,Image 1,5,1000014302,14302,
56,,Surface,4,Image 1,5,1000014236,14303,
2,,Surface,4,Image 1,5,1000014304,14304,
27,,Surface,4,Image 1,5,1000014189,14305,
66,,Surface,4,Image 1,5,1000014210,14306,
10,,Surface,4,Image 1,5,1000014239,14307,
143,,Surface,4,Image 1,5,1000014190,14308,
0,,Surface,4,Image 1,5,1000014212,14309,
29,,Surface,4,Image 1,5,1000014242,14310,
35,,Surface,4,Image 1,5,1000014191,14311,
67,,Surface,4,Image 1,5,1000014275,14312,
57,,Surface,4,Image 1,5,1000014192,14313,
35,,Surface,4,Image 1,5,1000014193,14314,
30,,Surface,4,Image 1,5,1000014216,14315,
45,,Surface,4,Image 1,5,1000014194,14316,
201,,Surface,4,Image 1,5,1000014218,14317,
0,,Surface,4,Image 1,5,1000014220,14318,
44,,Surface,4,Image 1,5,1000014196,14319,
43,,Surface,4,Image 1,5,1000014197,14320,
45,,Surface,4,Image 1,5,1000014223,14321,
37,,Surface,4,Image 1,5,1000014288,14322,
217,,Surface,4,Image 1,5,1000014199,14323,
100,,Surface,4,Image 1,5,1000014198,14324,
29,,Surface,4,Image 1,5,1000014289,14325,
194,,Surface,4,Image 1,5,1000014200,14326,
36,,Surface,4,Image 1,5,1000014201,14327,
255,,Surface,4,Image 1,5,1000014202,14328,
0,,Surface,4,Image 1,6,1000014329,14329,
28,,Surface,4,Image 1,6,1000014185,14330,
8,,Surface,4,Image 1,6,1000014331,14331,
95,,Surface,4,Image 1,6,1000014184,14332,
21,,Surface,4,Image 1,6,1000014261,14333,
9,,Surface,4,Image 1,6,1000014187,14334,
34,,Surface,4,Image 1,6,1000014298,14335,
111,,Surface,4,Image 1,6,1000014299,14336,
59,,Surface,4,Image 1,6,1000014233,14337,
87,,Surface,4,Image 1,6,1000014207,14338,
238,,Surface,4,Image 1,6,1000014302,14339,
