
Track Sphericity Mean
 ==================== 
Track Sphericity Mean,Unit,Category,ID,
0.863247,,Track,1000015293,
0.72806,,Track,1000015307,
0.882368,,Track,1000015308,
0.850246,,Track,1000015348,
0.866779,,Track,1000015352,
0.853024,,Track,1000015353,
0.805922,,Track,1000015362,
0.860422,,Track,1000015370,
0.901729,,Track,1000015377,
0.864278,,Track,1000015388,
0.874122,,Track,1000015394,
0.869705,,Track,1000015400,
0.821834,,Track,1000015407,
0.728964,,Track,1000015415,
0.888508,,Track,1000015421,
0.723898,,Track,1000015432,
0.871369,,Track,1000015443,
0.838776,,Track,1000015450,
0.845447,,Track,1000015455,
0.845643,,Track,1000015461,
0.837124,,Track,1000015477,
0.853534,,Track,1000015497,
0.854599,,Track,1000015502,
0.872872,,Track,1000015503,
0.87646,,Track,1000015508,
0.851352,,Track,1000015516,
0.875943,,Track,1000015525,
0.845293,,Track,1000015536,
0.788806,,Track,1000015541,
0.842825,,Track,1000015557,
0.891987,,Track,1000015590,
0.775304,,Track,1000015591,
0.764076,,Track,1000015593,
0.873126,,Track,1000015622,
0.899724,,Track,1000015630,
0.785178,,Track,1000015650,
0.9097,,Track,1000015674,
0.752901,,Track,1000015675,
0.902012,,Track,1000015678,
0.788952,,Track,1000015680,
0.850862,,Track,1000015682,
0.807676,,Track,1000015700,
0.84386,,Track,1000015706,
0.866356,,Track,1000015719,
0.832975,,Track,1000015724,
0.851277,,Track,1000015726,
0.835681,,Track,1000015727,
0.811488,,Track,1000015732,
0.876769,,Track,1000015744,
0.854777,,Track,1000015750,
0.771965,,Track,1000015752,
0.896278,,Track,1000015753,
0.796374,,Track,1000015756,
0.911326,,Track,1000015758,
0.891492,,Track,1000015767,
0.726941,,Track,1000015768,
0.823981,,Track,1000015772,
0.797774,,Track,1000015781,
0.84103,,Track,1000015782,
0.878697,,Track,1000015808,
0.823235,,Track,1000015810,
0.772207,,Track,1000015856,
0.792692,,Track,1000015857,
0.78736,,Track,1000015872,
0.807376,,Track,1000015881,
0.786731,,Track,1000015885,
0.904807,,Track,1000015891,
0.784694,,Track,1000015910,
0.831511,,Track,1000015931,
0.796087,,Track,1000015937,
0.844059,,Track,1000015951,
0.808691,,Track,1000015960,
0.847741,,Track,1000015964,
0.876269,,Track,1000015975,
0.866439,,Track,1000015996,
0.84439,,Track,1000016009,
0.823841,,Track,1000016017,
0.841631,,Track,1000016024,
0.790726,,Track,1000016031,
0.865493,,Track,1000016045,
0.836397,,Track,1000016051,
0.816071,,Track,1000016052,
0.774082,,Track,1000016073,
0.850328,,Track,1000016077,
0.89965,,Track,1000016083,
0.864158,,Track,1000016095,
0.825631,,Track,1000016100,
0.84926,,Track,1000016102,
0.900564,,Track,1000016107,
0.734845,,Track,1000016109,
0.783952,,Track,1000016117,
0.783149,,Track,1000016143,
0.868854,,Track,1000016167,
0.877678,,Track,1000016188,
0.836415,,Track,1000016195,
0.899372,,Track,1000016200,
0.799882,,Track,1000016214,
0.825928,,Track,1000016218,
0.858771,,Track,1000016223,
0.875796,,Track,1000016232,
0.880179,,Track,1000016233,
0.90464,,Track,1000016235,
0.810764,,Track,1000016250,
0.811053,,Track,1000016259,
0.836839,,Track,1000016275,
0.844633,,Track,1000016281,
0.753145,,Track,1000016292,
0.820234,,Track,1000016299,
0.86065,,Track,1000016304,
0.854964,,Track,1000016316,
0.855911,,Track,1000016320,
0.907778,,Track,1000016332,
0.721183,,Track,1000016337,
0.743234,,Track,1000016338,
0.861484,,Track,1000016342,
0.838222,,Track,1000016354,
0.782542,,Track,1000016357,
0.789308,,Track,1000016360,
0.904515,,Track,1000016381,
0.758379,,Track,1000016386,
0.829057,,Track,1000016390,
0.746274,,Track,1000016397,
0.83451,,Track,1000016402,
0.840886,,Track,1000016404,
0.854592,,Track,1000016415,
0.773734,,Track,1000016419,
0.877028,,Track,1000016423,
0.811037,,Track,1000016426,
0.766518,,Track,1000016430,
0.829248,,Track,1000016436,
0.792691,,Track,1000016453,
0.839769,,Track,1000016466,
0.86238,,Track,1000016468,
0.893821,,Track,1000016474,
0.815382,,Track,1000016475,
0.829214,,Track,1000016485,
0.802505,,Track,1000016504,
0.80625,,Track,1000016508,
0.842747,,Track,1000016512,
0.817711,,Track,1000016521,
0.857286,,Track,1000016531,
0.866681,,Track,1000016534,
0.897515,,Track,1000016542,
0.814328,,Track,1000016585,
0.807872,,Track,1000016590,
0.807873,,Track,1000016591,
0.905647,,Track,1000016603,
0.881653,,Track,1000016609,
0.724147,,Track,1000016611,
0.840477,,Track,1000016612,
0.819904,,Track,1000016623,
0.790464,,Track,1000016626,
0.855583,,Track,1000016639,
0.903453,,Track,1000016641,
0.902375,,Track,1000016643,
0.809855,,Track,1000016665,
0.844672,,Track,1000016666,
0.851086,,Track,1000016674,
0.833832,,Track,1000016677,
0.856267,,Track,1000016700,
0.765703,,Track,1000016703,
0.764584,,Track,1000016708,
