
Track Duration
 ==================== 
Track Duration,Unit,Category,ID,
115.558,s,Track,1000014656,
115.558,s,Track,1000014658,
1196.64,s,Track,1000014659,
192.926,s,Track,1000014661,
154.058,s,Track,1000014663,
192.926,s,Track,1000014668,
463.109,s,Track,1000014676,
192.958,s,Track,1000014683,
347.338,s,Track,1000014686,
115.571,s,Track,1000014702,
154.348,s,Track,1000014710,
115.829,s,Track,1000014716,
347.268,s,Track,1000014732,
115.887,s,Track,1000014748,
154.504,s,Track,1000014750,
347.435,s,Track,1000014752,
115.887,s,Track,1000014756,
193.177,s,Track,1000014762,
115.887,s,Track,1000014764,
116.004,s,Track,1000014765,
231.767,s,Track,1000014775,
154.677,s,Track,1000014776,
116.004,s,Track,1000014780,
502.081,s,Track,1000014783,
116.004,s,Track,1000014786,
115.809,s,Track,1000014798,
115.809,s,Track,1000014800,
154.354,s,Track,1000014803,
115.809,s,Track,1000014804,
308.67,s,Track,1000014809,
115.809,s,Track,1000014822,
154.38,s,Track,1000014846,
115.835,s,Track,1000014848,
308.89,s,Track,1000014852,
115.835,s,Track,1000014859,
154.303,s,Track,1000014887,
424.538,s,Track,1000014909,
270.216,s,Track,1000014918,
424.538,s,Track,1000014926,
154.316,s,Track,1000014938,
115.713,s,Track,1000014939,
347.558,s,Track,1000014943,
115.713,s,Track,1000014948,
308.859,s,Track,1000014950,
115.713,s,Track,1000014956,
115.713,s,Track,1000014964,
115.713,s,Track,1000014966,
115.771,s,Track,1000014981,
309.013,s,Track,1000014991,
154.51,s,Track,1000015000,
193.137,s,Track,1000015007,
115.97,s,Track,1000015009,
115.97,s,Track,1000015012,
965.55,s,Track,1000015021,
386.18,s,Track,1000015022,
386.18,s,Track,1000015027,
579.357,s,Track,1000015029,
386.18,s,Track,1000015030,
115.958,s,Track,1000015055,
193.242,s,Track,1000015069,
1080.98,s,Track,1000015072,
193.242,s,Track,1000015073,
1737.42,s,Track,1000015096,
1621.77,s,Track,1000015097,
193.242,s,Track,1000015099,
308.949,s,Track,1000015100,
115.804,s,Track,1000015102,
308.949,s,Track,1000015108,
115.804,s,Track,1000015118,
115.804,s,Track,1000015122,
347.494,s,Track,1000015123,
154.322,s,Track,1000015142,
810.964,s,Track,1000015145,
154.322,s,Track,1000015154,
192.959,s,Track,1000015158,
154.322,s,Track,1000015161,
424.887,s,Track,1000015174,
115.771,s,Track,1000015179,
115.771,s,Track,1000015180,
154.408,s,Track,1000015184,
231.782,s,Track,1000015190,
115.771,s,Track,1000015202,
193.145,s,Track,1000015204,
231.69,s,Track,1000015206,
115.771,s,Track,1000015207,
193.145,s,Track,1000015208,
540.502,s,Track,1000015213,
308.974,s,Track,1000015219,
115.771,s,Track,1000015221,
115.771,s,Track,1000015228,
347.583,s,Track,1000015237,
540.502,s,Track,1000015240,
154.406,s,Track,1000015248,
617.645,s,Track,1000015251,
192.991,s,Track,1000015267,
115.707,s,Track,1000015268,
192.991,s,Track,1000015274,
579.222,s,Track,1000015279,
386.175,s,Track,1000015280,
308.884,s,Track,1000015290,
656.319,s,Track,1000015293,
116.011,s,Track,1000015307,
116.011,s,Track,1000015308,
193.203,s,Track,1000015348,
115.919,s,Track,1000015352,
115.919,s,Track,1000015353,
115.919,s,Track,1000015362,
193.203,s,Track,1000015370,
193.203,s,Track,1000015377,
347.622,s,Track,1000015388,
231.844,s,Track,1000015394,
115.848,s,Track,1000015400,
270.468,s,Track,1000015407,
115.848,s,Track,1000015415,
115.848,s,Track,1000015421,
231.844,s,Track,1000015432,
154.438,s,Track,1000015443,
193.105,s,Track,1000015450,
193.105,s,Track,1000015455,
154.438,s,Track,1000015461,
115.829,s,Track,1000015477,
154.56,s,Track,1000015497,
115.893,s,Track,1000015502,
270.338,s,Track,1000015503,
115.893,s,Track,1000015508,
115.893,s,Track,1000015516,
193.216,s,Track,1000015525,
270.248,s,Track,1000015536,
502.035,s,Track,1000015541,
308.825,s,Track,1000015557,
115.9,s,Track,1000015590,
1389.46,s,Track,1000015591,
154.496,s,Track,1000015593,
1350.85,s,Track,1000015622,
463.219,s,Track,1000015630,
192.829,s,Track,1000015650,
501.552,s,Track,1000015674,
115.628,s,Track,1000015675,
115.628,s,Track,1000015678,
115.628,s,Track,1000015680,
154.205,s,Track,1000015682,
347.415,s,Track,1000015700,
154.451,s,Track,1000015706,
154.451,s,Track,1000015719,
115.609,s,Track,1000015724,
192.874,s,Track,1000015726,
231.548,s,Track,1000015727,
1273.4,s,Track,1000015732,
115.893,s,Track,1000015744,
578.796,s,Track,1000015750,
154.316,s,Track,1000015752,
154.316,s,Track,1000015753,
115.893,s,Track,1000015756,
115.893,s,Track,1000015758,
154.316,s,Track,1000015767,
115.893,s,Track,1000015768,
231.748,s,Track,1000015772,
115.842,s,Track,1000015781,
617.818,s,Track,1000015782,
193.274,s,Track,1000015808,
115.842,s,Track,1000015810,
154.697,s,Track,1000015856,
231.723,s,Track,1000015857,
385.922,s,Track,1000015872,
385.922,s,Track,1000015881,
269.881,s,Track,1000015885,
115.855,s,Track,1000015891,
154.458,s,Track,1000015910,
115.945,s,Track,1000015931,
347.364,s,Track,1000015937,
115.784,s,Track,1000015951,
385.806,s,Track,1000015960,
308.606,s,Track,1000015964,
270.067,s,Track,1000015975,
1080.59,s,Track,1000015996,
308.535,s,Track,1000016009,
347.518,s,Track,1000016017,
270.022,s,Track,1000016024,
347.518,s,Track,1000016031,
115.803,s,Track,1000016045,
115.803,s,Track,1000016051,
193.028,s,Track,1000016052,
116.041,s,Track,1000016073,
463.451,s,Track,1000016077,
463.451,s,Track,1000016083,
309.31,s,Track,1000016095,
154.387,s,Track,1000016100,
193.126,s,Track,1000016102,
694.871,s,Track,1000016107,
347.758,s,Track,1000016109,
115.945,s,Track,1000016117,
115.667,s,Track,1000016143,
115.72,s,Track,1000016167,
154.568,s,Track,1000016188,
115.938,s,Track,1000016195,
115.938,s,Track,1000016200,
116.126,s,Track,1000016214,
116.126,s,Track,1000016218,
154.923,s,Track,1000016223,
154.923,s,Track,1000016232,
154.923,s,Track,1000016233,
116.126,s,Track,1000016235,
193.073,s,Track,1000016250,
154.632,s,Track,1000016259,
154.316,s,Track,1000016275,
115.875,s,Track,1000016281,
154.316,s,Track,1000016292,
617.322,s,Track,1000016299,
308.812,s,Track,1000016304,
154.303,s,Track,1000016316,
193.081,s,Track,1000016320,
192.945,s,Track,1000016332,
154.284,s,Track,1000016337,
115.506,s,Track,1000016338,
231.483,s,Track,1000016342,
231.567,s,Track,1000016354,
115.836,s,Track,1000016357,
578.68,s,Track,1000016360,
154.594,s,Track,1000016381,
116.056,s,Track,1000016386,
154.594,s,Track,1000016390,
116.056,s,Track,1000016397,
540.239,s,Track,1000016402,
116.056,s,Track,1000016404,
154.509,s,Track,1000016415,
115.977,s,Track,1000016419,
115.977,s,Track,1000016423,
115.977,s,Track,1000016426,
347.177,s,Track,1000016430,
231.626,s,Track,1000016436,
115.731,s,Track,1000016453,
308.399,s,Track,1000016466,
115.731,s,Track,1000016468,
154.187,s,Track,1000016474,
154.187,s,Track,1000016475,
192.616,s,Track,1000016485,
154.078,s,Track,1000016504,
115.649,s,Track,1000016508,
115.649,s,Track,1000016512,
154.078,s,Track,1000016521,
385.645,s,Track,1000016531,
385.645,s,Track,1000016534,
192.668,s,Track,1000016542,
115.551,s,Track,1000016585,
115.551,s,Track,1000016590,
269.996,s,Track,1000016591,
269.996,s,Track,1000016603,
269.996,s,Track,1000016609,
153.986,s,Track,1000016611,
115.551,s,Track,1000016612,
192.964,s,Track,1000016623,
231.567,s,Track,1000016626,
115.557,s,Track,1000016639,
115.557,s,Track,1000016641,
192.932,s,Track,1000016643,
154.445,s,Track,1000016665,
154.445,s,Track,1000016666,
154.445,s,Track,1000016674,
154.445,s,Track,1000016677,
116.01,s,Track,1000016700,
116.01,s,Track,1000016703,
116.01,s,Track,1000016708,
