
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,TrackID,ID,
220.562,um,Surface,Distance from Origin,9,1000014438,14438,
223.057,um,Surface,Distance from Origin,9,1000014439,14439,
234.441,um,Surface,Distance from Origin,9,1000014440,14440,
233.514,um,Surface,Distance from Origin,9,1000014193,14441,
259.958,um,Surface,Distance from Origin,9,1000014350,14442,
208.238,um,Surface,Distance from Origin,9,1000014412,14443,
190.437,um,Surface,Distance from Origin,9,1000014353,14444,
177.772,um,Surface,Distance from Origin,9,1000014414,14445,
175.752,um,Surface,Distance from Origin,9,1000014197,14446,
167.19,um,Surface,Distance from Origin,9,1000014447,14447,
143.691,um,Surface,Distance from Origin,9,1000014199,14448,
142.471,um,Surface,Distance from Origin,9,1000014289,14449,
140.451,um,Surface,Distance from Origin,9,1000014198,14450,
139.168,um,Surface,Distance from Origin,9,1000014200,14451,
129.238,um,Surface,Distance from Origin,9,1000014201,14452,
132.802,um,Surface,Distance from Origin,9,1000014453,14453,
326.902,um,Surface,Distance from Origin,10,1000014430,14454,
290.284,um,Surface,Distance from Origin,10,1000014298,14455,
293.92,um,Surface,Distance from Origin,10,1000014422,14456,
299.12,um,Surface,Distance from Origin,10,1000014397,14457,
305.636,um,Surface,Distance from Origin,10,1000014184,14458,
305.711,um,Surface,Distance from Origin,10,1000014459,14459,
319.046,um,Surface,Distance from Origin,10,1000014394,14460,
329.224,um,Surface,Distance from Origin,10,1000014331,14461,
421.367,um,Surface,Distance from Origin,10,1000014185,14462,
302.353,um,Surface,Distance from Origin,10,1000014299,14463,
364.446,um,Surface,Distance from Origin,10,1000014400,14464,
372.838,um,Surface,Distance from Origin,10,1000014465,14465,
310.244,um,Surface,Distance from Origin,10,1000014402,14466,
276.784,um,Surface,Distance from Origin,10,1000014433,14467,
257.768,um,Surface,Distance from Origin,10,1000014189,14468,
269.975,um,Surface,Distance from Origin,10,1000014436,14469,
233.276,um,Surface,Distance from Origin,10,1000014470,14470,
229.919,um,Surface,Distance from Origin,10,1000014407,14471,
221.46,um,Surface,Distance from Origin,10,1000014438,14472,
225.19,um,Surface,Distance from Origin,10,1000014439,14473,
236.107,um,Surface,Distance from Origin,10,1000014440,14474,
233.683,um,Surface,Distance from Origin,10,1000014193,14475,
261.151,um,Surface,Distance from Origin,10,1000014350,14476,
207.611,um,Surface,Distance from Origin,10,1000014412,14477,
190.857,um,Surface,Distance from Origin,10,1000014353,14478,
178.307,um,Surface,Distance from Origin,10,1000014414,14479,
177.873,um,Surface,Distance from Origin,10,1000014197,14480,
167.788,um,Surface,Distance from Origin,10,1000014447,14481,
143.903,um,Surface,Distance from Origin,10,1000014199,14482,
140.931,um,Surface,Distance from Origin,10,1000014198,14483,
140.165,um,Surface,Distance from Origin,10,1000014200,14484,
130.249,um,Surface,Distance from Origin,10,1000014201,14485,
133.516,um,Surface,Distance from Origin,10,1000014453,14486,
372.225,um,Surface,Distance from Origin,11,1000014465,14487,
362.684,um,Surface,Distance from Origin,11,1000014400,14488,
286.649,um,Surface,Distance from Origin,11,1000014298,14489,
302.358,um,Surface,Distance from Origin,11,1000014299,14490,
326.8,um,Surface,Distance from Origin,11,1000014430,14491,
292.423,um,Surface,Distance from Origin,11,1000014422,14492,
300.563,um,Surface,Distance from Origin,11,1000014493,14493,
297.617,um,Surface,Distance from Origin,11,1000014397,14494,
303.499,um,Surface,Distance from Origin,11,1000014184,14495,
306.147,um,Surface,Distance from Origin,11,1000014459,14496,
319.028,um,Surface,Distance from Origin,11,1000014394,14497,
329.609,um,Surface,Distance from Origin,11,1000014331,14498,
420.906,um,Surface,Distance from Origin,11,1000014185,14499,
310.088,um,Surface,Distance from Origin,11,1000014402,14500,
314.202,um,Surface,Distance from Origin,11,1000014501,14501,
275.602,um,Surface,Distance from Origin,11,1000014433,14502,
260.323,um,Surface,Distance from Origin,11,1000014189,14503,
270.53,um,Surface,Distance from Origin,11,1000014436,14504,
231.13,um,Surface,Distance from Origin,11,1000014470,14505,
230.316,um,Surface,Distance from Origin,11,1000014407,14506,
220.04,um,Surface,Distance from Origin,11,1000014438,14507,
225.305,um,Surface,Distance from Origin,11,1000014439,14508,
235.309,um,Surface,Distance from Origin,11,1000014440,14509,
233.277,um,Surface,Distance from Origin,11,1000014193,14510,
260.56,um,Surface,Distance from Origin,11,1000014350,14511,
206.166,um,Surface,Distance from Origin,11,1000014412,14512,
192.902,um,Surface,Distance from Origin,11,1000014353,14513,
178.31,um,Surface,Distance from Origin,11,1000014414,14514,
174.069,um,Surface,Distance from Origin,11,1000014197,14515,
143.432,um,Surface,Distance from Origin,11,1000014199,14516,
139.778,um,Surface,Distance from Origin,11,1000014198,14517,
168.508,um,Surface,Distance from Origin,11,1000014447,14518,
138.425,um,Surface,Distance from Origin,11,1000014200,14519,
132.542,um,Surface,Distance from Origin,11,1000014453,14520,
107.998,um,Surface,Distance from Origin,11,1000014521,14521,
319.037,um,Surface,Distance from Origin,12,1000014394,14522,
329.508,um,Surface,Distance from Origin,12,1000014331,14523,
420.972,um,Surface,Distance from Origin,12,1000014185,14524,
304.242,um,Surface,Distance from Origin,12,1000014459,14525,
298.239,um,Surface,Distance from Origin,12,1000014397,14526,
297.719,um,Surface,Distance from Origin,12,1000014493,14527,
293.054,um,Surface,Distance from Origin,12,1000014422,14528,
325.472,um,Surface,Distance from Origin,12,1000014430,14529,
303.207,um,Surface,Distance from Origin,12,1000014299,14530,
364.135,um,Surface,Distance from Origin,12,1000014400,14531,
372.503,um,Surface,Distance from Origin,12,1000014465,14532,
311.23,um,Surface,Distance from Origin,12,1000014402,14533,
277.141,um,Surface,Distance from Origin,12,1000014433,14534,
313.034,um,Surface,Distance from Origin,12,1000014501,14535,
317.58,um,Surface,Distance from Origin,12,1000014536,14536,
259.759,um,Surface,Distance from Origin,12,1000014189,14537,
271.724,um,Surface,Distance from Origin,12,1000014436,14538,
232.352,um,Surface,Distance from Origin,12,1000014470,14539,
231.652,um,Surface,Distance from Origin,12,1000014407,14540,
225.969,um,Surface,Distance from Origin,12,1000014439,14541,
235.796,um,Surface,Distance from Origin,12,1000014440,14542,
220.324,um,Surface,Distance from Origin,12,1000014438,14543,
234.185,um,Surface,Distance from Origin,12,1000014193,14544,
234.296,um,Surface,Distance from Origin,12,1000014545,14545,
194.201,um,Surface,Distance from Origin,12,1000014353,14546,
205.155,um,Surface,Distance from Origin,12,1000014412,14547,
178.235,um,Surface,Distance from Origin,12,1000014414,14548,
173.492,um,Surface,Distance from Origin,12,1000014197,14549,
145.346,um,Surface,Distance from Origin,12,1000014199,14550,
167.42,um,Surface,Distance from Origin,12,1000014447,14551,
140.006,um,Surface,Distance from Origin,12,1000014198,14552,
137.3,um,Surface,Distance from Origin,12,1000014200,14553,
138.111,um,Surface,Distance from Origin,12,1000014453,14554,
109.424,um,Surface,Distance from Origin,12,1000014521,14555,
350.115,um,Surface,Distance from Origin,13,1000014556,14556,
420.386,um,Surface,Distance from Origin,13,1000014185,14557,
327.783,um,Surface,Distance from Origin,13,1000014331,14558,
320.425,um,Surface,Distance from Origin,13,1000014394,14559,
304.055,um,Surface,Distance from Origin,13,1000014459,14560,
298.614,um,Surface,Distance from Origin,13,1000014397,14561,
294.394,um,Surface,Distance from Origin,13,1000014493,14562,
302.707,um,Surface,Distance from Origin,13,1000014299,14563,
364.928,um,Surface,Distance from Origin,13,1000014400,14564,
366.501,um,Surface,Distance from Origin,13,1000014465,14565,
309.472,um,Surface,Distance from Origin,13,1000014402,14566,
312.318,um,Surface,Distance from Origin,13,1000014501,14567,
315.633,um,Surface,Distance from Origin,13,1000014536,14568,
259.503,um,Surface,Distance from Origin,13,1000014189,14569,
230.996,um,Surface,Distance from Origin,13,1000014470,14570,
235.996,um,Surface,Distance from Origin,13,1000014440,14571,
219.415,um,Surface,Distance from Origin,13,1000014438,14572,
233.258,um,Surface,Distance from Origin,13,1000014545,14573,
204.471,um,Surface,Distance from Origin,13,1000014412,14574,
194.552,um,Surface,Distance from Origin,13,1000014353,14575,
178.292,um,Surface,Distance from Origin,13,1000014414,14576,
173.979,um,Surface,Distance from Origin,13,1000014197,14577,
145.041,um,Surface,Distance from Origin,13,1000014199,14578,
139.039,um,Surface,Distance from Origin,13,1000014198,14579,
140.709,um,Surface,Distance from Origin,13,1000014200,14580,
136.723,um,Surface,Distance from Origin,13,1000014453,14581,
139.396,um,Surface,Distance from Origin,13,1000014582,14582,
142.462,um,Surface,Distance from Origin,13,1000014583,14583,
111.563,um,Surface,Distance from Origin,13,1000014584,14584,
108.285,um,Surface,Distance from Origin,13,1000014521,14585,
313.057,um,Surface,Distance from Origin,14,1000014586,14586,
318.914,um,Surface,Distance from Origin,14,1000014394,14587,
349.535,um,Surface,Distance from Origin,14,1000014556,14588,
420.076,um,Surface,Distance from Origin,14,1000014185,14589,
294.089,um,Surface,Distance from Origin,14,1000014493,14590,
291.913,um,Surface,Distance from Origin,14,1000014591,14591,
302.854,um,Surface,Distance from Origin,14,1000014299,14592,
364.412,um,Surface,Distance from Origin,14,1000014400,14593,
366.182,um,Surface,Distance from Origin,14,1000014465,14594,
309.639,um,Surface,Distance from Origin,14,1000014402,14595,
313.72,um,Surface,Distance from Origin,14,1000014501,14596,
315.475,um,Surface,Distance from Origin,14,1000014536,14597,
258.615,um,Surface,Distance from Origin,14,1000014189,14598,
229.82,um,Surface,Distance from Origin,14,1000014470,14599,
235.679,um,Surface,Distance from Origin,14,1000014440,14600,
219.437,um,Surface,Distance from Origin,14,1000014438,14601,
233.113,um,Surface,Distance from Origin,14,1000014545,14602,
194.641,um,Surface,Distance from Origin,14,1000014353,14603,
178.454,um,Surface,Distance from Origin,14,1000014414,14604,
177.452,um,Surface,Distance from Origin,14,1000014605,14605,
175.392,um,Surface,Distance from Origin,14,1000014197,14606,
152.628,um,Surface,Distance from Origin,14,1000014607,14607,
144.935,um,Surface,Distance from Origin,14,1000014199,14608,
138.285,um,Surface,Distance from Origin,14,1000014198,14609,
141.699,um,Surface,Distance from Origin,14,1000014200,14610,
137.058,um,Surface,Distance from Origin,14,1000014453,14611,
141.774,um,Surface,Distance from Origin,14,1000014582,14612,
147.715,um,Surface,Distance from Origin,14,1000014583,14613,
111.563,um,Surface,Distance from Origin,14,1000014584,14614,
108.976,um,Surface,Distance from Origin,14,1000014521,14615,
420.293,um,Surface,Distance from Origin,15,1000014185,14616,
349.237,um,Surface,Distance from Origin,15,1000014556,14617,
317.437,um,Surface,Distance from Origin,15,1000014394,14618,
312.033,um,Surface,Distance from Origin,15,1000014586,14619,
292.586,um,Surface,Distance from Origin,15,1000014493,14620,
292.26,um,Surface,Distance from Origin,15,1000014591,14621,
363.632,um,Surface,Distance from Origin,15,1000014400,14622,
313.349,um,Surface,Distance from Origin,15,1000014501,14623,
313.951,um,Surface,Distance from Origin,15,1000014536,14624,
258.436,um,Surface,Distance from Origin,15,1000014189,14625,
254.113,um,Surface,Distance from Origin,15,1000014626,14626,
244.027,um,Surface,Distance from Origin,15,1000014627,14627,
231.13,um,Surface,Distance from Origin,15,1000014470,14628,
234.885,um,Surface,Distance from Origin,15,1000014440,14629,
231.895,um,Surface,Distance from Origin,15,1000014545,14630,
195.327,um,Surface,Distance from Origin,15,1000014353,14631,
175.641,um,Surface,Distance from Origin,15,1000014605,14632,
177.234,um,Surface,Distance from Origin,15,1000014197,14633,
151.797,um,Surface,Distance from Origin,15,1000014607,14634,
143.417,um,Surface,Distance from Origin,15,1000014199,14635,
139.601,um,Surface,Distance from Origin,15,1000014200,14636,
137.666,um,Surface,Distance from Origin,15,1000014198,14637,
135.58,um,Surface,Distance from Origin,15,1000014453,14638,
142.101,um,Surface,Distance from Origin,15,1000014582,14639,
147.987,um,Surface,Distance from Origin,15,1000014583,14640,
110.077,um,Surface,Distance from Origin,15,1000014584,14641,
108.185,um,Surface,Distance from Origin,15,1000014521,14642,
349.859,um,Surface,Distance from Origin,16,1000014556,14643,
419.352,um,Surface,Distance from Origin,16,1000014185,14644,
315.938,um,Surface,Distance from Origin,16,1000014394,14645,
310.434,um,Surface,Distance from Origin,16,1000014586,14646,
324.693,um,Surface,Distance from Origin,16,1000014647,14647,
307.752,um,Surface,Distance from Origin,16,1000014648,14648,
293.367,um,Surface,Distance from Origin,16,1000014591,14649,
292.073,um,Surface,Distance from Origin,16,1000014493,14650,
366.234,um,Surface,Distance from Origin,16,1000014400,14651,
314.802,um,Surface,Distance from Origin,16,1000014501,14652,
314.723,um,Surface,Distance from Origin,16,1000014536,14653,
258.783,um,Surface,Distance from Origin,16,1000014189,14654,
254.334,um,Surface,Distance from Origin,16,1000014626,14655,
241.937,um,Surface,Distance from Origin,16,1000014656,14656,
243.032,um,Surface,Distance from Origin,16,1000014627,14657,
259.55,um,Surface,Distance from Origin,16,1000014658,14658,
237.532,um,Surface,Distance from Origin,16,1000014659,14659,
