
Intensity Mean Ch=5 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,TrackID,ID,
174.5,,Surface,5,Image 1,1,1000014184,14184,
189.778,,Surface,5,Image 1,1,1000014185,14185,
181.792,,Surface,5,Image 1,1,1000014186,14186,
148.857,,Surface,5,Image 1,1,1000014187,14187,
145.25,,Surface,5,Image 1,1,1000014188,14188,
214.935,,Surface,5,Image 1,1,1000014189,14189,
198.467,,Surface,5,Image 1,1,1000014190,14190,
189.558,,Surface,5,Image 1,1,1000014191,14191,
176.821,,Surface,5,Image 1,1,1000014192,14192,
188.739,,Surface,5,Image 1,1,1000014193,14193,
162.789,,Surface,5,Image 1,1,1000014194,14194,
151.48,,Surface,5,Image 1,1,1000014195,14195,
240.727,,Surface,5,Image 1,1,1000014196,14196,
211.05,,Surface,5,Image 1,1,1000014197,14197,
182.278,,Surface,5,Image 1,1,1000014198,14198,
240.4,,Surface,5,Image 1,1,1000014199,14199,
217.75,,Surface,5,Image 1,1,1000014200,14200,
191.091,,Surface,5,Image 1,1,1000014201,14201,
175.5,,Surface,5,Image 1,1,1000014202,14202,
188.625,,Surface,5,Image 1,2,1000014185,14203,
200.95,,Surface,5,Image 1,2,1000014184,14204,
179.278,,Surface,5,Image 1,2,1000014186,14205,
128.688,,Surface,5,Image 1,2,1000014187,14206,
189.286,,Surface,5,Image 1,2,1000014207,14207,
165.692,,Surface,5,Image 1,2,1000014188,14208,
217.95,,Surface,5,Image 1,2,1000014189,14209,
212.75,,Surface,5,Image 1,2,1000014210,14210,
186.68,,Surface,5,Image 1,2,1000014190,14211,
220,,Surface,5,Image 1,2,1000014212,14212,
200.233,,Surface,5,Image 1,2,1000014191,14213,
154.667,,Surface,5,Image 1,2,1000014192,14214,
192.429,,Surface,5,Image 1,2,1000014193,14215,
123.833,,Surface,5,Image 1,2,1000014216,14216,
148.429,,Surface,5,Image 1,2,1000014194,14217,
146.563,,Surface,5,Image 1,2,1000014218,14218,
152.19,,Surface,5,Image 1,2,1000014195,14219,
157.116,,Surface,5,Image 1,2,1000014220,14220,
231.053,,Surface,5,Image 1,2,1000014196,14221,
233.923,,Surface,5,Image 1,2,1000014197,14222,
147.833,,Surface,5,Image 1,2,1000014223,14223,
240,,Surface,5,Image 1,2,1000014199,14224,
182.868,,Surface,5,Image 1,2,1000014198,14225,
225.667,,Surface,5,Image 1,2,1000014200,14226,
177.8,,Surface,5,Image 1,2,1000014201,14227,
164,,Surface,5,Image 1,2,1000014202,14228,
197.667,,Surface,5,Image 1,3,1000014185,14229,
196.133,,Surface,5,Image 1,3,1000014184,14230,
187.417,,Surface,5,Image 1,3,1000014186,14231,
134.625,,Surface,5,Image 1,3,1000014187,14232,
157.286,,Surface,5,Image 1,3,1000014233,14233,
194.892,,Surface,5,Image 1,3,1000014207,14234,
131.875,,Surface,5,Image 1,3,1000014188,14235,
144.231,,Surface,5,Image 1,3,1000014236,14236,
211.708,,Surface,5,Image 1,3,1000014189,14237,
222,,Surface,5,Image 1,3,1000014210,14238,
148.667,,Surface,5,Image 1,3,1000014239,14239,
187.525,,Surface,5,Image 1,3,1000014190,14240,
221.667,,Surface,5,Image 1,3,1000014212,14241,
197.333,,Surface,5,Image 1,3,1000014242,14242,
195.167,,Surface,5,Image 1,3,1000014191,14243,
141.895,,Surface,5,Image 1,3,1000014192,14244,
188.759,,Surface,5,Image 1,3,1000014193,14245,
140.4,,Surface,5,Image 1,3,1000014216,14246,
152.25,,Surface,5,Image 1,3,1000014194,14247,
156,,Surface,5,Image 1,3,1000014218,14248,
162.708,,Surface,5,Image 1,3,1000014195,14249,
152.176,,Surface,5,Image 1,3,1000014220,14250,
226.4,,Surface,5,Image 1,3,1000014196,14251,
215.083,,Surface,5,Image 1,3,1000014197,14252,
174.273,,Surface,5,Image 1,3,1000014223,14253,
167.143,,Surface,5,Image 1,3,1000014198,14254,
236.75,,Surface,5,Image 1,3,1000014199,14255,
222.957,,Surface,5,Image 1,3,1000014200,14256,
158,,Surface,5,Image 1,3,1000014201,14257,
179.333,,Surface,5,Image 1,3,1000014202,14258,
197.909,,Surface,5,Image 1,4,1000014185,14259,
182.923,,Surface,5,Image 1,4,1000014184,14260,
145.75,,Surface,5,Image 1,4,1000014261,14261,
180.842,,Surface,5,Image 1,4,1000014186,14262,
147.353,,Surface,5,Image 1,4,1000014187,14263,
175.273,,Surface,5,Image 1,4,1000014233,14264,
203.8,,Surface,5,Image 1,4,1000014207,14265,
145.813,,Surface,5,Image 1,4,1000014188,14266,
158.143,,Surface,5,Image 1,4,1000014236,14267,
207.783,,Surface,5,Image 1,4,1000014189,14268,
211.25,,Surface,5,Image 1,4,1000014210,14269,
174.976,,Surface,5,Image 1,4,1000014190,14270,
130.143,,Surface,5,Image 1,4,1000014239,14271,
190,,Surface,5,Image 1,4,1000014212,14272,
199.3,,Surface,5,Image 1,4,1000014242,14273,
214.111,,Surface,5,Image 1,4,1000014191,14274,
220.333,,Surface,5,Image 1,4,1000014275,14275,
159.042,,Surface,5,Image 1,4,1000014192,14276,
190.457,,Surface,5,Image 1,4,1000014193,14277,
