
Track Intensity StdDev Ch=3 Img=1
 ==================== 
Track Intensity StdDev,Unit,Category,Channel,Image,ID,
44.1742,,Track,3,Image 1,1000014184,
46.1004,,Track,3,Image 1,1000014185,
46.6865,,Track,3,Image 1,1000014186,
35.1088,,Track,3,Image 1,1000014187,
35.6624,,Track,3,Image 1,1000014188,
44.7173,,Track,3,Image 1,1000014189,
59.7064,,Track,3,Image 1,1000014190,
61.9124,,Track,3,Image 1,1000014191,
41.0864,,Track,3,Image 1,1000014192,
52.5398,,Track,3,Image 1,1000014193,
40.7298,,Track,3,Image 1,1000014194,
39.2009,,Track,3,Image 1,1000014195,
35.9284,,Track,3,Image 1,1000014196,
40.6183,,Track,3,Image 1,1000014197,
58.3338,,Track,3,Image 1,1000014198,
32.6284,,Track,3,Image 1,1000014199,
46.6022,,Track,3,Image 1,1000014200,
56.3141,,Track,3,Image 1,1000014201,
50.5641,,Track,3,Image 1,1000014202,
56.6068,,Track,3,Image 1,1000014207,
39.5163,,Track,3,Image 1,1000014210,
48.7014,,Track,3,Image 1,1000014212,
43.0706,,Track,3,Image 1,1000014216,
50.1049,,Track,3,Image 1,1000014218,
37.0263,,Track,3,Image 1,1000014220,
36.1623,,Track,3,Image 1,1000014223,
40.1962,,Track,3,Image 1,1000014233,
49.3144,,Track,3,Image 1,1000014236,
30.554,,Track,3,Image 1,1000014239,
54.2053,,Track,3,Image 1,1000014242,
36.2105,,Track,3,Image 1,1000014261,
40.5788,,Track,3,Image 1,1000014275,
60.6014,,Track,3,Image 1,1000014288,
44.2489,,Track,3,Image 1,1000014289,
41.4699,,Track,3,Image 1,1000014298,
40.4503,,Track,3,Image 1,1000014299,
46.5348,,Track,3,Image 1,1000014302,
47.8758,,Track,3,Image 1,1000014304,
24.6083,,Track,3,Image 1,1000014329,
33.238,,Track,3,Image 1,1000014331,
46.7076,,Track,3,Image 1,1000014350,
62.1788,,Track,3,Image 1,1000014353,
50.184,,Track,3,Image 1,1000014394,
42.4625,,Track,3,Image 1,1000014397,
54.2782,,Track,3,Image 1,1000014400,
44.2443,,Track,3,Image 1,1000014402,
