
Velocity Angle
 ==================== 
Velocity Angle X,Velocity Angle Y,Velocity Angle Z,Unit,Category,Collection,Time,TrackID,ID,
114.522,101.691,27.504,°,Surface,Velocity Angle,9,1000014298,14421,
110.51,47.3697,49.688,°,Surface,Velocity Angle,9,1000014422,14422,
159.448,69.4451,90.0027,°,Surface,Velocity Angle,9,1000014397,14423,
161.079,71.0759,90.0027,°,Surface,Velocity Angle,9,1000014184,14424,
121.325,136.342,117.026,°,Surface,Velocity Angle,9,1000014394,14425,
97.8513,73.7503,161.861,°,Surface,Velocity Angle,9,1000014331,14426,
162.06,72.0575,90.0027,°,Surface,Velocity Angle,9,1000014329,14427,
98.4211,78.7465,165.883,°,Surface,Velocity Angle,9,1000014185,14428,
114.835,111.562,146.086,°,Surface,Velocity Angle,9,1000014299,14429,
25.2032,108.541,73.547,°,Surface,Velocity Angle,9,1000014430,14430,
143.096,118.745,68.917,°,Surface,Velocity Angle,9,1000014400,14431,
145.409,68.0948,115.342,°,Surface,Velocity Angle,9,1000014402,14432,
2.85459,87.148,90.0027,°,Surface,Velocity Angle,9,1000014433,14433,
99.2107,143.141,125.326,°,Surface,Velocity Angle,9,1000014304,14434,
169.394,100.124,93.1573,°,Surface,Velocity Angle,9,1000014189,14435,
53.3531,75.6526,139.74,°,Surface,Velocity Angle,9,1000014436,14436,
99.2106,143.141,54.6791,°,Surface,Velocity Angle,9,1000014407,14437,
46.8492,43.1534,90.0027,°,Surface,Velocity Angle,9,1000014438,14438,
35.9288,54.0738,90.0027,°,Surface,Velocity Angle,9,1000014439,14439,
64.8846,32.0942,71.3674,°,Surface,Velocity Angle,9,1000014440,14440,
162.032,92.3697,107.808,°,Surface,Velocity Angle,9,1000014193,14441,
67.4544,156.971,94.4686,°,Surface,Velocity Angle,9,1000014350,14442,
134.017,135.99,90.0027,°,Surface,Velocity Angle,9,1000014412,14443,
126.993,36.9899,90.0027,°,Surface,Velocity Angle,9,1000014353,14444,
142.056,122.622,107.217,°,Surface,Velocity Angle,9,1000014414,14445,
77.9646,91.6178,12.1492,°,Surface,Velocity Angle,9,1000014197,14446,
59.0377,31.9626,97.1553,°,Surface,Velocity Angle,9,1000014447,14447,
166.765,76.762,90.0027,°,Surface,Velocity Angle,9,1000014199,14448,
130.096,66.1495,130.5,°,Surface,Velocity Angle,9,1000014289,14449,
128.137,103.68,138.612,°,Surface,Velocity Angle,9,1000014198,14450,
90.7504,55.8725,145.865,°,Surface,Velocity Angle,9,1000014200,14451,
85.9167,175.919,90.0027,°,Surface,Velocity Angle,9,1000014201,14452,
62.8165,27.1861,90.0027,°,Surface,Velocity Angle,9,1000014453,14453,
29.441,110.153,69.4775,°,Surface,Velocity Angle,10,1000014430,14454,
143.189,120.89,71.9945,°,Surface,Velocity Angle,10,1000014298,14455,
122.146,111.99,40.5846,°,Surface,Velocity Angle,10,1000014422,14456,
70.6745,160.677,90.0027,°,Surface,Velocity Angle,10,1000014397,14457,
129.221,140.787,90.0027,°,Surface,Velocity Angle,10,1000014184,14458,
17.9294,72.0732,90.0027,°,Surface,Velocity Angle,10,1000014459,14459,
135.137,129.548,107.692,°,Surface,Velocity Angle,10,1000014394,14460,
69.3112,38.4813,120.814,°,Surface,Velocity Angle,10,1000014331,14461,
20.3551,98.468,108.373,°,Surface,Velocity Angle,10,1000014185,14462,
72.8276,101.715,159.007,°,Surface,Velocity Angle,10,1000014299,14463,
59.5303,147.613,99.9448,°,Surface,Velocity Angle,10,1000014400,14464,
42.8723,130.656,101.315,°,Surface,Velocity Angle,10,1000014465,14465,
61.8664,66.4858,38.1507,°,Surface,Velocity Angle,10,1000014402,14466,
18.8342,108.837,90.0027,°,Surface,Velocity Angle,10,1000014433,14467,
5.67205,85.5317,86.5194,°,Surface,Velocity Angle,10,1000014189,14468,
31.659,105.267,117.007,°,Surface,Velocity Angle,10,1000014436,14469,
131.696,116.325,126.933,°,Surface,Velocity Angle,10,1000014470,14470,
79.4925,136.858,48.7714,°,Surface,Velocity Angle,10,1000014407,14471,
49.0872,139.09,90.0027,°,Surface,Velocity Angle,10,1000014438,14472,
50.5915,39.4112,90.0027,°,Surface,Velocity Angle,10,1000014439,14473,
65.7658,47.183,52.5644,°,Surface,Velocity Angle,10,1000014440,14474,
39.4625,120.391,112.634,°,Surface,Velocity Angle,10,1000014193,14475,
72.5374,157.031,104.453,°,Surface,Velocity Angle,10,1000014350,14476,
98.3495,151.811,116.721,°,Surface,Velocity Angle,10,1000014412,14477,
23.3568,97.539,111.973,°,Surface,Velocity Angle,10,1000014353,14478,
65.7774,42.0584,58.03,°,Surface,Velocity Angle,10,1000014414,14479,
90.4761,179.532,90.0027,°,Surface,Velocity Angle,10,1000014197,14480,
49.2686,139.187,92.1861,°,Surface,Velocity Angle,10,1000014447,14481,
33.2845,119.19,104.582,°,Surface,Velocity Angle,10,1000014199,14482,
66.9997,137.415,123.543,°,Surface,Velocity Angle,10,1000014198,14483,
44.3665,133.994,94.6461,°,Surface,Velocity Angle,10,1000014200,14484,
5.71069,84.292,90.0027,°,Surface,Velocity Angle,10,1000014201,14485,
58.4978,148.5,90.0027,°,Surface,Velocity Angle,10,1000014453,14486,
26.4333,103.612,67.7998,°,Surface,Velocity Angle,11,1000014465,14487,
78.3619,126.223,141.368,°,Surface,Velocity Angle,11,1000014400,14488,
145.678,104.582,120.309,°,Surface,Velocity Angle,11,1000014298,14489,
37.0999,67.0283,117.383,°,Surface,Velocity Angle,11,1000014299,14490,
53.691,131.507,62.7116,°,Surface,Velocity Angle,11,1000014430,14491,
99.2107,143.141,125.326,°,Surface,Velocity Angle,11,1000014422,14492,
121.461,122.537,131.467,°,Surface,Velocity Angle,11,1000014493,14493,
66.5396,156.542,90.0027,°,Surface,Velocity Angle,11,1000014397,14494,
108.675,161.333,90.0027,°,Surface,Velocity Angle,11,1000014184,14495,
71.1005,159.89,83.3729,°,Surface,Velocity Angle,11,1000014459,14496,
118.35,56.8334,133.585,°,Surface,Velocity Angle,11,1000014394,14497,
84.8677,75.5417,164.622,°,Surface,Velocity Angle,11,1000014331,14498,
110.538,108.808,28.4508,°,Surface,Velocity Angle,11,1000014185,14499,
61.9981,58.7411,44.4139,°,Surface,Velocity Angle,11,1000014402,14500,
50.0297,127.035,118.292,°,Surface,Velocity Angle,11,1000014501,14501,
134.195,44.1924,90.0027,°,Surface,Velocity Angle,11,1000014433,14502,
41.2233,100.667,50.7692,°,Surface,Velocity Angle,11,1000014189,14503,
18.0182,87.9457,107.895,°,Surface,Velocity Angle,11,1000014436,14504,
110.825,88.1508,159.093,°,Surface,Velocity Angle,11,1000014470,14505,
34.4294,62.7281,109.342,°,Surface,Velocity Angle,11,1000014407,14506,
65.441,141.574,117.528,°,Surface,Velocity Angle,11,1000014438,14507,
113.809,23.8064,90.0027,°,Surface,Velocity Angle,11,1000014439,14508,
133.114,136.894,90.0027,°,Surface,Velocity Angle,11,1000014440,14509,
35.0486,88.9524,125.031,°,Surface,Velocity Angle,11,1000014193,14510,
91.0639,162.672,107.301,°,Surface,Velocity Angle,11,1000014350,14511,
124.28,141.984,75.5591,°,Surface,Velocity Angle,11,1000014412,14512,
22.3808,112.383,90.0027,°,Surface,Velocity Angle,11,1000014353,14513,
82.4547,133.61,44.5969,°,Surface,Velocity Angle,11,1000014414,14514,
106.97,122.553,142.265,°,Surface,Velocity Angle,11,1000014197,14515,
