
Track Intensity StdDev Ch=4 Img=1
 ==================== 
Track Intensity StdDev,Unit,Category,Channel,Image,ID,
19.447,,Track,4,Image 1,1000014184,
14.9657,,Track,4,Image 1,1000014185,
3.72043,,Track,4,Image 1,1000014186,
1.86004,,Track,4,Image 1,1000014187,
1.24944,,Track,4,Image 1,1000014188,
5.9321,,Track,4,Image 1,1000014189,
30.9084,,Track,4,Image 1,1000014190,
11.6497,,Track,4,Image 1,1000014191,
20.7955,,Track,4,Image 1,1000014192,
15.302,,Track,4,Image 1,1000014193,
39.4642,,Track,4,Image 1,1000014194,
13.5703,,Track,4,Image 1,1000014195,
22.2162,,Track,4,Image 1,1000014196,
36.1228,,Track,4,Image 1,1000014197,
24.8682,,Track,4,Image 1,1000014198,
73.6277,,Track,4,Image 1,1000014199,
32.4402,,Track,4,Image 1,1000014200,
10.9126,,Track,4,Image 1,1000014201,
0,,Track,4,Image 1,1000014202,
29.8012,,Track,4,Image 1,1000014207,
24.7661,,Track,4,Image 1,1000014210,
3.17307,,Track,4,Image 1,1000014212,
9.41051,,Track,4,Image 1,1000014216,
37.2102,,Track,4,Image 1,1000014218,
10.1325,,Track,4,Image 1,1000014220,
19.1377,,Track,4,Image 1,1000014223,
16.5006,,Track,4,Image 1,1000014233,
14.2158,,Track,4,Image 1,1000014236,
3.74325,,Track,4,Image 1,1000014239,
10.95,,Track,4,Image 1,1000014242,
3.24031,,Track,4,Image 1,1000014261,
19.7615,,Track,4,Image 1,1000014275,
8.79001,,Track,4,Image 1,1000014288,
14.4771,,Track,4,Image 1,1000014289,
17.3914,,Track,4,Image 1,1000014298,
21.7848,,Track,4,Image 1,1000014299,
47.2282,,Track,4,Image 1,1000014302,
3.0039,,Track,4,Image 1,1000014304,
2.85078,,Track,4,Image 1,1000014329,
2.20096,,Track,4,Image 1,1000014331,
15.3274,,Track,4,Image 1,1000014350,
21.1611,,Track,4,Image 1,1000014353,
31.2557,,Track,4,Image 1,1000014394,
7.25035,,Track,4,Image 1,1000014397,
12.3946,,Track,4,Image 1,1000014400,
37.1085,,Track,4,Image 1,1000014402,
20.5657,,Track,4,Image 1,1000014407,
7.7851,,Track,4,Image 1,1000014412,
22.0136,,Track,4,Image 1,1000014414,
27.4569,,Track,4,Image 1,1000014422,
29.0051,,Track,4,Image 1,1000014430,
23.6456,,Track,4,Image 1,1000014433,
10.9701,,Track,4,Image 1,1000014436,
31.1965,,Track,4,Image 1,1000014438,
0.945237,,Track,4,Image 1,1000014439,
74.326,,Track,4,Image 1,1000014440,
