
Intensity Max Ch=2 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,TrackID,ID,
0,,Surface,2,Image 1,1,1000014184,14184,
0,,Surface,2,Image 1,1,1000014185,14185,
0,,Surface,2,Image 1,1,1000014186,14186,
79,,Surface,2,Image 1,1,1000014187,14187,
0,,Surface,2,Image 1,1,1000014188,14188,
0,,Surface,2,Image 1,1,1000014189,14189,
0,,Surface,2,Image 1,1,1000014190,14190,
0,,Surface,2,Image 1,1,1000014191,14191,
0,,Surface,2,Image 1,1,1000014192,14192,
28,,Surface,2,Image 1,1,1000014193,14193,
0,,Surface,2,Image 1,1,1000014194,14194,
0,,Surface,2,Image 1,1,1000014195,14195,
0,,Surface,2,Image 1,1,1000014196,14196,
0,,Surface,2,Image 1,1,1000014197,14197,
0,,Surface,2,Image 1,1,1000014198,14198,
0,,Surface,2,Image 1,1,1000014199,14199,
0,,Surface,2,Image 1,1,1000014200,14200,
0,,Surface,2,Image 1,1,1000014201,14201,
8,,Surface,2,Image 1,1,1000014202,14202,
0,,Surface,2,Image 1,2,1000014185,14203,
0,,Surface,2,Image 1,2,1000014184,14204,
0,,Surface,2,Image 1,2,1000014186,14205,
74,,Surface,2,Image 1,2,1000014187,14206,
0,,Surface,2,Image 1,2,1000014207,14207,
0,,Surface,2,Image 1,2,1000014188,14208,
0,,Surface,2,Image 1,2,1000014189,14209,
0,,Surface,2,Image 1,2,1000014210,14210,
0,,Surface,2,Image 1,2,1000014190,14211,
0,,Surface,2,Image 1,2,1000014212,14212,
0,,Surface,2,Image 1,2,1000014191,14213,
0,,Surface,2,Image 1,2,1000014192,14214,
35,,Surface,2,Image 1,2,1000014193,14215,
0,,Surface,2,Image 1,2,1000014216,14216,
0,,Surface,2,Image 1,2,1000014194,14217,
0,,Surface,2,Image 1,2,1000014218,14218,
0,,Surface,2,Image 1,2,1000014195,14219,
241,,Surface,2,Image 1,2,1000014220,14220,
0,,Surface,2,Image 1,2,1000014196,14221,
0,,Surface,2,Image 1,2,1000014197,14222,
0,,Surface,2,Image 1,2,1000014223,14223,
0,,Surface,2,Image 1,2,1000014199,14224,
0,,Surface,2,Image 1,2,1000014198,14225,
0,,Surface,2,Image 1,2,1000014200,14226,
0,,Surface,2,Image 1,2,1000014201,14227,
16,,Surface,2,Image 1,2,1000014202,14228,
0,,Surface,2,Image 1,3,1000014185,14229,
0,,Surface,2,Image 1,3,1000014184,14230,
0,,Surface,2,Image 1,3,1000014186,14231,
110,,Surface,2,Image 1,3,1000014187,14232,
0,,Surface,2,Image 1,3,1000014233,14233,
0,,Surface,2,Image 1,3,1000014207,14234,
0,,Surface,2,Image 1,3,1000014188,14235,
0,,Surface,2,Image 1,3,1000014236,14236,
0,,Surface,2,Image 1,3,1000014189,14237,
0,,Surface,2,Image 1,3,1000014210,14238,
0,,Surface,2,Image 1,3,1000014239,14239,
0,,Surface,2,Image 1,3,1000014190,14240,
0,,Surface,2,Image 1,3,1000014212,14241,
0,,Surface,2,Image 1,3,1000014242,14242,
0,,Surface,2,Image 1,3,1000014191,14243,
0,,Surface,2,Image 1,3,1000014192,14244,
15,,Surface,2,Image 1,3,1000014193,14245,
0,,Surface,2,Image 1,3,1000014216,14246,
0,,Surface,2,Image 1,3,1000014194,14247,
0,,Surface,2,Image 1,3,1000014218,14248,
0,,Surface,2,Image 1,3,1000014195,14249,
167,,Surface,2,Image 1,3,1000014220,14250,
0,,Surface,2,Image 1,3,1000014196,14251,
0,,Surface,2,Image 1,3,1000014197,14252,
0,,Surface,2,Image 1,3,1000014223,14253,
0,,Surface,2,Image 1,3,1000014198,14254,
0,,Surface,2,Image 1,3,1000014199,14255,
0,,Surface,2,Image 1,3,1000014200,14256,
0,,Surface,2,Image 1,3,1000014201,14257,
0,,Surface,2,Image 1,3,1000014202,14258,
0,,Surface,2,Image 1,4,1000014185,14259,
0,,Surface,2,Image 1,4,1000014184,14260,
0,,Surface,2,Image 1,4,1000014261,14261,
0,,Surface,2,Image 1,4,1000014186,14262,
27,,Surface,2,Image 1,4,1000014187,14263,
0,,Surface,2,Image 1,4,1000014233,14264,
0,,Surface,2,Image 1,4,1000014207,14265,
