
Track Straightness
 ==================== 
Track Straightness,Unit,Category,ID,
0.188373,,Track,1000016045,
0.635264,,Track,1000016051,
0.643465,,Track,1000016052,
0.78829,,Track,1000016073,
0.315846,,Track,1000016077,
0.162646,,Track,1000016083,
0.170117,,Track,1000016095,
0.296711,,Track,1000016100,
0.432326,,Track,1000016102,
0.128156,,Track,1000016107,
0.469739,,Track,1000016109,
0.705607,,Track,1000016117,
0.774362,,Track,1000016143,
0.845043,,Track,1000016167,
0.390361,,Track,1000016188,
0.898634,,Track,1000016195,
0.304801,,Track,1000016200,
0.89527,,Track,1000016214,
0.457192,,Track,1000016218,
0.0176659,,Track,1000016223,
0.123659,,Track,1000016232,
0.226874,,Track,1000016233,
0.405519,,Track,1000016235,
0.217569,,Track,1000016250,
0.506674,,Track,1000016259,
0.178944,,Track,1000016275,
0.171535,,Track,1000016281,
0.447954,,Track,1000016292,
0.0891694,,Track,1000016299,
0.275184,,Track,1000016304,
0.351713,,Track,1000016316,
0.618226,,Track,1000016320,
0.273391,,Track,1000016332,
0.115165,,Track,1000016337,
0.53121,,Track,1000016338,
0.343267,,Track,1000016342,
0.239644,,Track,1000016354,
0.886917,,Track,1000016357,
0.123158,,Track,1000016360,
0.25304,,Track,1000016381,
0.972657,,Track,1000016386,
0.252171,,Track,1000016390,
0.67052,,Track,1000016397,
0.247886,,Track,1000016402,
0.459155,,Track,1000016404,
0.348336,,Track,1000016415,
0.7537,,Track,1000016419,
0.336158,,Track,1000016423,
0.526937,,Track,1000016426,
0.325182,,Track,1000016430,
0.414525,,Track,1000016436,
0.302353,,Track,1000016453,
0.575515,,Track,1000016466,
0.196795,,Track,1000016468,
0.521883,,Track,1000016474,
0.143943,,Track,1000016475,
0.395538,,Track,1000016485,
0.470525,,Track,1000016504,
0.332512,,Track,1000016508,
0.624219,,Track,1000016512,
0.653899,,Track,1000016521,
0.141763,,Track,1000016531,
0.294197,,Track,1000016534,
0.374695,,Track,1000016542,
0.610163,,Track,1000016585,
0.590543,,Track,1000016590,
0.488359,,Track,1000016591,
0.214931,,Track,1000016603,
0.185055,,Track,1000016609,
0.0991199,,Track,1000016611,
0.784803,,Track,1000016612,
0.484492,,Track,1000016623,
0.143211,,Track,1000016626,
0.154777,,Track,1000016639,
0.128699,,Track,1000016641,
0.855415,,Track,1000016643,
0.548525,,Track,1000016665,
0.374337,,Track,1000016666,
0.446648,,Track,1000016674,
0.410853,,Track,1000016677,
0.969225,,Track,1000016700,
0.660414,,Track,1000016703,
0.871166,,Track,1000016708,
