
Track Speed Mean
 ==================== 
Track Speed Mean,Unit,Category,ID,
0.0675258,um/s,Track,1000014433,
0.0507473,um/s,Track,1000014436,
0.0380318,um/s,Track,1000014438,
0.0324977,um/s,Track,1000014439,
0.0365277,um/s,Track,1000014440,
0.0443015,um/s,Track,1000014447,
0.0549574,um/s,Track,1000014453,
0.0663737,um/s,Track,1000014459,
0.0709448,um/s,Track,1000014465,
0.0538128,um/s,Track,1000014470,
0.0876751,um/s,Track,1000014493,
0.0392495,um/s,Track,1000014501,
0.0614483,um/s,Track,1000014521,
0.0410453,um/s,Track,1000014536,
0.0371683,um/s,Track,1000014545,
0.023421,um/s,Track,1000014556,
0.0447895,um/s,Track,1000014582,
0.0695879,um/s,Track,1000014583,
0.0475745,um/s,Track,1000014584,
0.0461249,um/s,Track,1000014586,
0.0433671,um/s,Track,1000014591,
0.0602772,um/s,Track,1000014605,
0.0314102,um/s,Track,1000014607,
0.0458932,um/s,Track,1000014626,
0.049448,um/s,Track,1000014627,
0.0396083,um/s,Track,1000014647,
0.0654707,um/s,Track,1000014648,
0.0835198,um/s,Track,1000014656,
0.0354614,um/s,Track,1000014658,
0.0645895,um/s,Track,1000014659,
0.0413447,um/s,Track,1000014661,
0.0473602,um/s,Track,1000014663,
0.0476251,um/s,Track,1000014668,
0.044036,um/s,Track,1000014676,
0.0347726,um/s,Track,1000014683,
0.0427412,um/s,Track,1000014686,
0.126513,um/s,Track,1000014702,
0.0768395,um/s,Track,1000014710,
0.050779,um/s,Track,1000014716,
0.062924,um/s,Track,1000014732,
0.069181,um/s,Track,1000014748,
0.0452483,um/s,Track,1000014750,
0.0408439,um/s,Track,1000014752,
0.0574937,um/s,Track,1000014756,
0.0356869,um/s,Track,1000014762,
0.0939535,um/s,Track,1000014764,
0.0597107,um/s,Track,1000014765,
0.0556965,um/s,Track,1000014775,
0.0598083,um/s,Track,1000014776,
0.0288547,um/s,Track,1000014780,
0.0524159,um/s,Track,1000014783,
0.0373212,um/s,Track,1000014786,
0.113504,um/s,Track,1000014798,
0.121056,um/s,Track,1000014800,
0.0542705,um/s,Track,1000014803,
0.135021,um/s,Track,1000014804,
0.0500335,um/s,Track,1000014809,
0.0467888,um/s,Track,1000014822,
0.0453357,um/s,Track,1000014846,
0.0777792,um/s,Track,1000014848,
0.0769682,um/s,Track,1000014852,
0.0560232,um/s,Track,1000014859,
0.0661394,um/s,Track,1000014887,
0.0371325,um/s,Track,1000014909,
0.0540982,um/s,Track,1000014918,
0.0532195,um/s,Track,1000014926,
0.0850821,um/s,Track,1000014938,
0.0405542,um/s,Track,1000014939,
0.06893,um/s,Track,1000014943,
0.0868238,um/s,Track,1000014948,
0.0578975,um/s,Track,1000014950,
0.0978084,um/s,Track,1000014956,
0.0310525,um/s,Track,1000014964,
0.0991321,um/s,Track,1000014966,
0.0799822,um/s,Track,1000014981,
0.0577242,um/s,Track,1000014991,
0.0719165,um/s,Track,1000015000,
0.0495967,um/s,Track,1000015007,
0.110086,um/s,Track,1000015009,
0.072842,um/s,Track,1000015012,
0.0748243,um/s,Track,1000015021,
0.0469467,um/s,Track,1000015022,
0.0638682,um/s,Track,1000015027,
0.0573692,um/s,Track,1000015029,
0.0526222,um/s,Track,1000015030,
0.0730952,um/s,Track,1000015055,
0.087416,um/s,Track,1000015069,
0.0471971,um/s,Track,1000015072,
0.0479524,um/s,Track,1000015073,
0.0654224,um/s,Track,1000015096,
0.0632207,um/s,Track,1000015097,
0.0566561,um/s,Track,1000015099,
0.0428245,um/s,Track,1000015100,
0.049194,um/s,Track,1000015102,
0.0653771,um/s,Track,1000015108,
0.0605662,um/s,Track,1000015118,
0.101499,um/s,Track,1000015122,
0.0309364,um/s,Track,1000015123,
0.10249,um/s,Track,1000015142,
0.0615757,um/s,Track,1000015145,
0.0380662,um/s,Track,1000015154,
0.0590901,um/s,Track,1000015158,
0.0624017,um/s,Track,1000015161,
0.0472948,um/s,Track,1000015174,
0.049171,um/s,Track,1000015179,
0.127547,um/s,Track,1000015180,
0.046704,um/s,Track,1000015184,
0.124425,um/s,Track,1000015190,
0.106797,um/s,Track,1000015202,
0.0906122,um/s,Track,1000015204,
0.0627343,um/s,Track,1000015206,
0.0552288,um/s,Track,1000015207,
0.074915,um/s,Track,1000015208,
0.0434773,um/s,Track,1000015213,
0.0589602,um/s,Track,1000015219,
0.0740076,um/s,Track,1000015221,
0.0615392,um/s,Track,1000015228,
0.0797017,um/s,Track,1000015237,
0.0579968,um/s,Track,1000015240,
0.0441925,um/s,Track,1000015248,
0.0678032,um/s,Track,1000015251,
0.0697528,um/s,Track,1000015267,
0.058637,um/s,Track,1000015268,
0.0516026,um/s,Track,1000015274,
0.0661896,um/s,Track,1000015279,
0.0746114,um/s,Track,1000015280,
0.0646773,um/s,Track,1000015290,
0.0734456,um/s,Track,1000015293,
0.0219163,um/s,Track,1000015307,
0.0373291,um/s,Track,1000015308,
0.041023,um/s,Track,1000015348,
0.0799723,um/s,Track,1000015352,
0.0622964,um/s,Track,1000015353,
0.117164,um/s,Track,1000015362,
0.0693976,um/s,Track,1000015370,
0.063385,um/s,Track,1000015377,
0.0585311,um/s,Track,1000015388,
0.0728412,um/s,Track,1000015394,
0.0479006,um/s,Track,1000015400,
0.076315,um/s,Track,1000015407,
0.0708532,um/s,Track,1000015415,
0.0708463,um/s,Track,1000015421,
0.0534143,um/s,Track,1000015432,
0.0714446,um/s,Track,1000015443,
0.111364,um/s,Track,1000015450,
0.0530838,um/s,Track,1000015455,
0.0529723,um/s,Track,1000015461,
0.0959735,um/s,Track,1000015477,
0.0693141,um/s,Track,1000015497,
0.0424305,um/s,Track,1000015502,
0.0910388,um/s,Track,1000015503,
0.0556929,um/s,Track,1000015508,
0.042126,um/s,Track,1000015516,
0.084016,um/s,Track,1000015525,
0.0690397,um/s,Track,1000015536,
0.0747055,um/s,Track,1000015541,
0.0654923,um/s,Track,1000015557,
0.0815699,um/s,Track,1000015590,
0.0641023,um/s,Track,1000015591,
0.0995281,um/s,Track,1000015593,
0.0674707,um/s,Track,1000015622,
0.0702645,um/s,Track,1000015630,
0.0834128,um/s,Track,1000015650,
0.069489,um/s,Track,1000015674,
0.108983,um/s,Track,1000015675,
0.0388233,um/s,Track,1000015678,
0.0691827,um/s,Track,1000015680,
0.0661004,um/s,Track,1000015682,
0.0563451,um/s,Track,1000015700,
0.0514183,um/s,Track,1000015706,
0.0732338,um/s,Track,1000015719,
0.0486098,um/s,Track,1000015724,
0.0361001,um/s,Track,1000015726,
0.0992956,um/s,Track,1000015727,
0.0594849,um/s,Track,1000015732,
0.0390819,um/s,Track,1000015744,
0.0783079,um/s,Track,1000015750,
0.0528485,um/s,Track,1000015752,
0.0459794,um/s,Track,1000015753,
0.0705133,um/s,Track,1000015756,
0.078327,um/s,Track,1000015758,
0.0437287,um/s,Track,1000015767,
0.068486,um/s,Track,1000015768,
0.088605,um/s,Track,1000015772,
0.0616169,um/s,Track,1000015781,
0.075882,um/s,Track,1000015782,
0.0572256,um/s,Track,1000015808,
0.051421,um/s,Track,1000015810,
0.0695809,um/s,Track,1000015856,
0.0422269,um/s,Track,1000015857,
0.0895854,um/s,Track,1000015872,
0.0734775,um/s,Track,1000015881,
0.0959317,um/s,Track,1000015885,
0.0492043,um/s,Track,1000015891,
0.0631354,um/s,Track,1000015910,
0.0669923,um/s,Track,1000015931,
0.0639454,um/s,Track,1000015937,
0.102316,um/s,Track,1000015951,
0.056498,um/s,Track,1000015960,
0.0602187,um/s,Track,1000015964,
0.0823951,um/s,Track,1000015975,
0.066013,um/s,Track,1000015996,
0.0386286,um/s,Track,1000016009,
0.0651051,um/s,Track,1000016017,
0.0633446,um/s,Track,1000016024,
0.0706016,um/s,Track,1000016031,
0.0499711,um/s,Track,1000016045,
0.0504829,um/s,Track,1000016051,
0.0554486,um/s,Track,1000016052,
0.0852277,um/s,Track,1000016073,
0.0898552,um/s,Track,1000016077,
0.0679489,um/s,Track,1000016083,
0.0674285,um/s,Track,1000016095,
0.0485809,um/s,Track,1000016100,
0.0558074,um/s,Track,1000016102,
0.0660306,um/s,Track,1000016107,
0.11896,um/s,Track,1000016109,
0.0594324,um/s,Track,1000016117,
0.0352944,um/s,Track,1000016143,
0.0641972,um/s,Track,1000016167,
0.0891613,um/s,Track,1000016188,
0.0901482,um/s,Track,1000016195,
0.0721827,um/s,Track,1000016200,
0.109979,um/s,Track,1000016214,
0.0816386,um/s,Track,1000016218,
0.0678318,um/s,Track,1000016223,
0.09803,um/s,Track,1000016232,
0.117437,um/s,Track,1000016233,
0.0937005,um/s,Track,1000016235,
0.0834176,um/s,Track,1000016250,
0.0798066,um/s,Track,1000016259,
0.115191,um/s,Track,1000016275,
0.0762771,um/s,Track,1000016281,
0.0749523,um/s,Track,1000016292,
0.0669288,um/s,Track,1000016299,
0.0859466,um/s,Track,1000016304,
0.0576479,um/s,Track,1000016316,
0.0674459,um/s,Track,1000016320,
0.0543278,um/s,Track,1000016332,
0.0548125,um/s,Track,1000016337,
0.0457824,um/s,Track,1000016338,
0.10648,um/s,Track,1000016342,
0.0888994,um/s,Track,1000016354,
0.0319832,um/s,Track,1000016357,
0.0737877,um/s,Track,1000016360,
0.0785492,um/s,Track,1000016381,
0.122137,um/s,Track,1000016386,
0.0661543,um/s,Track,1000016390,
0.0563127,um/s,Track,1000016397,
0.0793426,um/s,Track,1000016402,
0.0724839,um/s,Track,1000016404,
0.0650161,um/s,Track,1000016415,
0.115968,um/s,Track,1000016419,
0.122783,um/s,Track,1000016423,
0.0778039,um/s,Track,1000016426,
0.1022,um/s,Track,1000016430,
0.0980763,um/s,Track,1000016436,
0.114834,um/s,Track,1000016453,
0.0893604,um/s,Track,1000016466,
0.0934114,um/s,Track,1000016468,
0.0631539,um/s,Track,1000016474,
0.0955331,um/s,Track,1000016475,
0.0888905,um/s,Track,1000016485,
0.114611,um/s,Track,1000016504,
0.0876127,um/s,Track,1000016508,
0.0630085,um/s,Track,1000016512,
0.0893812,um/s,Track,1000016521,
0.0782304,um/s,Track,1000016531,
0.0514853,um/s,Track,1000016534,
0.058706,um/s,Track,1000016542,
0.0723797,um/s,Track,1000016585,
0.100443,um/s,Track,1000016590,
0.0882009,um/s,Track,1000016591,
0.085321,um/s,Track,1000016603,
0.0708157,um/s,Track,1000016609,
0.0886564,um/s,Track,1000016611,
0.137757,um/s,Track,1000016612,
0.0957808,um/s,Track,1000016623,
0.071037,um/s,Track,1000016626,
0.0778571,um/s,Track,1000016639,
0.0624168,um/s,Track,1000016641,
0.0642381,um/s,Track,1000016643,
0.0543117,um/s,Track,1000016665,
0.104111,um/s,Track,1000016666,
0.0719721,um/s,Track,1000016674,
0.0725299,um/s,Track,1000016677,
0.0817029,um/s,Track,1000016700,
0.0666695,um/s,Track,1000016703,
0.0898582,um/s,Track,1000016708,
