
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,TrackID,ID,
0.603497,,Surface,11,1000014193,14510,
0.345478,,Surface,11,1000014350,14511,
0.217032,,Surface,11,1000014412,14512,
0.443892,,Surface,11,1000014353,14513,
0.245874,,Surface,11,1000014414,14514,
0.139652,,Surface,11,1000014197,14515,
0.657192,,Surface,11,1000014199,14516,
0.536561,,Surface,11,1000014198,14517,
0.273787,,Surface,11,1000014447,14518,
0.516903,,Surface,11,1000014200,14519,
0.308191,,Surface,11,1000014453,14520,
0.396997,,Surface,11,1000014521,14521,
0.196603,,Surface,12,1000014394,14522,
0.448679,,Surface,12,1000014331,14523,
0.682782,,Surface,12,1000014185,14524,
0.74837,,Surface,12,1000014459,14525,
0.388925,,Surface,12,1000014397,14526,
0.526763,,Surface,12,1000014493,14527,
0.51617,,Surface,12,1000014422,14528,
0.318018,,Surface,12,1000014430,14529,
0.64203,,Surface,12,1000014299,14530,
0.40165,,Surface,12,1000014400,14531,
0.540441,,Surface,12,1000014465,14532,
0.139649,,Surface,12,1000014402,14533,
0.300676,,Surface,12,1000014433,14534,
0.749592,,Surface,12,1000014501,14535,
0.245874,,Surface,12,1000014536,14536,
0.663494,,Surface,12,1000014189,14537,
0.32678,,Surface,12,1000014436,14538,
0.881348,,Surface,12,1000014470,14539,
0.617029,,Surface,12,1000014407,14540,
0.217032,,Surface,12,1000014439,14541,
0.263057,,Surface,12,1000014440,14542,
0.698396,,Surface,12,1000014438,14543,
0.256746,,Surface,12,1000014193,14544,
0.21703,,Surface,12,1000014545,14545,
0.13965,,Surface,12,1000014353,14546,
0.325364,,Surface,12,1000014412,14547,
0.650075,,Surface,12,1000014414,14548,
0.309011,,Surface,12,1000014197,14549,
0.254345,,Surface,12,1000014199,14550,
0.315738,,Surface,12,1000014447,14551,
0.721579,,Surface,12,1000014198,14552,
0.25855,,Surface,12,1000014200,14553,
0.486251,,Surface,12,1000014453,14554,
0.245872,,Surface,12,1000014521,14555,
0.191113,,Surface,13,1000014556,14556,
0.25855,,Surface,13,1000014185,14557,
0.245872,,Surface,13,1000014331,14558,
0.393163,,Surface,13,1000014394,14559,
0.617029,,Surface,13,1000014459,14560,
0.270027,,Surface,13,1000014397,14561,
0.547005,,Surface,13,1000014493,14562,
0.593503,,Surface,13,1000014299,14563,
0.595031,,Surface,13,1000014400,14564,
0.494224,,Surface,13,1000014465,14565,
0.139649,,Surface,13,1000014402,14566,
0.245865,,Surface,13,1000014501,14567,
0.309007,,Surface,13,1000014536,14568,
0.618463,,Surface,13,1000014189,14569,
0.823141,,Surface,13,1000014470,14570,
0.538828,,Surface,13,1000014440,14571,
0.47305,,Surface,13,1000014438,14572,
0.780255,,Surface,13,1000014545,14573,
0.489295,,Surface,13,1000014412,14574,
0.315737,,Surface,13,1000014353,14575,
0.551956,,Surface,13,1000014414,14576,
0.597295,,Surface,13,1000014197,14577,
0.254344,,Surface,13,1000014199,14578,
0.615263,,Surface,13,1000014198,14579,
0.217031,,Surface,13,1000014200,14580,
0.694096,,Surface,13,1000014453,14581,
0.262804,,Surface,13,1000014582,14582,
0.489298,,Surface,13,1000014583,14583,
0.617033,,Surface,13,1000014584,14584,
0.617033,,Surface,13,1000014521,14585,
0.167506,,Surface,14,1000014586,14586,
0.5301,,Surface,14,1000014394,14587,
0.339068,,Surface,14,1000014556,14588,
0.570558,,Surface,14,1000014185,14589,
0.532804,,Surface,14,1000014493,14590,
0.256735,,Surface,14,1000014591,14591,
0.656775,,Surface,14,1000014299,14592,
0.626167,,Surface,14,1000014400,14593,
0.255168,,Surface,14,1000014465,14594,
0.255167,,Surface,14,1000014402,14595,
0.756597,,Surface,14,1000014501,14596,
0.396994,,Surface,14,1000014536,14597,
0.245869,,Surface,14,1000014189,14598,
0.610052,,Surface,14,1000014470,14599,
0.577129,,Surface,14,1000014440,14600,
0.566563,,Surface,14,1000014438,14601,
0.569608,,Surface,14,1000014545,14602,
0.617028,,Surface,14,1000014353,14603,
0.245875,,Surface,14,1000014414,14604,
0.617027,,Surface,14,1000014605,14605,
0.217031,,Surface,14,1000014197,14606,
0.167505,,Surface,14,1000014607,14607,
0.701176,,Surface,14,1000014199,14608,
0.720538,,Surface,14,1000014198,14609,
0.751158,,Surface,14,1000014200,14610,
0.749056,,Surface,14,1000014453,14611,
0.390544,,Surface,14,1000014582,14612,
0.465099,,Surface,14,1000014583,14613,
0.617033,,Surface,14,1000014584,14614,
0.659384,,Surface,14,1000014521,14615,
0.281879,,Surface,15,1000014185,14616,
0.223641,,Surface,15,1000014556,14617,
0.518343,,Surface,15,1000014394,14618,
0.603304,,Surface,15,1000014586,14619,
0.245869,,Surface,15,1000014493,14620,
0.624118,,Surface,15,1000014591,14621,
0.243208,,Surface,15,1000014400,14622,
0.258549,,Surface,15,1000014501,14623,
0.617017,,Surface,15,1000014536,14624,
0.254348,,Surface,15,1000014189,14625,
0.61722,,Surface,15,1000014626,14626,
0.690365,,Surface,15,1000014627,14627,
0.873779,,Surface,15,1000014470,14628,
0.566997,,Surface,15,1000014440,14629,
0.244821,,Surface,15,1000014545,14630,
0.713055,,Surface,15,1000014353,14631,
0.219558,,Surface,15,1000014605,14632,
0.766179,,Surface,15,1000014197,14633,
0.665878,,Surface,15,1000014607,14634,
0.106407,,Surface,15,1000014199,14635,
0.484997,,Surface,15,1000014200,14636,
0.361527,,Surface,15,1000014198,14637,
0.274997,,Surface,15,1000014453,14638,
0.390542,,Surface,15,1000014582,14639,
0.500907,,Surface,15,1000014583,14640,
0.245874,,Surface,15,1000014584,14641,
0.478972,,Surface,15,1000014521,14642,
0.275405,,Surface,16,1000014556,14643,
0.128833,,Surface,16,1000014185,14644,
0.447895,,Surface,16,1000014394,14645,
0.465099,,Surface,16,1000014586,14646,
0.245879,,Surface,16,1000014647,14647,
0.217029,,Surface,16,1000014648,14648,
0.621598,,Surface,16,1000014591,14649,
0.309012,,Surface,16,1000014493,14650,
0.296265,,Surface,16,1000014400,14651,
0.612302,,Surface,16,1000014501,14652,
0.592515,,Surface,16,1000014536,14653,
0.617029,,Surface,16,1000014189,14654,
0.5655,,Surface,16,1000014626,14655,
0.428189,,Surface,16,1000014656,14656,
0.396507,,Surface,16,1000014627,14657,
0.426541,,Surface,16,1000014658,14658,
0.73874,,Surface,16,1000014659,14659,
0.672133,,Surface,16,1000014470,14660,
0.628361,,Surface,16,1000014661,14661,
0.396997,,Surface,16,1000014545,14662,
0.414016,,Surface,16,1000014663,14663,
0.257786,,Surface,16,1000014353,14664,
0.610043,,Surface,16,1000014605,14665,
0.13965,,Surface,16,1000014197,14666,
0.549923,,Surface,16,1000014607,14667,
0.802132,,Surface,16,1000014668,14668,
0.631151,,Surface,16,1000014199,14669,
0.403466,,Surface,16,1000014198,14670,
0.363838,,Surface,16,1000014453,14671,
0.248261,,Surface,16,1000014582,14672,
0.321856,,Surface,16,1000014583,14673,
0.396997,,Surface,16,1000014584,14674,
0.50964,,Surface,16,1000014521,14675,
0.822032,,Surface,17,1000014676,14676,
0.255902,,Surface,17,1000014586,14677,
0.428053,,Surface,17,1000014394,14678,
0.654556,,Surface,17,1000014185,14679,
0.642011,,Surface,17,1000014648,14680,
0.568372,,Surface,17,1000014647,14681,
0.801053,,Surface,17,1000014591,14682,
0.631145,,Surface,17,1000014683,14683,
0.601959,,Surface,17,1000014501,14684,
0.436967,,Surface,17,1000014536,14685,
0.572013,,Surface,17,1000014686,14686,
0.807301,,Surface,17,1000014626,14687,
0.404476,,Surface,17,1000014627,14688,
0.525303,,Surface,17,1000014656,14689,
0.403619,,Surface,17,1000014658,14690,
0.652786,,Surface,17,1000014470,14691,
0.818494,,Surface,17,1000014659,14692,
0.763335,,Surface,17,1000014661,14693,
0.505683,,Surface,17,1000014353,14694,
0.521586,,Surface,17,1000014663,14695,
0.396997,,Surface,17,1000014605,14696,
0.245872,,Surface,17,1000014197,14697,
0.747703,,Surface,17,1000014607,14698,
0.617034,,Surface,17,1000014668,14699,
0.772841,,Surface,17,1000014199,14700,
0.339402,,Surface,17,1000014198,14701,
0.245874,,Surface,17,1000014702,14702,
0.106407,,Surface,17,1000014453,14703,
0.207344,,Surface,17,1000014582,14704,
0.642256,,Surface,18,1000014676,14705,
0.558306,,Surface,18,1000014394,14706,
0.232471,,Surface,18,1000014185,14707,
0.672329,,Surface,18,1000014648,14708,
0.586265,,Surface,18,1000014647,14709,
0.106406,,Surface,18,1000014710,14710,
0.76837,,Surface,18,1000014591,14711,
0.799482,,Surface,18,1000014683,14712,
0.640983,,Surface,18,1000014501,14713,
0.258669,,Surface,18,1000014536,14714,
0.0757485,,Surface,18,1000014686,14715,
0.245876,,Surface,18,1000014716,14716,
0.431138,,Surface,18,1000014626,14717,
0.145219,,Surface,18,1000014656,14718,
0.465916,,Surface,18,1000014627,14719,
0.325059,,Surface,18,1000014658,14720,
0.245876,,Surface,18,1000014470,14721,
0.565362,,Surface,18,1000014659,14722,
0.628367,,Surface,18,1000014661,14723,
0.145218,,Surface,18,1000014353,14724,
0.60913,,Surface,18,1000014663,14725,
0.758048,,Surface,18,1000014605,14726,
0.694234,,Surface,18,1000014607,14727,
0.617034,,Surface,18,1000014668,14728,
0.254344,,Surface,18,1000014199,14729,
0.232709,,Surface,18,1000014198,14730,
0.217029,,Surface,18,1000014702,14731,
0.623964,,Surface,18,1000014732,14732,
0.686957,,Surface,19,1000014683,14733,
0.555867,,Surface,19,1000014710,14734,
0.403618,,Surface,19,1000014591,14735,
0.377509,,Surface,19,1000014647,14736,
0.709738,,Surface,19,1000014648,14737,
0.591874,,Surface,19,1000014676,14738,
0.422427,,Surface,19,1000014394,14739,
0.591347,,Surface,19,1000014185,14740,
0.716758,,Surface,19,1000014501,14741,
0.309012,,Surface,19,1000014536,14742,
0.620893,,Surface,19,1000014686,14743,
0.802144,,Surface,19,1000014716,14744,
0.219557,,Surface,19,1000014656,14745,
0.245874,,Surface,19,1000014658,14746,
0.245875,,Surface,19,1000014470,14747,
0.802137,,Surface,19,1000014748,14748,
0.623937,,Surface,19,1000014659,14749,
0.309013,,Surface,19,1000014750,14750,
0.359768,,Surface,19,1000014661,14751,
0.617028,,Surface,19,1000014752,14752,
0.476873,,Surface,19,1000014353,14753,
0.365288,,Surface,19,1000014663,14754,
0.831417,,Surface,19,1000014605,14755,
0.31528,,Surface,19,1000014756,14756,
0.709419,,Surface,19,1000014607,14757,
0.617034,,Surface,19,1000014668,14758,
0.217029,,Surface,19,1000014199,14759,
0.21977,,Surface,19,1000014198,14760,
0.254344,,Surface,19,1000014702,14761,
0.139652,,Surface,19,1000014762,14762,
0.826787,,Surface,19,1000014732,14763,
0.363837,,Surface,19,1000014764,14764,
0.662801,,Surface,20,1000014765,14765,
0.476482,,Surface,20,1000014185,14766,
0.375998,,Surface,20,1000014394,14767,
0.739874,,Surface,20,1000014676,14768,
0.368098,,Surface,20,1000014648,14769,
0.258551,,Surface,20,1000014591,14770,
0.224977,,Surface,20,1000014710,14771,
0.617018,,Surface,20,1000014683,14772,
0.604658,,Surface,20,1000014501,14773,
0.108168,,Surface,20,1000014686,14774,
0.513117,,Surface,20,1000014775,14775,
0.183287,,Surface,20,1000014776,14776,
0.254337,,Surface,20,1000014716,14777,
0.318024,,Surface,20,1000014470,14778,
0.651106,,Surface,20,1000014659,14779,
0.630664,,Surface,20,1000014780,14780,
0.256735,,Surface,20,1000014748,14781,
0.396996,,Surface,20,1000014661,14782,
0.258549,,Surface,20,1000014783,14783,
0.314757,,Surface,20,1000014750,14784,
0.223144,,Surface,20,1000014752,14785,
0.270144,,Surface,20,1000014786,14786,
0.617028,,Surface,20,1000014353,14787,
0.385103,,Surface,20,1000014663,14788,
0.4758,,Surface,20,1000014756,14789,
0.528149,,Surface,20,1000014607,14790,
0.396997,,Surface,20,1000014668,14791,
0.660422,,Surface,20,1000014199,14792,
0.297479,,Surface,20,1000014198,14793,
0.22656,,Surface,20,1000014702,14794,
0.258259,,Surface,20,1000014762,14795,
0.579909,,Surface,20,1000014732,14796,
0.677576,,Surface,20,1000014764,14797,
0.577439,,Surface,21,1000014798,14798,
0.584588,,Surface,21,1000014394,14799,
0.561316,,Surface,21,1000014800,14800,
0.576923,,Surface,21,1000014765,14801,
0.397527,,Surface,21,1000014185,14802,
0.735781,,Surface,21,1000014803,14803,
0.283101,,Surface,21,1000014804,14804,
0.660931,,Surface,21,1000014676,14805,
0.470889,,Surface,21,1000014648,14806,
0.66048,,Surface,21,1000014591,14807,
0.125892,,Surface,21,1000014710,14808,
0.843499,,Surface,21,1000014809,14809,
0.647532,,Surface,21,1000014683,14810,
0.649513,,Surface,21,1000014501,14811,
0.388925,,Surface,21,1000014686,14812,
0.342557,,Surface,21,1000014775,14813,
0.247742,,Surface,21,1000014716,14814,
0.400617,,Surface,21,1000014776,14815,
0.167506,,Surface,21,1000014470,14816,
0.617028,,Surface,21,1000014780,14817,
0.783617,,Surface,21,1000014659,14818,
0.738759,,Surface,21,1000014748,14819,
0.617027,,Surface,21,1000014661,14820,
0.245875,,Surface,21,1000014783,14821,
0.389164,,Surface,21,1000014822,14822,
0.499366,,Surface,21,1000014750,14823,
0.617028,,Surface,21,1000014752,14824,
0.617033,,Surface,21,1000014353,14825,
0.374407,,Surface,21,1000014786,14826,
0.539296,,Surface,21,1000014756,14827,
0.654944,,Surface,21,1000014607,14828,
0.396997,,Surface,21,1000014668,14829,
0.702074,,Surface,21,1000014199,14830,
0.257077,,Surface,21,1000014198,14831,
0.139649,,Surface,21,1000014762,14832,
0.739034,,Surface,21,1000014732,14833,
0.66418,,Surface,21,1000014764,14834,
0.315741,,Surface,22,1000014800,14835,
0.887446,,Surface,22,1000014765,14836,
0.412491,,Surface,22,1000014185,14837,
0.363172,,Surface,22,1000014394,14838,
0.747562,,Surface,22,1000014798,14839,
0.586238,,Surface,22,1000014804,14840,
0.614887,,Surface,22,1000014803,14841,
0.561036,,Surface,22,1000014676,14842,
0.650277,,Surface,22,1000014648,14843,
0.514005,,Surface,22,1000014591,14844,
