
Intensity Median Ch=4 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,TrackID,ID,
24,,Surface,4,Image 1,1,1000014184,14184,
7.992,,Surface,4,Image 1,1,1000014185,14185,
0.0035,,Surface,4,Image 1,1,1000014186,14186,
0.00075,,Surface,4,Image 1,1,1000014187,14187,
1,,Surface,4,Image 1,1,1000014188,14188,
0.008,,Surface,4,Image 1,1,1000014189,14189,
0.048,,Surface,4,Image 1,1,1000014190,14190,
1.008,,Surface,4,Image 1,1,1000014191,14191,
29.991,,Surface,4,Image 1,1,1000014192,14192,
14.004,,Surface,4,Image 1,1,1000014193,14193,
73.112,,Surface,4,Image 1,1,1000014194,14194,
1.012,,Surface,4,Image 1,1,1000014195,14195,
36.972,,Surface,4,Image 1,1,1000014196,14196,
63.52,,Surface,4,Image 1,1,1000014197,14197,
35.504,,Surface,4,Image 1,1,1000014198,14198,
26.036,,Surface,4,Image 1,1,1000014199,14199,
5.0025,,Surface,4,Image 1,1,1000014200,14200,
0.00175,,Surface,4,Image 1,1,1000014201,14201,
255,,Surface,4,Image 1,1,1000014202,14202,
11,,Surface,4,Image 1,2,1000014185,14203,
25.02,,Surface,4,Image 1,2,1000014184,14204,
0.006,,Surface,4,Image 1,2,1000014186,14205,
0,,Surface,4,Image 1,2,1000014187,14206,
38.94,,Surface,4,Image 1,2,1000014207,14207,
0.0015,,Surface,4,Image 1,2,1000014188,14208,
0.009,,Surface,4,Image 1,2,1000014189,14209,
41.0028,,Surface,4,Image 1,2,1000014210,14210,
0.015,,Surface,4,Image 1,2,1000014190,14211,
0.003,,Surface,4,Image 1,2,1000014212,14212,
3.99,,Surface,4,Image 1,2,1000014191,14213,
23.048,,Surface,4,Image 1,2,1000014192,14214,
14.996,,Surface,4,Image 1,2,1000014193,14215,
3.00125,,Surface,4,Image 1,2,1000014216,14216,
59.011,,Surface,4,Image 1,2,1000014194,14217,
95.5,,Surface,4,Image 1,2,1000014218,14218,
0.0100021,,Surface,4,Image 1,2,1000014195,14219,
0.016,,Surface,4,Image 1,2,1000014220,14220,
35.028,,Surface,4,Image 1,2,1000014196,14221,
88.036,,Surface,4,Image 1,2,1000014197,14222,
20.506,,Surface,4,Image 1,2,1000014223,14223,
69.01,,Surface,4,Image 1,2,1000014199,14224,
35.04,,Surface,4,Image 1,2,1000014198,14225,
18.032,,Surface,4,Image 1,2,1000014200,14226,
0.008,,Surface,4,Image 1,2,1000014201,14227,
255,,Surface,4,Image 1,2,1000014202,14228,
10.01,,Surface,4,Image 1,3,1000014185,14229,
25.952,,Surface,4,Image 1,3,1000014184,14230,
0.004,,Surface,4,Image 1,3,1000014186,14231,
0.00425,,Surface,4,Image 1,3,1000014187,14232,
18.008,,Surface,4,Image 1,3,1000014233,14233,
35.984,,Surface,4,Image 1,3,1000014207,14234,
0.0005,,Surface,4,Image 1,3,1000014188,14235,
10.012,,Surface,4,Image 1,3,1000014236,14236,
0.016,,Surface,4,Image 1,3,1000014189,14237,
42.524,,Surface,4,Image 1,3,1000014210,14238,
0,,Surface,4,Image 1,3,1000014239,14239,
0.016,,Surface,4,Image 1,3,1000014190,14240,
0.00075,,Surface,4,Image 1,3,1000014212,14241,
8.991,,Surface,4,Image 1,3,1000014242,14242,
1.02,,Surface,4,Image 1,3,1000014191,14243,
19.02,,Surface,4,Image 1,3,1000014192,14244,
12.015,,Surface,4,Image 1,3,1000014193,14245,
0.013,,Surface,4,Image 1,3,1000014216,14246,
60.488,,Surface,4,Image 1,3,1000014194,14247,
110.496,,Surface,4,Image 1,3,1000014218,14248,
0.009,,Surface,4,Image 1,3,1000014195,14249,
0.013,,Surface,4,Image 1,3,1000014220,14250,
42.976,,Surface,4,Image 1,3,1000014196,14251,
50.004,,Surface,4,Image 1,3,1000014197,14252,
27.9995,,Surface,4,Image 1,3,1000014223,14253,
22.964,,Surface,4,Image 1,3,1000014198,14254,
33.0005,,Surface,4,Image 1,3,1000014199,14255,
27.952,,Surface,4,Image 1,3,1000014200,14256,
0.0005,,Surface,4,Image 1,3,1000014201,14257,
255,,Surface,4,Image 1,3,1000014202,14258,
19.984,,Surface,4,Image 1,4,1000014185,14259,
32,,Surface,4,Image 1,4,1000014184,14260,
0.0015,,Surface,4,Image 1,4,1000014261,14261,
0.0025,,Surface,4,Image 1,4,1000014186,14262,
0.002,,Surface,4,Image 1,4,1000014187,14263,
24.024,,Surface,4,Image 1,4,1000014233,14264,
38.047,,Surface,4,Image 1,4,1000014207,14265,
0,,Surface,4,Image 1,4,1000014188,14266,
11.988,,Surface,4,Image 1,4,1000014236,14267,
0.008,,Surface,4,Image 1,4,1000014189,14268,
78.493,,Surface,4,Image 1,4,1000014210,14269,
14.98,,Surface,4,Image 1,4,1000014190,14270,
0,,Surface,4,Image 1,4,1000014239,14271,
0.00325,,Surface,4,Image 1,4,1000014212,14272,
2.00025,,Surface,4,Image 1,4,1000014242,14273,
3.003,,Surface,4,Image 1,4,1000014191,14274,
19.998,,Surface,4,Image 1,4,1000014275,14275,
12.04,,Surface,4,Image 1,4,1000014192,14276,
18.024,,Surface,4,Image 1,4,1000014193,14277,
0.012,,Surface,4,Image 1,4,1000014216,14278,
63.003,,Surface,4,Image 1,4,1000014194,14279,
100.088,,Surface,4,Image 1,4,1000014218,14280,
0.00225,,Surface,4,Image 1,4,1000014195,14281,
0.00325,,Surface,4,Image 1,4,1000014220,14282,
60.508,,Surface,4,Image 1,4,1000014196,14283,
26.52,,Surface,4,Image 1,4,1000014197,14284,
39.972,,Surface,4,Image 1,4,1000014223,14285,
32.988,,Surface,4,Image 1,4,1000014199,14286,
30.01,,Surface,4,Image 1,4,1000014198,14287,
0.005,,Surface,4,Image 1,4,1000014288,14288,
5.002,,Surface,4,Image 1,4,1000014289,14289,
17.046,,Surface,4,Image 1,4,1000014200,14290,
0.002,,Surface,4,Image 1,4,1000014201,14291,
255,,Surface,4,Image 1,4,1000014202,14292,
30.506,,Surface,4,Image 1,5,1000014184,14293,
20.016,,Surface,4,Image 1,5,1000014185,14294,
0.0005,,Surface,4,Image 1,5,1000014261,14295,
0.008,,Surface,4,Image 1,5,1000014186,14296,
0.008,,Surface,4,Image 1,5,1000014187,14297,
9.0125,,Surface,4,Image 1,5,1000014298,14298,
39.008,,Surface,4,Image 1,5,1000014299,14299,
18.998,,Surface,4,Image 1,5,1000014233,14300,
60.989,,Surface,4,Image 1,5,1000014207,14301,
183.016,,Surface,4,Image 1,5,1000014302,14302,
16.008,,Surface,4,Image 1,5,1000014236,14303,
0.0005,,Surface,4,Image 1,5,1000014304,14304,
0.008,,Surface,4,Image 1,5,1000014189,14305,
58.993,,Surface,4,Image 1,5,1000014210,14306,
0.0025,,Surface,4,Image 1,5,1000014239,14307,
22.008,,Surface,4,Image 1,5,1000014190,14308,
0,,Surface,4,Image 1,5,1000014212,14309,
9.995,,Surface,4,Image 1,5,1000014242,14310,
0.016,,Surface,4,Image 1,5,1000014191,14311,
49.02,,Surface,4,Image 1,5,1000014275,14312,
23.992,,Surface,4,Image 1,5,1000014192,14313,
9.984,,Surface,4,Image 1,5,1000014193,14314,
0.014,,Surface,4,Image 1,5,1000014216,14315,
36.0045,,Surface,4,Image 1,5,1000014194,14316,
113.552,,Surface,4,Image 1,5,1000014218,14317,
0,,Surface,4,Image 1,5,1000014220,14318,
28.997,,Surface,4,Image 1,5,1000014196,14319,
15.015,,Surface,4,Image 1,5,1000014197,14320,
13.995,,Surface,4,Image 1,5,1000014223,14321,
8,,Surface,4,Image 1,5,1000014288,14322,
101.896,,Surface,4,Image 1,5,1000014199,14323,
37.04,,Surface,4,Image 1,5,1000014198,14324,
9.999,,Surface,4,Image 1,5,1000014289,14325,
41.9725,,Surface,4,Image 1,5,1000014200,14326,
0,,Surface,4,Image 1,5,1000014201,14327,
255,,Surface,4,Image 1,5,1000014202,14328,
0,,Surface,4,Image 1,6,1000014329,14329,
12.999,,Surface,4,Image 1,6,1000014185,14330,
0.0025,,Surface,4,Image 1,6,1000014331,14331,
33.496,,Surface,4,Image 1,6,1000014184,14332,
0.007,,Surface,4,Image 1,6,1000014261,14333,
0.004,,Surface,4,Image 1,6,1000014187,14334,
3.984,,Surface,4,Image 1,6,1000014298,14335,
45.06,,Surface,4,Image 1,6,1000014299,14336,
17.02,,Surface,4,Image 1,6,1000014233,14337,
49.016,,Surface,4,Image 1,6,1000014207,14338,
144.047,,Surface,4,Image 1,6,1000014302,14339,
10.987,,Surface,4,Image 1,6,1000014236,14340,
0.003,,Surface,4,Image 1,6,1000014304,14341,
0,,Surface,4,Image 1,6,1000014189,14342,
22.504,,Surface,4,Image 1,6,1000014210,14343,
0.0055,,Surface,4,Image 1,6,1000014239,14344,
0.0005,,Surface,4,Image 1,6,1000014212,14345,
4.016,,Surface,4,Image 1,6,1000014190,14346,
0.014,,Surface,4,Image 1,6,1000014242,14347,
62.008,,Surface,4,Image 1,6,1000014275,14348,
16.014,,Surface,4,Image 1,6,1000014193,14349,
21,,Surface,4,Image 1,6,1000014350,14350,
0.016,,Surface,4,Image 1,6,1000014216,14351,
117.021,,Surface,4,Image 1,6,1000014218,14352,
7.01,,Surface,4,Image 1,6,1000014353,14353,
44.033,,Surface,4,Image 1,6,1000014196,14354,
39.499,,Surface,4,Image 1,6,1000014197,14355,
27.52,,Surface,4,Image 1,6,1000014198,14356,
242.048,,Surface,4,Image 1,6,1000014199,14357,
9.012,,Surface,4,Image 1,6,1000014289,14358,
0.012,,Surface,4,Image 1,6,1000014288,14359,
42.056,,Surface,4,Image 1,6,1000014200,14360,
0.006,,Surface,4,Image 1,6,1000014201,14361,
255,,Surface,4,Image 1,6,1000014202,14362,
9.995,,Surface,4,Image 1,7,1000014185,14363,
0,,Surface,4,Image 1,7,1000014329,14364,
0.00325,,Surface,4,Image 1,7,1000014331,14365,
38.016,,Surface,4,Image 1,7,1000014184,14366,
0.00325,,Surface,4,Image 1,7,1000014187,14367,
0,,Surface,4,Image 1,7,1000014261,14368,
6,,Surface,4,Image 1,7,1000014298,14369,
32.987,,Surface,4,Image 1,7,1000014299,14370,
51.936,,Surface,4,Image 1,7,1000014207,14371,
15.019,,Surface,4,Image 1,7,1000014233,14372,
161.984,,Surface,4,Image 1,7,1000014302,14373,
0.003,,Surface,4,Image 1,7,1000014304,14374,
0.0015,,Surface,4,Image 1,7,1000014189,14375,
0.008,,Surface,4,Image 1,7,1000014239,14376,
11.952,,Surface,4,Image 1,7,1000014190,14377,
4.5,,Surface,4,Image 1,7,1000014212,14378,
40.5062,,Surface,4,Image 1,7,1000014275,14379,
0.00025,,Surface,4,Image 1,7,1000014193,14380,
6.004,,Surface,4,Image 1,7,1000014350,14381,
6.988,,Surface,4,Image 1,7,1000014216,14382,
125.04,,Surface,4,Image 1,7,1000014218,14383,
0.00075,,Surface,4,Image 1,7,1000014353,14384,
15.499,,Surface,4,Image 1,7,1000014197,14385,
152.985,,Surface,4,Image 1,7,1000014199,14386,
31.984,,Surface,4,Image 1,7,1000014289,14387,
40.024,,Surface,4,Image 1,7,1000014198,14388,
8.498,,Surface,4,Image 1,7,1000014288,14389,
17.488,,Surface,4,Image 1,7,1000014200,14390,
8.9985,,Surface,4,Image 1,7,1000014201,14391,
24.984,,Surface,4,Image 1,8,1000014184,14392,
0.00125,,Surface,4,Image 1,8,1000014331,14393,
25.974,,Surface,4,Image 1,8,1000014394,14394,
0.004,,Surface,4,Image 1,8,1000014329,14395,
19.984,,Surface,4,Image 1,8,1000014185,14396,
0,,Surface,4,Image 1,8,1000014397,14397,
23.995,,Surface,4,Image 1,8,1000014298,14398,
40.964,,Surface,4,Image 1,8,1000014299,14399,
9.9905,,Surface,4,Image 1,8,1000014400,14400,
31.504,,Surface,4,Image 1,8,1000014233,14401,
129.99,,Surface,4,Image 1,8,1000014402,14402,
253.994,,Surface,4,Image 1,8,1000014302,14403,
0.002,,Surface,4,Image 1,8,1000014304,14404,
0.00475,,Surface,4,Image 1,8,1000014189,14405,
0.0045,,Surface,4,Image 1,8,1000014239,14406,
14,,Surface,4,Image 1,8,1000014407,14407,
12.99,,Surface,4,Image 1,8,1000014193,14408,
8.004,,Surface,4,Image 1,8,1000014350,14409,
8.497,,Surface,4,Image 1,8,1000014216,14410,
104.96,,Surface,4,Image 1,8,1000014218,14411,
0.011,,Surface,4,Image 1,8,1000014412,14412,
24.505,,Surface,4,Image 1,8,1000014353,14413,
23.996,,Surface,4,Image 1,8,1000014414,14414,
11.488,,Surface,4,Image 1,8,1000014197,14415,
27.9885,,Surface,4,Image 1,8,1000014289,14416,
131.531,,Surface,4,Image 1,8,1000014199,14417,
25.012,,Surface,4,Image 1,8,1000014198,14418,
3.51,,Surface,4,Image 1,8,1000014200,14419,
9.992,,Surface,4,Image 1,8,1000014201,14420,
