
Track Speed StdDev
 ==================== 
Track Speed StdDev,Unit,Category,ID,
0.0177355,um/s,Track,1000016299,
0.0316197,um/s,Track,1000016304,
0.0129985,um/s,Track,1000016316,
0.0313742,um/s,Track,1000016320,
0.0120131,um/s,Track,1000016332,
0.0146457,um/s,Track,1000016337,
0.0114118,um/s,Track,1000016338,
0.032216,um/s,Track,1000016342,
0.0232258,um/s,Track,1000016354,
0.0151623,um/s,Track,1000016357,
0.0238577,um/s,Track,1000016360,
0.0240295,um/s,Track,1000016381,
0.0245771,um/s,Track,1000016386,
0.00729741,um/s,Track,1000016390,
0.0105712,um/s,Track,1000016397,
0.0203273,um/s,Track,1000016402,
0.0144918,um/s,Track,1000016404,
0.0307823,um/s,Track,1000016415,
0.0232354,um/s,Track,1000016419,
0.0256452,um/s,Track,1000016423,
0.01545,um/s,Track,1000016426,
0.0256394,um/s,Track,1000016430,
0.0126684,um/s,Track,1000016436,
0.0212539,um/s,Track,1000016453,
0.0294126,um/s,Track,1000016466,
0.00575341,um/s,Track,1000016468,
0.0224342,um/s,Track,1000016474,
0.0191251,um/s,Track,1000016475,
0.0189689,um/s,Track,1000016485,
0.0247389,um/s,Track,1000016504,
0.0260564,um/s,Track,1000016508,
0.0317665,um/s,Track,1000016512,
0.0212303,um/s,Track,1000016521,
0.0313356,um/s,Track,1000016531,
0.0253691,um/s,Track,1000016534,
0.012468,um/s,Track,1000016542,
0.0312405,um/s,Track,1000016585,
0.0214318,um/s,Track,1000016590,
0.03209,um/s,Track,1000016591,
0.0135141,um/s,Track,1000016603,
0.019691,um/s,Track,1000016609,
0.00429788,um/s,Track,1000016611,
0.00586521,um/s,Track,1000016612,
0.017042,um/s,Track,1000016623,
0.0298021,um/s,Track,1000016626,
0.0100171,um/s,Track,1000016639,
0.0204291,um/s,Track,1000016641,
0.0101482,um/s,Track,1000016643,
0.0169132,um/s,Track,1000016665,
0.0186034,um/s,Track,1000016666,
0.0209566,um/s,Track,1000016674,
0.0271398,um/s,Track,1000016677,
0.00641497,um/s,Track,1000016700,
0.0190451,um/s,Track,1000016703,
0.0484531,um/s,Track,1000016708,
