
Intensity StdDev Ch=6 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,TrackID,ID,
49.2164,,Surface,6,Image 1,1,1000014184,14184,
47.5366,,Surface,6,Image 1,1,1000014185,14185,
50.982,,Surface,6,Image 1,1,1000014186,14186,
38.1692,,Surface,6,Image 1,1,1000014187,14187,
15.5945,,Surface,6,Image 1,1,1000014188,14188,
47.7689,,Surface,6,Image 1,1,1000014189,14189,
66.1305,,Surface,6,Image 1,1,1000014190,14190,
64.6699,,Surface,6,Image 1,1,1000014191,14191,
43.4139,,Surface,6,Image 1,1,1000014192,14192,
51.9475,,Surface,6,Image 1,1,1000014193,14193,
43.3657,,Surface,6,Image 1,1,1000014194,14194,
39.8674,,Surface,6,Image 1,1,1000014195,14195,
23.5839,,Surface,6,Image 1,1,1000014196,14196,
52.8342,,Surface,6,Image 1,1,1000014197,14197,
59.6805,,Surface,6,Image 1,1,1000014198,14198,
29.2,,Surface,6,Image 1,1,1000014199,14199,
49.8366,,Surface,6,Image 1,1,1000014200,14200,
53.3001,,Surface,6,Image 1,1,1000014201,14201,
50.668,,Surface,6,Image 1,1,1000014202,14202,
28.6135,,Surface,6,Image 1,2,1000014185,14203,
52.5238,,Surface,6,Image 1,2,1000014184,14204,
37.4029,,Surface,6,Image 1,2,1000014186,14205,
25.9464,,Surface,6,Image 1,2,1000014187,14206,
56.6374,,Surface,6,Image 1,2,1000014207,14207,
42.912,,Surface,6,Image 1,2,1000014188,14208,
39.6503,,Surface,6,Image 1,2,1000014189,14209,
45.0187,,Surface,6,Image 1,2,1000014210,14210,
61.9236,,Surface,6,Image 1,2,1000014190,14211,
36.5696,,Surface,6,Image 1,2,1000014212,14212,
56.972,,Surface,6,Image 1,2,1000014191,14213,
47.4724,,Surface,6,Image 1,2,1000014192,14214,
57.1781,,Surface,6,Image 1,2,1000014193,14215,
24.093,,Surface,6,Image 1,2,1000014216,14216,
29.5096,,Surface,6,Image 1,2,1000014194,14217,
57.2592,,Surface,6,Image 1,2,1000014218,14218,
38.6037,,Surface,6,Image 1,2,1000014195,14219,
40.7889,,Surface,6,Image 1,2,1000014220,14220,
33.1368,,Surface,6,Image 1,2,1000014196,14221,
37.4031,,Surface,6,Image 1,2,1000014197,14222,
16.8267,,Surface,6,Image 1,2,1000014223,14223,
37.7988,,Surface,6,Image 1,2,1000014199,14224,
58.0296,,Surface,6,Image 1,2,1000014198,14225,
39.7827,,Surface,6,Image 1,2,1000014200,14226,
54.3559,,Surface,6,Image 1,2,1000014201,14227,
45.607,,Surface,6,Image 1,2,1000014202,14228,
39.6204,,Surface,6,Image 1,3,1000014185,14229,
41.2228,,Surface,6,Image 1,3,1000014184,14230,
50.0241,,Surface,6,Image 1,3,1000014186,14231,
33.3083,,Surface,6,Image 1,3,1000014187,14232,
33.9799,,Surface,6,Image 1,3,1000014233,14233,
53.4809,,Surface,6,Image 1,3,1000014207,14234,
38.2931,,Surface,6,Image 1,3,1000014188,14235,
52.9298,,Surface,6,Image 1,3,1000014236,14236,
42.5357,,Surface,6,Image 1,3,1000014189,14237,
27.1723,,Surface,6,Image 1,3,1000014210,14238,
18.7617,,Surface,6,Image 1,3,1000014239,14239,
58.9109,,Surface,6,Image 1,3,1000014190,14240,
31.2339,,Surface,6,Image 1,3,1000014212,14241,
53.8166,,Surface,6,Image 1,3,1000014242,14242,
68.7514,,Surface,6,Image 1,3,1000014191,14243,
30.6627,,Surface,6,Image 1,3,1000014192,14244,
43.6425,,Surface,6,Image 1,3,1000014193,14245,
31.2942,,Surface,6,Image 1,3,1000014216,14246,
19.8416,,Surface,6,Image 1,3,1000014194,14247,
44.0673,,Surface,6,Image 1,3,1000014218,14248,
38.7153,,Surface,6,Image 1,3,1000014195,14249,
26.2168,,Surface,6,Image 1,3,1000014220,14250,
35.7329,,Surface,6,Image 1,3,1000014196,14251,
40.159,,Surface,6,Image 1,3,1000014197,14252,
29.6375,,Surface,6,Image 1,3,1000014223,14253,
55.6192,,Surface,6,Image 1,3,1000014198,14254,
35.0027,,Surface,6,Image 1,3,1000014199,14255,
48.7812,,Surface,6,Image 1,3,1000014200,14256,
45.4847,,Surface,6,Image 1,3,1000014201,14257,
48.9376,,Surface,6,Image 1,3,1000014202,14258,
45.586,,Surface,6,Image 1,4,1000014185,14259,
39.0137,,Surface,6,Image 1,4,1000014184,14260,
30.6298,,Surface,6,Image 1,4,1000014261,14261,
39.4799,,Surface,6,Image 1,4,1000014186,14262,
37.5963,,Surface,6,Image 1,4,1000014187,14263,
42.3623,,Surface,6,Image 1,4,1000014233,14264,
62.3725,,Surface,6,Image 1,4,1000014207,14265,
30.3752,,Surface,6,Image 1,4,1000014188,14266,
51.446,,Surface,6,Image 1,4,1000014236,14267,
41.081,,Surface,6,Image 1,4,1000014189,14268,
47.0658,,Surface,6,Image 1,4,1000014210,14269,
63.4206,,Surface,6,Image 1,4,1000014190,14270,
23.2774,,Surface,6,Image 1,4,1000014239,14271,
56.7715,,Surface,6,Image 1,4,1000014212,14272,
50.2136,,Surface,6,Image 1,4,1000014242,14273,
55.7957,,Surface,6,Image 1,4,1000014191,14274,
33.3,,Surface,6,Image 1,4,1000014275,14275,
34.6091,,Surface,6,Image 1,4,1000014192,14276,
58.7296,,Surface,6,Image 1,4,1000014193,14277,
35.4098,,Surface,6,Image 1,4,1000014216,14278,
36.5908,,Surface,6,Image 1,4,1000014194,14279,
49.1755,,Surface,6,Image 1,4,1000014218,14280,
21.0608,,Surface,6,Image 1,4,1000014195,14281,
34.9606,,Surface,6,Image 1,4,1000014220,14282,
43.5963,,Surface,6,Image 1,4,1000014196,14283,
44.276,,Surface,6,Image 1,4,1000014197,14284,
50.7341,,Surface,6,Image 1,4,1000014223,14285,
26.3059,,Surface,6,Image 1,4,1000014199,14286,
55.7945,,Surface,6,Image 1,4,1000014198,14287,
60.8447,,Surface,6,Image 1,4,1000014288,14288,
54.2456,,Surface,6,Image 1,4,1000014289,14289,
0.471405,,Surface,6,Image 1,4,1000014200,14290,
42.9921,,Surface,6,Image 1,4,1000014201,14291,
21.5,,Surface,6,Image 1,4,1000014202,14292,
44.9482,,Surface,6,Image 1,5,1000014184,14293,
37.473,,Surface,6,Image 1,5,1000014185,14294,
39.4568,,Surface,6,Image 1,5,1000014261,14295,
50.4244,,Surface,6,Image 1,5,1000014186,14296,
31.5246,,Surface,6,Image 1,5,1000014187,14297,
50.5367,,Surface,6,Image 1,5,1000014298,14298,
38.9549,,Surface,6,Image 1,5,1000014299,14299,
32.7389,,Surface,6,Image 1,5,1000014233,14300,
57.9498,,Surface,6,Image 1,5,1000014207,14301,
52.5331,,Surface,6,Image 1,5,1000014302,14302,
54.9557,,Surface,6,Image 1,5,1000014236,14303,
50.791,,Surface,6,Image 1,5,1000014304,14304,
49.0974,,Surface,6,Image 1,5,1000014189,14305,
36,,Surface,6,Image 1,5,1000014210,14306,
35.0854,,Surface,6,Image 1,5,1000014239,14307,
44.4045,,Surface,6,Image 1,5,1000014190,14308,
54.3213,,Surface,6,Image 1,5,1000014212,14309,
62.9743,,Surface,6,Image 1,5,1000014242,14310,
57.2097,,Surface,6,Image 1,5,1000014191,14311,
42.914,,Surface,6,Image 1,5,1000014275,14312,
32.5649,,Surface,6,Image 1,5,1000014192,14313,
39.8456,,Surface,6,Image 1,5,1000014193,14314,
38.81,,Surface,6,Image 1,5,1000014216,14315,
54.1992,,Surface,6,Image 1,5,1000014194,14316,
41.5768,,Surface,6,Image 1,5,1000014218,14317,
15.0478,,Surface,6,Image 1,5,1000014220,14318,
41.897,,Surface,6,Image 1,5,1000014196,14319,
34.2846,,Surface,6,Image 1,5,1000014197,14320,
18.4109,,Surface,6,Image 1,5,1000014223,14321,
70.2867,,Surface,6,Image 1,5,1000014288,14322,
6.39213,,Surface,6,Image 1,5,1000014199,14323,
56.1649,,Surface,6,Image 1,5,1000014198,14324,
59.3022,,Surface,6,Image 1,5,1000014289,14325,
43.4363,,Surface,6,Image 1,5,1000014200,14326,
55.049,,Surface,6,Image 1,5,1000014201,14327,
54.9426,,Surface,6,Image 1,5,1000014202,14328,
19.0648,,Surface,6,Image 1,6,1000014329,14329,
44.1347,,Surface,6,Image 1,6,1000014185,14330,
30.9182,,Surface,6,Image 1,6,1000014331,14331,
45.6148,,Surface,6,Image 1,6,1000014184,14332,
35.7563,,Surface,6,Image 1,6,1000014261,14333,
35.5519,,Surface,6,Image 1,6,1000014187,14334,
35.2905,,Surface,6,Image 1,6,1000014298,14335,
46.2267,,Surface,6,Image 1,6,1000014299,14336,
38.2161,,Surface,6,Image 1,6,1000014233,14337,
46.587,,Surface,6,Image 1,6,1000014207,14338,
44.6094,,Surface,6,Image 1,6,1000014302,14339,
38.3691,,Surface,6,Image 1,6,1000014236,14340,
34.2376,,Surface,6,Image 1,6,1000014304,14341,
31.563,,Surface,6,Image 1,6,1000014189,14342,
28.0223,,Surface,6,Image 1,6,1000014210,14343,
31.7654,,Surface,6,Image 1,6,1000014239,14344,
33.289,,Surface,6,Image 1,6,1000014212,14345,
58.7791,,Surface,6,Image 1,6,1000014190,14346,
52.8689,,Surface,6,Image 1,6,1000014242,14347,
42.9266,,Surface,6,Image 1,6,1000014275,14348,
51.9411,,Surface,6,Image 1,6,1000014193,14349,
31.1114,,Surface,6,Image 1,6,1000014350,14350,
48.7672,,Surface,6,Image 1,6,1000014216,14351,
54.4031,,Surface,6,Image 1,6,1000014218,14352,
24.3031,,Surface,6,Image 1,6,1000014353,14353,
34.4443,,Surface,6,Image 1,6,1000014196,14354,
41.8277,,Surface,6,Image 1,6,1000014197,14355,
50.307,,Surface,6,Image 1,6,1000014198,14356,
34.9342,,Surface,6,Image 1,6,1000014199,14357,
19.9635,,Surface,6,Image 1,6,1000014289,14358,
56.6498,,Surface,6,Image 1,6,1000014288,14359,
44.5841,,Surface,6,Image 1,6,1000014200,14360,
67.9917,,Surface,6,Image 1,6,1000014201,14361,
43.041,,Surface,6,Image 1,6,1000014202,14362,
46.2195,,Surface,6,Image 1,7,1000014185,14363,
28.2505,,Surface,6,Image 1,7,1000014329,14364,
26.7537,,Surface,6,Image 1,7,1000014331,14365,
22.997,,Surface,6,Image 1,7,1000014184,14366,
33.0604,,Surface,6,Image 1,7,1000014187,14367,
30.8389,,Surface,6,Image 1,7,1000014261,14368,
33.2088,,Surface,6,Image 1,7,1000014298,14369,
47.9911,,Surface,6,Image 1,7,1000014299,14370,
57.8293,,Surface,6,Image 1,7,1000014207,14371,
33.2365,,Surface,6,Image 1,7,1000014233,14372,
41.4836,,Surface,6,Image 1,7,1000014302,14373,
51.0918,,Surface,6,Image 1,7,1000014304,14374,
24.7032,,Surface,6,Image 1,7,1000014189,14375,
31.1758,,Surface,6,Image 1,7,1000014239,14376,
32.1198,,Surface,6,Image 1,7,1000014190,14377,
43.3013,,Surface,6,Image 1,7,1000014212,14378,
38.4397,,Surface,6,Image 1,7,1000014275,14379,
22.3089,,Surface,6,Image 1,7,1000014193,14380,
36.2603,,Surface,6,Image 1,7,1000014350,14381,
40.2638,,Surface,6,Image 1,7,1000014216,14382,
53.4052,,Surface,6,Image 1,7,1000014218,14383,
36.3943,,Surface,6,Image 1,7,1000014353,14384,
40.7785,,Surface,6,Image 1,7,1000014197,14385,
42.4601,,Surface,6,Image 1,7,1000014199,14386,
34.5851,,Surface,6,Image 1,7,1000014289,14387,
49.9077,,Surface,6,Image 1,7,1000014198,14388,
52.7226,,Surface,6,Image 1,7,1000014288,14389,
15.0324,,Surface,6,Image 1,7,1000014200,14390,
46.1006,,Surface,6,Image 1,7,1000014201,14391,
44.7837,,Surface,6,Image 1,8,1000014184,14392,
28.7918,,Surface,6,Image 1,8,1000014331,14393,
54.2476,,Surface,6,Image 1,8,1000014394,14394,
26.8351,,Surface,6,Image 1,8,1000014329,14395,
35.0607,,Surface,6,Image 1,8,1000014185,14396,
21.2052,,Surface,6,Image 1,8,1000014397,14397,
43.9727,,Surface,6,Image 1,8,1000014298,14398,
41.5034,,Surface,6,Image 1,8,1000014299,14399,
57.1357,,Surface,6,Image 1,8,1000014400,14400,
45.6392,,Surface,6,Image 1,8,1000014233,14401,
33.5762,,Surface,6,Image 1,8,1000014402,14402,
35.2278,,Surface,6,Image 1,8,1000014302,14403,
32.368,,Surface,6,Image 1,8,1000014304,14404,
36.6309,,Surface,6,Image 1,8,1000014189,14405,
29.8749,,Surface,6,Image 1,8,1000014239,14406,
0.433013,,Surface,6,Image 1,8,1000014407,14407,
57.6213,,Surface,6,Image 1,8,1000014193,14408,
47.4527,,Surface,6,Image 1,8,1000014350,14409,
46.1301,,Surface,6,Image 1,8,1000014216,14410,
58.1772,,Surface,6,Image 1,8,1000014218,14411,
49.0056,,Surface,6,Image 1,8,1000014412,14412,
54.9689,,Surface,6,Image 1,8,1000014353,14413,
37.4092,,Surface,6,Image 1,8,1000014414,14414,
55.6,,Surface,6,Image 1,8,1000014197,14415,
16.2432,,Surface,6,Image 1,8,1000014289,14416,
26.2726,,Surface,6,Image 1,8,1000014199,14417,
60.1927,,Surface,6,Image 1,8,1000014198,14418,
26.0908,,Surface,6,Image 1,8,1000014200,14419,
46.5137,,Surface,6,Image 1,8,1000014201,14420,
44.4359,,Surface,6,Image 1,9,1000014298,14421,
51.9525,,Surface,6,Image 1,9,1000014422,14422,
21.2346,,Surface,6,Image 1,9,1000014397,14423,
35.201,,Surface,6,Image 1,9,1000014184,14424,
49.3493,,Surface,6,Image 1,9,1000014394,14425,
29.8912,,Surface,6,Image 1,9,1000014331,14426,
19.4142,,Surface,6,Image 1,9,1000014329,14427,
47.0876,,Surface,6,Image 1,9,1000014185,14428,
44.54,,Surface,6,Image 1,9,1000014299,14429,
24.9805,,Surface,6,Image 1,9,1000014430,14430,
57.4356,,Surface,6,Image 1,9,1000014400,14431,
19.64,,Surface,6,Image 1,9,1000014402,14432,
27.7067,,Surface,6,Image 1,9,1000014433,14433,
25.5966,,Surface,6,Image 1,9,1000014304,14434,
33.4269,,Surface,6,Image 1,9,1000014189,14435,
26.7145,,Surface,6,Image 1,9,1000014436,14436,
0.433013,,Surface,6,Image 1,9,1000014407,14437,
20.4328,,Surface,6,Image 1,9,1000014438,14438,
19.218,,Surface,6,Image 1,9,1000014439,14439,
58.611,,Surface,6,Image 1,9,1000014440,14440,
43.5046,,Surface,6,Image 1,9,1000014193,14441,
39.9863,,Surface,6,Image 1,9,1000014350,14442,
44.1989,,Surface,6,Image 1,9,1000014412,14443,
80.7084,,Surface,6,Image 1,9,1000014353,14444,
41.7676,,Surface,6,Image 1,9,1000014414,14445,
23.8374,,Surface,6,Image 1,9,1000014197,14446,
56.7784,,Surface,6,Image 1,9,1000014447,14447,
39.4023,,Surface,6,Image 1,9,1000014199,14448,
18.412,,Surface,6,Image 1,9,1000014289,14449,
56.6671,,Surface,6,Image 1,9,1000014198,14450,
28.8661,,Surface,6,Image 1,9,1000014200,14451,
49.2468,,Surface,6,Image 1,9,1000014201,14452,
56.788,,Surface,6,Image 1,9,1000014453,14453,
58.5164,,Surface,6,Image 1,10,1000014430,14454,
20.7049,,Surface,6,Image 1,10,1000014298,14455,
37.5714,,Surface,6,Image 1,10,1000014422,14456,
24.6924,,Surface,6,Image 1,10,1000014397,14457,
50.2492,,Surface,6,Image 1,10,1000014184,14458,
43.9545,,Surface,6,Image 1,10,1000014459,14459,
41.0216,,Surface,6,Image 1,10,1000014394,14460,
41.7435,,Surface,6,Image 1,10,1000014331,14461,
45.6215,,Surface,6,Image 1,10,1000014185,14462,
26.6062,,Surface,6,Image 1,10,1000014299,14463,
56.5356,,Surface,6,Image 1,10,1000014400,14464,
42.1027,,Surface,6,Image 1,10,1000014465,14465,
51.8804,,Surface,6,Image 1,10,1000014402,14466,
54.7825,,Surface,6,Image 1,10,1000014433,14467,
48.7517,,Surface,6,Image 1,10,1000014189,14468,
37.417,,Surface,6,Image 1,10,1000014436,14469,
0.433013,,Surface,6,Image 1,10,1000014470,14470,
9.52628,,Surface,6,Image 1,10,1000014407,14471,
58.7585,,Surface,6,Image 1,10,1000014438,14472,
27.8802,,Surface,6,Image 1,10,1000014439,14473,
