
Track Intensity StdDev Ch=2 Img=1
 ==================== 
Track Intensity StdDev,Unit,Category,Channel,Image,ID,
0,,Track,2,Image 1,1000014184,
0,,Track,2,Image 1,1000014185,
0,,Track,2,Image 1,1000014186,
16.8173,,Track,2,Image 1,1000014187,
0,,Track,2,Image 1,1000014188,
0,,Track,2,Image 1,1000014189,
0,,Track,2,Image 1,1000014190,
0,,Track,2,Image 1,1000014191,
0,,Track,2,Image 1,1000014192,
3.21912,,Track,2,Image 1,1000014193,
0,,Track,2,Image 1,1000014194,
0,,Track,2,Image 1,1000014195,
0,,Track,2,Image 1,1000014196,
0,,Track,2,Image 1,1000014197,
0.342147,,Track,2,Image 1,1000014198,
0,,Track,2,Image 1,1000014199,
0,,Track,2,Image 1,1000014200,
0,,Track,2,Image 1,1000014201,
6.35081,,Track,2,Image 1,1000014202,
0.429663,,Track,2,Image 1,1000014207,
0,,Track,2,Image 1,1000014210,
0,,Track,2,Image 1,1000014212,
0,,Track,2,Image 1,1000014216,
0,,Track,2,Image 1,1000014218,
40.5628,,Track,2,Image 1,1000014220,
0,,Track,2,Image 1,1000014223,
0,,Track,2,Image 1,1000014233,
0,,Track,2,Image 1,1000014236,
0,,Track,2,Image 1,1000014239,
0,,Track,2,Image 1,1000014242,
0,,Track,2,Image 1,1000014261,
0,,Track,2,Image 1,1000014275,
8.50523,,Track,2,Image 1,1000014288,
0,,Track,2,Image 1,1000014289,
0,,Track,2,Image 1,1000014298,
0.612338,,Track,2,Image 1,1000014299,
0,,Track,2,Image 1,1000014302,
0,,Track,2,Image 1,1000014304,
0,,Track,2,Image 1,1000014329,
0.931095,,Track,2,Image 1,1000014331,
47.247,,Track,2,Image 1,1000014350,
57.441,,Track,2,Image 1,1000014353,
0,,Track,2,Image 1,1000014394,
0,,Track,2,Image 1,1000014397,
0,,Track,2,Image 1,1000014400,
0.961346,,Track,2,Image 1,1000014402,
0,,Track,2,Image 1,1000014407,
0,,Track,2,Image 1,1000014412,
0,,Track,2,Image 1,1000014414,
0,,Track,2,Image 1,1000014422,
0,,Track,2,Image 1,1000014430,
0,,Track,2,Image 1,1000014433,
0,,Track,2,Image 1,1000014436,
0,,Track,2,Image 1,1000014438,
0,,Track,2,Image 1,1000014439,
0,,Track,2,Image 1,1000014440,
0,,Track,2,Image 1,1000014447,
0,,Track,2,Image 1,1000014453,
0,,Track,2,Image 1,1000014459,
47.6769,,Track,2,Image 1,1000014465,
0,,Track,2,Image 1,1000014470,
0,,Track,2,Image 1,1000014493,
0,,Track,2,Image 1,1000014501,
1.77406,,Track,2,Image 1,1000014521,
0,,Track,2,Image 1,1000014536,
5.79634,,Track,2,Image 1,1000014545,
0,,Track,2,Image 1,1000014556,
0,,Track,2,Image 1,1000014582,
49.1707,,Track,2,Image 1,1000014583,
8.06129,,Track,2,Image 1,1000014584,
0,,Track,2,Image 1,1000014586,
0.0727383,,Track,2,Image 1,1000014591,
0,,Track,2,Image 1,1000014605,
0,,Track,2,Image 1,1000014607,
0,,Track,2,Image 1,1000014626,
0,,Track,2,Image 1,1000014627,
0.335383,,Track,2,Image 1,1000014647,
0,,Track,2,Image 1,1000014648,
0,,Track,2,Image 1,1000014656,
7.00328,,Track,2,Image 1,1000014658,
0.167978,,Track,2,Image 1,1000014659,
3.01951,,Track,2,Image 1,1000014661,
0,,Track,2,Image 1,1000014663,
0,,Track,2,Image 1,1000014668,
1.44268,,Track,2,Image 1,1000014676,
0,,Track,2,Image 1,1000014683,
0.219379,,Track,2,Image 1,1000014686,
0,,Track,2,Image 1,1000014702,
0,,Track,2,Image 1,1000014710,
0,,Track,2,Image 1,1000014716,
0,,Track,2,Image 1,1000014732,
0,,Track,2,Image 1,1000014748,
10.1235,,Track,2,Image 1,1000014750,
10.3261,,Track,2,Image 1,1000014752,
0,,Track,2,Image 1,1000014756,
0,,Track,2,Image 1,1000014762,
0,,Track,2,Image 1,1000014764,
0,,Track,2,Image 1,1000014765,
0,,Track,2,Image 1,1000014775,
0,,Track,2,Image 1,1000014776,
0,,Track,2,Image 1,1000014780,
2.84644,,Track,2,Image 1,1000014783,
0.194248,,Track,2,Image 1,1000014786,
0,,Track,2,Image 1,1000014798,
0,,Track,2,Image 1,1000014800,
0,,Track,2,Image 1,1000014803,
0,,Track,2,Image 1,1000014804,
0.656431,,Track,2,Image 1,1000014809,
0,,Track,2,Image 1,1000014822,
0.618154,,Track,2,Image 1,1000014846,
0,,Track,2,Image 1,1000014848,
0,,Track,2,Image 1,1000014852,
6.4284,,Track,2,Image 1,1000014859,
0,,Track,2,Image 1,1000014887,
0,,Track,2,Image 1,1000014909,
2.1874,,Track,2,Image 1,1000014918,
0,,Track,2,Image 1,1000014926,
1.51222,,Track,2,Image 1,1000014938,
0,,Track,2,Image 1,1000014939,
0,,Track,2,Image 1,1000014943,
0,,Track,2,Image 1,1000014948,
0,,Track,2,Image 1,1000014950,
0,,Track,2,Image 1,1000014956,
0,,Track,2,Image 1,1000014964,
0,,Track,2,Image 1,1000014966,
0,,Track,2,Image 1,1000014981,
0,,Track,2,Image 1,1000014991,
0,,Track,2,Image 1,1000015000,
0,,Track,2,Image 1,1000015007,
0.933862,,Track,2,Image 1,1000015009,
0,,Track,2,Image 1,1000015012,
0,,Track,2,Image 1,1000015021,
0,,Track,2,Image 1,1000015022,
0.483323,,Track,2,Image 1,1000015027,
0,,Track,2,Image 1,1000015029,
13.1273,,Track,2,Image 1,1000015030,
0,,Track,2,Image 1,1000015055,
0,,Track,2,Image 1,1000015069,
0.0412042,,Track,2,Image 1,1000015072,
0.63975,,Track,2,Image 1,1000015073,
0.0457868,,Track,2,Image 1,1000015096,
0.255158,,Track,2,Image 1,1000015097,
13.5709,,Track,2,Image 1,1000015099,
0.350813,,Track,2,Image 1,1000015100,
0,,Track,2,Image 1,1000015102,
0,,Track,2,Image 1,1000015108,
0,,Track,2,Image 1,1000015118,
31.3338,,Track,2,Image 1,1000015122,
0.816698,,Track,2,Image 1,1000015123,
39.7309,,Track,2,Image 1,1000015142,
1.11521,,Track,2,Image 1,1000015145,
48.3255,,Track,2,Image 1,1000015154,
0,,Track,2,Image 1,1000015158,
9.15184,,Track,2,Image 1,1000015161,
7.92591,,Track,2,Image 1,1000015174,
0,,Track,2,Image 1,1000015179,
0,,Track,2,Image 1,1000015180,
1.66024,,Track,2,Image 1,1000015184,
43.3996,,Track,2,Image 1,1000015190,
47.7514,,Track,2,Image 1,1000015202,
0,,Track,2,Image 1,1000015204,
0,,Track,2,Image 1,1000015206,
0,,Track,2,Image 1,1000015207,
0,,Track,2,Image 1,1000015208,
0,,Track,2,Image 1,1000015213,
0,,Track,2,Image 1,1000015219,
0.999949,,Track,2,Image 1,1000015221,
0,,Track,2,Image 1,1000015228,
0,,Track,2,Image 1,1000015237,
0,,Track,2,Image 1,1000015240,
0,,Track,2,Image 1,1000015248,
3.75653,,Track,2,Image 1,1000015251,
0,,Track,2,Image 1,1000015267,
0,,Track,2,Image 1,1000015268,
0,,Track,2,Image 1,1000015274,
10.3542,,Track,2,Image 1,1000015279,
0,,Track,2,Image 1,1000015280,
2.08279,,Track,2,Image 1,1000015290,
0,,Track,2,Image 1,1000015293,
0,,Track,2,Image 1,1000015307,
0,,Track,2,Image 1,1000015308,
0,,Track,2,Image 1,1000015348,
0,,Track,2,Image 1,1000015352,
24.6268,,Track,2,Image 1,1000015353,
0,,Track,2,Image 1,1000015362,
6.22575,,Track,2,Image 1,1000015370,
0,,Track,2,Image 1,1000015377,
0,,Track,2,Image 1,1000015388,
0,,Track,2,Image 1,1000015394,
0,,Track,2,Image 1,1000015400,
0,,Track,2,Image 1,1000015407,
10.8982,,Track,2,Image 1,1000015415,
0,,Track,2,Image 1,1000015421,
50.0945,,Track,2,Image 1,1000015432,
0,,Track,2,Image 1,1000015443,
0,,Track,2,Image 1,1000015450,
0,,Track,2,Image 1,1000015455,
0,,Track,2,Image 1,1000015461,
0,,Track,2,Image 1,1000015477,
0,,Track,2,Image 1,1000015497,
1.53725,,Track,2,Image 1,1000015502,
0.171494,,Track,2,Image 1,1000015503,
53.4931,,Track,2,Image 1,1000015508,
14.5466,,Track,2,Image 1,1000015516,
7.34268,,Track,2,Image 1,1000015525,
0,,Track,2,Image 1,1000015536,
0,,Track,2,Image 1,1000015541,
0,,Track,2,Image 1,1000015557,
0,,Track,2,Image 1,1000015590,
2.0236,,Track,2,Image 1,1000015591,
0,,Track,2,Image 1,1000015593,
1.73796,,Track,2,Image 1,1000015622,
50.2519,,Track,2,Image 1,1000015630,
1.09479,,Track,2,Image 1,1000015650,
0,,Track,2,Image 1,1000015674,
0,,Track,2,Image 1,1000015675,
0,,Track,2,Image 1,1000015678,
0,,Track,2,Image 1,1000015680,
0,,Track,2,Image 1,1000015682,
10.9581,,Track,2,Image 1,1000015700,
0,,Track,2,Image 1,1000015706,
0,,Track,2,Image 1,1000015719,
0,,Track,2,Image 1,1000015724,
44.2815,,Track,2,Image 1,1000015726,
57.691,,Track,2,Image 1,1000015727,
0,,Track,2,Image 1,1000015732,
0,,Track,2,Image 1,1000015744,
0,,Track,2,Image 1,1000015750,
0,,Track,2,Image 1,1000015752,
0,,Track,2,Image 1,1000015753,
0,,Track,2,Image 1,1000015756,
0,,Track,2,Image 1,1000015758,
14.8039,,Track,2,Image 1,1000015767,
12.3799,,Track,2,Image 1,1000015768,
0,,Track,2,Image 1,1000015772,
0,,Track,2,Image 1,1000015781,
0.270492,,Track,2,Image 1,1000015782,
0,,Track,2,Image 1,1000015808,
42.1046,,Track,2,Image 1,1000015810,
49.606,,Track,2,Image 1,1000015856,
0.284207,,Track,2,Image 1,1000015857,
0,,Track,2,Image 1,1000015872,
2.51855,,Track,2,Image 1,1000015881,
0,,Track,2,Image 1,1000015885,
0,,Track,2,Image 1,1000015891,
3.28086,,Track,2,Image 1,1000015910,
0.199826,,Track,2,Image 1,1000015931,
1.11783,,Track,2,Image 1,1000015937,
0,,Track,2,Image 1,1000015951,
0.94423,,Track,2,Image 1,1000015960,
0,,Track,2,Image 1,1000015964,
0,,Track,2,Image 1,1000015975,
1.02402,,Track,2,Image 1,1000015996,
8.29076,,Track,2,Image 1,1000016009,
0,,Track,2,Image 1,1000016017,
0,,Track,2,Image 1,1000016024,
0.43528,,Track,2,Image 1,1000016031,
0,,Track,2,Image 1,1000016045,
0,,Track,2,Image 1,1000016051,
0,,Track,2,Image 1,1000016052,
0,,Track,2,Image 1,1000016073,
0,,Track,2,Image 1,1000016077,
39.8895,,Track,2,Image 1,1000016083,
0,,Track,2,Image 1,1000016095,
0,,Track,2,Image 1,1000016100,
0,,Track,2,Image 1,1000016102,
0,,Track,2,Image 1,1000016107,
1.44863,,Track,2,Image 1,1000016109,
0,,Track,2,Image 1,1000016117,
0,,Track,2,Image 1,1000016143,
0,,Track,2,Image 1,1000016167,
5.91999,,Track,2,Image 1,1000016188,
0,,Track,2,Image 1,1000016195,
16.0308,,Track,2,Image 1,1000016200,
0,,Track,2,Image 1,1000016214,
0,,Track,2,Image 1,1000016218,
0,,Track,2,Image 1,1000016223,
0,,Track,2,Image 1,1000016232,
0.144305,,Track,2,Image 1,1000016233,
0.569639,,Track,2,Image 1,1000016235,
2.74423,,Track,2,Image 1,1000016250,
0,,Track,2,Image 1,1000016259,
0,,Track,2,Image 1,1000016275,
0,,Track,2,Image 1,1000016281,
9.6475,,Track,2,Image 1,1000016292,
0.576068,,Track,2,Image 1,1000016299,
0,,Track,2,Image 1,1000016304,
0,,Track,2,Image 1,1000016316,
0,,Track,2,Image 1,1000016320,
0,,Track,2,Image 1,1000016332,
0,,Track,2,Image 1,1000016337,
0,,Track,2,Image 1,1000016338,
51.5339,,Track,2,Image 1,1000016342,
0,,Track,2,Image 1,1000016354,
0,,Track,2,Image 1,1000016357,
0,,Track,2,Image 1,1000016360,
0,,Track,2,Image 1,1000016381,
0,,Track,2,Image 1,1000016386,
0,,Track,2,Image 1,1000016390,
0,,Track,2,Image 1,1000016397,
0,,Track,2,Image 1,1000016402,
0.675117,,Track,2,Image 1,1000016404,
0,,Track,2,Image 1,1000016415,
0,,Track,2,Image 1,1000016419,
0,,Track,2,Image 1,1000016423,
0,,Track,2,Image 1,1000016426,
39.9451,,Track,2,Image 1,1000016430,
0,,Track,2,Image 1,1000016436,
0,,Track,2,Image 1,1000016453,
47.8563,,Track,2,Image 1,1000016466,
0,,Track,2,Image 1,1000016468,
0,,Track,2,Image 1,1000016474,
3.08901,,Track,2,Image 1,1000016475,
0,,Track,2,Image 1,1000016485,
0,,Track,2,Image 1,1000016504,
0,,Track,2,Image 1,1000016508,
31.1391,,Track,2,Image 1,1000016512,
0,,Track,2,Image 1,1000016521,
0.634915,,Track,2,Image 1,1000016531,
0.29111,,Track,2,Image 1,1000016534,
0,,Track,2,Image 1,1000016542,
0,,Track,2,Image 1,1000016585,
0,,Track,2,Image 1,1000016590,
0,,Track,2,Image 1,1000016591,
24.7936,,Track,2,Image 1,1000016603,
0,,Track,2,Image 1,1000016609,
4.76155,,Track,2,Image 1,1000016611,
50.3093,,Track,2,Image 1,1000016612,
0,,Track,2,Image 1,1000016623,
0,,Track,2,Image 1,1000016626,
0,,Track,2,Image 1,1000016639,
0,,Track,2,Image 1,1000016641,
0,,Track,2,Image 1,1000016643,
0,,Track,2,Image 1,1000016665,
0.52411,,Track,2,Image 1,1000016666,
0,,Track,2,Image 1,1000016674,
52.867,,Track,2,Image 1,1000016677,
0,,Track,2,Image 1,1000016700,
0,,Track,2,Image 1,1000016703,
42.8946,,Track,2,Image 1,1000016708,
