
Track Intensity Sum Ch=4 Img=1
 ==================== 
Track Intensity Sum,Unit,Category,Channel,Image,ID,
3901,,Track,4,Image 1,1000014184,
5547,,Track,4,Image 1,1000014185,
140,,Track,4,Image 1,1000014186,
96,,Track,4,Image 1,1000014187,
20,,Track,4,Image 1,1000014188,
711,,Track,4,Image 1,1000014189,
4565,,Track,4,Image 1,1000014190,
1554,,Track,4,Image 1,1000014191,
3270,,Track,4,Image 1,1000014192,
3946,,Track,4,Image 1,1000014193,
2510,,Track,4,Image 1,1000014194,
785,,Track,4,Image 1,1000014195,
2572,,Track,4,Image 1,1000014196,
6475,,Track,4,Image 1,1000014197,
44168,,Track,4,Image 1,1000014198,
17330,,Track,4,Image 1,1000014199,
5089,,Track,4,Image 1,1000014200,
746,,Track,4,Image 1,1000014201,
6630,,Track,4,Image 1,1000014202,
8742,,Track,4,Image 1,1000014207,
1416,,Track,4,Image 1,1000014210,
52,,Track,4,Image 1,1000014212,
1000,,Track,4,Image 1,1000014216,
18482,,Track,4,Image 1,1000014218,
363,,Track,4,Image 1,1000014220,
884,,Track,4,Image 1,1000014223,
2328,,Track,4,Image 1,1000014233,
1130,,Track,4,Image 1,1000014236,
191,,Track,4,Image 1,1000014239,
298,,Track,4,Image 1,1000014242,
49,,Track,4,Image 1,1000014261,
1333,,Track,4,Image 1,1000014275,
990,,Track,4,Image 1,1000014288,
905,,Track,4,Image 1,1000014289,
2770,,Track,4,Image 1,1000014298,
3430,,Track,4,Image 1,1000014299,
3951,,Track,4,Image 1,1000014302,
101,,Track,4,Image 1,1000014304,
34,,Track,4,Image 1,1000014329,
89,,Track,4,Image 1,1000014331,
3047,,Track,4,Image 1,1000014350,
2388,,Track,4,Image 1,1000014353,
22261,,Track,4,Image 1,1000014394,
185,,Track,4,Image 1,1000014397,
2144,,Track,4,Image 1,1000014400,
8157,,Track,4,Image 1,1000014402,
470,,Track,4,Image 1,1000014407,
312,,Track,4,Image 1,1000014412,
3991,,Track,4,Image 1,1000014414,
2110,,Track,4,Image 1,1000014422,
505,,Track,4,Image 1,1000014430,
1628,,Track,4,Image 1,1000014433,
912,,Track,4,Image 1,1000014436,
4764,,Track,4,Image 1,1000014438,
18,,Track,4,Image 1,1000014439,
33079,,Track,4,Image 1,1000014440,
4334,,Track,4,Image 1,1000014447,
6995,,Track,4,Image 1,1000014453,
29,,Track,4,Image 1,1000014459,
681,,Track,4,Image 1,1000014465,
7361,,Track,4,Image 1,1000014470,
30,,Track,4,Image 1,1000014493,
60473,,Track,4,Image 1,1000014501,
19890,,Track,4,Image 1,1000014521,
1182,,Track,4,Image 1,1000014536,
2035,,Track,4,Image 1,1000014545,
295,,Track,4,Image 1,1000014556,
5774,,Track,4,Image 1,1000014582,
522,,Track,4,Image 1,1000014583,
4080,,Track,4,Image 1,1000014584,
22,,Track,4,Image 1,1000014586,
10752,,Track,4,Image 1,1000014591,
1989,,Track,4,Image 1,1000014605,
5491,,Track,4,Image 1,1000014607,
34,,Track,4,Image 1,1000014626,
1578,,Track,4,Image 1,1000014627,
12,,Track,4,Image 1,1000014647,
499,,Track,4,Image 1,1000014648,
62,,Track,4,Image 1,1000014656,
22,,Track,4,Image 1,1000014658,
26850,,Track,4,Image 1,1000014659,
3517,,Track,4,Image 1,1000014661,
10541,,Track,4,Image 1,1000014663,
1602,,Track,4,Image 1,1000014668,
8337,,Track,4,Image 1,1000014676,
1388,,Track,4,Image 1,1000014683,
2200,,Track,4,Image 1,1000014686,
641,,Track,4,Image 1,1000014702,
538,,Track,4,Image 1,1000014710,
418,,Track,4,Image 1,1000014716,
23229,,Track,4,Image 1,1000014732,
1355,,Track,4,Image 1,1000014748,
8923,,Track,4,Image 1,1000014750,
10345,,Track,4,Image 1,1000014752,
960,,Track,4,Image 1,1000014756,
1330,,Track,4,Image 1,1000014762,
3173,,Track,4,Image 1,1000014764,
1529,,Track,4,Image 1,1000014765,
4739,,Track,4,Image 1,1000014775,
104,,Track,4,Image 1,1000014776,
4032,,Track,4,Image 1,1000014780,
5209,,Track,4,Image 1,1000014783,
12848,,Track,4,Image 1,1000014786,
191,,Track,4,Image 1,1000014798,
152,,Track,4,Image 1,1000014800,
167,,Track,4,Image 1,1000014803,
299,,Track,4,Image 1,1000014804,
3648,,Track,4,Image 1,1000014809,
1011,,Track,4,Image 1,1000014822,
3536,,Track,4,Image 1,1000014846,
1782,,Track,4,Image 1,1000014848,
826,,Track,4,Image 1,1000014852,
2391,,Track,4,Image 1,1000014859,
1034,,Track,4,Image 1,1000014887,
13121,,Track,4,Image 1,1000014909,
10397,,Track,4,Image 1,1000014918,
5161,,Track,4,Image 1,1000014926,
64,,Track,4,Image 1,1000014938,
3206,,Track,4,Image 1,1000014939,
356,,Track,4,Image 1,1000014943,
101,,Track,4,Image 1,1000014948,
2101,,Track,4,Image 1,1000014950,
103,,Track,4,Image 1,1000014956,
852,,Track,4,Image 1,1000014964,
984,,Track,4,Image 1,1000014966,
821,,Track,4,Image 1,1000014981,
5089,,Track,4,Image 1,1000014991,
1725,,Track,4,Image 1,1000015000,
4064,,Track,4,Image 1,1000015007,
14,,Track,4,Image 1,1000015009,
3503,,Track,4,Image 1,1000015012,
15535,,Track,4,Image 1,1000015021,
11329,,Track,4,Image 1,1000015022,
35490,,Track,4,Image 1,1000015027,
7832,,Track,4,Image 1,1000015029,
22185,,Track,4,Image 1,1000015030,
71,,Track,4,Image 1,1000015055,
611,,Track,4,Image 1,1000015069,
9355,,Track,4,Image 1,1000015072,
187,,Track,4,Image 1,1000015073,
9887,,Track,4,Image 1,1000015096,
36683,,Track,4,Image 1,1000015097,
984,,Track,4,Image 1,1000015099,
30155,,Track,4,Image 1,1000015100,
62,,Track,4,Image 1,1000015102,
455,,Track,4,Image 1,1000015108,
20649,,Track,4,Image 1,1000015118,
112,,Track,4,Image 1,1000015122,
46031,,Track,4,Image 1,1000015123,
1369,,Track,4,Image 1,1000015142,
98380,,Track,4,Image 1,1000015145,
5643,,Track,4,Image 1,1000015154,
4576,,Track,4,Image 1,1000015158,
9573,,Track,4,Image 1,1000015161,
25755,,Track,4,Image 1,1000015174,
933,,Track,4,Image 1,1000015179,
246,,Track,4,Image 1,1000015180,
22245,,Track,4,Image 1,1000015184,
3814,,Track,4,Image 1,1000015190,
3893,,Track,4,Image 1,1000015202,
189,,Track,4,Image 1,1000015204,
176,,Track,4,Image 1,1000015206,
1019,,Track,4,Image 1,1000015207,
218,,Track,4,Image 1,1000015208,
13669,,Track,4,Image 1,1000015213,
3195,,Track,4,Image 1,1000015219,
39,,Track,4,Image 1,1000015221,
1761,,Track,4,Image 1,1000015228,
548,,Track,4,Image 1,1000015237,
6132,,Track,4,Image 1,1000015240,
2032,,Track,4,Image 1,1000015248,
16596,,Track,4,Image 1,1000015251,
1475,,Track,4,Image 1,1000015267,
273,,Track,4,Image 1,1000015268,
3114,,Track,4,Image 1,1000015274,
43281,,Track,4,Image 1,1000015279,
3268,,Track,4,Image 1,1000015280,
17340,,Track,4,Image 1,1000015290,
1698,,Track,4,Image 1,1000015293,
200,,Track,4,Image 1,1000015307,
666,,Track,4,Image 1,1000015308,
7700,,Track,4,Image 1,1000015348,
56,,Track,4,Image 1,1000015352,
1334,,Track,4,Image 1,1000015353,
33,,Track,4,Image 1,1000015362,
2132,,Track,4,Image 1,1000015370,
6907,,Track,4,Image 1,1000015377,
2930,,Track,4,Image 1,1000015388,
131,,Track,4,Image 1,1000015394,
1181,,Track,4,Image 1,1000015400,
531,,Track,4,Image 1,1000015407,
10389,,Track,4,Image 1,1000015415,
781,,Track,4,Image 1,1000015421,
1336,,Track,4,Image 1,1000015432,
1006,,Track,4,Image 1,1000015443,
1125,,Track,4,Image 1,1000015450,
38,,Track,4,Image 1,1000015455,
2990,,Track,4,Image 1,1000015461,
14243,,Track,4,Image 1,1000015477,
45,,Track,4,Image 1,1000015497,
98,,Track,4,Image 1,1000015502,
5807,,Track,4,Image 1,1000015503,
2949,,Track,4,Image 1,1000015508,
10797,,Track,4,Image 1,1000015516,
156,,Track,4,Image 1,1000015525,
865,,Track,4,Image 1,1000015536,
2901,,Track,4,Image 1,1000015541,
4063,,Track,4,Image 1,1000015557,
2822,,Track,4,Image 1,1000015590,
110207,,Track,4,Image 1,1000015591,
239,,Track,4,Image 1,1000015593,
62079,,Track,4,Image 1,1000015622,
7818,,Track,4,Image 1,1000015630,
6924,,Track,4,Image 1,1000015650,
5361,,Track,4,Image 1,1000015674,
52,,Track,4,Image 1,1000015675,
346,,Track,4,Image 1,1000015678,
235,,Track,4,Image 1,1000015680,
324,,Track,4,Image 1,1000015682,
22969,,Track,4,Image 1,1000015700,
6,,Track,4,Image 1,1000015706,
56,,Track,4,Image 1,1000015719,
1372,,Track,4,Image 1,1000015724,
4947,,Track,4,Image 1,1000015726,
783,,Track,4,Image 1,1000015727,
25801,,Track,4,Image 1,1000015732,
607,,Track,4,Image 1,1000015744,
887,,Track,4,Image 1,1000015750,
5110,,Track,4,Image 1,1000015752,
814,,Track,4,Image 1,1000015753,
249,,Track,4,Image 1,1000015756,
20,,Track,4,Image 1,1000015758,
9153,,Track,4,Image 1,1000015767,
12332,,Track,4,Image 1,1000015768,
8323,,Track,4,Image 1,1000015772,
77,,Track,4,Image 1,1000015781,
322,,Track,4,Image 1,1000015782,
2230,,Track,4,Image 1,1000015808,
582,,Track,4,Image 1,1000015810,
298,,Track,4,Image 1,1000015856,
24733,,Track,4,Image 1,1000015857,
724,,Track,4,Image 1,1000015872,
3286,,Track,4,Image 1,1000015881,
2590,,Track,4,Image 1,1000015885,
222,,Track,4,Image 1,1000015891,
4461,,Track,4,Image 1,1000015910,
6120,,Track,4,Image 1,1000015931,
28813,,Track,4,Image 1,1000015937,
99,,Track,4,Image 1,1000015951,
39525,,Track,4,Image 1,1000015960,
10486,,Track,4,Image 1,1000015964,
86,,Track,4,Image 1,1000015975,
19521,,Track,4,Image 1,1000015996,
9456,,Track,4,Image 1,1000016009,
3271,,Track,4,Image 1,1000016017,
1666,,Track,4,Image 1,1000016024,
24678,,Track,4,Image 1,1000016031,
1072,,Track,4,Image 1,1000016045,
788,,Track,4,Image 1,1000016051,
2772,,Track,4,Image 1,1000016052,
76,,Track,4,Image 1,1000016073,
3517,,Track,4,Image 1,1000016077,
3761,,Track,4,Image 1,1000016083,
2097,,Track,4,Image 1,1000016095,
2681,,Track,4,Image 1,1000016100,
3106,,Track,4,Image 1,1000016102,
7230,,Track,4,Image 1,1000016107,
888,,Track,4,Image 1,1000016109,
698,,Track,4,Image 1,1000016117,
1616,,Track,4,Image 1,1000016143,
859,,Track,4,Image 1,1000016167,
12495,,Track,4,Image 1,1000016188,
226,,Track,4,Image 1,1000016195,
4311,,Track,4,Image 1,1000016200,
61,,Track,4,Image 1,1000016214,
3,,Track,4,Image 1,1000016218,
2657,,Track,4,Image 1,1000016223,
2146,,Track,4,Image 1,1000016232,
1555,,Track,4,Image 1,1000016233,
9029,,Track,4,Image 1,1000016235,
21199,,Track,4,Image 1,1000016250,
726,,Track,4,Image 1,1000016259,
1195,,Track,4,Image 1,1000016275,
2652,,Track,4,Image 1,1000016281,
13025,,Track,4,Image 1,1000016292,
2715,,Track,4,Image 1,1000016299,
485,,Track,4,Image 1,1000016304,
1976,,Track,4,Image 1,1000016316,
4919,,Track,4,Image 1,1000016320,
3731,,Track,4,Image 1,1000016332,
4690,,Track,4,Image 1,1000016337,
6715,,Track,4,Image 1,1000016338,
1145,,Track,4,Image 1,1000016342,
3282,,Track,4,Image 1,1000016354,
901,,Track,4,Image 1,1000016357,
7271,,Track,4,Image 1,1000016360,
176,,Track,4,Image 1,1000016381,
4675,,Track,4,Image 1,1000016386,
35,,Track,4,Image 1,1000016390,
6554,,Track,4,Image 1,1000016397,
1500,,Track,4,Image 1,1000016402,
5180,,Track,4,Image 1,1000016404,
1532,,Track,4,Image 1,1000016415,
34,,Track,4,Image 1,1000016419,
882,,Track,4,Image 1,1000016423,
819,,Track,4,Image 1,1000016426,
5443,,Track,4,Image 1,1000016430,
640,,Track,4,Image 1,1000016436,
76,,Track,4,Image 1,1000016453,
1248,,Track,4,Image 1,1000016466,
949,,Track,4,Image 1,1000016468,
250,,Track,4,Image 1,1000016474,
1832,,Track,4,Image 1,1000016475,
1241,,Track,4,Image 1,1000016485,
1080,,Track,4,Image 1,1000016504,
202,,Track,4,Image 1,1000016508,
9,,Track,4,Image 1,1000016512,
1338,,Track,4,Image 1,1000016521,
5167,,Track,4,Image 1,1000016531,
9654,,Track,4,Image 1,1000016534,
3349,,Track,4,Image 1,1000016542,
744,,Track,4,Image 1,1000016585,
1116,,Track,4,Image 1,1000016590,
115,,Track,4,Image 1,1000016591,
653,,Track,4,Image 1,1000016603,
287,,Track,4,Image 1,1000016609,
12750,,Track,4,Image 1,1000016611,
948,,Track,4,Image 1,1000016612,
241,,Track,4,Image 1,1000016623,
8544,,Track,4,Image 1,1000016626,
25,,Track,4,Image 1,1000016639,
636,,Track,4,Image 1,1000016641,
6824,,Track,4,Image 1,1000016643,
2710,,Track,4,Image 1,1000016665,
2330,,Track,4,Image 1,1000016666,
3672,,Track,4,Image 1,1000016674,
532,,Track,4,Image 1,1000016677,
2192,,Track,4,Image 1,1000016700,
692,,Track,4,Image 1,1000016703,
135,,Track,4,Image 1,1000016708,
